국적,목적,학습샘플수,검증샘플수,학습에포크,MAE_실제값,MAE_기준값,MAE_달성여부,MAE_등급,RMSE_실제값,RMSE_기준값,RMSE_달성여부,RMSE_등급,R2_실제값,R2_기준값,R2_달성여부,R2_등급,MAPE_실제값,MAPE_기준값,MAPE_달성여부,MAPE_등급,F1_실제값,F1_기준값,F1_달성여부,F1_등급,최종학습손실,최종검증손실,최종학습MAE,최종검증MAE,최고학습손실,최고검증손실,조기종료여부,학습률,생성시간
중국,중국_공용,198,35,27,1,"1,000",↓,우수,1,"1,500",↓,우수,-0.0659,0.20,↓,심각,18.9%,50.0%,↓,우수,0.000,0.45,↓,심각,0.034779,0.030513,0.139385,0.147770,0.034779,0.026963,예,0.001000,20250718_154034
중국,중국_상용,198,35,30,0,"1,000",↓,우수,0,"1,500",↓,우수,0.7540,0.20,↑,우수,2.7%,50.0%,↓,우수,0.913,0.45,↑,우수,0.019857,0.015316,0.108906,0.105847,0.019857,0.001882,예,0.001000,20250718_154051
중국,중국_관광,200,36,70,1,"1,000",↓,우수,1,"1,500",↓,우수,0.7821,0.20,↑,우수,5.3%,50.0%,↓,우수,0.829,0.45,↑,우수,0.068045,0.060248,0.131850,0.111125,0.063639,0.056417,예,0.001000,20250718_155555
중국,중국_유학연수,198,35,33,1,"1,000",↓,우수,1,"1,500",↓,우수,0.0631,0.20,↓,심각,8.1%,50.0%,↓,우수,0.000,0.45,↓,심각,0.041483,0.034559,0.165378,0.149005,0.036936,0.033096,예,0.001000,20250718_155615
