국적,목적,날짜,입국자수
루마니아,관광,2007-04-01,159.0
루마니아,관광,2007-05-01,185.0
루마니아,관광,2007-06-01,199.0
루마니아,관광,2007-07-01,189.0
루마니아,관광,2007-08-01,188.0
루마니아,관광,2007-09-01,219.0
루마니아,관광,2007-10-01,337.0
루마니아,관광,2007-11-01,230.0
루마니아,관광,2007-12-01,137.0
루마니아,관광,2008-01-01,128.0
루마니아,관광,2008-02-01,108.0
루마니아,관광,2008-03-01,189.0
루마니아,관광,2008-04-01,191.0
루마니아,관광,2008-05-01,201.0
루마니아,관광,2008-06-01,160.0
루마니아,관광,2008-07-01,223.0
루마니아,관광,2008-08-01,208.0
루마니아,관광,2008-09-01,219.0
루마니아,관광,2008-10-01,213.0
루마니아,관광,2008-11-01,238.0
루마니아,관광,2008-12-01,132.0
루마니아,관광,2009-01-01,173.0
루마니아,관광,2009-02-01,155.0
루마니아,관광,2009-03-01,158.0
루마니아,관광,2009-04-01,167.0
루마니아,관광,2009-05-01,161.0
루마니아,관광,2009-06-01,223.0
루마니아,관광,2009-07-01,162.0
루마니아,관광,2009-08-01,137.0
루마니아,관광,2009-09-01,194.0
루마니아,관광,2009-10-01,247.0
루마니아,관광,2009-11-01,183.0
루마니아,관광,2009-12-01,145.0
루마니아,관광,2010-01-01,142.0
루마니아,관광,2010-02-01,173.0
루마니아,관광,2010-03-01,178.0
루마니아,관광,2010-04-01,210.0
루마니아,관광,2010-05-01,179.0
루마니아,관광,2010-06-01,205.0
루마니아,관광,2010-07-01,244.0
루마니아,관광,2010-08-01,240.0
루마니아,관광,2010-09-01,287.0
루마니아,관광,2010-10-01,346.0
루마니아,관광,2010-11-01,273.0
루마니아,관광,2010-12-01,171.0
루마니아,관광,2011-01-01,154.0
루마니아,관광,2011-02-01,223.0
루마니아,관광,2011-03-01,277.0
루마니아,관광,2011-04-01,219.0
루마니아,관광,2011-05-01,266.0
루마니아,관광,2011-06-01,211.0
루마니아,관광,2011-07-01,246.0
루마니아,관광,2011-08-01,263.0
루마니아,관광,2011-09-01,257.0
루마니아,관광,2011-10-01,365.0
루마니아,관광,2011-11-01,276.0
루마니아,관광,2011-12-01,203.0
루마니아,관광,2012-01-01,251.0
루마니아,관광,2012-02-01,265.0
루마니아,관광,2012-03-01,260.0
루마니아,관광,2012-04-01,360.0
루마니아,관광,2012-05-01,336.0
루마니아,관광,2012-06-01,307.0
루마니아,관광,2012-07-01,364.0
루마니아,관광,2012-08-01,304.0
루마니아,관광,2012-09-01,361.0
루마니아,관광,2012-10-01,342.0
루마니아,관광,2012-11-01,381.0
루마니아,관광,2012-12-01,214.0
루마니아,관광,2013-01-01,252.0
루마니아,관광,2013-02-01,241.0
루마니아,관광,2013-03-01,304.0
루마니아,관광,2013-04-01,333.0
루마니아,관광,2013-05-01,297.0
루마니아,관광,2013-06-01,341.0
루마니아,관광,2013-07-01,314.0
루마니아,관광,2013-08-01,367.0
루마니아,관광,2013-09-01,321.0
루마니아,관광,2013-10-01,448.0
루마니아,관광,2013-11-01,362.0
루마니아,관광,2013-12-01,317.0
루마니아,관광,2014-01-01,276.0
루마니아,관광,2014-02-01,226.0
루마니아,관광,2014-03-01,420.0
루마니아,관광,2014-04-01,361.0
루마니아,관광,2014-05-01,435.0
루마니아,관광,2014-06-01,331.0
루마니아,관광,2014-07-01,334.0
루마니아,관광,2014-08-01,395.0
루마니아,관광,2014-09-01,478.0
루마니아,관광,2014-10-01,495.0
루마니아,관광,2014-11-01,394.0
루마니아,관광,2014-12-01,348.0
루마니아,관광,2015-01-01,253.0
루마니아,관광,2015-02-01,289.0
루마니아,관광,2015-03-01,396.0
루마니아,관광,2015-04-01,402.0
루마니아,관광,2015-05-01,444.0
루마니아,관광,2015-06-01,458.0
루마니아,관광,2015-07-01,362.0
루마니아,관광,2015-08-01,347.0
루마니아,관광,2015-09-01,506.0
루마니아,관광,2015-10-01,543.0
루마니아,관광,2015-11-01,423.0
루마니아,관광,2015-12-01,351.0
루마니아,관광,2016-01-01,347.0
루마니아,관광,2016-02-01,298.0
루마니아,관광,2016-03-01,470.0
루마니아,관광,2016-04-01,453.0
루마니아,관광,2016-05-01,589.0
루마니아,관광,2016-06-01,447.0
루마니아,관광,2016-07-01,397.0
루마니아,관광,2016-08-01,479.0
루마니아,관광,2016-09-01,507.0
루마니아,관광,2016-10-01,563.0
루마니아,관광,2016-11-01,402.0
루마니아,관광,2016-12-01,299.0
루마니아,관광,2017-01-01,301.0
루마니아,관광,2017-02-01,304.0
루마니아,관광,2017-03-01,511.0
루마니아,관광,2017-04-01,575.0
루마니아,관광,2017-05-01,375.0
루마니아,관광,2017-06-01,355.0
루마니아,관광,2017-07-01,390.0
루마니아,관광,2017-08-01,387.0
루마니아,관광,2017-09-01,578.0
루마니아,관광,2017-10-01,544.0
루마니아,관광,2017-11-01,468.0
루마니아,관광,2017-12-01,330.0
루마니아,관광,2018-01-01,290.0
루마니아,관광,2018-02-01,335.0
루마니아,관광,2018-03-01,475.0
루마니아,관광,2018-04-01,565.0
루마니아,관광,2018-05-01,488.0
루마니아,관광,2018-06-01,447.0
루마니아,관광,2018-07-01,406.0
루마니아,관광,2018-08-01,460.0
루마니아,관광,2018-09-01,578.0
루마니아,관광,2018-10-01,592.0
루마니아,관광,2018-11-01,447.0
루마니아,관광,2018-12-01,354.0
루마니아,관광,2019-01-01,412.0
루마니아,관광,2019-02-01,334.0
루마니아,관광,2019-03-01,494.0
루마니아,관광,2019-04-01,721.0
루마니아,관광,2019-05-01,542.0
루마니아,관광,2019-06-01,524.0
루마니아,관광,2019-07-01,503.0
루마니아,관광,2019-08-01,638.0
루마니아,관광,2019-09-01,675.0
루마니아,관광,2019-10-01,655.0
루마니아,관광,2019-11-01,607.0
루마니아,관광,2019-12-01,349.0
루마니아,관광,2020-01-01,372.0
루마니아,관광,2020-02-01,228.0
루마니아,관광,2020-03-01,86.0
루마니아,관광,2020-04-01,40.0
루마니아,관광,2020-05-01,34.0
루마니아,관광,2020-06-01,61.0
루마니아,관광,2020-07-01,62.0
루마니아,관광,2020-08-01,74.0
루마니아,관광,2020-09-01,63.0
루마니아,관광,2020-10-01,69.0
루마니아,관광,2020-11-01,78.0
루마니아,관광,2020-12-01,45.0
루마니아,관광,2021-01-01,44.0
루마니아,관광,2021-02-01,56.0
루마니아,관광,2021-03-01,76.0
루마니아,관광,2021-04-01,80.0
루마니아,관광,2021-05-01,58.0
루마니아,관광,2021-06-01,35.0
루마니아,관광,2021-07-01,76.0
루마니아,관광,2021-08-01,76.0
루마니아,관광,2021-09-01,142.0
루마니아,관광,2021-10-01,182.0
루마니아,관광,2021-11-01,163.0
루마니아,관광,2021-12-01,145.0
루마니아,관광,2022-01-01,197.0
루마니아,관광,2022-02-01,190.0
루마니아,관광,2022-03-01,204.0
루마니아,관광,2022-04-01,209.0
루마니아,관광,2022-05-01,224.0
루마니아,관광,2022-06-01,225.0
루마니아,관광,2022-07-01,293.0
루마니아,관광,2022-08-01,338.0
루마니아,관광,2022-09-01,409.0
루마니아,관광,2022-10-01,685.0
루마니아,관광,2022-11-01,376.0
루마니아,관광,2022-12-01,327.0
루마니아,관광,2023-01-01,210.0
루마니아,관광,2023-02-01,282.0
루마니아,관광,2023-03-01,669.0
루마니아,관광,2023-04-01,933.0
루마니아,관광,2023-05-01,641.0
루마니아,관광,2023-06-01,513.0
루마니아,관광,2023-07-01,598.0
루마니아,관광,2023-08-01,637.0
루마니아,관광,2023-09-01,969.0
루마니아,관광,2023-10-01,1165.0
루마니아,관광,2023-11-01,740.0
루마니아,관광,2023-12-01,355.0
루마니아,관광,2024-01-01,364.0
루마니아,관광,2024-02-01,354.0
루마니아,관광,2024-03-01,1198.0
루마니아,관광,2024-04-01,1501.0
루마니아,관광,2024-05-01,1060.0
루마니아,관광,2024-06-01,681.0
루마니아,관광,2024-07-01,743.0
루마니아,관광,2024-08-01,892.0
루마니아,관광,2024-09-01,1134.0
루마니아,관광,2024-10-01,1417.0
루마니아,관광,2024-11-01,686.0
루마니아,관광,2024-12-01,521.0
루마니아,관광,2025-01-01,343.0
루마니아,관광,2025-02-01,436.0
루마니아,관광,2025-03-01,1442.0
루마니아,관광,2025-04-01,2070.0
루마니아,관광,2025-05-01,1077.0
루마니아,상용,2005-01-01,7.0
루마니아,상용,2005-02-01,5.0
루마니아,상용,2005-03-01,6.0
루마니아,상용,2005-04-01,13.0
루마니아,상용,2005-05-01,11.0
루마니아,상용,2005-06-01,3.0
루마니아,상용,2005-07-01,8.0
루마니아,상용,2005-08-01,5.0
루마니아,상용,2005-09-01,9.0
루마니아,상용,2005-10-01,11.0
루마니아,상용,2005-11-01,7.0
루마니아,상용,2005-12-01,3.0
루마니아,상용,2006-01-01,16.0
루마니아,상용,2006-02-01,10.0
루마니아,상용,2006-03-01,5.0
루마니아,상용,2006-04-01,10.0
루마니아,상용,2006-05-01,8.0
루마니아,상용,2006-06-01,10.0
루마니아,상용,2006-07-01,13.0
루마니아,상용,2006-08-01,21.0
루마니아,상용,2006-09-01,17.0
루마니아,상용,2006-10-01,12.0
루마니아,상용,2006-11-01,14.0
루마니아,상용,2006-12-01,9.0
루마니아,상용,2007-01-01,19.0
루마니아,상용,2007-02-01,18.0
루마니아,상용,2007-03-01,10.0
루마니아,상용,2007-04-01,10.0
루마니아,상용,2007-05-01,9.0
루마니아,상용,2007-06-01,9.0
루마니아,상용,2007-07-01,9.0
루마니아,상용,2007-08-01,20.0
루마니아,상용,2007-09-01,19.0
루마니아,상용,2007-10-01,4.0
루마니아,상용,2007-11-01,7.0
루마니아,상용,2007-12-01,5.0
루마니아,상용,2008-01-01,21.0
루마니아,상용,2008-02-01,11.0
루마니아,상용,2008-03-01,12.0
루마니아,상용,2008-04-01,6.0
루마니아,상용,2008-05-01,12.0
루마니아,상용,2008-06-01,9.0
루마니아,상용,2008-07-01,10.0
루마니아,상용,2008-08-01,21.0
루마니아,상용,2008-09-01,16.0
루마니아,상용,2008-10-01,11.0
루마니아,상용,2008-11-01,7.0
루마니아,상용,2008-12-01,11.0
루마니아,상용,2009-01-01,20.0
루마니아,상용,2009-02-01,10.0
루마니아,상용,2009-03-01,19.0
루마니아,상용,2009-04-01,17.0
루마니아,상용,2009-05-01,13.0
루마니아,상용,2009-06-01,18.0
루마니아,상용,2009-07-01,15.0
루마니아,상용,2009-08-01,13.0
루마니아,상용,2009-09-01,11.0
루마니아,상용,2009-10-01,14.0
루마니아,상용,2009-11-01,12.0
루마니아,상용,2009-12-01,8.0
루마니아,상용,2010-01-01,12.0
루마니아,상용,2010-02-01,9.0
루마니아,상용,2010-03-01,14.0
루마니아,상용,2010-04-01,15.0
루마니아,상용,2010-05-01,11.0
루마니아,상용,2010-06-01,12.0
루마니아,상용,2010-07-01,18.0
루마니아,상용,2010-08-01,21.0
루마니아,상용,2010-09-01,18.0
루마니아,상용,2010-10-01,12.0
루마니아,상용,2010-11-01,12.0
루마니아,상용,2010-12-01,21.0
루마니아,상용,2011-01-01,18.0
루마니아,상용,2011-02-01,19.0
루마니아,상용,2011-03-01,14.0
루마니아,상용,2011-04-01,5.0
루마니아,상용,2011-05-01,10.0
루마니아,상용,2011-06-01,15.0
루마니아,상용,2011-07-01,10.0
루마니아,상용,2011-08-01,8.0
루마니아,상용,2011-09-01,17.0
루마니아,상용,2011-10-01,18.0
루마니아,상용,2011-11-01,11.0
루마니아,상용,2011-12-01,10.0
루마니아,상용,2012-01-01,32.0
루마니아,상용,2012-02-01,4.0
루마니아,상용,2012-03-01,18.0
루마니아,상용,2012-04-01,23.0
루마니아,상용,2012-05-01,12.0
루마니아,상용,2012-06-01,12.0
루마니아,상용,2012-07-01,13.0
루마니아,상용,2012-08-01,21.0
루마니아,상용,2012-09-01,14.0
루마니아,상용,2012-10-01,17.0
루마니아,상용,2012-11-01,8.0
루마니아,상용,2012-12-01,10.0
루마니아,상용,2013-01-01,31.0
루마니아,상용,2013-02-01,16.0
루마니아,상용,2013-03-01,21.0
루마니아,상용,2013-04-01,17.0
루마니아,상용,2013-05-01,16.0
루마니아,상용,2013-06-01,30.0
루마니아,상용,2013-07-01,24.0
루마니아,상용,2013-08-01,32.0
루마니아,상용,2013-09-01,24.0
루마니아,상용,2013-10-01,21.0
루마니아,상용,2013-11-01,17.0
루마니아,상용,2013-12-01,11.0
루마니아,상용,2014-01-01,33.0
루마니아,상용,2014-02-01,18.0
루마니아,상용,2014-03-01,27.0
루마니아,상용,2014-04-01,27.0
루마니아,상용,2014-05-01,28.0
루마니아,상용,2014-06-01,26.0
루마니아,상용,2014-07-01,12.0
루마니아,상용,2014-08-01,36.0
루마니아,상용,2014-09-01,24.0
루마니아,상용,2014-10-01,16.0
루마니아,상용,2014-11-01,10.0
루마니아,상용,2014-12-01,13.0
루마니아,상용,2015-01-01,27.0
루마니아,상용,2015-02-01,16.0
루마니아,상용,2015-03-01,18.0
루마니아,상용,2015-04-01,18.0
루마니아,상용,2015-05-01,26.0
루마니아,상용,2015-06-01,19.0
루마니아,상용,2015-07-01,17.0
루마니아,상용,2015-08-01,27.0
루마니아,상용,2015-09-01,21.0
루마니아,상용,2015-10-01,20.0
루마니아,상용,2015-11-01,18.0
루마니아,상용,2015-12-01,13.0
루마니아,상용,2016-01-01,25.0
루마니아,상용,2016-02-01,12.0
루마니아,상용,2016-03-01,25.0
루마니아,상용,2016-04-01,12.0
루마니아,상용,2016-05-01,23.0
루마니아,상용,2016-06-01,21.0
루마니아,상용,2016-07-01,12.0
루마니아,상용,2016-08-01,22.0
루마니아,상용,2016-09-01,18.0
루마니아,상용,2016-10-01,19.0
루마니아,상용,2016-11-01,17.0
루마니아,상용,2016-12-01,16.0
루마니아,상용,2017-01-01,38.0
루마니아,상용,2017-02-01,14.0
루마니아,상용,2017-03-01,14.0
루마니아,상용,2017-04-01,16.0
루마니아,상용,2017-05-01,26.0
루마니아,상용,2017-06-01,23.0
루마니아,상용,2017-07-01,13.0
루마니아,상용,2017-08-01,18.0
루마니아,상용,2017-09-01,10.0
루마니아,상용,2017-10-01,16.0
루마니아,상용,2017-11-01,10.0
루마니아,상용,2017-12-01,4.0
루마니아,상용,2018-01-01,19.0
루마니아,상용,2018-02-01,6.0
루마니아,상용,2018-03-01,10.0
루마니아,상용,2018-04-01,10.0
루마니아,상용,2018-05-01,16.0
루마니아,상용,2018-06-01,1.0
루마니아,상용,2018-07-01,8.0
루마니아,상용,2018-08-01,8.0
루마니아,상용,2018-09-01,16.0
루마니아,상용,2018-10-01,6.0
루마니아,상용,2018-11-01,2.0
루마니아,상용,2018-12-01,6.0
루마니아,상용,2019-01-01,8.0
루마니아,상용,2019-02-01,4.0
루마니아,상용,2019-03-01,5.0
루마니아,상용,2019-04-01,6.0
루마니아,상용,2019-05-01,4.0
루마니아,상용,2019-06-01,9.0
루마니아,상용,2019-07-01,8.0
루마니아,상용,2019-08-01,10.0
루마니아,상용,2019-09-01,12.0
루마니아,상용,2019-10-01,5.0
루마니아,상용,2019-11-01,5.0
루마니아,상용,2019-12-01,8.0
루마니아,상용,2020-01-01,17.0
루마니아,상용,2020-02-01,5.0
루마니아,상용,2020-03-01,3.0
루마니아,상용,2020-04-01,0.0
루마니아,상용,2020-05-01,1.0
루마니아,상용,2020-06-01,2.0
루마니아,상용,2020-07-01,3.0
루마니아,상용,2020-08-01,7.0
루마니아,상용,2020-09-01,3.0
루마니아,상용,2020-10-01,3.0
루마니아,상용,2020-11-01,1.0
루마니아,상용,2020-12-01,2.0
루마니아,상용,2021-01-01,4.0
루마니아,상용,2021-02-01,3.0
루마니아,상용,2021-03-01,9.0
루마니아,상용,2021-04-01,5.0
루마니아,상용,2021-05-01,4.0
루마니아,상용,2021-06-01,7.0
루마니아,상용,2021-07-01,5.0
루마니아,상용,2021-08-01,9.0
루마니아,상용,2021-09-01,5.0
루마니아,상용,2021-10-01,3.0
루마니아,상용,2021-11-01,1.0
루마니아,상용,2021-12-01,3.0
루마니아,상용,2022-01-01,2.0
루마니아,상용,2022-02-01,1.0
루마니아,상용,2022-03-01,4.0
루마니아,상용,2022-04-01,7.0
루마니아,상용,2022-05-01,6.0
루마니아,상용,2022-06-01,11.0
루마니아,상용,2022-07-01,6.0
루마니아,상용,2022-08-01,8.0
루마니아,상용,2022-09-01,6.0
루마니아,상용,2022-10-01,9.0
루마니아,상용,2022-11-01,5.0
루마니아,상용,2022-12-01,9.0
루마니아,상용,2023-01-01,12.0
루마니아,상용,2023-02-01,7.0
루마니아,상용,2023-03-01,10.0
루마니아,상용,2023-04-01,12.0
루마니아,상용,2023-05-01,11.0
루마니아,상용,2023-06-01,6.0
루마니아,상용,2023-07-01,9.0
루마니아,상용,2023-08-01,11.0
루마니아,상용,2023-09-01,12.0
루마니아,상용,2023-10-01,15.0
루마니아,상용,2023-11-01,6.0
루마니아,상용,2023-12-01,6.0
루마니아,상용,2024-01-01,10.0
루마니아,상용,2024-02-01,15.0
루마니아,상용,2024-03-01,11.0
루마니아,상용,2024-04-01,9.0
루마니아,상용,2024-05-01,16.0
루마니아,상용,2024-06-01,7.0
루마니아,상용,2024-07-01,4.0
루마니아,상용,2024-08-01,7.0
루마니아,상용,2024-09-01,11.0
루마니아,상용,2024-10-01,11.0
루마니아,상용,2024-11-01,8.0
루마니아,상용,2024-12-01,14.0
루마니아,상용,2025-01-01,16.0
루마니아,상용,2025-02-01,8.0
루마니아,상용,2025-03-01,9.0
루마니아,상용,2025-04-01,7.0
루마니아,상용,2025-05-01,9.0
루마니아,유학연수,2005-01-01,1.0
루마니아,유학연수,2005-02-01,5.0
루마니아,유학연수,2005-03-01,1.0
루마니아,유학연수,2005-04-01,0.0
루마니아,유학연수,2005-05-01,0.0
루마니아,유학연수,2005-06-01,1.0
루마니아,유학연수,2005-07-01,1.0
루마니아,유학연수,2005-08-01,5.0
루마니아,유학연수,2005-09-01,3.0
루마니아,유학연수,2005-10-01,2.0
루마니아,유학연수,2005-11-01,0.0
루마니아,유학연수,2005-12-01,0.0
루마니아,유학연수,2006-01-01,1.0
루마니아,유학연수,2006-02-01,3.0
루마니아,유학연수,2006-03-01,2.0
루마니아,유학연수,2006-04-01,0.0
루마니아,유학연수,2006-05-01,0.0
루마니아,유학연수,2006-06-01,1.0
루마니아,유학연수,2006-07-01,0.0
루마니아,유학연수,2006-08-01,3.0
루마니아,유학연수,2006-09-01,1.0
루마니아,유학연수,2006-10-01,0.0
루마니아,유학연수,2006-11-01,0.0
루마니아,유학연수,2006-12-01,1.0
루마니아,유학연수,2007-01-01,2.0
루마니아,유학연수,2007-02-01,3.0
루마니아,유학연수,2007-03-01,0.0
루마니아,유학연수,2007-04-01,0.0
루마니아,유학연수,2007-05-01,1.0
루마니아,유학연수,2007-06-01,1.0
루마니아,유학연수,2007-07-01,2.0
루마니아,유학연수,2007-08-01,13.0
루마니아,유학연수,2007-09-01,2.0
루마니아,유학연수,2007-10-01,1.0
루마니아,유학연수,2007-11-01,1.0
루마니아,유학연수,2007-12-01,1.0
루마니아,유학연수,2008-01-01,2.0
루마니아,유학연수,2008-02-01,10.0
루마니아,유학연수,2008-03-01,5.0
루마니아,유학연수,2008-04-01,1.0
루마니아,유학연수,2008-05-01,1.0
루마니아,유학연수,2008-06-01,1.0
루마니아,유학연수,2008-07-01,16.0
루마니아,유학연수,2008-08-01,10.0
루마니아,유학연수,2008-09-01,1.0
루마니아,유학연수,2008-10-01,4.0
루마니아,유학연수,2008-11-01,0.0
루마니아,유학연수,2008-12-01,7.0
루마니아,유학연수,2009-01-01,8.0
루마니아,유학연수,2009-02-01,7.0
루마니아,유학연수,2009-03-01,3.0
루마니아,유학연수,2009-04-01,1.0
루마니아,유학연수,2009-05-01,5.0
루마니아,유학연수,2009-06-01,1.0
루마니아,유학연수,2009-07-01,1.0
루마니아,유학연수,2009-08-01,6.0
루마니아,유학연수,2009-09-01,2.0
루마니아,유학연수,2009-10-01,1.0
루마니아,유학연수,2009-11-01,0.0
루마니아,유학연수,2009-12-01,1.0
루마니아,유학연수,2010-01-01,9.0
루마니아,유학연수,2010-02-01,2.0
루마니아,유학연수,2010-03-01,5.0
루마니아,유학연수,2010-04-01,1.0
루마니아,유학연수,2010-05-01,1.0
루마니아,유학연수,2010-06-01,0.0
루마니아,유학연수,2010-07-01,0.0
루마니아,유학연수,2010-08-01,22.0
루마니아,유학연수,2010-09-01,4.0
루마니아,유학연수,2010-10-01,0.0
루마니아,유학연수,2010-11-01,1.0
루마니아,유학연수,2010-12-01,0.0
루마니아,유학연수,2011-01-01,4.0
루마니아,유학연수,2011-02-01,7.0
루마니아,유학연수,2011-03-01,1.0
루마니아,유학연수,2011-04-01,0.0
루마니아,유학연수,2011-05-01,1.0
루마니아,유학연수,2011-06-01,3.0
루마니아,유학연수,2011-07-01,4.0
루마니아,유학연수,2011-08-01,8.0
루마니아,유학연수,2011-09-01,1.0
루마니아,유학연수,2011-10-01,3.0
루마니아,유학연수,2011-11-01,3.0
루마니아,유학연수,2011-12-01,0.0
루마니아,유학연수,2012-01-01,8.0
루마니아,유학연수,2012-02-01,11.0
루마니아,유학연수,2012-03-01,1.0
루마니아,유학연수,2012-04-01,0.0
루마니아,유학연수,2012-05-01,0.0
루마니아,유학연수,2012-06-01,1.0
루마니아,유학연수,2012-07-01,1.0
루마니아,유학연수,2012-08-01,21.0
루마니아,유학연수,2012-09-01,2.0
루마니아,유학연수,2012-10-01,1.0
루마니아,유학연수,2012-11-01,1.0
루마니아,유학연수,2012-12-01,3.0
루마니아,유학연수,2013-01-01,3.0
루마니아,유학연수,2013-02-01,21.0
루마니아,유학연수,2013-03-01,4.0
루마니아,유학연수,2013-04-01,1.0
루마니아,유학연수,2013-05-01,3.0
루마니아,유학연수,2013-06-01,0.0
루마니아,유학연수,2013-07-01,1.0
루마니아,유학연수,2013-08-01,15.0
루마니아,유학연수,2013-09-01,0.0
루마니아,유학연수,2013-10-01,2.0
루마니아,유학연수,2013-11-01,0.0
루마니아,유학연수,2013-12-01,2.0
루마니아,유학연수,2014-01-01,3.0
루마니아,유학연수,2014-02-01,18.0
루마니아,유학연수,2014-03-01,2.0
루마니아,유학연수,2014-04-01,0.0
루마니아,유학연수,2014-05-01,2.0
루마니아,유학연수,2014-06-01,4.0
루마니아,유학연수,2014-07-01,3.0
루마니아,유학연수,2014-08-01,25.0
루마니아,유학연수,2014-09-01,4.0
루마니아,유학연수,2014-10-01,4.0
루마니아,유학연수,2014-11-01,3.0
루마니아,유학연수,2014-12-01,1.0
루마니아,유학연수,2015-01-01,7.0
루마니아,유학연수,2015-02-01,17.0
루마니아,유학연수,2015-03-01,2.0
루마니아,유학연수,2015-04-01,3.0
루마니아,유학연수,2015-05-01,4.0
루마니아,유학연수,2015-06-01,2.0
루마니아,유학연수,2015-07-01,9.0
루마니아,유학연수,2015-08-01,35.0
루마니아,유학연수,2015-09-01,0.0
루마니아,유학연수,2015-10-01,2.0
루마니아,유학연수,2015-11-01,3.0
루마니아,유학연수,2015-12-01,3.0
루마니아,유학연수,2016-01-01,12.0
루마니아,유학연수,2016-02-01,23.0
루마니아,유학연수,2016-03-01,5.0
루마니아,유학연수,2016-04-01,0.0
루마니아,유학연수,2016-05-01,3.0
루마니아,유학연수,2016-06-01,3.0
루마니아,유학연수,2016-07-01,7.0
루마니아,유학연수,2016-08-01,24.0
루마니아,유학연수,2016-09-01,4.0
루마니아,유학연수,2016-10-01,4.0
루마니아,유학연수,2016-11-01,4.0
루마니아,유학연수,2016-12-01,2.0
루마니아,유학연수,2017-01-01,13.0
루마니아,유학연수,2017-02-01,18.0
루마니아,유학연수,2017-03-01,3.0
루마니아,유학연수,2017-04-01,5.0
루마니아,유학연수,2017-05-01,7.0
루마니아,유학연수,2017-06-01,3.0
루마니아,유학연수,2017-07-01,6.0
루마니아,유학연수,2017-08-01,24.0
루마니아,유학연수,2017-09-01,8.0
루마니아,유학연수,2017-10-01,7.0
루마니아,유학연수,2017-11-01,6.0
루마니아,유학연수,2017-12-01,6.0
루마니아,유학연수,2018-01-01,10.0
루마니아,유학연수,2018-02-01,23.0
루마니아,유학연수,2018-03-01,5.0
루마니아,유학연수,2018-04-01,6.0
루마니아,유학연수,2018-05-01,1.0
루마니아,유학연수,2018-06-01,4.0
루마니아,유학연수,2018-07-01,13.0
루마니아,유학연수,2018-08-01,21.0
루마니아,유학연수,2018-09-01,9.0
루마니아,유학연수,2018-10-01,4.0
루마니아,유학연수,2018-11-01,3.0
루마니아,유학연수,2018-12-01,4.0
루마니아,유학연수,2019-01-01,3.0
루마니아,유학연수,2019-02-01,30.0
루마니아,유학연수,2019-03-01,2.0
루마니아,유학연수,2019-04-01,1.0
루마니아,유학연수,2019-05-01,8.0
루마니아,유학연수,2019-06-01,5.0
루마니아,유학연수,2019-07-01,6.0
루마니아,유학연수,2019-08-01,32.0
루마니아,유학연수,2019-09-01,4.0
루마니아,유학연수,2019-10-01,1.0
루마니아,유학연수,2019-11-01,4.0
루마니아,유학연수,2019-12-01,3.0
