국적,목적,날짜,입국자수
이탈리아,유학연수,2018-01-01,29.0
이탈리아,유학연수,2018-02-01,83.0
이탈리아,유학연수,2018-03-01,26.0
이탈리아,유학연수,2018-04-01,17.0
이탈리아,유학연수,2018-05-01,29.0
이탈리아,유학연수,2018-06-01,27.0
이탈리아,유학연수,2018-07-01,22.0
이탈리아,유학연수,2018-08-01,172.0
이탈리아,유학연수,2018-09-01,35.0
이탈리아,유학연수,2018-10-01,18.0
이탈리아,유학연수,2018-11-01,50.0
이탈리아,유학연수,2018-12-01,55.0
이탈리아,유학연수,2019-01-01,40.0
이탈리아,유학연수,2019-02-01,125.0
이탈리아,유학연수,2019-03-01,33.0
이탈리아,유학연수,2019-04-01,12.0
이탈리아,유학연수,2019-05-01,54.0
이탈리아,유학연수,2019-06-01,68.0
이탈리아,유학연수,2019-07-01,36.0
이탈리아,유학연수,2019-08-01,212.0
이탈리아,유학연수,2019-09-01,26.0
이탈리아,유학연수,2019-10-01,45.0
이탈리아,유학연수,2019-11-01,103.0
이탈리아,유학연수,2019-12-01,39.0
이탈리아,유학연수,2020-01-01,55.0
이탈리아,유학연수,2020-02-01,77.0
이탈리아,유학연수,2020-03-01,18.0
이탈리아,유학연수,2020-04-01,2.0
이탈리아,유학연수,2020-05-01,0.0
이탈리아,유학연수,2020-06-01,1.0
이탈리아,유학연수,2020-07-01,3.0
이탈리아,유학연수,2020-08-01,66.0
이탈리아,유학연수,2020-09-01,6.0
이탈리아,유학연수,2020-10-01,4.0
이탈리아,유학연수,2020-11-01,24.0
이탈리아,유학연수,2020-12-01,0.0
이탈리아,유학연수,2021-01-01,16.0
이탈리아,유학연수,2021-02-01,126.0
이탈리아,유학연수,2021-03-01,7.0
이탈리아,유학연수,2021-04-01,1.0
이탈리아,유학연수,2021-05-01,19.0
이탈리아,유학연수,2021-06-01,8.0
이탈리아,유학연수,2021-07-01,14.0
이탈리아,유학연수,2021-08-01,198.0
이탈리아,유학연수,2021-09-01,14.0
이탈리아,유학연수,2021-10-01,3.0
이탈리아,유학연수,2021-11-01,34.0
이탈리아,유학연수,2021-12-01,6.0
이탈리아,유학연수,2022-01-01,22.0
이탈리아,유학연수,2022-02-01,211.0
이탈리아,유학연수,2022-03-01,32.0
이탈리아,유학연수,2022-04-01,5.0
이탈리아,유학연수,2022-05-01,32.0
이탈리아,유학연수,2022-06-01,25.0
이탈리아,유학연수,2022-07-01,21.0
이탈리아,유학연수,2022-08-01,265.0
이탈리아,유학연수,2022-09-01,35.0
이탈리아,유학연수,2022-10-01,7.0
이탈리아,유학연수,2022-11-01,58.0
이탈리아,유학연수,2022-12-01,43.0
이탈리아,유학연수,2023-01-01,61.0
이탈리아,유학연수,2023-02-01,188.0
이탈리아,유학연수,2023-03-01,35.0
이탈리아,유학연수,2023-04-01,18.0
이탈리아,유학연수,2023-05-01,45.0
이탈리아,유학연수,2023-06-01,45.0
이탈리아,유학연수,2023-07-01,35.0
이탈리아,유학연수,2023-08-01,286.0
이탈리아,유학연수,2023-09-01,55.0
이탈리아,유학연수,2023-10-01,14.0
이탈리아,유학연수,2023-11-01,80.0
이탈리아,유학연수,2023-12-01,50.0
이탈리아,유학연수,2024-01-01,73.0
이탈리아,유학연수,2024-02-01,226.0
이탈리아,유학연수,2024-03-01,42.0
이탈리아,유학연수,2024-04-01,17.0
이탈리아,유학연수,2024-05-01,62.0
이탈리아,유학연수,2024-06-01,68.0
이탈리아,유학연수,2024-07-01,54.0
이탈리아,유학연수,2024-08-01,370.0
이탈리아,유학연수,2024-09-01,55.0
이탈리아,유학연수,2024-10-01,22.0
이탈리아,유학연수,2024-11-01,92.0
이탈리아,유학연수,2024-12-01,126.0
이탈리아,유학연수,2025-01-01,101.0
이탈리아,유학연수,2025-02-01,223.0
이탈리아,유학연수,2025-03-01,52.0
이탈리아,유학연수,2025-04-01,20.0
이탈리아,유학연수,2025-05-01,98.0
인도,공용,2005-01-01,6.0
인도,공용,2005-02-01,2.0
인도,공용,2005-03-01,8.0
인도,공용,2005-04-01,8.0
인도,공용,2005-05-01,28.0
인도,공용,2005-06-01,13.0
인도,공용,2005-07-01,12.0
인도,공용,2005-08-01,20.0
인도,공용,2005-09-01,25.0
인도,공용,2005-10-01,31.0
인도,공용,2005-11-01,17.0
인도,공용,2005-12-01,10.0
인도,공용,2006-01-01,13.0
인도,공용,2006-02-01,14.0
인도,공용,2006-03-01,16.0
인도,공용,2006-04-01,19.0
인도,공용,2006-05-01,19.0
인도,공용,2006-06-01,28.0
인도,공용,2006-07-01,17.0
인도,공용,2006-08-01,11.0
인도,공용,2006-09-01,31.0
인도,공용,2006-10-01,46.0
인도,공용,2006-11-01,20.0
인도,공용,2006-12-01,7.0
인도,공용,2007-01-01,25.0
인도,공용,2007-02-01,11.0
인도,공용,2007-03-01,6.0
인도,공용,2007-04-01,26.0
인도,공용,2007-05-01,23.0
인도,공용,2007-06-01,24.0
인도,공용,2007-07-01,29.0
인도,공용,2007-08-01,73.0
인도,공용,2007-09-01,15.0
인도,공용,2007-10-01,128.0
인도,공용,2007-11-01,20.0
인도,공용,2007-12-01,7.0
인도,공용,2008-01-01,7.0
인도,공용,2008-02-01,7.0
인도,공용,2008-03-01,11.0
인도,공용,2008-04-01,20.0
인도,공용,2008-05-01,145.0
인도,공용,2008-06-01,30.0
인도,공용,2008-07-01,22.0
인도,공용,2008-08-01,16.0
인도,공용,2008-09-01,28.0
인도,공용,2008-10-01,33.0
인도,공용,2008-11-01,22.0
인도,공용,2008-12-01,6.0
인도,공용,2009-01-01,6.0
인도,공용,2009-02-01,15.0
인도,공용,2009-03-01,25.0
인도,공용,2009-04-01,18.0
인도,공용,2009-05-01,31.0
인도,공용,2009-06-01,24.0
인도,공용,2009-07-01,12.0
인도,공용,2009-08-01,16.0
인도,공용,2009-09-01,18.0
인도,공용,2009-10-01,4.0
인도,공용,2009-11-01,3.0
인도,공용,2009-12-01,6.0
인도,공용,2010-01-01,7.0
인도,공용,2010-02-01,5.0
인도,공용,2010-03-01,10.0
인도,공용,2010-04-01,17.0
인도,공용,2010-05-01,24.0
인도,공용,2010-06-01,11.0
인도,공용,2010-07-01,5.0
인도,공용,2010-08-01,21.0
인도,공용,2010-09-01,17.0
인도,공용,2010-10-01,15.0
인도,공용,2010-11-01,76.0
인도,공용,2010-12-01,6.0
인도,공용,2011-01-01,6.0
인도,공용,2011-02-01,12.0
인도,공용,2011-03-01,1.0
인도,공용,2011-04-01,13.0
인도,공용,2011-05-01,8.0
인도,공용,2011-06-01,6.0
인도,공용,2011-07-01,14.0
인도,공용,2011-08-01,13.0
인도,공용,2011-09-01,19.0
인도,공용,2011-10-01,5.0
인도,공용,2011-11-01,7.0
인도,공용,2011-12-01,9.0
인도,공용,2012-01-01,7.0
인도,공용,2012-02-01,17.0
인도,공용,2012-03-01,135.0
인도,공용,2012-04-01,17.0
인도,공용,2012-05-01,16.0
인도,공용,2012-06-01,7.0
인도,공용,2012-07-01,9.0
인도,공용,2012-08-01,7.0
인도,공용,2012-09-01,14.0
인도,공용,2012-10-01,27.0
인도,공용,2012-11-01,20.0
인도,공용,2012-12-01,17.0
인도,공용,2013-01-01,7.0
인도,공용,2013-02-01,4.0
인도,공용,2013-03-01,22.0
인도,공용,2013-04-01,6.0
인도,공용,2013-05-01,14.0
인도,공용,2013-06-01,20.0
인도,공용,2013-07-01,17.0
인도,공용,2013-08-01,17.0
인도,공용,2013-09-01,15.0
인도,공용,2013-10-01,61.0
인도,공용,2013-11-01,35.0
인도,공용,2013-12-01,33.0
인도,공용,2014-01-01,18.0
인도,공용,2014-02-01,15.0
인도,공용,2014-03-01,27.0
인도,공용,2014-04-01,16.0
인도,공용,2014-05-01,32.0
인도,공용,2014-06-01,25.0
인도,공용,2014-07-01,27.0
인도,공용,2014-08-01,61.0
인도,공용,2014-09-01,109.0
인도,공용,2014-10-01,58.0
인도,공용,2014-11-01,80.0
인도,공용,2014-12-01,41.0
인도,공용,2015-01-01,22.0
인도,공용,2015-02-01,16.0
인도,공용,2015-03-01,38.0
인도,공용,2015-04-01,54.0
인도,공용,2015-05-01,128.0
인도,공용,2015-06-01,150.0
인도,공용,2015-07-01,43.0
인도,공용,2015-08-01,65.0
인도,공용,2015-09-01,84.0
인도,공용,2015-10-01,202.0
인도,공용,2015-11-01,87.0
인도,공용,2015-12-01,20.0
인도,공용,2016-01-01,30.0
인도,공용,2016-02-01,22.0
인도,공용,2016-03-01,32.0
인도,공용,2016-04-01,36.0
인도,공용,2016-05-01,76.0
인도,공용,2016-06-01,39.0
인도,공용,2016-07-01,108.0
인도,공용,2016-08-01,45.0
인도,공용,2016-09-01,128.0
인도,공용,2016-10-01,65.0
인도,공용,2016-11-01,43.0
인도,공용,2016-12-01,35.0
인도,공용,2017-01-01,32.0
인도,공용,2017-02-01,62.0
인도,공용,2017-03-01,35.0
인도,공용,2017-04-01,40.0
인도,공용,2017-05-01,54.0
인도,공용,2017-06-01,125.0
인도,공용,2017-07-01,38.0
인도,공용,2017-08-01,112.0
인도,공용,2017-09-01,99.0
인도,공용,2017-10-01,74.0
인도,공용,2017-11-01,57.0
인도,공용,2017-12-01,55.0
인도,공용,2018-01-01,34.0
인도,공용,2018-02-01,26.0
인도,공용,2018-03-01,55.0
인도,공용,2018-04-01,84.0
인도,공용,2018-05-01,70.0
인도,공용,2018-06-01,105.0
인도,공용,2018-07-01,55.0
인도,공용,2018-08-01,158.0
인도,공용,2018-09-01,68.0
인도,공용,2018-10-01,78.0
인도,공용,2018-11-01,51.0
인도,공용,2018-12-01,26.0
인도,공용,2019-01-01,46.0
인도,공용,2019-02-01,102.0
인도,공용,2019-03-01,52.0
인도,공용,2019-04-01,53.0
인도,공용,2019-05-01,99.0
인도,공용,2019-06-01,194.0
인도,공용,2019-07-01,51.0
인도,공용,2019-08-01,114.0
인도,공용,2019-09-01,146.0
인도,공용,2019-10-01,85.0
인도,공용,2019-11-01,115.0
인도,공용,2019-12-01,88.0
인도,공용,2020-01-01,56.0
인도,공용,2020-02-01,19.0
인도,공용,2020-03-01,5.0
인도,공용,2020-04-01,4.0
인도,공용,2020-05-01,0.0
인도,공용,2020-06-01,11.0
인도,공용,2020-07-01,3.0
인도,공용,2020-08-01,4.0
인도,공용,2020-09-01,0.0
인도,공용,2020-10-01,3.0
인도,공용,2020-11-01,5.0
인도,공용,2020-12-01,4.0
인도,공용,2021-01-01,3.0
인도,공용,2021-02-01,2.0
인도,공용,2021-03-01,0.0
인도,공용,2021-04-01,0.0
인도,공용,2021-05-01,7.0
인도,공용,2021-06-01,3.0
인도,공용,2021-07-01,4.0
인도,공용,2021-08-01,10.0
인도,공용,2021-09-01,5.0
인도,공용,2021-10-01,9.0
인도,공용,2021-11-01,8.0
인도,공용,2021-12-01,13.0
인도,공용,2022-01-01,21.0
인도,공용,2022-02-01,6.0
인도,공용,2022-03-01,2.0
인도,공용,2022-04-01,13.0
인도,공용,2022-05-01,31.0
인도,공용,2022-06-01,25.0
인도,공용,2022-07-01,37.0
인도,공용,2022-08-01,18.0
인도,공용,2022-09-01,50.0
인도,공용,2022-10-01,35.0
인도,공용,2022-11-01,52.0
인도,공용,2022-12-01,29.0
인도,공용,2023-01-01,36.0
인도,공용,2023-02-01,18.0
인도,공용,2023-03-01,17.0
인도,공용,2023-04-01,26.0
인도,공용,2023-05-01,62.0
인도,공용,2023-06-01,69.0
인도,공용,2023-07-01,72.0
인도,공용,2023-08-01,44.0
인도,공용,2023-09-01,57.0
인도,공용,2023-10-01,76.0
인도,공용,2023-11-01,42.0
인도,공용,2023-12-01,24.0
인도,공용,2024-01-01,49.0
인도,공용,2024-02-01,33.0
인도,공용,2024-03-01,47.0
인도,공용,2024-04-01,51.0
인도,공용,2024-05-01,75.0
인도,공용,2024-06-01,81.0
인도,공용,2024-07-01,32.0
인도,공용,2024-08-01,72.0
인도,공용,2024-09-01,61.0
인도,공용,2024-10-01,78.0
인도,공용,2024-11-01,61.0
인도,공용,2024-12-01,21.0
인도,공용,2025-01-01,63.0
인도,공용,2025-02-01,35.0
인도,공용,2025-03-01,36.0
인도,공용,2025-04-01,48.0
인도,공용,2025-05-01,39.0
인도,관광,2005-01-01,1537.0
인도,관광,2005-02-01,940.0
인도,관광,2005-03-01,1002.0
인도,관광,2005-04-01,1109.0
인도,관광,2005-05-01,1317.0
인도,관광,2005-06-01,1123.0
인도,관광,2005-07-01,1028.0
인도,관광,2005-08-01,977.0
인도,관광,2005-09-01,1096.0
인도,관광,2005-10-01,1140.0
인도,관광,2005-11-01,1389.0
인도,관광,2005-12-01,1310.0
인도,관광,2006-01-01,1464.0
인도,관광,2006-02-01,870.0
인도,관광,2006-03-01,1064.0
인도,관광,2006-04-01,1203.0
인도,관광,2006-05-01,1342.0
인도,관광,2006-06-01,1096.0
인도,관광,2006-07-01,1072.0
인도,관광,2006-08-01,1116.0
인도,관광,2006-09-01,1294.0
인도,관광,2006-10-01,1518.0
인도,관광,2006-11-01,1157.0
인도,관광,2006-12-01,2014.0
인도,관광,2007-01-01,2244.0
인도,관광,2007-02-01,1115.0
인도,관광,2007-03-01,1466.0
인도,관광,2007-04-01,1727.0
인도,관광,2007-05-01,1705.0
인도,관광,2007-06-01,1717.0
인도,관광,2007-07-01,1448.0
인도,관광,2007-08-01,1278.0
인도,관광,2007-09-01,1607.0
인도,관광,2007-10-01,1822.0
인도,관광,2007-11-01,1167.0
인도,관광,2007-12-01,1884.0
인도,관광,2008-01-01,1850.0
인도,관광,2008-02-01,1119.0
인도,관광,2008-03-01,1437.0
인도,관광,2008-04-01,1709.0
인도,관광,2008-05-01,2000.0
인도,관광,2008-06-01,1907.0
인도,관광,2008-07-01,1951.0
인도,관광,2008-08-01,1639.0
인도,관광,2008-09-01,1753.0
인도,관광,2008-10-01,1981.0
인도,관광,2008-11-01,1600.0
인도,관광,2008-12-01,1851.0
인도,관광,2009-01-01,1816.0
인도,관광,2009-02-01,1241.0
인도,관광,2009-03-01,1553.0
인도,관광,2009-04-01,1666.0
인도,관광,2009-05-01,1600.0
인도,관광,2009-06-01,1745.0
인도,관광,2009-07-01,1520.0
인도,관광,2009-08-01,1486.0
인도,관광,2009-09-01,2393.0
인도,관광,2009-10-01,1829.0
인도,관광,2009-11-01,1846.0
인도,관광,2009-12-01,1770.0
인도,관광,2010-01-01,1646.0
인도,관광,2010-02-01,951.0
인도,관광,2010-03-01,1188.0
인도,관광,2010-04-01,1420.0
인도,관광,2010-05-01,1729.0
인도,관광,2010-06-01,2663.0
인도,관광,2010-07-01,1489.0
인도,관광,2010-08-01,1513.0
인도,관광,2010-09-01,1422.0
인도,관광,2010-10-01,2276.0
인도,관광,2010-11-01,1343.0
인도,관광,2010-12-01,1294.0
인도,관광,2011-01-01,1215.0
인도,관광,2011-02-01,1014.0
인도,관광,2011-03-01,1319.0
인도,관광,2011-04-01,1764.0
인도,관광,2011-05-01,2270.0
인도,관광,2011-06-01,1576.0
인도,관광,2011-07-01,1672.0
인도,관광,2011-08-01,1759.0
인도,관광,2011-09-01,1727.0
인도,관광,2011-10-01,2442.0
인도,관광,2011-11-01,1472.0
인도,관광,2011-12-01,1714.0
인도,관광,2012-01-01,1861.0
인도,관광,2012-02-01,1644.0
인도,관광,2012-03-01,1634.0
인도,관광,2012-04-01,2339.0
인도,관광,2012-05-01,2343.0
인도,관광,2012-06-01,2842.0
인도,관광,2012-07-01,2076.0
인도,관광,2012-08-01,1840.0
인도,관광,2012-09-01,2011.0
인도,관광,2012-10-01,2471.0
인도,관광,2012-11-01,1794.0
인도,관광,2012-12-01,1785.0
인도,관광,2013-01-01,2020.0
인도,관광,2013-02-01,1409.0
인도,관광,2013-03-01,1833.0
인도,관광,2013-04-01,1795.0
인도,관광,2013-05-01,2150.0
인도,관광,2013-06-01,2228.0
인도,관광,2013-07-01,1980.0
인도,관광,2013-08-01,1840.0
인도,관광,2013-09-01,2247.0
인도,관광,2013-10-01,2605.0
인도,관광,2013-11-01,1857.0
인도,관광,2013-12-01,1864.0
인도,관광,2014-01-01,1967.0
인도,관광,2014-02-01,1415.0
인도,관광,2014-03-01,1879.0
인도,관광,2014-04-01,2307.0
인도,관광,2014-05-01,2509.0
인도,관광,2014-06-01,2204.0
인도,관광,2014-07-01,2316.0
인도,관광,2014-08-01,2045.0
인도,관광,2014-09-01,2926.0
인도,관광,2014-10-01,2746.0
인도,관광,2014-11-01,2106.0
인도,관광,2014-12-01,1953.0
인도,관광,2015-01-01,1824.0
인도,관광,2015-02-01,1442.0
인도,관광,2015-03-01,1945.0
인도,관광,2015-04-01,2413.0
인도,관광,2015-05-01,2983.0
인도,관광,2015-06-01,2151.0
인도,관광,2015-07-01,2054.0
인도,관광,2015-08-01,2372.0
인도,관광,2015-09-01,2405.0
인도,관광,2015-10-01,3290.0
인도,관광,2015-11-01,2577.0
인도,관광,2015-12-01,2052.0
인도,관광,2016-01-01,2076.0
인도,관광,2016-02-01,1691.0
인도,관광,2016-03-01,2306.0
인도,관광,2016-04-01,2458.0
인도,관광,2016-05-01,4430.0
인도,관광,2016-06-01,3039.0
인도,관광,2016-07-01,2652.0
인도,관광,2016-08-01,2403.0
인도,관광,2016-09-01,2969.0
인도,관광,2016-10-01,3190.0
인도,관광,2016-11-01,3155.0
인도,관광,2016-12-01,2568.0
인도,관광,2017-01-01,2174.0
인도,관광,2017-02-01,1919.0
인도,관광,2017-03-01,2506.0
인도,관광,2017-04-01,2846.0
인도,관광,2017-05-01,3212.0
인도,관광,2017-06-01,3087.0
인도,관광,2017-07-01,2651.0
인도,관광,2017-08-01,2597.0
인도,관광,2017-09-01,2970.0
인도,관광,2017-10-01,2984.0
인도,관광,2017-11-01,2766.0
인도,관광,2017-12-01,2593.0
인도,관광,2018-01-01,2150.0
인도,관광,2018-02-01,1968.0
인도,관광,2018-03-01,2694.0
인도,관광,2018-04-01,3281.0
인도,관광,2018-05-01,3562.0
인도,관광,2018-06-01,3501.0
인도,관광,2018-07-01,3231.0
인도,관광,2018-08-01,3092.0
인도,관광,2018-09-01,3680.0
인도,관광,2018-10-01,4147.0
인도,관광,2018-11-01,3618.0
인도,관광,2018-12-01,3090.0
인도,관광,2019-01-01,2318.0
인도,관광,2019-02-01,2372.0
인도,관광,2019-03-01,3051.0
인도,관광,2019-04-01,4088.0
인도,관광,2019-05-01,4483.0
인도,관광,2019-06-01,4892.0
인도,관광,2019-07-01,3509.0
인도,관광,2019-08-01,3870.0
인도,관광,2019-09-01,4111.0
인도,관광,2019-10-01,4403.0
인도,관광,2019-11-01,4149.0
인도,관광,2019-12-01,3697.0
인도,관광,2020-01-01,2391.0
인도,관광,2020-02-01,2061.0
인도,관광,2020-03-01,555.0
인도,관광,2020-04-01,46.0
인도,관광,2020-05-01,95.0
인도,관광,2020-06-01,865.0
인도,관광,2020-07-01,1256.0
인도,관광,2020-08-01,414.0
인도,관광,2020-09-01,600.0
인도,관광,2020-10-01,510.0
인도,관광,2020-11-01,438.0
인도,관광,2020-12-01,647.0
인도,관광,2021-01-01,769.0
인도,관광,2021-02-01,678.0
인도,관광,2021-03-01,708.0
인도,관광,2021-04-01,592.0
인도,관광,2021-05-01,437.0
인도,관광,2021-06-01,459.0
인도,관광,2021-07-01,898.0
인도,관광,2021-08-01,1138.0
인도,관광,2021-09-01,904.0
인도,관광,2021-10-01,1005.0
인도,관광,2021-11-01,850.0
인도,관광,2021-12-01,805.0
인도,관광,2022-01-01,977.0
인도,관광,2022-02-01,885.0
인도,관광,2022-03-01,972.0
인도,관광,2022-04-01,848.0
인도,관광,2022-05-01,1168.0
인도,관광,2022-06-01,1782.0
인도,관광,2022-07-01,2695.0
인도,관광,2022-08-01,2895.0
인도,관광,2022-09-01,3109.0
인도,관광,2022-10-01,3852.0
인도,관광,2022-11-01,3113.0
인도,관광,2022-12-01,2526.0
인도,관광,2023-01-01,1394.0
인도,관광,2023-02-01,1217.0
인도,관광,2023-03-01,2708.0
인도,관광,2023-04-01,3761.0
인도,관광,2023-05-01,4262.0
인도,관광,2023-06-01,3841.0
인도,관광,2023-07-01,3938.0
인도,관광,2023-08-01,3498.0
인도,관광,2023-09-01,4077.0
인도,관광,2023-10-01,8571.0
인도,관광,2023-11-01,3819.0
인도,관광,2023-12-01,3058.0
인도,관광,2024-01-01,2037.0
인도,관광,2024-02-01,1886.0
인도,관광,2024-03-01,4422.0
인도,관광,2024-04-01,5441.0
인도,관광,2024-05-01,5514.0
인도,관광,2024-06-01,4917.0
인도,관광,2024-07-01,3431.0
인도,관광,2024-08-01,3874.0
인도,관광,2024-09-01,5307.0
인도,관광,2024-10-01,5739.0
인도,관광,2024-11-01,4207.0
인도,관광,2024-12-01,3655.0
인도,관광,2025-01-01,2862.0
인도,관광,2025-02-01,2651.0
인도,관광,2025-03-01,5336.0
인도,관광,2025-04-01,8687.0
인도,관광,2025-05-01,7762.0
인도,상용,2005-01-01,1237.0
인도,상용,2005-02-01,967.0
인도,상용,2005-03-01,1431.0
인도,상용,2005-04-01,1356.0
인도,상용,2005-05-01,1674.0
인도,상용,2005-06-01,1426.0
인도,상용,2005-07-01,1289.0
인도,상용,2005-08-01,1557.0
인도,상용,2005-09-01,1444.0
인도,상용,2005-10-01,1488.0
인도,상용,2005-11-01,1587.0
인도,상용,2005-12-01,1568.0
인도,상용,2006-01-01,1233.0
인도,상용,2006-02-01,1353.0
인도,상용,2006-03-01,1595.0
인도,상용,2006-04-01,1760.0
인도,상용,2006-05-01,1618.0
인도,상용,2006-06-01,1393.0
인도,상용,2006-07-01,1425.0
인도,상용,2006-08-01,1514.0
인도,상용,2006-09-01,1702.0
인도,상용,2006-10-01,1429.0
인도,상용,2006-11-01,1657.0
인도,상용,2006-12-01,1097.0
인도,상용,2007-01-01,1292.0
인도,상용,2007-02-01,1191.0
인도,상용,2007-03-01,1465.0
인도,상용,2007-04-01,1506.0
인도,상용,2007-05-01,1551.0
인도,상용,2007-06-01,1413.0
인도,상용,2007-07-01,1465.0
인도,상용,2007-08-01,1370.0
인도,상용,2007-09-01,1496.0
인도,상용,2007-10-01,2113.0
인도,상용,2007-11-01,1542.0
인도,상용,2007-12-01,1248.0
인도,상용,2008-01-01,1418.0
인도,상용,2008-02-01,1376.0
인도,상용,2008-03-01,1639.0
인도,상용,2008-04-01,1528.0
인도,상용,2008-05-01,1465.0
인도,상용,2008-06-01,1590.0
인도,상용,2008-07-01,1385.0
인도,상용,2008-08-01,1487.0
인도,상용,2008-09-01,1509.0
인도,상용,2008-10-01,1371.0
인도,상용,2008-11-01,1680.0
인도,상용,2008-12-01,1015.0
인도,상용,2009-01-01,948.0
인도,상용,2009-02-01,1120.0
인도,상용,2009-03-01,1375.0
인도,상용,2009-04-01,1151.0
인도,상용,2009-05-01,1276.0
인도,상용,2009-06-01,1335.0
인도,상용,2009-07-01,1288.0
인도,상용,2009-08-01,1248.0
인도,상용,2009-09-01,1373.0
인도,상용,2009-10-01,1563.0
인도,상용,2009-11-01,1624.0
인도,상용,2009-12-01,1193.0
인도,상용,2010-01-01,1387.0
인도,상용,2010-02-01,1540.0
인도,상용,2010-03-01,2018.0
인도,상용,2010-04-01,2174.0
인도,상용,2010-05-01,2061.0
인도,상용,2010-06-01,1929.0
인도,상용,2010-07-01,1894.0
인도,상용,2010-08-01,2130.0
인도,상용,2010-09-01,2115.0
인도,상용,2010-10-01,2612.0
인도,상용,2010-11-01,2386.0
인도,상용,2010-12-01,1712.0
인도,상용,2011-01-01,1745.0
인도,상용,2011-02-01,1885.0
인도,상용,2011-03-01,1997.0
인도,상용,2011-04-01,1945.0
인도,상용,2011-05-01,2403.0
인도,상용,2011-06-01,2155.0
인도,상용,2011-07-01,2136.0
인도,상용,2011-08-01,2033.0
인도,상용,2011-09-01,2058.0
