월,총합,공용,상용,관광,유학연수,관광_비율
2025-06,35,5,8,12,10,34.3%
2025-07,30,4,7,10,9,33.3%
2025-08,29,4,7,10,8,34.5%
2025-09,31,4,7,11,9,35.5%
2025-10,31,5,7,11,8,35.5%
2025-11,30,5,6,11,8,36.7%
2025-12,30,4,7,11,8,36.7%
