국적,목적,연도,월,분기,계절,코로나기간,시계열순서,입국자수,입국자수_1개월전,입국자수_3개월전,입국자수_12개월전,입국자수_3개월평균,입국자수_12개월평균,전년동월대비증감률
뉴질랜드,유학연수,2021,7,3,여름,1,199,1.0986122886681098,0.0,0.0,0.6931471805599453,0.5108256237659906,0.5596157879354227,100.0
뉴질랜드,유학연수,2021,8,3,여름,1,200,0.0,1.0986122886681098,0.0,1.0986122886681098,0.5108256237659906,0.4595323293784402,-100.0
뉴질랜드,유학연수,2021,9,3,가을,1,201,0.6931471805599453,0.0,0.0,0.0,0.6931471805599453,0.5108256237659906,0.0
뉴질랜드,유학연수,2021,10,4,가을,1,202,0.0,0.6931471805599453,1.0986122886681098,0.0,0.2876820724517809,0.5108256237659906,0.0
뉴질랜드,유학연수,2021,11,4,가을,1,203,0.0,0.0,0.0,1.0986122886681098,0.2876820724517809,0.4054651081081644,-100.0
뉴질랜드,유학연수,2021,12,4,겨울,1,204,0.6931471805599453,0.0,0.6931471805599453,0.0,0.2876820724517809,0.4595323293784402,0.0
뉴질랜드,유학연수,2022,1,1,겨울,1,205,0.0,0.6931471805599453,0.0,0.6931471805599453,0.2876820724517809,0.4054651081081644,-100.0
뉴질랜드,유학연수,2022,2,1,겨울,1,206,1.9459101490553132,0.0,0.0,0.6931471805599453,1.2039728043259361,0.6505875661411493,500.0
뉴질랜드,유학연수,2022,3,1,봄,1,207,0.0,1.9459101490553132,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.6061358035703156,-100.0
뉴질랜드,유학연수,2022,4,2,봄,1,208,0.6931471805599453,0.0,0.0,0.0,1.2039728043259361,0.6505875661411493,0.0
뉴질랜드,유학연수,2022,5,2,봄,1,209,0.0,0.6931471805599453,1.9459101490553132,0.0,0.2876820724517809,0.6505875661411493,0.0
뉴질랜드,유학연수,2022,6,2,여름,1,210,0.0,0.0,0.0,0.0,0.2876820724517809,0.6505875661411493,0.0
뉴질랜드,유학연수,2022,7,3,여름,0,211,0.0,0.0,0.6931471805599453,1.0986122886681098,0.0,0.5596157879354227,-100.0
뉴질랜드,유학연수,2022,8,3,여름,0,212,2.3978952727983707,0.0,0.0,0.0,1.4663370687934272,0.9490805546971459,0.0
뉴질랜드,유학연수,2022,9,3,가을,0,213,0.0,2.3978952727983707,0.0,0.6931471805599453,1.4663370687934272,0.9162907318741551,-100.0
뉴질랜드,유학연수,2022,10,4,가을,0,214,0.0,0.0,0.0,0.0,1.4663370687934272,0.9162907318741551,0.0
뉴질랜드,유학연수,2022,11,4,가을,0,215,1.0986122886681098,0.0,2.3978952727983707,0.0,0.5108256237659906,0.9808292530117263,0.0
뉴질랜드,유학연수,2022,12,4,겨울,0,216,1.791759469228055,1.0986122886681098,0.0,0.6931471805599453,1.2039728043259361,1.0986122886681098,400.0
뉴질랜드,유학연수,2023,1,1,겨울,0,217,0.6931471805599453,1.791759469228055,0.0,0.0,1.2992829841302609,1.1260112628562242,0.0
뉴질랜드,유학연수,2023,2,1,겨울,0,218,2.995732273553991,0.6931471805599453,1.0986122886681098,1.9459101490553132,2.2335922215070942,1.4271163556401456,216.66666666666666
뉴질랜드,유학연수,2023,3,1,봄,0,219,0.0,2.995732273553991,1.791759469228055,0.0,2.03688192726104,1.4271163556401456,0.0
뉴질랜드,유학연수,2023,4,2,봄,0,220,0.0,0.0,0.6931471805599453,0.6931471805599453,1.992430164690206,1.4069136483226263,-100.0
뉴질랜드,유학연수,2023,5,2,봄,0,221,2.0794415416798357,0.0,2.995732273553991,0.0,1.2039728043259361,1.5404450409471488,0.0
뉴질랜드,유학연수,2023,6,2,여름,0,222,0.6931471805599453,2.0794415416798357,0.0,0.0,1.2992829841302609,1.55814461804655,0.0
뉴질랜드,유학연수,2023,7,3,여름,0,223,1.791759469228055,0.6931471805599453,0.0,0.0,1.6739764335716716,1.6422277352570913,0.0
뉴질랜드,유학연수,2023,8,3,여름,0,224,2.70805020110221,1.791759469228055,2.0794415416798357,2.3978952727983707,2.03688192726104,1.7047480922384253,40.0
뉴질랜드,유학연수,2023,9,3,가을,0,225,2.0794415416798357,2.70805020110221,0.6931471805599453,0.0,2.268683541318364,1.8055527913603908,0.0
뉴질랜드,유학연수,2023,10,4,가을,0,226,1.3862943611198906,2.0794415416798357,1.791759469228055,0.0,2.1972245773362196,1.8458266904983307,0.0
뉴질랜드,유학연수,2023,11,4,가을,0,227,1.0986122886681098,1.3862943611198906,2.70805020110221,1.0986122886681098,1.6094379124341003,1.8458266904983307,0.0
뉴질랜드,유학연수,2023,12,4,겨울,0,228,0.6931471805599453,1.0986122886681098,2.0794415416798357,1.791759469228055,1.0986122886681098,1.791759469228055,-80.0
뉴질랜드,유학연수,2024,1,1,겨울,0,229,1.0986122886681098,0.6931471805599453,1.3862943611198906,0.6931471805599453,0.9808292530117263,1.8055527913603908,100.0
뉴질랜드,유학연수,2024,2,1,겨울,0,230,2.772588722239781,1.0986122886681098,1.0986122886681098,2.995732273553991,1.9459101490553132,1.749199854809259,-21.052631578947366
뉴질랜드,유학연수,2024,3,1,봄,0,231,1.3862943611198906,2.772588722239781,0.6931471805599453,0.0,2.03688192726104,1.791759469228055,0.0
뉴질랜드,유학연수,2024,4,2,봄,0,232,0.0,1.3862943611198906,1.0986122886681098,0.0,1.9459101490553132,1.791759469228055,0.0
뉴질랜드,유학연수,2024,5,2,봄,0,233,1.3862943611198906,0.0,2.772588722239781,2.0794415416798357,1.0986122886681098,1.7346010553881064,-57.14285714285714
뉴질랜드,유학연수,2024,6,2,여름,0,234,0.0,1.3862943611198906,1.3862943611198906,0.6931471805599453,0.6931471805599453,1.7197859696029656,-100.0
뉴질랜드,유학연수,2024,7,3,여름,0,235,2.0794415416798357,0.0,0.0,1.791759469228055,1.4663370687934272,1.749199854809259,40.0
뉴질랜드,유학연수,2024,8,3,여름,0,236,2.0794415416798357,2.0794415416798357,1.3862943611198906,2.70805020110221,1.7346010553881064,1.6422277352570913,-50.0
뉴질랜드,유학연수,2024,9,3,가을,0,237,1.9459101490553132,2.0794415416798357,0.0,2.0794415416798357,2.03688192726104,1.6259672143853108,-14.285714285714285
뉴질랜드,유학연수,2024,10,4,가을,0,238,1.0986122886681098,1.9459101490553132,2.0794415416798357,1.3862943611198906,1.791759469228055,1.6094379124341003,-33.33333333333333
뉴질랜드,유학연수,2024,11,4,가을,0,239,1.9459101490553132,1.0986122886681098,2.0794415416798357,1.0986122886681098,1.7346010553881064,1.6739764335716716,200.0
뉴질랜드,유학연수,2024,12,4,겨울,0,240,0.6931471805599453,1.9459101490553132,1.9459101490553132,0.6931471805599453,1.3862943611198906,1.6739764335716716,0.0
뉴질랜드,유학연수,2025,1,1,겨울,0,241,1.3862943611198906,0.6931471805599453,1.0986122886681098,1.0986122886681098,1.4663370687934272,1.6894806201076369,50.0
뉴질랜드,유학연수,2025,2,1,겨울,0,242,2.70805020110221,1.3862943611198906,1.9459101490553132,2.772588722239781,1.9459101490553132,1.6739764335716716,-6.666666666666667
뉴질랜드,유학연수,2025,3,1,봄,0,243,1.3862943611198906,2.70805020110221,0.6931471805599453,1.3862943611198906,2.03688192726104,1.6739764335716716,0.0
뉴질랜드,유학연수,2025,4,2,봄,0,244,1.3862943611198906,1.3862943611198906,1.3862943611198906,0.0,2.03688192726104,1.7197859696029656,0.0
뉴질랜드,유학연수,2025,5,2,봄,0,245,1.9459101490553132,1.3862943611198906,2.70805020110221,1.3862943611198906,1.6094379124341003,1.7635885922613586,100.0
대만,공용,2005,1,1,겨울,0,1,2.0794415416798357,0.0,0.0,0.0,2.0794415416798357,2.0794415416798357,0.0
대만,공용,2005,2,1,겨울,0,2,2.1972245773362196,2.0794415416798357,0.0,0.0,2.1400661634962708,2.1400661634962708,0.0
대만,공용,2005,3,1,봄,0,3,2.302585092994046,2.1972245773362196,0.0,0.0,2.1972245773362196,2.1972245773362196,0.0
대만,공용,2005,4,2,봄,0,4,1.3862943611198906,2.302585092994046,2.0794415416798357,0.0,2.03688192726104,2.0476928433652555,0.0
대만,공용,2005,5,2,봄,0,5,2.1972245773362196,1.3862943611198906,2.1972245773362196,0.0,2.03688192726104,2.0794415416798357,0.0
대만,공용,2005,6,2,여름,0,6,2.1972245773362196,2.1972245773362196,2.302585092994046,0.0,1.992430164690206,2.1000608288825715,0.0
대만,공용,2005,7,3,여름,0,7,3.4339872044851463,2.1972245773362196,1.3862943611198906,0.0,2.793208009442517,2.436116485618568,0.0
대만,공용,2005,8,3,여름,0,8,1.791759469228055,3.4339872044851463,2.1972245773362196,0.0,2.7300291078209855,2.3749057545736716,0.0
대만,공용,2005,9,3,가을,0,9,1.6094379124341003,1.791759469228055,2.1972245773362196,0.0,2.6390573296152584,2.3136349291806306,0.0
대만,공용,2005,10,4,가을,0,10,2.302585092994046,1.6094379124341003,3.4339872044851463,0.0,1.9459101490553132,2.312535423847214,0.0
대만,공용,2005,11,4,가을,0,11,4.04305126783455,2.302585092994046,1.791759469228055,0.0,3.1780538303479458,2.6646997602285962,0.0
대만,공용,2005,12,4,겨울,0,12,2.6390573296152584,4.04305126783455,1.6094379124341003,0.0,3.295836866004329,2.662587827025453,0.0
대만,공용,2006,1,1,겨울,0,13,2.1972245773362196,2.6390573296152584,2.302585092994046,2.0794415416798357,3.283414346005772,2.6683849447097785,14.285714285714285
대만,공용,2006,2,1,겨울,0,14,2.833213344056216,2.1972245773362196,4.04305126783455,2.1972245773362196,2.5902671654458267,2.7135903814778253,100.0
대만,공용,2006,3,1,봄,0,15,1.791759469228055,2.833213344056216,2.6390573296152584,2.302585092994046,2.367123614131617,2.691243082785829,-44.44444444444444
대만,공용,2006,4,2,봄,0,16,2.302585092994046,1.791759469228055,2.1972245773362196,1.3862943611198906,2.3978952727983707,2.7245795030534206,200.0
대만,공용,2006,5,2,봄,0,17,1.6094379124341003,2.302585092994046,2.833213344056216,2.1972245773362196,1.9459101490553132,2.7024791560527546,-50.0
대만,공용,2006,6,2,여름,0,18,1.791759469228055,1.6094379124341003,1.791759469228055,2.1972245773362196,1.9459101490553132,2.6855773452501515,-37.5
대만,공용,2006,7,3,여름,0,19,2.772588722239781,1.791759469228055,2.302585092994046,3.4339872044851463,2.1972245773362196,2.5964977151964628,-50.0
대만,공용,2006,8,3,여름,0,20,2.8903717578961645,2.772588722239781,1.6094379124341003,1.791759469228055,2.5902671654458267,2.6683849447097785,240.0
대만,공용,2006,9,3,가을,0,21,1.6094379124341003,2.8903717578961645,1.791759469228055,1.6094379124341003,2.5649493574615367,2.6683849447097785,0.0
대만,공용,2006,10,4,가을,0,22,2.302585092994046,1.6094379124341003,2.772588722239781,2.302585092994046,2.3978952727983707,2.6683849447097785,0.0
대만,공용,2006,11,4,가을,0,23,1.9459101490553132,2.302585092994046,2.8903717578961645,4.04305126783455,1.992430164690206,2.327277705584417,-89.28571428571429
대만,공용,2006,12,4,겨울,0,24,2.833213344056216,1.9459101490553132,1.6094379124341003,2.6390573296152584,2.4277482359480516,2.3513752571634776,23.076923076923077
대만,공용,2007,1,1,겨울,0,25,1.9459101490553132,2.833213344056216,2.302585092994046,2.1972245773362196,2.3353749158170367,2.3353749158170367,-25.0
대만,공용,2007,2,1,겨울,0,26,2.5649493574615367,1.9459101490553132,1.9459101490553132,2.833213344056216,2.512305623976115,2.302585092994046,-25.0
대만,공용,2007,3,1,봄,0,27,2.1972245773362196,2.5649493574615367,2.833213344056216,1.791759469228055,2.268683541318364,2.327277705584417,60.0
대만,공용,2007,4,2,봄,0,28,2.70805020110221,2.1972245773362196,1.9459101490553132,2.302585092994046,2.512305623976115,2.367123614131617,55.55555555555556
대만,공용,2007,5,2,봄,0,29,2.4849066497880004,2.70805020110221,2.5649493574615367,1.6094379124341003,2.4849066497880004,2.4203681286504293,175.0
대만,공용,2007,6,2,여름,0,30,1.9459101490553132,2.4849066497880004,2.1972245773362196,1.791759469228055,2.4277482359480516,2.4277482359480516,20.0
대만,공용,2007,7,3,여름,0,31,3.332204510175204,1.9459101490553132,2.70805020110221,2.772588722239781,2.751535313041949,2.512305623976115,80.0
대만,공용,2007,8,3,여름,0,32,3.258096538021482,3.332204510175204,2.4849066497880004,2.8903717578961645,3.0122615755052013,2.5649493574615367,47.05882352941176
대만,공용,2007,9,3,가을,0,33,2.5649493574615367,3.258096538021482,1.9459101490553132,1.6094379124341003,3.106080330722856,2.614959778036198,200.0
대만,공용,2007,10,4,가을,0,34,1.9459101490553132,2.5649493574615367,3.332204510175204,2.302585092994046,2.7300291078209855,2.5964977151964628,-33.33333333333333
대만,공용,2007,11,4,가을,0,35,2.1972245773362196,1.9459101490553132,3.258096538021482,1.9459101490553132,2.268683541318364,2.608843551018762,33.33333333333333
대만,공용,2007,12,4,겨울,0,36,1.6094379124341003,2.1972245773362196,2.5649493574615367,2.833213344056216,1.9459101490553132,2.532373187026924,-75.0
대만,공용,2008,1,1,겨울,0,37,2.70805020110221,1.6094379124341003,1.9459101490553132,1.9459101490553132,2.268683541318364,2.583997552432231,133.33333333333331
대만,공용,2008,2,1,겨울,0,38,2.6390573296152584,2.70805020110221,2.1972245773362196,2.5649493574615367,2.4277482359480516,2.5902671654458267,8.333333333333332
대만,공용,2008,3,1,봄,0,39,2.772588722239781,2.6390573296152584,1.6094379124341003,2.1972245773362196,2.70805020110221,2.6330871626287546,87.5
대만,공용,2008,4,2,봄,0,40,1.6094379124341003,2.772588722239781,2.70805020110221,2.70805020110221,2.456735772821304,2.571339155560308,-71.42857142857143
대만,공용,2008,5,2,봄,0,41,1.9459101490553132,1.6094379124341003,2.6390573296152584,2.4849066497880004,2.2335922215070942,2.538973871058276,-45.45454545454545
대만,공용,2008,6,2,여름,0,42,1.791759469228055,1.9459101490553132,2.772588722239781,1.9459101490553132,1.791759469228055,2.532373187026924,-16.666666666666664
대만,공용,2008,7,3,여름,0,43,3.367295829986474,1.791759469228055,1.6094379124341003,3.332204510175204,2.6390573296152584,2.538973871058276,3.7037037037037033
대만,공용,2008,8,3,여름,0,44,2.995732273553991,3.367295829986474,1.9459101490553132,3.258096538021482,2.908720896564361,2.498699971920336,-24.0
대만,공용,2008,9,3,가을,0,45,2.302585092994046,2.995732273553991,1.791759469228055,2.5649493574615367,2.9789251552376097,2.477937980471907,-25.0
대만,공용,2008,10,4,가을,0,46,2.5649493574615367,2.302585092994046,3.367295829986474,1.9459101490553132,2.662587827025453,2.519039656157459,100.0
대만,공용,2008,11,4,가을,0,47,2.6390573296152584,2.5649493574615367,2.995732273553991,2.1972245773362196,2.512305623976115,2.5520459526256287,62.5
대만,공용,2008,12,4,겨울,0,48,2.70805020110221,2.6390573296152584,2.302585092994046,1.6094379124341003,2.6390573296152584,2.614959778036198,250.0
대만,공용,2009,1,1,겨울,0,49,3.332204510175204,2.70805020110221,2.5649493574615367,2.70805020110221,2.9444389791664403,2.691243082785829,92.85714285714286
대만,공용,2009,2,1,겨울,0,50,2.1972245773362196,3.332204510175204,2.6390573296152584,2.6390573296152584,2.8526314299133175,2.662587827025453,-38.46153846153847
대만,공용,2009,3,1,봄,0,51,2.4849066497880004,2.1972245773362196,2.70805020110221,2.772588722239781,2.793208009442517,2.6390573296152584,-26.666666666666668
대만,공용,2009,4,2,봄,0,52,2.70805020110221,2.4849066497880004,3.332204510175204,1.6094379124341003,2.4849066497880004,2.6968769005040847,250.0
대만,공용,2009,5,2,봄,0,53,2.772588722239781,2.70805020110221,2.1972245773362196,1.9459101490553132,2.662587827025453,2.7462019670665865,150.0
대만,공용,2009,6,2,여름,0,54,2.302585092994046,2.772588722239781,2.4849066497880004,1.791759469228055,2.614959778036198,2.7673667782586295,80.0
대만,공용,2009,7,3,여름,0,55,3.2188758248682006,2.302585092994046,2.70805020110221,3.367295829986474,2.833213344056216,2.7462019670665865,-14.285714285714285
대만,공용,2009,8,3,여름,0,56,3.367295829986474,3.2188758248682006,2.772588722239781,2.995732273553991,3.060270794691562,2.793208009442517,47.368421052631575
대만,공용,2009,9,3,가을,0,57,2.3978952727983707,3.367295829986474,2.302585092994046,2.302585092994046,3.0757749812275277,2.798297078949988,11.11111111111111
대만,공용,2009,10,4,가을,0,58,2.302585092994046,2.3978952727983707,3.2188758248682006,2.5649493574615367,2.8134107167600364,2.782951509275328,-25.0
대만,공용,2009,11,4,가을,0,59,2.4849066497880004,2.302585092994046,3.367295829986474,2.6390573296152584,2.3978952727983707,2.772588722239781,-15.384615384615385
대만,공용,2009,12,4,겨울,0,60,2.302585092994046,2.4849066497880004,2.3978952727983707,2.70805020110221,2.367123614131617,2.7462019670665865,-35.714285714285715
대만,공용,2010,1,1,겨울,0,61,2.8903717578961645,2.302585092994046,2.302585092994046,3.332204510175204,2.5902671654458267,2.691243082785829,-37.03703703703704
대만,공용,2010,2,1,겨울,0,62,2.9444389791664403,2.8903717578961645,2.4849066497880004,2.1972245773362196,2.751535313041949,2.7462019670665865,125.0
대만,공용,2010,3,1,봄,0,63,2.5649493574615367,2.9444389791664403,2.302585092994046,2.4849066497880004,2.8134107167600364,2.751535313041949,9.090909090909092
대만,공용,2010,4,2,봄,0,64,2.1972245773362196,2.5649493574615367,2.8903717578961645,2.70805020110221,2.614959778036198,2.719100037288795,-42.857142857142854
대만,공용,2010,5,2,봄,0,65,2.1972245773362196,2.1972245773362196,2.9444389791664403,2.772588722239781,2.3353749158170367,2.6798793241355137,-46.666666666666664
대만,공용,2010,6,2,여름,0,66,1.9459101490553132,2.1972245773362196,2.5649493574615367,2.302585092994046,2.120263536200091,2.662587827025453,-33.33333333333333
대만,공용,2010,7,3,여름,0,67,0.6931471805599453,1.9459101490553132,2.1972245773362196,3.2188758248682006,1.791759469228055,2.519039656157459,-95.83333333333334
대만,공용,2010,8,3,여름,0,68,1.791759469228055,0.6931471805599453,2.1972245773362196,3.367295829986474,1.6094379124341003,2.3513752571634776,-82.14285714285714
대만,공용,2010,9,3,가을,0,69,1.791759469228055,1.791759469228055,1.9459101490553132,2.3978952727983707,1.5404450409471488,2.310883895808741,-50.0
대만,공용,2010,10,4,가을,0,70,0.6931471805599453,1.791759469228055,0.6931471805599453,2.302585092994046,1.5404450409471488,2.24248116892434,-88.88888888888889
대만,공용,2010,11,4,가을,0,71,0.6931471805599453,0.6931471805599453,1.791759469228055,2.4849066497880004,1.2039728043259361,2.1498223384416355,-90.9090909090909
대만,공용,2010,12,4,겨울,0,72,0.6931471805599453,0.6931471805599453,1.791759469228055,2.302585092994046,0.6931471805599453,2.0689702418125404,-88.88888888888889
대만,공용,2011,1,1,겨울,0,73,0.0,0.6931471805599453,0.6931471805599453,2.8903717578961645,0.5108256237659906,1.8718021769015913,-100.0
대만,공용,2011,2,1,겨울,0,74,2.1972245773362196,0.0,0.6931471805599453,2.9444389791664403,1.3862943611198906,1.7346010553881064,-55.55555555555556
대만,공용,2011,3,1,봄,0,75,1.791759469228055,2.1972245773362196,0.6931471805599453,2.5649493574615367,1.6739764335716716,1.6259672143853108,-58.333333333333336
대만,공용,2011,4,2,봄,0,76,0.0,1.791759469228055,0.0,2.1972245773362196,1.6739764335716716,1.4853852637641214,-100.0
대만,공용,2011,5,2,봄,0,77,0.6931471805599453,0.0,2.1972245773362196,2.1972245773362196,1.0986122886681098,1.3437347467010947,-87.5
대만,공용,2011,6,2,여름,0,78,0.6931471805599453,0.6931471805599453,1.791759469228055,1.9459101490553132,0.5108256237659906,1.2286654169163074,-83.33333333333334
대만,공용,2011,7,3,여름,0,79,1.3862943611198906,0.6931471805599453,0.0,0.6931471805599453,0.9808292530117263,1.2762934659055623,200.0
대만,공용,2011,8,3,여름,0,80,1.9459101490553132,1.3862943611198906,0.6931471805599453,1.791759469228055,1.4663370687934272,1.2992829841302609,20.0
대만,공용,2011,9,3,가을,0,81,1.6094379124341003,1.9459101490553132,0.6931471805599453,1.791759469228055,1.6739764335716716,1.2762934659055623,-20.0
대만,공용,2011,10,4,가을,0,82,0.0,1.6094379124341003,1.3862943611198906,0.6931471805599453,1.4663370687934272,1.252762968495368,-100.0
대만,공용,2011,11,4,가을,0,83,1.791759469228055,0.0,1.9459101490553132,0.6931471805599453,1.3862943611198906,1.3437347467010947,400.0
대만,공용,2011,12,4,겨울,0,84,1.0986122886681098,1.791759469228055,1.6094379124341003,0.6931471805599453,1.2039728043259361,1.3652409519220583,100.0
대만,공용,2012,1,1,겨울,0,85,2.4849066497880004,1.0986122886681098,0.0,0.0,1.9459101490553132,1.575536360758419,0.0
대만,공용,2012,2,1,겨울,0,86,1.6094379124341003,2.4849066497880004,1.791759469228055,2.1972245773362196,1.8971199848858813,1.5040773967762742,-50.0
대만,공용,2012,3,1,봄,0,87,1.0986122886681098,1.6094379124341003,1.0986122886681098,1.791759469228055,1.8971199848858813,1.4469189829363254,-60.0
대만,공용,2012,4,2,봄,0,88,1.0986122886681098,1.0986122886681098,2.4849066497880004,0.0,1.2992829841302609,1.4853852637641214,0.0
대만,공용,2012,5,2,봄,0,89,1.791759469228055,1.0986122886681098,1.6094379124341003,0.6931471805599453,1.3862943611198906,1.55814461804655,400.0
대만,공용,2012,6,2,여름,0,90,0.6931471805599453,1.791759469228055,1.0986122886681098,0.6931471805599453,1.2992829841302609,1.55814461804655,0.0
대만,공용,2012,7,3,여름,0,91,1.791759469228055,0.6931471805599453,1.0986122886681098,1.3862943611198906,1.5404450409471488,1.5926307941177191,66.66666666666666
대만,공용,2012,8,3,여름,0,92,1.3862943611198906,1.791759469228055,1.791759469228055,1.9459101490553132,1.3862943611198906,1.5404450409471488,-50.0
대만,공용,2012,9,3,가을,0,93,0.0,1.3862943611198906,0.6931471805599453,1.6094379124341003,1.2992829841302609,1.4663370687934272,-100.0
대만,공용,2012,10,4,가을,0,94,1.9459101490553132,0.0,1.791759469228055,0.0,1.3862943611198906,1.575536360758419,0.0
대만,공용,2012,11,4,가을,0,95,1.3862943611198906,1.9459101490553132,1.3862943611198906,1.791759469228055,1.3862943611198906,1.5404450409471488,-40.0
대만,공용,2012,12,4,겨울,0,96,1.0986122886681098,1.3862943611198906,0.0,1.0986122886681098,1.5404450409471488,1.5404450409471488,0.0
대만,공용,2013,1,1,겨울,0,97,2.3978952727983707,1.0986122886681098,1.9459101490553132,2.4849066497880004,1.791759469228055,1.5224265354444706,-9.090909090909092
대만,공용,2013,2,1,겨울,0,98,1.3862943611198906,2.3978952727983707,1.3862943611198906,1.6094379124341003,1.791759469228055,1.5040773967762742,-25.0
대만,공용,2013,3,1,봄,0,99,0.6931471805599453,1.3862943611198906,1.0986122886681098,1.0986122886681098,1.7346010553881064,1.4853852637641214,-50.0
대만,공용,2013,4,2,봄,0,100,1.0986122886681098,0.6931471805599453,2.3978952727983707,1.0986122886681098,1.0986122886681098,1.4853852637641214,0.0
대만,공용,2013,5,2,봄,0,101,1.9459101490553132,1.0986122886681098,1.3862943611198906,1.791759469228055,1.3862943611198906,1.5040773967762742,20.0
대만,공용,2013,6,2,여름,0,102,1.6094379124341003,1.9459101490553132,0.6931471805599453,0.6931471805599453,1.6094379124341003,1.55814461804655,300.0
대만,공용,2013,7,3,여름,0,103,2.4849066497880004,1.6094379124341003,1.0986122886681098,1.791759469228055,2.0794415416798357,1.6582280766035324,120.0
대만,공용,2013,8,3,여름,0,104,2.3978952727983707,2.4849066497880004,1.9459101490553132,1.3862943611198906,2.2335922215070942,1.7635885922613586,233.33333333333334
대만,공용,2013,9,3,가을,0,105,1.9459101490553132,2.3978952727983707,1.6094379124341003,0.0,2.302585092994046,1.8458266904983307,0.0
대만,공용,2013,10,4,가을,0,106,1.6094379124341003,1.9459101490553132,2.4849066497880004,1.9459101490553132,2.03688192726104,1.8191584434161694,-33.33333333333333
대만,공용,2013,11,4,가을,0,107,1.0986122886681098,1.6094379124341003,2.3978952727983707,1.3862943611198906,1.6094379124341003,1.8055527913603908,-33.33333333333333
대만,공용,2013,12,4,겨울,0,108,1.0986122886681098,1.0986122886681098,1.9459101490553132,1.0986122886681098,1.2992829841302609,1.8055527913603908,0.0
대만,공용,2014,1,1,겨울,0,109,2.3978952727983707,1.0986122886681098,1.6094379124341003,2.3978952727983707,1.7346010553881064,1.8055527913603908,0.0
대만,공용,2014,2,1,겨울,0,110,2.0794415416798357,2.3978952727983707,1.0986122886681098,1.3862943611198906,1.992430164690206,1.8588987720656835,133.33333333333331
대만,공용,2014,3,1,봄,0,111,1.6094379124341003,2.0794415416798357,1.0986122886681098,0.6931471805599453,2.0794415416798357,1.8971199848858813,300.0
대만,공용,2014,4,2,봄,0,112,1.0986122886681098,1.6094379124341003,2.3978952727983707,1.0986122886681098,1.6739764335716716,1.8971199848858813,0.0
대만,공용,2014,5,2,봄,0,113,2.6390573296152584,1.0986122886681098,2.0794415416798357,1.9459101490553132,1.992430164690206,1.9810014688665833,116.66666666666667
대만,공용,2014,6,2,여름,0,114,1.6094379124341003,2.6390573296152584,1.6094379124341003,1.6094379124341003,1.992430164690206,1.9810014688665833,0.0
대만,공용,2014,7,3,여름,0,115,2.6390573296152584,1.6094379124341003,1.0986122886681098,2.4849066497880004,2.3978952727983707,2.0037297199441397,18.181818181818183
대만,공용,2014,8,3,여름,0,116,2.3978952727983707,2.6390573296152584,2.6390573296152584,2.3978952727983707,2.302585092994046,2.0037297199441397,0.0
대만,공용,2014,9,3,가을,0,117,1.3862943611198906,2.3978952727983707,1.6094379124341003,1.9459101490553132,2.268683541318364,1.9694406464655074,-50.0
대만,공용,2014,10,4,가을,0,118,2.0794415416798357,1.3862943611198906,2.6390573296152584,1.6094379124341003,2.03688192726104,2.0037297199441397,75.0
대만,공용,2014,11,4,가을,0,119,1.9459101490553132,2.0794415416798357,2.3978952727983707,1.0986122886681098,1.8458266904983307,2.0476928433652555,200.0
대만,공용,2014,12,4,겨울,0,120,1.791759469228055,1.9459101490553132,1.3862943611198906,1.0986122886681098,1.9459101490553132,2.0794415416798357,150.0
대만,공용,2015,1,1,겨울,0,121,2.6390573296152584,1.791759469228055,2.0794415416798357,2.3978952727983707,2.1972245773362196,2.1102132003465894,30.0
대만,공용,2015,2,1,겨울,0,122,2.1972245773362196,2.6390573296152584,1.9459101490553132,2.0794415416798357,2.268683541318364,2.120263536200091,14.285714285714285
대만,공용,2015,3,1,봄,0,123,2.302585092994046,2.1972245773362196,1.791759469228055,1.6094379124341003,2.3978952727983707,2.169053700369523,125.0
대만,공용,2015,4,2,봄,0,124,1.6094379124341003,2.302585092994046,2.6390573296152584,1.0986122886681098,2.0794415416798357,2.187922184673906,100.0
대만,공용,2015,5,2,봄,0,125,1.791759469228055,1.6094379124341003,2.1972245773362196,2.6390573296152584,1.9459101490553132,2.1102132003465894,-61.53846153846154
대만,공용,2015,6,2,여름,0,126,1.791759469228055,1.791759469228055,2.302585092994046,1.6094379124341003,1.7346010553881064,2.120263536200091,25.0
대만,공용,2015,7,3,여름,0,127,2.302585092994046,1.791759469228055,1.6094379124341003,2.6390573296152584,1.992430164690206,2.0794415416798357,-30.76923076923077
대만,공용,2015,8,3,여름,0,128,2.772588722239781,2.302585092994046,1.791759469228055,2.3978952727983707,2.367123614131617,2.1302138670532593,50.0
대만,공용,2015,9,3,가을,0,129,2.3978952727983707,2.772588722239781,1.791759469228055,1.3862943611198906,2.512305623976115,2.1972245773362196,233.33333333333334
대만,공용,2015,10,4,가을,0,130,1.791759469228055,2.3978952727983707,2.302585092994046,2.0794415416798357,2.3978952727983707,2.178532444324067,-28.57142857142857
대만,공용,2015,11,4,가을,0,131,2.4849066497880004,1.791759469228055,2.772588722239781,1.9459101490553132,2.268683541318364,2.224623551524334,83.33333333333334
대만,공용,2015,12,4,겨울,0,132,2.3978952727983707,2.4849066497880004,2.3978952727983707,1.791759469228055,2.268683541318364,2.268683541318364,100.0
