국적,목적,data_size,mean,std,min,max,zero_count,zero_ratio,cv,quality_grade,problem_type
이라크,상용,245,78.08571428571429,39.49191658314187,0,234,3,1.2244897959183674,0.5057508526929987,좋음,정상
이라크,유학연수,245,3.269387755102041,4.496000229786793,0,28,59,24.081632653061224,1.3751810940046993,좋음,정상
이란,공용,245,4.575510204081633,8.022471784282484,0,76,68,27.755102040816325,1.7533502115514794,좋음,정상
이란,관광,245,165.41224489795917,125.52825041689485,0,906,7,2.857142857142857,0.7588812454261274,좋음,정상
이란,상용,245,186.22448979591837,132.001873016102,0,606,8,3.2653061224489797,0.7088319756481093,좋음,정상
이란,유학연수,245,18.224489795918366,18.743157555997676,0,111,15,6.122448979591836,1.028459933083859,좋음,정상
이스라엘,공용,245,1.9142857142857144,3.5408621715668045,0,24,121,49.38775510204081,1.8497041194751962,매우나쁨,높은_0값_비율
이스라엘,관광,245,814.6163265306122,500.7859557763614,0,2993,5,2.0408163265306123,0.6147506985394829,좋음,정상
이스라엘,상용,245,7.546938775510204,5.03378349218917,0,36,2,0.8163265306122449,0.6669967309823399,좋음,정상
이스라엘,유학연수,245,3.9551020408163264,5.408897543214109,0,36,50,20.408163265306122,1.3675747142285415,좋음,정상
이집트,공용,245,4.151020408163265,8.056005865928652,0,85,71,28.97959183673469,1.940729043414474,좋음,정상
이집트,관광,245,226.33061224489796,171.29782113693963,0,725,1,0.40816326530612246,0.7568477787334802,좋음,정상
이집트,상용,245,79.92244897959183,42.25059542361563,0,228,2,0.8163265306122449,0.5286449046926015,좋음,정상
이집트,유학연수,245,10.522448979591836,12.631136153778728,0,81,17,6.938775510204081,1.200398897469274,좋음,정상
이탈리아,공용,245,8.155102040816326,5.316270310098688,0,30,6,2.4489795918367347,0.6518950079950845,좋음,정상
이탈리아,관광,245,1993.6244897959184,1258.7023558845306,2,8218,0,0.0,0.6313638111525106,좋음,정상
이탈리아,상용,245,43.13469387755102,25.057356753404385,4,177,0,0.0,0.5809095765124975,좋음,정상
이탈리아,유학연수,245,32.391836734693875,51.41164566649438,0,370,8,3.2653061224489797,1.5871790811858775,좋음,정상
인도,공용,245,36.49387755102041,36.22025296235624,0,202,4,1.6326530612244898,0.9925021782549244,좋음,정상
인도,관광,245,2223.922448979592,1284.3919393227507,46,8687,0,0.0,0.5775344998707448,좋음,정상
인도,상용,245,1799.126530612245,801.2017180091309,7,3492,0,0.0,0.4453281658497254,좋음,정상
인도,유학연수,245,98.61632653061224,98.00480781728403,2,560,0,0.0,0.9937990114330776,좋음,정상
인도네시아,공용,245,72.65306122448979,100.18216011723062,0,544,3,1.2244897959183674,1.3789117544225564,좋음,정상
인도네시아,관광,245,7454.408163265306,5896.239756586074,557,24232,0,0.0,0.7909735591944436,좋음,정상
인도네시아,상용,245,270.265306122449,161.01842572373306,0,702,1,0.40816326530612246,0.5957791180595726,좋음,정상
인도네시아,유학연수,245,150.69387755102042,214.93096528748754,4,1445,0,0.0,1.4262753655318106,좋음,정상
일본,공용,245,130.09795918367348,98.56905811221631,2,679,0,0.0,0.7576526083169038,좋음,정상
일본,관광,245,187857.85714285713,89064.21048303977,16,377064,0,0.0,0.4741042607300189,좋음,정상
일본,상용,245,1757.3877551020407,850.7898744726489,53,4177,0,0.0,0.4841218860223871,좋음,정상
일본,유학연수,245,686.8530612244898,593.3263301575394,29,3202,0,0.0,0.8638329850343605,좋음,정상
중국,공용,245,232.81632653061226,169.80409076505984,0,801,2,0.8163265306122449,0.729347865312757,좋음,정상
중국,관광,245,184243.68979591836,179231.16615918232,179,823016,0,0.0,0.9727940552955259,좋음,정상
중국,상용,245,6715.244897959184,5096.9342542589475,70,25012,0,0.0,0.7590094377359113,좋음,정상
중국,유학연수,245,9976.057142857142,10297.535924262436,264,46050,0,0.0,1.0322250340792678,좋음,정상
중동,공용,245,67.91836734693878,50.74172658666288,2,239,0,0.0,0.747098738806034,좋음,정상
중동,관광,245,5954.187755102041,4410.036460093913,9,20329,0,0.0,0.7406613028477358,좋음,정상
중동,상용,245,1194.865306122449,511.4171108707664,12,2388,0,0.0,0.42801235273154437,좋음,정상
중동,유학연수,245,510.43265306122447,732.6352449944627,13,4071,0,0.0,1.4353220559081001,좋음,정상
칠레,공용,245,0.9224489795918367,2.445744489734481,0,22,169,68.9795918367347,2.651360176924548,매우나쁨,높은_0값_비율
칠레,관광,245,214.24897959183673,177.83389067648164,0,1386,6,2.4489795918367347,0.8300337813289517,좋음,정상
칠레,상용,245,4.420408163265306,3.5860030487308365,0,19,31,12.653061224489795,0.8112379934801984,좋음,정상
칠레,유학연수,245,5.583673469387755,7.849907249602827,0,50,34,13.877551020408163,1.405867891924483,좋음,정상
카자흐스탄,공용,245,5.220408163265306,7.943472926107443,0,87,51,20.816326530612244,1.521619129707837,좋음,정상
카자흐스탄,관광,245,1277.7469387755102,1234.777441136734,4,4628,0,0.0,0.9663708858657454,좋음,정상
카자흐스탄,상용,245,45.093877551020405,46.18418404394103,0,212,8,3.2653061224489797,1.0241785925747242,좋음,정상
카자흐스탄,유학연수,245,83.0204081632653,133.4007412967456,1,868,0,0.0,1.6068427540660115,좋음,정상
캐나다,공용,245,14.653061224489797,14.157705166816356,0,70,4,1.6326530612244898,0.9661943637520911,좋음,정상
캐나다,관광,245,8050.689795918367,4746.223357310253,40,26719,0,0.0,0.5895424463772718,좋음,정상
캐나다,상용,245,74.55102040816327,42.71333209559514,3,218,0,0.0,0.5729409451640192,좋음,정상
캐나다,유학연수,245,33.436734693877554,38.93764821237246,0,203,1,0.40816326530612246,1.1645170668983462,좋음,정상
콜롬비아,공용,245,3.6653061224489796,6.568228016037436,0,73,65,26.53061224489796,1.7919998484734652,좋음,정상
콜롬비아,관광,245,250.10204081632654,235.6686724016489,0,1555,11,4.489795918367347,0.9422900814101017,좋음,정상
콜롬비아,상용,245,1.3755102040816327,1.5959131478593074,0,13,88,35.91836734693877,1.1602335941410395,좋음,정상
콜롬비아,유학연수,245,11.33061224489796,14.567285997910913,0,80,17,6.938775510204081,1.2856574457810424,좋음,정상
쿠바,공용,245,0.3469387755102041,1.0741184034345819,0,11,198,80.81632653061224,3.095988339311442,매우나쁨,높은_0값_비율
쿠바,관광,245,7.383673469387755,11.47697886324476,0,69,51,20.816326530612244,1.5543724828606778,좋음,정상
쿠바,상용,245,1.6,3.0412465088954646,0,24,142,57.95918367346938,1.9007790680596652,매우나쁨,높은_0값_비율
쿠바,유학연수,245,0.3346938775510204,0.9377228741434595,0,6,202,82.44897959183673,2.8017329776237507,매우나쁨,높은_0값_비율
키리바시,공용,245,0.32653061224489793,1.0974589708533942,0,9,206,84.08163265306122,3.3609680982385197,매우나쁨,높은_0값_비율
키리바시,관광,245,20.63673469387755,15.196347353908298,0,79,21,8.571428571428571,0.7363736356225342,좋음,정상
키리바시,상용,245,0.004081632653061225,0.06388765649999399,0,1,244,99.59183673469387,15.652475842498527,매우나쁨,높은_0값_비율
키리바시,유학연수,245,0.17551020408163265,1.035146820235966,0,12,232,94.6938775510204,5.8979295571584105,매우나쁨,높은_0값_비율
태국,공용,245,124.83265306122449,144.68785138788914,0,659,2,0.8163265306122449,1.159054524916062,좋음,정상
태국,관광,245,20206.065306122448,14903.918004644293,25,61999,0,0.0,0.7375962503757918,좋음,정상
태국,상용,245,40.75918367346939,24.518376500415478,0,123,1,0.40816326530612246,0.6015423835972153,좋음,정상
태국,유학연수,245,84.03673469387755,91.41776447400815,2,465,0,0.0,1.0878309920895624,좋음,정상
터키,공용,245,21.76326530612245,29.667437397812012,0,142,45,18.367346938775512,1.3631887026376488,좋음,정상
터키,관광,245,945.0612244897959,772.3831496367311,2,5848,0,0.0,0.8172837162520477,좋음,정상
터키,상용,245,15.310204081632653,5.654109375227229,1,35,0,0.0,0.36930333162641193,좋음,정상
터키,유학연수,245,34.08571428571429,46.12355111234514,0,264,5,2.0408163265306123,1.3531636956681306,좋음,정상
파키스탄,공용,245,11.46938775510204,12.476374461580862,0,52,19,7.755102040816326,1.0877977733406803,좋음,정상
파키스탄,관광,245,209.93061224489796,113.97738164330221,0,531,1,0.40816326530612246,0.5429288297903883,좋음,정상
파키스탄,상용,245,203.20816326530613,86.46425357454225,4,405,0,0.0,0.4254959652465121,좋음,정상
파키스탄,유학연수,245,75.77142857142857,89.58994015540573,0,463,1,0.40816326530612246,1.1823710050675718,좋음,정상
페루,공용,245,3.085714285714286,4.491887040023142,0,36,92,37.55102040816327,1.4557041333408332,좋음,정상
페루,관광,245,161.38367346938776,115.85551230887532,0,642,7,2.857142857142857,0.7178886799280318,좋음,정상
페루,상용,245,2.085714285714286,2.3774900665183534,0,20,54,22.040816326530614,1.1398924976457858,좋음,정상
페루,유학연수,245,7.408163265306122,10.724031477050792,0,54,33,13.46938775510204,1.4475965354696663,좋음,정상
폴란드,공용,245,1.1959183673469387,2.3229044128722958,0,19,132,53.87755102040816,1.9423603452345137,매우나쁨,높은_0값_비율
폴란드,관광,245,817.534693877551,799.03139353143,13,5145,0,0.0,0.9773669539841052,좋음,정상
폴란드,상용,245,18.6734693877551,11.310425618345068,0,80,1,0.40816326530612246,0.6056949238239435,좋음,정상
폴란드,유학연수,245,20.289795918367346,27.15351202187508,0,190,5,2.0408163265306123,1.3382841370668668,좋음,정상
프랑스,공용,245,30.73061224489796,16.27406420066071,0,80,1,0.40816326530612246,0.5295717531095596,좋음,정상
프랑스,관광,245,4877.477551020408,3330.7554237952563,7,20832,0,0.0,0.6828848290851559,좋음,정상
프랑스,상용,245,246.15510204081633,117.83605772641003,8,626,0,0.0,0.4787065421332237,좋음,정상
프랑스,유학연수,245,245.44489795918366,337.9217492728892,2,1838,0,0.0,1.3767723512797727,좋음,정상
피지,공용,245,0.5510204081632653,1.0685754361281912,0,7,173,70.61224489795919,1.9392665322326434,매우나쁨,높은_0값_비율
피지,관광,245,205.80816326530612,146.4680906287518,0,698,18,7.346938775510205,0.7116728914194751,좋음,정상
피지,상용,245,0.15510204081632653,0.39518683301398244,0,2,210,85.71428571428571,2.54791510759015,매우나쁨,높은_0값_비율
피지,유학연수,245,1.3755102040816327,1.9642846497761646,0,14,116,47.3469387755102,1.4280407691251047,매우나쁨,높은_0값_비율
필리핀,공용,245,100.29795918367347,53.59384480270129,5,270,0,0.0,0.534346314111497,좋음,정상
필리핀,관광,245,10575.118367346939,8498.773894588654,438,43794,0,0.0,0.8036575666926371,좋음,정상
필리핀,상용,245,232.0081632653061,131.24170518165948,1,702,0,0.0,0.5656771009026174,좋음,정상
필리핀,유학연수,245,72.13877551020408,69.09892177377125,1,336,0,0.0,0.957861029454224,좋음,정상
홍콩,공용,245,1.5224489795918368,1.9217548019720527,0,10,108,44.08163265306123,1.2622786232792302,매우나쁨,높은_0값_비율
