국적,목적,MAPE,Pearson,Spearman
중국,관광,18.20823564380293,0.2490945528722591,0.0709142842178255
중국,유학연수,42.070239853480814,0.1398604831801062,-0.0489510489510489
중국,공용,58.61980069539511,,
중국,상용,99.94348153730218,-0.5838277847076855,-0.3930418320670321
