국적,목적,연도,월,분기,계절,코로나기간,시계열순서,입국자수,입국자수_1개월전,입국자수_3개월전,입국자수_12개월전,입국자수_3개월평균,입국자수_12개월평균,전년동월대비증감률,연월,계절_코드,월_sin,월_cos,분기_sin,분기_cos,연도_정규화,선형트렌드,제곱트렌드,입국자수_6개월전,입국자수_24개월전,증감률_1개월,증감률_3개월,증감률_12개월,국적_빈도,국적_로그빈도,목적_빈도,국적_평균입국자수,목적_평균입국자수,국적_인코딩,목적_인코딩,계절_인코딩,국적목적_조합,국적목적_빈도,계절목적_조합,월국적_상호작용,연도국적_상호작용,국적_평균,국적_표준편차,국적_최소,국적_최대,국적_중앙값,목적_평균,목적_표준편차,목적_최소,목적_최대,계절_평균,계절_표준편차,앙상블예측,RandomForest_예측,XGBoost_예측,GradientBoosting_예측,Ridge_예측,Lasso_예측
중국,공용,2026,1,1,겨울,0,253,56.25,53.4375,50.625,37.25,124.49999999999999,150.95833333333331,0.1,202601,4,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,,253,64009,,,0.05166475315729047,0.1089588377723971,0.49673202614379086,48,3.8918202981106265,180,46212.04861111112,273.81898148148144,44,0,1,중국_공용,12,겨울_공용,48,97248,46212.04861111112,72909.78306073407,56.25,205420.25,3584.458333333333,273.81898148148144,671.2705769271112,1.25,3532.0,9669.583333333334,26784.037687371412,148,86,125,108,6222,3064
중국,관광,2026,1,1,겨울,0,253,139181.5,132222.425,125263.35,61872.75,121039.5,116173.97916666667,0.1,202601,4,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,,253,64009,,,0.05263118089703101,0.11111022409807733,1.249459585042122,48,3.8918202981106265,180,46212.04861111112,44945.81712962963,44,1,1,중국_관광,12,겨울_관광,48,97248,46212.04861111112,72909.78306073407,56.25,205420.25,3584.458333333333,44945.81712962963,54906.56830808382,3273.0,224785.0,9669.583333333334,26784.037687371412,133062,131438,144164,137773,108302,101841
중국,상용,2026,1,1,겨울,0,253,1511.5,1435.925,1360.3500000000001,957.75,1816.5,1779.6875,0.1,202601,4,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,,253,64009,,,0.05259495102388785,0.11102949278289921,0.5775749674054759,48,3.8918202981106265,180,46212.04861111112,373.4101851851852,44,2,1,중국_상용,12,겨울_상용,48,97248,46212.04861111112,72909.78306073407,56.25,205420.25,3584.458333333333,373.4101851851852,624.3789467077137,24.75,2828.6666666666665,9669.583333333334,26784.037687371412,1658,1567,1727,1691,7996,4830
중국,유학연수,2026,1,1,겨울,0,253,4340.25,4123.2375,3906.225,2597.5,5831.5,10137.437499999998,0.1,202601,4,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,,253,64009,,,0.05261881741776506,0.11108267376462838,0.6706753896478738,48,3.8918202981106265,180,46212.04861111112,1424.4648148148149,44,3,1,중국_유학연수,12,겨울_유학연수,48,97248,46212.04861111112,72909.78306073407,56.25,205420.25,3584.458333333333,1424.4648148148149,4236.256416933347,8.75,33336.0,9669.583333333334,26784.037687371412,5185,5121,4889,5259,11578,8367
일본,공용,2026,1,1,겨울,0,253,97.0,92.14999999999999,87.3,61.0,172.41666666666666,110.56249999999999,0.1,202601,4,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,,253,64009,,,0.052066559312936224,0.10985277463193661,0.5806451612903226,48,3.8918202981106265,180,43674.144097222226,273.81898148148144,43,0,1,일본_공용,12,겨울_공용,48,97248,43674.144097222226,77578.9924823001,82.75,224785.0,1031.25,273.81898148148144,671.2705769271112,1.25,3532.0,9669.583333333334,26784.037687371412,186,126,153,142,6346,3026
일본,관광,2026,1,1,겨울,0,253,91966.5,87368.175,82769.85,49899.5,129409.74999999999,121731.47916666666,0.1,202601,4,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,,253,64009,,,0.05263097654292829,0.11110976871688516,0.8430176050340177,48,3.8918202981106265,180,43674.144097222226,44945.81712962963,43,1,1,일본_관광,12,겨울_관광,48,97248,43674.144097222226,77578.9924823001,82.75,224785.0,1031.25,44945.81712962963,54906.56830808382,3273.0,224785.0,9669.583333333334,26784.037687371412,132006,130770,129975,137106,156548,152309
일본,상용,2026,1,1,겨울,0,253,1259.25,1196.2875,1133.325,968.75,1010.5833333333334,971.75,0.1,202601,4,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,,253,64009,,,0.05258761993255596,0.11101315760474287,0.29956174271719516,48,3.8918202981106265,180,43674.144097222226,373.4101851851852,43,2,1,일본_상용,12,겨울_상용,48,97248,43674.144097222226,77578.9924823001,82.75,224785.0,1031.25,373.4101851851852,624.3789467077137,24.75,2828.6666666666665,9669.583333333334,26784.037687371412,1223,1211,1017,1067,6919,3568
일본,유학연수,2026,1,1,겨울,0,253,889.5,845.025,800.5500000000001,612.75,704.9166666666667,909.6458333333333,0.1,202601,4,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,,253,64009,,,0.05256936851747883,0.1109724907990767,0.4509164969450102,48,3.8918202981106265,180,43674.144097222226,1424.4648148148149,43,3,1,일본_유학연수,12,겨울_유학연수,48,97248,43674.144097222226,77578.9924823001,82.75,224785.0,1031.25,1424.4648148148149,4236.256416933347,8.75,33336.0,9669.583333333334,26784.037687371412,863,839,737,720,6658,3273
대만,공용,2026,1,1,겨울,0,253,14.25,13.5375,12.825000000000001,9.25,9.666666666666668,7.520833333333334,0.1,202601,4,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,,253,64009,,,0.049011177987962194,0.10307414104882451,0.4878048780487805,48,3.8918202981106265,180,19442.779513888887,273.81898148148144,5,0,1,대만_공용,12,겨울_공용,48,97248,19442.779513888887,33871.209868563164,5.0,85999.0,171.83333333333331,273.81898148148144,671.2705769271112,1.25,3532.0,9669.583333333334,26784.037687371412,64,14,10,10,5728,2707
대만,관광,2026,1,1,겨울,0,253,68918.0,65472.1,62026.200000000004,35317.0,60169.75,54321.20833333333,0.1,202601,4,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,,253,64009,,,0.05263077508167479,0.11110931978228898,0.951384563112294,48,3.8918202981106265,180,19442.779513888887,44945.81712962963,5,1,1,대만_관광,12,겨울_관광,48,97248,19442.779513888887,33871.209868563164,5.0,85999.0,171.83333333333331,44945.81712962963,54906.56830808382,3273.0,224785.0,9669.583333333334,26784.037687371412,70587,69516,89310,68097,59183,53410
대만,상용,2026,1,1,겨울,0,253,87.5,83.125,78.75,74.25,103.33333333333333,120.77083333333333,0.1,202601,4,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,,253,64009,,,0.05200594353640416,0.109717868338558,0.1760797342192691,48,3.8918202981106265,180,19442.779513888887,373.4101851851852,5,2,1,대만_상용,12,겨울_상용,48,97248,19442.779513888887,33871.209868563164,5.0,85999.0,171.83333333333331,373.4101851851852,624.3789467077137,24.75,2828.6666666666665,9669.583333333334,26784.037687371412,146,94,99,95,5835,2800
대만,유학연수,2026,1,1,겨울,0,253,190.0,180.5,171.0,142.5,205.33333333333331,270.16666666666663,0.1,202601,4,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,,253,64009,,,0.05234159779614325,0.11046511627906977,0.3310104529616725,48,3.8918202981106265,180,19442.779513888887,1424.4648148148149,5,3,1,대만_유학연수,12,겨울_유학연수,48,97248,19442.779513888887,33871.209868563164,5.0,85999.0,171.83333333333331,1424.4648148148149,4236.256416933347,8.75,33336.0,9669.583333333334,26784.037687371412,247,194,201,200,5963,2893
미국,공용,2026,1,1,겨울,0,253,2750.75,2613.2125,2475.675,1999.75,2600.5,2331.270833333333,0.1,202601,4,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,,253,64009,,,0.05261144608558023,0.1110662480947237,0.37535924028489315,48,3.8918202981106265,180,17662.763888888887,273.81898148148144,14,0,1,미국_공용,12,겨울_공용,48,97248,17662.763888888887,30507.139956446303,106.33333333333333,91502.0,1885.7083333333335,273.81898148148144,671.2705769271112,1.25,3532.0,9669.583333333334,26784.037687371412,2759,2707,2624,2754,8630,5205
미국,관광,2026,1,1,겨울,0,253,31070.0,29516.5,27963.0,18995.0,43735.166666666664,49749.3125,0.1,202601,4,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,,253,64009,,,0.05262979588379775,0.11110713774853383,0.6356601389766267,48,3.8918202981106265,180,17662.763888888887,44945.81712962963,14,1,1,미국_관광,12,겨울_관광,48,97248,17662.763888888887,30507.139956446303,106.33333333333333,91502.0,1885.7083333333335,44945.81712962963,54906.56830808382,3273.0,224785.0,9669.583333333334,26784.037687371412,43510,43659,43345,42055,56960,51588
미국,상용,2026,1,1,겨울,0,253,283.0,268.84999999999997,254.70000000000002,229.25,217.58333333333334,191.3125,0.1,202601,4,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,,253,64009,,,0.05243653881786191,0.11067657411028542,0.23344191096634093,48,3.8918202981106265,180,17662.763888888887,373.4101851851852,14,2,1,미국_상용,12,겨울_상용,48,97248,17662.763888888887,30507.139956446303,106.33333333333333,91502.0,1885.7083333333335,373.4101851851852,624.3789467077137,24.75,2828.6666666666665,9669.583333333334,26784.037687371412,297,252,225,213,6410,2975
미국,유학연수,2026,1,1,겨울,0,253,224.5,213.27499999999998,202.05,169.25,312.41666666666663,419.83333333333326,0.1,202601,4,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,,253,64009,,,0.052385952630964995,0.11056390051711396,0.3245227606461087,48,3.8918202981106265,180,17662.763888888887,1424.4648148148149,14,3,1,미국_유학연수,12,겨울_유학연수,48,97248,17662.763888888887,30507.139956446303,106.33333333333333,91502.0,1885.7083333333335,1424.4648148148149,4236.256416933347,8.75,33336.0,9669.583333333334,26784.037687371412,328,255,331,324,6615,3150
홍콩,공용,2026,1,1,겨울,0,253,1.25,1.1875,1.125,0.5,2.0,1.5416666666666667,0.1,202601,4,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,,253,64009,,,0.02857142857142857,0.058823529411764705,0.5,48,3.8918202981106265,180,7774.140625,273.81898148148144,60,0,1,홍콩_공용,12,겨울_공용,48,97248,7774.140625,13803.683275345851,1.25,42363.0,70.16666666666666,273.81898148148144,671.2705769271112,1.25,3532.0,9669.583333333334,26784.037687371412,52,1,4,6,5695,2681
홍콩,관광,2026,1,1,겨울,0,253,23844.75,22652.5125,21460.275,12886.0,26731.083333333332,22171.875,0.1,202601,4,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,,253,64009,,,0.05262925561764425,0.1111059338273238,0.8503724683789866,48,3.8918202981106265,180,7774.140625,44945.81712962963,60,1,1,홍콩_관광,12,겨울_관광,48,97248,7774.140625,13803.683275345851,1.25,42363.0,70.16666666666666,44945.81712962963,54906.56830808382,3273.0,224785.0,9669.583333333334,26784.037687371412,25167,24901,27756,24588,36166,30944
홍콩,상용,2026,1,1,겨울,0,253,34.25,32.5375,30.825,30.0,41.833333333333336,42.3125,0.1,202601,4,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,,253,64009,,,0.0510622437569884,0.10761979575805188,0.13709677419354838,48,3.8918202981106265,180,7774.140625,373.4101851851852,60,2,1,홍콩_상용,12,겨울_상용,48,97248,7774.140625,13803.683275345851,1.25,42363.0,70.16666666666666,373.4101851851852,624.3789467077137,24.75,2828.6666666666665,9669.583333333334,26784.037687371412,87,36,40,39,5746,2717
홍콩,유학연수,2026,1,1,겨울,0,253,96.0,91.19999999999999,86.4,65.25,105.5,136.58333333333331,0.1,202601,4,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,,253,64009,,,0.0520607375271151,0.10983981693363837,0.4641509433962264,48,3.8918202981106265,180,7774.140625,1424.4648148148149,60,3,1,홍콩_유학연수,12,겨울_유학연수,48,97248,7774.140625,13803.683275345851,1.25,42363.0,70.16666666666666,1424.4648148148149,4236.256416933347,8.75,33336.0,9669.583333333334,26784.037687371412,154,103,106,102,5847,2784
태국,공용,2026,1,1,겨울,0,253,75.5,71.725,67.95,48.25,125.16666666666666,198.3125,0.1,202601,4,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,,253,64009,,,0.05190787212100386,0.1094996374184191,0.5532994923857868,48,3.8918202981106265,180,5410.644097222222,273.81898148148144,52,0,1,태국_공용,12,겨울_공용,48,97248,5410.644097222222,10043.429966232909,50.666666666666664,36286.333333333336,176.875,273.81898148148144,671.2705769271112,1.25,3532.0,9669.583333333334,26784.037687371412,153,95,142,109,6056,2835
태국,관광,2026,1,1,겨울,0,253,13337.25,12670.387499999999,12003.525,9642.5,18715.833333333336,15998.375,0.1,202601,4,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,,253,64009,,,0.05262742537074185,0.11110185534204814,0.3831337170114585,48,3.8918202981106265,180,5410.644097222222,44945.81712962963,52,1,1,태국_관광,12,겨울_관광,48,97248,5410.644097222222,10043.429966232909,50.666666666666664,36286.333333333336,176.875,44945.81712962963,54906.56830808382,3273.0,224785.0,9669.583333333334,26784.037687371412,16687,16525,15360,17220,30442,25115
태국,상용,2026,1,1,겨울,0,253,55.25,52.4875,49.725,38.75,61.91666666666667,58.979166666666664,0.1,202601,4,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,,253,64009,,,0.05164758121056327,0.10892065056678163,0.41509433962264153,48,3.8918202981106265,180,5410.644097222222,373.4101851851852,52,2,1,태국_상용,12,겨울_상용,48,97248,5410.644097222222,10043.429966232909,50.666666666666664,36286.333333333336,176.875,373.4101851851852,624.3789467077137,24.75,2828.6666666666665,9669.583333333334,26784.037687371412,112,58,68,64,5999,2761
태국,유학연수,2026,1,1,겨울,0,253,114.75,109.01249999999999,103.275,75.0,109.75,133.22916666666666,0.1,202601,4,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,,253,64009,,,0.05215316441313498,0.11004555262526966,0.5230263157894737,48,3.8918202981106265,180,5410.644097222222,1424.4648148148149,52,3,1,태국_유학연수,12,겨울_유학연수,48,97248,5410.644097222222,10043.429966232909,50.666666666666664,36286.333333333336,176.875,1424.4648148148149,4236.256416933347,8.75,33336.0,9669.583333333334,26784.037687371412,167,117,106,108,6072,2800
말레이시아,공용,2026,1,1,겨울,0,253,10.25,9.737499999999999,9.225,6.25,10.416666666666664,7.958333333333334,0.1,202601,4,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,,253,64009,,,0.04772991850989533,0.10024449877750614,0.5517241379310345,48,3.8918202981106265,180,4232.541666666667,273.81898148148144,11,0,1,말레이시아_공용,12,겨울_공용,48,97248,4232.541666666667,7878.866471116315,5.25,26265.333333333332,82.66666666666666,273.81898148148144,671.2705769271112,1.25,3532.0,9669.583333333334,26784.037687371412,63,12,10,10,5728,2694
말레이시아,관광,2026,1,1,겨울,0,253,11801.25,11211.1875,10621.125,5971.5,16202.333333333332,12217.791666666664,0.1,202601,4,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,,253,64009,,,0.052626884807268876,0.11110065076432446,0.976098786102972,48,3.8918202981106265,180,4232.541666666667,44945.81712962963,11,1,1,말레이시아_관광,12,겨울_관광,48,97248,4232.541666666667,7878.866471116315,5.25,26265.333333333332,82.66666666666666,44945.81712962963,54906.56830808382,3273.0,224785.0,9669.583333333334,26784.037687371412,14603,14607,13947,14112,27344,22179
말레이시아,상용,2026,1,1,겨울,0,253,67.5,64.125,60.75,45.5,75.16666666666666,65.04166666666666,0.1,202601,4,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,,253,64009,,,0.05182341650671785,0.10931174089068826,0.4731182795698925,48,3.8918202981106265,180,4232.541666666667,373.4101851851852,11,2,1,말레이시아_상용,12,겨울_상용,48,97248,4232.541666666667,7878.866471116315,5.25,26265.333333333332,82.66666666666666,373.4101851851852,624.3789467077137,24.75,2828.6666666666665,9669.583333333334,26784.037687371412,122,70,81,71,5810,2761
말레이시아,유학연수,2026,1,1,겨울,0,253,118.25,112.33749999999999,106.425,80.0,74.91666666666666,140.0,0.1,202601,4,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,,253,64009,,,0.052167199735303926,0.11007679776588321,0.4722222222222222,48,3.8918202981106265,180,4232.541666666667,1424.4648148148149,11,3,1,말레이시아_유학연수,12,겨울_유학연수,48,97248,4232.541666666667,7878.866471116315,5.25,26265.333333333332,82.66666666666666,1424.4648148148149,4236.256416933347,8.75,33336.0,9669.583333333334,26784.037687371412,145,97,89,86,5798,2712
싱가포르,공용,2026,1,1,겨울,0,253,6.25,5.9375,5.625,5.5,9.5,10.145833333333334,0.1,202601,4,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,,253,64009,,,0.04504504504504504,0.09433962264150944,0.11538461538461539,48,3.8918202981106265,180,6122.14236111111,273.81898148148144,28,0,1,싱가포르_공용,12,겨울_공용,48,97248,6122.14236111111,12378.40829217557,6.25,54384.333333333336,146.91666666666669,273.81898148148144,671.2705769271112,1.25,3532.0,9669.583333333334,26784.037687371412,60,9,8,10,5731,2694
싱가포르,관광,2026,1,1,겨울,0,253,10223.0,9711.85,9200.7,6219.0,27090.333333333332,17802.5,0.1,202601,4,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,,253,64009,,,0.05262616018985155,0.11109903604768676,0.6437299035369775,48,3.8918202981106265,180,6122.14236111111,44945.81712962963,28,1,1,싱가포르_관광,12,겨울_관광,48,97248,6122.14236111111,12378.40829217557,6.25,54384.333333333336,146.91666666666669,44945.81712962963,54906.56830808382,3273.0,224785.0,9669.583333333334,26784.037687371412,23458,23575,23510,21220,47462,42862
싱가포르,상용,2026,1,1,겨울,0,253,120.75,114.71249999999999,108.675,110.0,175.33333333333334,159.0,0.1,202601,4,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,,253,64009,,,0.05217673112239394,0.11009801686801918,0.09684684684684684,48,3.8918202981106265,180,6122.14236111111,373.4101851851852,28,2,1,싱가포르_상용,12,겨울_상용,48,97248,6122.14236111111,12378.40829217557,6.25,54384.333333333336,146.91666666666669,373.4101851851852,624.3789467077137,24.75,2828.6666666666665,9669.583333333334,26784.037687371412,205,146,177,174,5944,2892
싱가포르,유학연수,2026,1,1,겨울,0,253,26.5,25.174999999999997,23.85,18.25,30.583333333333332,51.58333333333333,0.1,202601,4,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,,253,64009,,,0.050620821394460475,0.10663983903420517,0.42857142857142855,48,3.8918202981106265,180,6122.14236111111,1424.4648148148149,28,3,1,싱가포르_유학연수,12,겨울_유학연수,48,97248,6122.14236111111,12378.40829217557,6.25,54384.333333333336,146.91666666666669,1424.4648148148149,4236.256416933347,8.75,33336.0,9669.583333333334,26784.037687371412,80,27,37,30,5812,2723
베트남,공용,2026,1,1,겨울,0,253,24.25,23.037499999999998,21.825,16.5,167.08333333333331,163.70833333333334,0.1,202601,4,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,,253,64009,,,0.05044201768070732,0.10624315443592555,0.44285714285714284,48,3.8918202981106265,180,5660.895833333333,273.81898148148144,19,0,1,베트남_공용,12,겨울_공용,48,97248,5660.895833333333,7838.108668163646,24.25,29351.0,973.0,273.81898148148144,671.2705769271112,1.25,3532.0,9669.583333333334,26784.037687371412,176,116,160,135,6082,2992
베트남,관광,2026,1,1,겨울,0,253,8316.5,7900.674999999999,7484.85,5141.25,12409.583333333334,13043.770833333332,0.1,202601,4,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,,253,64009,,,0.05262491813444627,0.11109626829284579,0.6174826194759103,48,3.8918202981106265,180,5660.895833333333,44945.81712962963,19,1,1,베트남_관광,12,겨울_관광,48,97248,5660.895833333333,7838.108668163646,24.25,29351.0,973.0,44945.81712962963,54906.56830808382,3273.0,224785.0,9669.583333333334,26784.037687371412,10830,10857,9388,10664,22713,17426
베트남,상용,2026,1,1,겨울,0,253,195.75,185.96249999999998,176.175,160.0,302.1666666666667,321.6875,0.1,202601,4,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,,253,64009,,,0.052350070201243694,0.11048398476082961,0.2220496894409938,48,3.8918202981106265,180,5660.895833333333,373.4101851851852,19,2,1,베트남_상용,12,겨울_상용,48,97248,5660.895833333333,7838.108668163646,24.25,29351.0,973.0,373.4101851851852,624.3789467077137,24.75,2828.6666666666665,9669.583333333334,26784.037687371412,328,266,287,312,6191,3084
베트남,유학연수,2026,1,1,겨울,0,253,2372.75,2254.1124999999997,2135.475,1956.25,2850.4166666666665,3320.8958333333335,0.1,202601,4,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,,253,64009,,,0.052608240165402075,0.1110591043658363,0.21279856942138203,48,3.8918202981106265,180,5660.895833333333,1424.4648148148149,19,3,1,베트남_유학연수,12,겨울_유학연수,48,97248,5660.895833333333,7838.108668163646,24.25,29351.0,973.0,1424.4648148148149,4236.256416933347,8.75,33336.0,9669.583333333334,26784.037687371412,2882,2824,2781,2876,8787,5652
필리핀,공용,2026,1,1,겨울,0,253,133.75,127.0625,120.375,88.0,141.25,121.70833333333331,0.1,202601,4,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,,253,64009,,,0.05222059541239629,0.1101956745623069,0.5140449438202247,48,3.8918202981106265,180,4438.402777777778,273.81898148148144,59,0,1,필리핀_공용,12,겨울_공용,48,97248,4438.402777777778,7934.530390261756,50.5,26180.333333333332,262.5,273.81898148148144,671.2705769271112,1.25,3532.0,9669.583333333334,26784.037687371412,191,140,131,137,6061,2842
필리핀,관광,2026,1,1,겨울,0,253,11005.0,10454.75,9904.5,6307.25,16555.666666666664,12675.270833333332,0.1,202601,4,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,,253,64009,,,0.05262654520240059,0.11109989399828378,0.7446994015772995,48,3.8918202981106265,180,4438.402777777778,44945.81712962963,59,1,1,필리핀_관광,12,겨울_관광,48,97248,4438.402777777778,7934.530390261756,50.5,26180.333333333332,262.5,44945.81712962963,54906.56830808382,3273.0,224785.0,9669.583333333334,26784.037687371412,14730,14853,13278,13954,28700,23398
필리핀,상용,2026,1,1,겨울,0,253,273.5,259.825,246.15,171.5,287.3333333333333,282.72916666666663,0.1,202601,4,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,,253,64009,,,0.052429790089140275,0.11066154157394292,0.591304347826087,48,3.8918202981106265,180,4438.402777777778,373.4101851851852,59,2,1,필리핀_상용,12,겨울_상용,48,97248,4438.402777777778,7934.530390261756,50.5,26180.333333333332,262.5,373.4101851851852,624.3789467077137,24.75,2828.6666666666665,9669.583333333334,26784.037687371412,332,277,289,286,6216,2981
필리핀,유학연수,2026,1,1,겨울,0,253,150.0,142.5,135.0,104.25,81.08333333333334,85.14583333333333,0.1,202601,4,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,,253,64009,,,0.05226480836236934,0.11029411764705882,0.4346793349168646,48,3.8918202981106265,180,4438.402777777778,1424.4648148148149,59,3,1,필리핀_유학연수,12,겨울_유학연수,48,97248,4438.402777777778,7934.530390261756,50.5,26180.333333333332,262.5,1424.4648148148149,4236.256416933347,8.75,33336.0,9669.583333333334,26784.037687371412,157,109,85,98,6002,2731
대양주,공용,2026,1,1,겨울,0,253,31.0,29.45,27.900000000000002,23.5,32.33333333333333,44.4375,0.1,202601,4,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,,253,64009,,,0.05090311986863713,0.10726643598615909,0.30612244897959184,48,3.8918202981106265,180,4086.9861111111113,273.81898148148144,6,0,1,대양주_공용,12,겨울_공용,48,97248,4086.9861111111113,7438.677602550389,9.75,24126.0,78.625,273.81898148148144,671.2705769271112,1.25,3532.0,9669.583333333334,26784.037687371412,83,31,30,33,5760,2708
대양주,관광,2026,1,1,겨울,0,253,12876.5,12232.675,11588.85,7841.75,14764.416666666664,11686.354166666664,0.1,202601,4,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,,253,64009,,,0.0526272767586192,0.11110152417848372,0.6419623218896433,48,3.8918202981106265,180,4086.9861111111113,44945.81712962963,6,1,1,대양주_관광,12,겨울_관광,48,97248,4086.9861111111113,7438.677602550389,9.75,24126.0,78.625,44945.81712962963,54906.56830808382,3273.0,224785.0,9669.583333333334,26784.037687371412,13874,13993,12383,13415,24143,18848
대양주,상용,2026,1,1,겨울,0,253,78.25,74.33749999999999,70.425,62.75,72.0,68.8125,0.1,202601,4,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,,253,64009,,,0.051932968309275046,0.10955547777388874,0.24313725490196078,48,3.8918202981106265,180,4086.9861111111113,373.4101851851852,6,2,1,대양주_상용,12,겨울_상용,48,97248,4086.9861111111113,7438.677602550389,9.75,24126.0,78.625,373.4101851851852,624.3789467077137,24.75,2828.6666666666665,9669.583333333334,26784.037687371412,126,76,73,72,5811,2744
대양주,유학연수,2026,1,1,겨울,0,253,25.25,23.987499999999997,22.725,20.25,26.833333333333336,28.875,0.1,202601,4,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,,253,64009,,,0.05052526263131578,0.10642781875658582,0.23529411764705882,48,3.8918202981106265,180,4086.9861111111113,1424.4648148148149,6,3,1,대양주_유학연수,12,겨울_유학연수,48,97248,4086.9861111111113,7438.677602550389,9.75,24126.0,78.625,1424.4648148148149,4236.256416933347,8.75,33336.0,9669.583333333334,26784.037687371412,77,26,25,27,5813,2712
오스트레일리아,공용,2026,1,1,겨울,0,253,22.5,21.375,20.25,16.25,24.5,34.104166666666664,0.1,202601,4,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,,253,64009,,,0.05027932960893855,0.10588235294117647,0.36231884057971014,48,3.8918202981106265,180,3468.059027777778,273.81898148148144,32,0,1,오스트레일리아_공용,12,겨울_공용,48,97248,3468.059027777778,6322.503515646785,8.75,20359.666666666668,61.58333333333333,273.81898148148144,671.2705769271112,1.25,3532.0,9669.583333333334,26784.037687371412,74,23,26,23,5746,2698
오스트레일리아,관광,2026,1,1,겨울,0,253,11077.75,10523.8625,9969.975,6696.75,12529.749999999998,9908.75,0.1,202601,4,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,,253,64009,,,0.052626578256960675,0.11109996765612186,0.654100257549177,48,3.8918202981106265,180,3468.059027777778,44945.81712962963,32,1,1,오스트레일리아_관광,12,겨울_관광,48,97248,3468.059027777778,6322.503515646785,8.75,20359.666666666668,61.58333333333333,44945.81712962963,54906.56830808382,3273.0,224785.0,9669.583333333334,26784.037687371412,11813,11731,11314,11886,21642,16331
오스트레일리아,상용,2026,1,1,겨울,0,253,64.0,60.8,57.6,51.75,58.416666666666664,55.229166666666664,0.1,202601,4,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,,253,64009,,,0.05177993527508096,0.10921501706484639,0.23222748815165878,48,3.8918202981106265,180,3468.059027777778,373.4101851851852,32,2,1,오스트레일리아_상용,12,겨울_상용,48,97248,3468.059027777778,6322.503515646785,8.75,20359.666666666668,61.58333333333333,373.4101851851852,624.3789467077137,24.75,2828.6666666666665,9669.583333333334,26784.037687371412,114,64,69,56,5789,2726
오스트레일리아,유학연수,2026,1,1,겨울,0,253,20.75,19.7125,18.675,15.5,23.333333333333336,23.812499999999996,0.1,202601,4,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,,253,64009,,,0.050090525045262596,0.10546378653113084,0.3181818181818182,48,3.8918202981106265,180,3468.059027777778,1424.4648148148149,32,3,1,오스트레일리아_유학연수,12,겨울_유학연수,48,97248,3468.059027777778,6322.503515646785,8.75,20359.666666666668,61.58333333333333,1424.4648148148149,4236.256416933347,8.75,33336.0,9669.583333333334,26784.037687371412,74,22,24,23,5804,2707
