국적,목적,연도,월,분기,계절,코로나기간,시계열순서,입국자수,입국자수_1개월전,입국자수_3개월전,입국자수_12개월전,입국자수_3개월평균,입국자수_12개월평균,전년동월대비증감률,연월,계절_코드,월_sin,월_cos,분기_sin,분기_cos,연도_정규화,선형트렌드,제곱트렌드,입국자수_6개월전,입국자수_24개월전,증감률_1개월,증감률_3개월,증감률_12개월,국적_빈도,국적_로그빈도,목적_빈도,국적_평균입국자수,목적_평균입국자수,국적_인코딩,목적_인코딩,계절_인코딩,국적목적_조합,국적목적_빈도,계절목적_조합,월국적_상호작용,연도국적_상호작용,국적_평균,국적_표준편차,국적_최소,국적_최대,국적_중앙값,목적_평균,목적_표준편차,목적_최소,목적_최대,계절_평균,계절_표준편차,앙상블예측,RandomForest_예측,XGBoost_예측,GradientBoosting_예측,Ridge_예측,Lasso_예측
오스트레일리아,유학연수,2026,3,1,봄,0,255,10.75,10.2125,9.675,7.75,34.58333333333333,25.625,0.1,202603,1,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,,255,65025,,,0.04793756967670008,0.10070257611241211,0.34285714285714286,48,3.8918202981106265,180,3468.059027777778,1424.4648148148149,32,3,2,오스트레일리아_유학연수,12,봄_유학연수,144,97248,3468.059027777778,6322.503515646785,8.75,20359.666666666668,61.58333333333333,1424.4648148148149,4236.256416933347,8.75,33336.0,12963.6,36680.90228685676,93,16,37,29,8116,4107
러시아(연방),공용,2026,3,1,봄,0,255,9.5,9.025,8.55,7.25,9.916666666666666,11.979166666666666,0.1,202603,1,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,,255,65025,,,0.047381546134663305,0.09947643979057584,0.2727272727272727,48,3.8918202981106265,180,1874.1996527777776,273.81898148148144,9,0,2,러시아(연방)_공용,12,봄_공용,144,97248,1874.1996527777776,3250.0297276663496,5.0,10342.25,94.875,273.81898148148144,671.2705769271112,1.25,3532.0,12963.6,36680.90228685676,84,12,11,7,8001,4056
러시아(연방),관광,2026,3,1,봄,0,255,7526.25,7149.9375,6773.625,4537.75,4884.833333333333,5422.875,0.1,202603,1,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,,255,65025,,,0.052624218852423195,0.11109471003930106,0.6584412007711374,48,3.8918202981106265,180,1874.1996527777776,44945.81712962963,9,1,2,러시아(연방)_관광,12,봄_관광,144,97248,1874.1996527777776,3250.0297276663496,5.0,10342.25,94.875,44945.81712962963,54906.56830808382,3273.0,224785.0,12963.6,36680.90228685676,5692,5564,5926,5861,13218,6813
러시아(연방),상용,2026,3,1,봄,0,255,90.0,85.5,81.0,70.25,92.08333333333333,81.875,0.1,202603,1,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,,255,65025,,,0.05202312138728324,0.10975609756097561,0.2771929824561403,48,3.8918202981106265,180,1874.1996527777776,373.4101851851852,9,2,2,러시아(연방)_상용,12,봄_상용,144,97248,1874.1996527777776,3250.0297276663496,5.0,10342.25,94.875,373.4101851851852,624.3789467077137,24.75,2828.6666666666665,12963.6,36680.90228685676,162,89,92,84,8099,4138
러시아(연방),유학연수,2026,3,1,봄,0,255,224.0,212.79999999999998,201.6,169.25,331.9166666666667,220.60416666666666,0.1,202603,1,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,,255,65025,,,0.05238540692235743,0.11056268509378088,0.32158590308370044,48,3.8918202981106265,180,1874.1996527777776,1424.4648148148149,9,3,2,러시아(연방)_유학연수,12,봄_유학연수,144,97248,1874.1996527777776,3250.0297276663496,5.0,10342.25,94.875,1424.4648148148149,4236.256416933347,8.75,33336.0,12963.6,36680.90228685676,345,252,304,339,8462,4473
캐나다,공용,2026,3,1,봄,0,255,45.5,43.225,40.95,29.25,35.916666666666664,26.75,0.1,202603,1,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,,255,65025,,,0.05144149236856978,0.10846245530393318,0.5371900826446281,48,3.8918202981106265,180,3146.125,273.81898148148144,48,0,2,캐나다_공용,12,봄_공용,144,97248,3146.125,5707.001325929473,13.5,17405.333333333332,33.16666666666667,273.81898148148144,671.2705769271112,1.25,3532.0,12963.6,36680.90228685676,115,44,36,32,8059,4078
캐나다,관광,2026,3,1,봄,0,255,13382.75,12713.6125,12044.475,8185.5,8780.75,9597.041666666666,0.1,202603,1,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,,255,65025,,,0.052627439491372684,0.11110188680811671,0.6348561656385513,48,3.8918202981106265,180,3146.125,44945.81712962963,48,1,2,캐나다_관광,12,봄_관광,144,97248,3146.125,5707.001325929473,13.5,17405.333333333332,33.16666666666667,44945.81712962963,54906.56830808382,3273.0,224785.0,12963.6,36680.90228685676,11306,11073,11963,12042,15453,8920
캐나다,상용,2026,3,1,봄,0,255,31.5,29.924999999999997,28.35,27.75,29.0,28.291666666666664,0.1,202603,1,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,,255,65025,,,0.05092966855295079,0.10732538330494032,0.13043478260869565,48,3.8918202981106265,180,3146.125,373.4101851851852,48,2,2,캐나다_상용,12,봄_상용,144,97248,3146.125,5707.001325929473,13.5,17405.333333333332,33.16666666666667,373.4101851851852,624.3789467077137,24.75,2828.6666666666665,12963.6,36680.90228685676,103,31,30,26,8063,4067
캐나다,유학연수,2026,3,1,봄,0,255,16.75,15.9125,15.075000000000001,14.0,65.5,46.416666666666664,0.1,202603,1,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,,255,65025,,,0.049519586104951975,0.10419906687402791,0.18333333333333332,48,3.8918202981106265,180,3146.125,1424.4648148148149,48,3,2,캐나다_유학연수,12,봄_유학연수,144,97248,3146.125,5707.001325929473,13.5,17405.333333333332,33.16666666666667,1424.4648148148149,4236.256416933347,8.75,33336.0,12963.6,36680.90228685676,112,30,71,58,8179,4151
인도네시아,공용,2026,3,1,봄,0,255,77.5,73.625,69.75,69.25,68.5,170.89583333333331,0.1,202603,1,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,,255,65025,,,0.051926298157453935,0.10954063604240283,0.11743772241992882,48,3.8918202981106265,180,3109.793402777778,273.81898148148144,42,0,2,인도네시아_공용,12,봄_공용,144,97248,3109.793402777778,5382.022766140716,60.0,19254.0,207.33333333333334,273.81898148148144,671.2705769271112,1.25,3532.0,12963.6,36680.90228685676,149,75,97,66,8272,4098
인도네시아,관광,2026,3,1,봄,0,255,11517.5,10941.625,10365.75,6785.5,9696.333333333334,9498.354166666668,0.1,202603,1,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,,255,65025,,,0.05262676917101701,0.11110039308365688,0.6972666322846828,48,3.8918202981106265,180,3109.793402777778,44945.81712962963,42,1,2,인도네시아_관광,12,봄_관광,144,97248,3109.793402777778,5382.022766140716,60.0,19254.0,207.33333333333334,44945.81712962963,54906.56830808382,3273.0,224785.0,12963.6,36680.90228685676,11112,11064,10510,11297,18674,12075
인도네시아,상용,2026,3,1,봄,0,255,152.5,144.875,137.25,87.5,112.91666666666666,114.10416666666666,0.1,202603,1,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,,255,65025,,,0.05227077977720651,0.11030741410488246,0.7344632768361582,48,3.8918202981106265,180,3109.793402777778,373.4101851851852,42,2,2,인도네시아_상용,12,봄_상용,144,97248,3109.793402777778,5382.022766140716,60.0,19254.0,207.33333333333334,373.4101851851852,624.3789467077137,24.75,2828.6666666666665,12963.6,36680.90228685676,205,139,110,104,8345,4153
인도네시아,유학연수,2026,3,1,봄,0,255,245.5,233.225,220.95000000000002,184.5,444.16666666666663,275.6666666666667,0.1,202603,1,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,,255,65025,,,0.052406873732522175,0.11061049785987827,0.3288409703504043,48,3.8918202981106265,180,3109.793402777778,1424.4648148148149,42,3,2,인도네시아_유학연수,12,봄_유학연수,144,97248,3109.793402777778,5382.022766140716,60.0,19254.0,207.33333333333334,1424.4648148148149,4236.256416933347,8.75,33336.0,12963.6,36680.90228685676,447,352,410,433,8893,4679
중국,공용,2026,4,2,봄,0,256,256.0,243.2,230.4,163.0,170.91666666666669,167.27083333333331,0.1,202604,1,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,,256,65536,,,0.05241605241605247,0.11063094209161622,0.5670731707317073,48,3.8918202981106265,180,46212.04861111112,273.81898148148144,44,0,2,중국_공용,12,봄_공용,192,97248,46212.04861111112,72909.78306073407,56.25,205420.25,3584.458333333333,273.81898148148144,671.2705769271112,1.25,3532.0,12963.6,36680.90228685676,270,205,177,174,8220,4165
중국,관광,2026,4,2,봄,0,256,201924.0,191827.8,181731.6,107583.25,163470.8333333333,135635.91666666666,0.1,202604,1,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,,256,65536,,,0.05263130457991716,0.1111104997122145,0.8769011263265766,48,3.8918202981106265,180,46212.04861111112,44945.81712962963,44,1,2,중국_관광,12,봄_관광,192,97248,46212.04861111112,72909.78306073407,56.25,205420.25,3584.458333333333,44945.81712962963,54906.56830808382,3273.0,224785.0,12963.6,36680.90228685676,175318,177866,142257,181401,141583,133595
중국,상용,2026,4,2,봄,0,256,2520.5,2394.475,2268.4500000000003,1672.5,2371.4166666666665,2003.4791666666665,0.1,202604,1,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,,256,65536,,,0.05260960769784702,0.11106215162263972,0.5067224380041828,48,3.8918202981106265,180,46212.04861111112,373.4101851851852,44,2,2,중국_상용,12,봄_상용,192,97248,46212.04861111112,72909.78306073407,56.25,205420.25,3584.458333333333,373.4101851851852,624.3789467077137,24.75,2828.6666666666665,12963.6,36680.90228685676,2548,2468,2524,2498,10332,6259
중국,유학연수,2026,4,2,봄,0,256,6577.5,6248.625,5919.75,3985.5,18584.833333333336,11757.75,0.1,202604,1,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,,256,65536,,,0.05262315738944336,0.11109234471984124,0.6501944061206573,48,3.8918202981106265,180,46212.04861111112,1424.4648148148149,44,3,2,중국_유학연수,12,봄_유학연수,192,97248,46212.04861111112,72909.78306073407,56.25,205420.25,3584.458333333333,1424.4648148148149,4236.256416933347,8.75,33336.0,12963.6,36680.90228685676,15689,15846,11298,15604,35404,31857
일본,공용,2026,4,2,봄,0,256,110.75,105.21249999999999,99.675,69.25,103.25,120.85416666666666,0.1,202604,1,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,,256,65536,,,0.05213604801694724,0.11000744971442765,0.5907473309608541,48,3.8918202981106265,180,43674.144097222226,273.81898148148144,43,0,2,일본_공용,12,봄_공용,192,97248,43674.144097222226,77578.9924823001,82.75,224785.0,1031.25,273.81898148148144,671.2705769271112,1.25,3532.0,12963.6,36680.90228685676,183,114,99,92,8259,4043
일본,관광,2026,4,2,봄,0,256,150784.25,143245.0375,135705.825,87624.5,165509.0833333333,139367.5625,0.1,202604,1,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,,256,65536,,,0.05263121152653171,0.11111029235265056,0.7207918927709399,48,3.8918202981106265,180,43674.144097222226,44945.81712962963,43,1,2,일본_관광,12,봄_관광,192,97248,43674.144097222226,77578.9924823001,82.75,224785.0,1031.25,44945.81712962963,54906.56830808382,3273.0,224785.0,12963.6,36680.90228685676,169029,171164,136800,173140,180840,174917
일본,상용,2026,4,2,봄,0,256,949.75,902.2624999999999,854.775,762.0,987.4166666666667,1037.7916666666667,0.1,202604,1,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,,256,65536,,,0.052573310637826845,0.11098127428354418,0.2460681520314548,48,3.8918202981106265,180,43674.144097222226,373.4101851851852,43,2,2,일본_상용,12,봄_상용,192,97248,43674.144097222226,77578.9924823001,82.75,224785.0,1031.25,373.4101851851852,624.3789467077137,24.75,2828.6666666666665,12963.6,36680.90228685676,1023,945,968,962,9126,4895
일본,유학연수,2026,4,2,봄,0,256,263.75,250.5625,237.375,188.25,1246.75,974.1666666666667,0.1,202604,1,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,,256,65536,,,0.05242236024844721,0.11064499213424227,0.3989431968295905,48,3.8918202981106265,180,43674.144097222226,1424.4648148148149,43,3,2,일본_유학연수,12,봄_유학연수,192,97248,43674.144097222226,77578.9924823001,82.75,224785.0,1031.25,1424.4648148148149,4236.256416933347,8.75,33336.0,12963.6,36680.90228685676,1175,1083,1085,1129,10134,5911
대만,공용,2026,4,2,봄,0,256,9.5,9.025,8.55,6.75,9.666666666666668,8.375,0.1,202604,1,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,,256,65536,,,0.047381546134663305,0.09947643979057584,0.3548387096774194,48,3.8918202981106265,180,19442.779513888887,273.81898148148144,5,0,2,대만_공용,12,봄_공용,192,97248,19442.779513888887,33871.209868563164,5.0,85999.0,171.83333333333331,273.81898148148144,671.2705769271112,1.25,3532.0,12963.6,36680.90228685676,81,11,12,7,7781,3869
대만,관광,2026,4,2,봄,0,256,85999.0,81699.05,77399.1,48360.0,76602.0,62802.91666666667,0.1,202604,1,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,,256,65536,,,0.05263093474238996,0.11110967556889453,0.7782924257149356,48,3.8918202981106265,180,19442.779513888887,44945.81712962963,5,1,2,대만_관광,12,봄_관광,192,97248,19442.779513888887,33871.209868563164,5.0,85999.0,171.83333333333331,44945.81712962963,54906.56830808382,3273.0,224785.0,12963.6,36680.90228685676,89209,88561,92527,91848,78105,71485
대만,상용,2026,4,2,봄,0,256,124.0,117.8,111.60000000000001,106.75,117.58333333333331,124.35416666666667,0.1,202604,1,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,,256,65536,,,0.052188552188552215,0.11012433392539957,0.16009280742459397,48,3.8918202981106265,180,19442.779513888887,373.4101851851852,5,2,2,대만_상용,12,봄_상용,192,97248,19442.779513888887,33871.209868563164,5.0,85999.0,171.83333333333331,373.4101851851852,624.3789467077137,24.75,2828.6666666666665,12963.6,36680.90228685676,193,126,113,106,7889,3961
대만,유학연수,2026,4,2,봄,0,256,124.75,118.51249999999999,112.275,76.75,449.08333333333337,304.04166666666663,0.1,202604,1,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,,256,65536,,,0.05219119338981288,0.11013021408077682,0.617363344051447,48,3.8918202981106265,180,19442.779513888887,1424.4648148148149,5,3,2,대만_유학연수,12,봄_유학연수,192,97248,19442.779513888887,33871.209868563164,5.0,85999.0,171.83333333333331,1424.4648148148149,4236.256416933347,8.75,33336.0,12963.6,36680.90228685676,408,318,409,363,8512,4565
미국,공용,2026,4,2,봄,0,256,2877.75,2733.8624999999997,2589.975,1966.5,2432.4166666666665,2479.458333333333,0.1,202604,1,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,,256,65536,,,0.052612334258120945,0.11106822721176395,0.46315120711562896,48,3.8918202981106265,180,17662.763888888887,273.81898148148144,14,0,2,미국_공용,12,봄_공용,192,97248,17662.763888888887,30507.139956446303,106.33333333333333,91502.0,1885.7083333333335,273.81898148148144,671.2705769271112,1.25,3532.0,12963.6,36680.90228685676,2833,2791,2576,2755,10242,5910
미국,관광,2026,4,2,봄,0,256,85464.75,81191.5125,76918.27500000001,53889.25,62264.33333333333,55593.91666666667,0.1,202604,1,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,,256,65536,,,0.05263093071544009,0.11110966659527134,0.5859223143332978,48,3.8918202981106265,180,17662.763888888887,44945.81712962963,14,1,2,미국_관광,12,봄_관광,192,97248,17662.763888888887,30507.139956446303,106.33333333333333,91502.0,1885.7083333333335,44945.81712962963,54906.56830808382,3273.0,224785.0,12963.6,36680.90228685676,78460,77264,100505,76065,54413,46767
미국,상용,2026,4,2,봄,0,256,216.25,205.4375,194.625,167.75,202.75,204.6875,0.1,202604,1,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,,256,65536,,,0.052376627308507416,0.11054313099041534,0.2874074074074074,48,3.8918202981106265,180,17662.763888888887,373.4101851851852,14,2,2,미국_상용,12,봄_상용,192,97248,17662.763888888887,30507.139956446303,106.33333333333333,91502.0,1885.7083333333335,373.4101851851852,624.3789467077137,24.75,2828.6666666666665,12963.6,36680.90228685676,284,215,201,190,8479,4154
미국,유학연수,2026,4,2,봄,0,256,107.5,102.125,96.75,75.0,609.6666666666666,453.6875,0.1,202604,1,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,,256,65536,,,0.052121212121212124,0.10997442455242967,0.4276315789473684,48,3.8918202981106265,180,17662.763888888887,1424.4648148148149,14,3,2,미국_유학연수,12,봄_유학연수,192,97248,17662.763888888887,30507.139956446303,106.33333333333333,91502.0,1885.7083333333335,1424.4648148148149,4236.256416933347,8.75,33336.0,12963.6,36680.90228685676,521,415,559,504,9295,4959
홍콩,공용,2026,4,2,봄,0,256,2.0,1.9,1.8,1.0,2.0,1.8124999999999998,0.1,202604,1,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,,256,65536,,,0.03448275862068969,0.07142857142857141,0.5,48,3.8918202981106265,180,7774.140625,273.81898148148144,60,0,2,홍콩_공용,12,봄_공용,192,97248,7774.140625,13803.683275345851,1.25,42363.0,70.16666666666666,273.81898148148144,671.2705769271112,1.25,3532.0,12963.6,36680.90228685676,72,1,5,6,7747,3842
홍콩,관광,2026,4,2,봄,0,256,36039.0,34237.049999999996,32435.100000000002,20004.75,28537.999999999993,25026.64583333333,0.1,202604,1,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,,256,65536,,,0.052630041722586555,0.11110768557255643,0.8014820739037527,48,3.8918202981106265,180,7774.140625,44945.81712962963,60,1,2,홍콩_관광,12,봄_관광,192,97248,7774.140625,13803.683275345851,1.25,42363.0,70.16666666666666,44945.81712962963,54906.56830808382,3273.0,224785.0,12963.6,36680.90228685676,31776,31311,34337,32998,32416,25849
홍콩,상용,2026,4,2,봄,0,256,50.25,47.7375,45.225,36.75,45.75000000000001,44.6875,0.1,202604,1,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,,256,65536,,,0.05155167991792774,0.10870740941049212,0.3576158940397351,48,3.8918202981106265,180,7774.140625,373.4101851851852,60,2,2,홍콩_상용,12,봄_상용,192,97248,7774.140625,13803.683275345851,1.25,42363.0,70.16666666666666,373.4101851851852,624.3789467077137,24.75,2828.6666666666665,12963.6,36680.90228685676,120,50,54,44,7799,3878
홍콩,유학연수,2026,4,2,봄,0,256,66.0,62.699999999999996,59.4,44.25,212.0,150.97916666666666,0.1,202604,1,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,,256,65536,,,0.0518053375196233,0.10927152317880798,0.48066298342541436,48,3.8918202981106265,180,7774.140625,1424.4648148148149,60,3,2,홍콩_유학연수,12,봄_유학연수,192,97248,7774.140625,13803.683275345851,1.25,42363.0,70.16666666666666,1424.4648148148149,4236.256416933347,8.75,33336.0,12963.6,36680.90228685676,224,148,182,155,8116,4168
태국,공용,2026,4,2,봄,0,256,246.5,234.17499999999998,221.85,156.0,218.16666666666669,216.47916666666669,0.1,202604,1,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,,256,65536,,,0.05240778143935375,0.11061251963203951,0.5764331210191083,48,3.8918202981106265,180,5410.644097222222,273.81898148148144,52,0,2,태국_공용,12,봄_공용,192,97248,5410.644097222222,10043.429966232909,50.666666666666664,36286.333333333336,176.875,273.81898148148144,671.2705769271112,1.25,3532.0,12963.6,36680.90228685676,300,237,211,201,8160,4045
태국,관광,2026,4,2,봄,0,256,31830.5,30238.975,28647.45,22954.25,22898.999999999996,17518.458333333336,0.1,202604,1,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,,256,65536,,,0.052629838483662816,0.11110723267750958,0.3866762505309243,48,3.8918202981106265,180,5410.644097222222,44945.81712962963,52,1,2,태국_관광,12,봄_관광,192,97248,5410.644097222222,10043.429966232909,50.666666666666664,36286.333333333336,176.875,44945.81712962963,54906.56830808382,3273.0,224785.0,12963.6,36680.90228685676,26615,25788,27864,30180,27205,20414
태국,상용,2026,4,2,봄,0,256,83.25,79.08749999999999,74.925,60.0,71.08333333333333,64.29166666666667,0.1,202604,1,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,,256,65536,,,0.051974402996722444,0.10964767863022724,0.38114754098360654,48,3.8918202981106265,180,5410.644097222222,373.4101851851852,52,2,2,태국_상용,12,봄_상용,192,97248,5410.644097222222,10043.429966232909,50.666666666666664,36286.333333333336,176.875,373.4101851851852,624.3789467077137,24.75,2828.6666666666665,12963.6,36680.90228685676,148,78,73,70,8048,3918
태국,유학연수,2026,4,2,봄,0,256,53.25,50.5875,47.925000000000004,35.75,196.08333333333331,145.75,0.1,202604,1,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,,256,65536,,,0.05161133995638481,0.10884006131834431,0.47619047619047616,48,3.8918202981106265,180,5410.644097222222,1424.4648148148149,52,3,2,태국_유학연수,12,봄_유학연수,192,97248,5410.644097222222,10043.429966232909,50.666666666666664,36286.333333333336,176.875,1424.4648148148149,4236.256416933347,8.75,33336.0,12963.6,36680.90228685676,217,140,176,144,8325,4168
말레이시아,공용,2026,4,2,봄,0,256,9.0,8.549999999999999,8.1,4.75,7.833333333333334,8.791666666666668,0.1,202604,1,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,,256,65536,,,0.04712041884816766,0.09890109890109894,0.7391304347826086,48,3.8918202981106265,180,4232.541666666667,273.81898148148144,11,0,2,말레이시아_공용,12,봄_공용,192,97248,4232.541666666667,7878.866471116315,5.25,26265.333333333332,82.66666666666666,273.81898148148144,671.2705769271112,1.25,3532.0,12963.6,36680.90228685676,79,10,7,4,7781,3856
말레이시아,관광,2026,4,2,봄,0,256,20552.75,19525.1125,18497.475000000002,13543.0,17672.75,13715.937499999998,0.1,202604,1,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,,256,65536,,,0.05262888350151628,0.11110510460997447,0.5175538984051978,48,3.8918202981106265,180,4232.541666666667,44945.81712962963,11,1,2,말레이시아_관광,12,봄_관광,192,97248,4232.541666666667,7878.866471116315,5.25,26265.333333333332,82.66666666666666,44945.81712962963,54906.56830808382,3273.0,224785.0,12963.6,36680.90228685676,19241,19095,18275,20124,25841,19480
말레이시아,상용,2026,4,2,봄,0,256,94.75,90.0125,85.275,61.75,83.91666666666666,71.85416666666666,0.1,202604,1,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,,256,65536,,,0.052053289383326436,0.10982323964068379,0.5258964143426295,48,3.8918202981106265,180,4232.541666666667,373.4101851851852,11,2,2,말레이시아_상용,12,봄_상용,192,97248,4232.541666666667,7878.866471116315,5.25,26265.333333333332,82.66666666666666,373.4101851851852,624.3789467077137,24.75,2828.6666666666665,12963.6,36680.90228685676,162,94,88,83,7860,3919
말레이시아,유학연수,2026,4,2,봄,0,256,37.5,35.625,33.75,20.25,250.66666666666666,155.8125,0.1,202604,1,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,,256,65536,,,0.051194539249146756,0.1079136690647482,0.8117647058823529,48,3.8918202981106265,180,4232.541666666667,1424.4648148148149,11,3,2,말레이시아_유학연수,12,봄_유학연수,192,97248,4232.541666666667,7878.866471116315,5.25,26265.333333333332,82.66666666666666,1424.4648148148149,4236.256416933347,8.75,33336.0,12963.6,36680.90228685676,268,190,224,198,8237,4272
싱가포르,공용,2026,4,2,봄,0,256,10.25,9.737499999999999,9.225,7.75,12.166666666666668,11.583333333333332,0.1,202604,1,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,,256,65536,,,0.04772991850989533,0.10024449877750614,0.2857142857142857,48,3.8918202981106265,180,6122.14236111111,273.81898148148144,28,0,2,싱가포르_공용,12,봄_공용,192,97248,6122.14236111111,12378.40829217557,6.25,54384.333333333336,146.91666666666669,273.81898148148144,671.2705769271112,1.25,3532.0,12963.6,36680.90228685676,83,13,12,9,7791,3861
싱가포르,관광,2026,4,2,봄,0,256,24981.25,23732.1875,22483.125,15908.0,20414.25,19569.395833333332,0.1,202604,1,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,,256,65536,,,0.05262936131103334,0.11110616935282115,0.5703218304104595,48,3.8918202981106265,180,6122.14236111111,44945.81712962963,28,1,2,싱가포르_관광,12,봄_관광,192,97248,6122.14236111111,12378.40829217557,6.25,54384.333333333336,146.91666666666669,44945.81712962963,54906.56830808382,3273.0,224785.0,12963.6,36680.90228685676,21567,21079,22459,23346,26484,20003
싱가포르,상용,2026,4,2,봄,0,256,180.0,171.0,162.0,155.0,171.16666666666669,164.25,0.1,202604,1,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,,256,65536,,,0.05232558139534884,0.11042944785276074,0.16025641025641027,48,3.8918202981106265,180,6122.14236111111,373.4101851851852,28,2,2,싱가포르_상용,12,봄_상용,192,97248,6122.14236111111,12378.40829217557,6.25,54384.333333333336,146.91666666666669,373.4101851851852,624.3789467077137,24.75,2828.6666666666665,12963.6,36680.90228685676,246,179,165,164,7949,4003
싱가포르,유학연수,2026,4,2,봄,0,256,15.0,14.25,13.5,11.0,85.58333333333333,56.916666666666664,0.1,202604,1,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,,256,65536,,,0.04918032786885246,0.10344827586206896,0.3333333333333333,48,3.8918202981106265,180,6122.14236111111,1424.4648148148149,28,3,2,싱가포르_유학연수,12,봄_유학연수,192,97248,6122.14236111111,12378.40829217557,6.25,54384.333333333336,146.91666666666669,1424.4648148148149,4236.256416933347,8.75,33336.0,12963.6,36680.90228685676,117,35,86,73,7972,3995
베트남,공용,2026,4,2,봄,0,256,158.5,150.575,142.65,123.0,100.75,170.5625,0.1,202604,1,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,,256,65536,,,0.052284347682665426,0.1103376261747302,0.2862903225806452,48,3.8918202981106265,180,5660.895833333333,273.81898148148144,19,0,2,베트남_공용,12,봄_공용,192,97248,5660.895833333333,7838.108668163646,24.25,29351.0,973.0,273.81898148148144,671.2705769271112,1.25,3532.0,12963.6,36680.90228685676,193,128,120,99,7915,3925
베트남,관광,2026,4,2,봄,0,256,22941.25,21794.1875,20647.125,15752.25,15365.666666666664,14263.0625,0.1,202604,1,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,,256,65536,,,0.052629164121666766,0.11110572993915913,0.4563502769269833,48,3.8918202981106265,180,5660.895833333333,44945.81712962963,19,1,2,베트남_관광,12,봄_관광,192,97248,5660.895833333333,7838.108668163646,24.25,29351.0,973.0,44945.81712962963,54906.56830808382,3273.0,224785.0,12963.6,36680.90228685676,18450,18386,17704,19240,19927,13277
베트남,상용,2026,4,2,봄,0,256,342.25,325.1375,308.02500000000003,267.75,315.25,341.1458333333333,0.1,202604,1,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,,256,65536,,,0.05247020045226327,0.11075155731736902,0.2772093023255814,48,3.8918202981106265,180,5660.895833333333,373.4101851851852,19,2,2,베트남_상용,12,봄_상용,192,97248,5660.895833333333,7838.108668163646,24.25,29351.0,973.0,373.4101851851852,624.3789467077137,24.75,2828.6666666666665,12963.6,36680.90228685676,406,335,327,340,8165,4160
