분석일시,데이터기간,총레코드수,2026년예측,종합신뢰도,성장률,최대수요월,주요방문국
2025-07-11 17:24:28,2005-01-01 00:00:00 ~ 2026-12-31 00:00:00,321400,"5,187,689명",80.7%,+30.9%,8월,중국
