국적,목적,ds,prophet_pred,xgb_pred,lstm_pred,stacking_pred
그리스,공용,2025-04-01,1.2260935016931631,,0.3069911676717141,0.7665423346824386
그리스,공용,2025-05-01,0.8019317849906806,,0.30043614115619144,0.5511839630734361
그리스,공용,2025-06-01,0.4514939446945756,,0.3549871302481833,0.40324053747137945
그리스,공용,2025-07-01,0.8414729018830214,,0.45621900285799577,0.6488459523705086
그리스,공용,2025-08-01,1.1472271618775423,,0.7737514852379561,0.9604893235577492
그리스,공용,2025-09-01,0.6671798445307642,,1.030325716378396,0.8487527804545801
그리스,공용,2025-10-01,0.6470224397455752,,1.082641821857481,0.8648321308015281
그리스,공용,2025-11-01,0.6824359177303178,,1.0886313085791286,0.8855336131547231
그리스,공용,2025-12-01,1.7138616299338654,,0.9083969880962471,1.3111293090150562
그리스,공용,2026-01-01,1.8194365914612267,,1.2637130654761466,1.5415748284686868
그리스,공용,2026-02-01,0.6884272858889774,,1.0992325315463576,0.8938299087176675
그리스,공용,2026-03-01,1.9845021929585285,,0.8589551159078532,1.4217286544331909
그리스,공용,2026-04-01,1.1592622781996023,,0.3953370891701654,0.7772996836848838
그리스,공용,2026-05-01,0.8594358968092675,,0.34327217971431345,0.6013540382617905
그리스,공용,2026-06-01,0.49938756006357876,,0.3702875754027165,0.43483756773314763
그리스,공용,2026-07-01,1.2654216485508356,,0.45417314286327587,0.8597973957070557
그리스,공용,2026-08-01,0.7455041631734572,,0.7524166762718871,0.7489604197226722
그리스,공용,2026-09-01,0.845997817243274,,1.0217824317735218,0.9338901245083979
그리스,공용,2026-10-01,0.785132706727986,,1.0770015984313086,0.9310671525796472
그리스,공용,2026-11-01,1.018769487480181,,1.082503482018599,1.0506364847493899
그리스,공용,2026-12-01,1.3068276501354934,,0.9025011654297205,1.1046644077826069
그리스,공용,2027-01-01,2.4578216030827496,,1.258780827193608,1.8583012151381788
그리스,공용,2027-02-01,0.39008896521833475,,1.1069921966097047,0.7485405809140198
그리스,공용,2027-03-01,2.4815840837857603,,0.8713203674563592,1.6764522256210599
그리스,기타,2025-04-01,266.6859206788087,,165.03444541755783,215.86018304818327
그리스,기타,2025-05-01,274.12519746046326,,154.2876080518331,214.20640275614818
그리스,기타,2025-06-01,259.93344427529956,,144.47939961068386,202.2064219429917
그리스,기타,2025-07-01,243.91819352778424,,137.40074200459068,190.65946776618745
그리스,기타,2025-08-01,298.71840025497164,,145.92475261082137,222.3215764328965
그리스,기타,2025-09-01,276.16776700538384,,158.0796797145897,217.12372335998677
그리스,기타,2025-10-01,317.15807035522255,,163.3280244271005,240.24304739116153
그리스,기타,2025-11-01,259.0979112524196,,156.37312363073502,207.73551744157731
그리스,기타,2025-12-01,278.8135415969598,,136.36035397848437,207.58694778772207
그리스,기타,2026-01-01,265.1129333640639,,136.8524091626542,200.98267126335907
그리스,기타,2026-02-01,258.22430165192867,,135.5930797706255,196.90869071127707
그리스,기타,2026-03-01,299.9792621573851,,130.09991204882257,215.03958710310383
그리스,기타,2026-04-01,300.1801663101097,,116.96224802625403,208.57120716818187
그리스,기타,2026-05-01,299.6610147533367,,110.61384903715418,205.13743189524544
그리스,기타,2026-06-01,294.6032135463654,,107.97236783936725,201.28779069286634
그리스,기타,2026-07-01,274.2216079074129,,107.85744838938083,191.03952814839687
그리스,기타,2026-08-01,344.24191180437896,,119.32639373712729,231.7841527707531
그리스,기타,2026-09-01,319.60400354040235,,129.25188576271606,224.4279446515592
그리스,기타,2026-10-01,358.1659289065092,,139.9843694549756,249.0751491807424
그리스,기타,2026-11-01,293.79441726011896,,138.81324479361336,216.30383102686616
그리스,기타,2026-12-01,298.55649490483484,,124.39097765593431,211.47373628038457
그리스,기타,2027-01-01,299.94288564979473,,127.27710173848362,213.60999369413918
그리스,기타,2027-02-01,283.8134783283961,,132.25402130021345,208.03374981430477
그리스,기타,2027-03-01,355.7743732253581,,131.79724800831022,243.78581061683417
그리스,상용,2025-04-01,11.137040762761169,,12.841731294060594,11.98938602841088
그리스,상용,2025-05-01,12.616949831947109,,14.181165846220741,13.399057839083925
그리스,상용,2025-06-01,10.703445570821755,,15.217809794428375,12.960627682625065
그리스,상용,2025-07-01,10.97777705696134,,15.723746255986605,13.350761656473972
그리스,상용,2025-08-01,21.126182140428675,,25.800864195786115,23.463523168107393
그리스,상용,2025-09-01,15.201672805405137,,24.160326754700982,19.68099978005306
그리스,상용,2025-10-01,12.389078794340572,,15.44847347600224,13.918776135171406
그리스,상용,2025-11-01,10.3607736100254,,11.766935569989162,11.063854590007281
그리스,상용,2025-12-01,9.380072696033192,,12.49365075494286,10.936861725488026
그리스,상용,2026-01-01,18.834382751357484,,22.337383131890736,20.58588294162411
그리스,상용,2026-02-01,13.63016276553973,,14.932814020660443,14.281488393100087
그리스,상용,2026-03-01,11.167826420615892,,12.684095232789549,11.92596082670272
그리스,상용,2026-04-01,12.190986472007761,,13.448164830432514,12.819575651220138
그리스,상용,2026-05-01,12.855906736214049,,14.554675528196865,13.705291132205456
그리스,상용,2026-06-01,11.567236634225143,,15.142192942420019,13.354714788322582
그리스,상용,2026-07-01,10.5223571108355,,15.29325515472456,12.907806132780031
그리스,상용,2026-08-01,22.136342302802124,,23.791909830358705,22.964126066580413
그리스,상용,2026-09-01,15.980675352611248,,22.267830234153404,19.124252793382325
그리스,상용,2026-10-01,12.491231427691233,,15.323406182632137,13.907318805161685
그리스,상용,2026-11-01,10.8993767280066,,12.132319183142476,11.515847955574538
그리스,상용,2026-12-01,9.981917703992213,,12.326558464773843,11.154238084383028
그리스,상용,2027-01-01,19.66666228009969,,21.44011925596665,20.553390768033168
그리스,상용,2027-02-01,13.279170741382876,,14.870105217910398,14.074637979646637
그리스,상용,2027-03-01,11.497412829755758,,12.742195745427958,12.119804287591858
그리스,관광,2025-04-01,803.2596712192319,,812.4985148129931,807.8790930161125
그리스,관광,2025-05-01,799.2777555736368,,674.8507492604966,737.0642524170667
그리스,관광,2025-06-01,758.2212624862923,,566.3314379339658,662.2763502101291
그리스,관광,2025-07-01,819.1142251562727,,548.0688538399727,683.5915394981228
그리스,관광,2025-08-01,732.5100990559944,,595.3245738445996,663.917336450297
그리스,관광,2025-09-01,804.6470429479026,,669.5778397976353,737.1124413727689
그리스,관광,2025-10-01,938.2764841665756,,708.0910610122297,823.1837725894027
그리스,관광,2025-11-01,884.4588795934436,,691.4600415533014,787.9594605733726
그리스,관광,2025-12-01,686.1603359556228,,535.6058637350199,610.8830998453213
그리스,관광,2026-01-01,719.9012503972067,,458.25707436631853,589.0791623817627
그리스,관광,2026-02-01,681.8232807991611,,438.7500295810691,560.2866551901151
그리스,관광,2026-03-01,996.2288971738868,,463.8879103026916,730.0584037382891
그리스,관광,2026-04-01,969.179956385694,,389.65276656482143,679.4163614752578
그리스,관광,2026-05-01,940.4949037195065,,362.1907017314651,651.3428027254859
그리스,관광,2026-06-01,925.9668729988695,,317.54460886588697,621.7557409323782
그리스,관광,2026-07-01,982.7005103409564,,288.60888361310873,635.6546969770326
그리스,관광,2026-08-01,883.5441041541,,295.38799334860425,589.4660487513521
그리스,관광,2026-09-01,994.4541442254473,,307.35383158659477,650.903987906021
그리스,관광,2026-10-01,1124.434100764117,,288.9622879252501,706.6981943446835
그리스,관광,2026-11-01,1003.4484726100363,,271.18203305817224,637.3152528341043
그리스,관광,2026-12-01,823.7214523334264,,242.56572660210347,533.143589467765
그리스,관광,2027-01-01,838.2213248731589,,242.68807619028735,540.4547005317231
그리스,관광,2027-02-01,833.6089226312431,,231.13863198727924,532.3737773092612
그리스,관광,2027-03-01,1170.0942411671647,,225.05206267726038,697.5731519222126
그리스,유학연수,2025-04-01,0.3867177564028481,,3.809114382131142,2.097916069266995
그리스,유학연수,2025-05-01,4.269405283283076,,4.497681046214126,4.383543164748601
그리스,유학연수,2025-06-01,8.865223744875184,,5.420337569822497,7.14278065734884
그리스,유학연수,2025-07-01,3.5057566021573496,,6.254301028790332,4.880028815473841
그리스,유학연수,2025-08-01,29.773417553863073,,19.487897618306736,24.630657586084904
그리스,유학연수,2025-09-01,3.910444251542782,,5.224440557165782,4.567442404354282
그리스,유학연수,2025-10-01,2.1246381390314615,,2.169564339579554,2.147101239305508
그리스,유학연수,2025-11-01,7.218235685549795,,5.12005962432352,6.1691476549366575
그리스,유학연수,2025-12-01,5.846157293341192,,7.080386980887911,6.463272137114552
그리스,유학연수,2026-01-01,4.909057335138233,,6.714923294922296,5.811990315030265
그리스,유학연수,2026-02-01,23.37415241707535,,10.012045958596715,16.693099187836033
그리스,유학연수,2026-03-01,2.633338847516317,,5.213624126828431,3.9234814871723738
그리스,유학연수,2026-04-01,0.3496692749401352,,4.565262353741776,2.4574658143409556
그리스,유학연수,2026-05-01,4.72748285905463,,4.866483432831655,4.796983145943143
그리스,유학연수,2026-06-01,9.727751223680302,,5.445592032525784,7.586671628103043
그리스,유학연수,2026-07-01,5.143972717952872,,5.977495770429394,5.560734244191133
그리스,유학연수,2026-08-01,34.14493528086455,,21.242095136905817,27.693515208885184
그리스,유학연수,2026-09-01,6.667881886856052,,3.868231868717869,5.268056877786961
그리스,유학연수,2026-10-01,2.760430820528648,,2.723023585336167,2.741727202932408
그리스,유학연수,2026-11-01,5.766976462882544,,6.29943211899823,6.033204290940388
그리스,유학연수,2026-12-01,6.78533273123374,,7.296817370209581,7.041075050721661
그리스,유학연수,2027-01-01,6.079432597426777,,6.6486229772124075,6.364027787319593
그리스,유학연수,2027-02-01,29.24623047753881,,10.79263006875062,20.019430273144714
그리스,유학연수,2027-03-01,1.9395997230997797,,4.892127223558105,3.415863473328942
나이지리아,공용,2025-04-01,3.3488114888510507,,3.3174825169521243,3.3331470029015877
나이지리아,공용,2025-05-01,3.479899045617818,,4.392072159411341,3.935985602514579
나이지리아,공용,2025-06-01,2.813761850043918,,5.639261718278155,4.226511784161036
