국적,목적,ds,prophet_pred,xgb_pred,lstm_pred,stacking_pred
그리스,공용,2025-04-01,1.2260935016931631,,0.5140300170923566,0.8700617593927599
그리스,공용,2025-05-01,0.8019317849906806,,0.41335247918043494,0.6076421320855578
그리스,공용,2025-06-01,0.4514939446945756,,0.1703445231319276,0.3109192339132516
그리스,공용,2025-07-01,0.8414729018830214,,0.16664888287138724,0.5040608923772043
그리스,공용,2025-08-01,1.1472271618775423,,0.6804988658174485,0.9138630138474954
그리스,공용,2025-09-01,0.6671798445307642,,0.987987907649912,0.827583876090338
그리스,공용,2025-10-01,0.6470224397455752,,0.6769211739356892,0.6619718068406322
그리스,공용,2025-11-01,0.6824359177303178,,0.6931074000736783,0.687771658901998
그리스,공용,2025-12-01,1.7138616299338654,,0.6834645984135683,1.198663114173717
그리스,공용,2026-01-01,1.8194365914612267,,0.8144714675041981,1.3169540294827125
그리스,공용,2026-02-01,0.6884272858889774,,0.7004974330638298,0.6944623594764037
그리스,공용,2026-03-01,1.9845021929585285,,0.6195769404103547,1.3020395666844415
그리스,관광,2025-04-01,803.2596712192319,,947.9737716685839,875.6167214439079
그리스,관광,2025-05-01,799.2777555736368,,851.7441529066796,825.5109542401582
그리스,관광,2025-06-01,758.2212624862923,,649.3900971052867,703.8056797957895
그리스,관광,2025-07-01,819.1142251562727,,540.3656724821018,679.7399488191872
그리스,관광,2025-08-01,732.5100990559944,,645.5754200845863,689.0427595702904
그리스,관광,2025-09-01,804.6470429479026,,676.8083426714384,740.7276928096705
그리스,관광,2025-10-01,938.2764841665756,,655.730011409772,797.0032477881739
그리스,관광,2025-11-01,884.4588795934436,,551.3447179323518,717.9017987628977
그리스,관광,2025-12-01,686.1603359556228,,345.1681341356574,515.6642350456401
그리스,관광,2026-01-01,719.9012503972067,,326.02334523032715,522.9622978137669
그리스,관광,2026-02-01,681.8232807991611,,819.8871027455783,750.8551917723697
그리스,관광,2026-03-01,996.2288971738868,,1009.9077690820544,1003.0683331279706
그리스,기타,2025-04-01,266.6859206788087,,184.03026011924555,225.35809039902713
그리스,기타,2025-05-01,274.12519746046326,,179.47305885631255,226.7991281583879
그리스,기타,2025-06-01,259.93344427529956,,175.9698731659405,217.95165872062003
그리스,기타,2025-07-01,243.91819352778424,,176.1700309207439,210.04411222426407
그리스,기타,2025-08-01,298.71840025497164,,199.0507939958453,248.88459712540848
그리스,기타,2025-09-01,276.16776700538384,,216.83850221865464,246.50313461201924
그리스,기타,2025-10-01,317.15807035522255,,227.0454697808958,272.1017700680592
그리스,기타,2025-11-01,259.0979112524196,,219.7893444818573,239.44362786713845
그리스,기타,2025-12-01,278.8135415969598,,209.4535147052481,244.13352815110395
그리스,기타,2026-01-01,265.1129333640639,,217.6519051928065,241.3824192784352
그리스,기타,2026-02-01,258.22430165192867,,214.47717095355887,236.35073630274377
그리스,기타,2026-03-01,299.9792621573851,,210.29501710604242,255.13713963171375
그리스,상용,2025-04-01,11.137040762761169,,11.655668229354763,11.396354496057967
그리스,상용,2025-05-01,12.616949831947109,,12.328435346290366,12.472692589118736
그리스,상용,2025-06-01,10.703445570821755,,12.626087794712872,11.664766682767313
그리스,상용,2025-07-01,10.97777705696134,,12.8683103108352,11.923043683898271
그리스,상용,2025-08-01,21.126182140428675,,22.50968759751681,21.817934868972742
그리스,상용,2025-09-01,15.201672805405137,,18.998878851850705,17.10027582862792
그리스,상용,2025-10-01,12.389078794340572,,14.35126876867007,13.370173781505322
그리스,상용,2025-11-01,10.3607736100254,,10.24984952856196,10.30531156929368
그리스,상용,2025-12-01,9.380072696033192,,10.578673893588846,9.979373294811019
그리스,상용,2026-01-01,18.834382751357484,,18.850455706450106,18.842419228903793
그리스,상용,2026-02-01,13.63016276553973,,12.523546011023312,13.076854388281522
그리스,상용,2026-03-01,11.167826420615892,,11.303811208216471,11.23581881441618
그리스,유학연수,2025-04-01,0.3867177564028481,,2.7728051329897268,1.5797614446962873
그리스,유학연수,2025-05-01,4.269405283283076,,6.327741606964786,5.298573445123931
그리스,유학연수,2025-06-01,8.865223744875184,,7.7731613675671545,8.31919255622117
그리스,유학연수,2025-07-01,3.5057566021573496,,7.750087296595972,5.6279219493766615
그리스,유학연수,2025-08-01,29.773417553863073,,19.290869774155308,24.53214366400919
그리스,유학연수,2025-09-01,3.910444251542782,,1.0772177361281017,2.493830993835442
그리스,유학연수,2025-10-01,2.1246381390314615,,9.055882650116159,5.59026039457381
그리스,유학연수,2025-11-01,7.218235685549795,,12.161737279747232,9.689986482648514
그리스,유학연수,2025-12-01,5.846157293341192,,2.165273555823284,4.005715424582238
그리스,유학연수,2026-01-01,4.909057335138233,,3.380812921023468,4.144935128080851
그리스,유학연수,2026-02-01,23.37415241707535,,16.22048656529064,19.797319491182996
그리스,유학연수,2026-03-01,2.633338847516317,,2.9250984713186794,2.779218659417498
