country_kr,country_en,country_code,purpose_kr,purpose_en,purpose_code,ym,year,month,visitors,is_peak,lag_1,rolling_mean_3
아르헨티나,Argentina,0,기타,Other,3,2025-05,2025,5,257,0,215.0,150.66666666666666
아르헨티나,Argentina,0,유학연수,Study,4,2023-07,2023,7,4,1,5.0,2.333333333333333
아르헨티나,Argentina,0,유학연수,Study,4,2023-06,2023,6,5,0,2.0,1.6666666666666667
아르헨티나,Argentina,0,유학연수,Study,4,2023-05,2023,5,2,0,0.0,3.333333333333333
아르헨티나,Argentina,0,유학연수,Study,4,2023-04,2023,4,0,0,3.0,4.333333333333333
아르헨티나,Argentina,0,유학연수,Study,4,2023-03,2023,3,3,0,7.0,3.333333333333333
아르헨티나,Argentina,0,유학연수,Study,4,2023-02,2023,2,7,0,3.0,1.0
아르헨티나,Argentina,0,유학연수,Study,4,2023-01,2023,1,3,0,0.0,0.0
아르헨티나,Argentina,0,유학연수,Study,4,2022-12,2022,12,0,1,0.0,0.6666666666666666
아르헨티나,Argentina,0,유학연수,Study,4,2022-11,2022,11,0,0,0.0,4.333333333333333
아르헨티나,Argentina,0,유학연수,Study,4,2022-10,2022,10,0,0,2.0,4.333333333333333
아르헨티나,Argentina,0,유학연수,Study,4,2022-09,2022,9,2,0,11.0,3.6666666666666665
아르헨티나,Argentina,0,유학연수,Study,4,2022-08,2022,8,11,1,0.0,0.0
아르헨티나,Argentina,0,유학연수,Study,4,2022-07,2022,7,0,1,0.0,0.0
아르헨티나,Argentina,0,유학연수,Study,4,2022-06,2022,6,0,0,0.0,0.3333333333333333
아르헨티나,Argentina,0,유학연수,Study,4,2022-05,2022,5,0,0,0.0,3.0
아르헨티나,Argentina,0,유학연수,Study,4,2023-08,2023,8,16,1,4.0,3.6666666666666665
아르헨티나,Argentina,0,유학연수,Study,4,2022-04,2022,4,0,0,1.0,3.333333333333333
아르헨티나,Argentina,0,유학연수,Study,4,2023-09,2023,9,2,0,16.0,8.333333333333334
아르헨티나,Argentina,0,유학연수,Study,4,2023-11,2023,11,0,0,1.0,6.333333333333333
아르헨티나,Argentina,0,유학연수,Study,4,2025-02,2025,2,7,0,3.0,3.0
아르헨티나,Argentina,0,유학연수,Study,4,2025-01,2025,1,3,0,3.0,2.333333333333333
아르헨티나,Argentina,0,유학연수,Study,4,2024-12,2024,12,3,1,3.0,2.0
아르헨티나,Argentina,0,유학연수,Study,4,2024-11,2024,11,3,0,1.0,5.666666666666667
아르헨티나,Argentina,0,유학연수,Study,4,2024-10,2024,10,1,0,2.0,8.333333333333334
아르헨티나,Argentina,0,유학연수,Study,4,2024-09,2024,9,2,0,14.0,9.666666666666666
아르헨티나,Argentina,0,유학연수,Study,4,2024-08,2024,8,14,1,9.0,7.666666666666667
아르헨티나,Argentina,0,유학연수,Study,4,2024-07,2024,7,9,1,6.0,6.0
아르헨티나,Argentina,0,유학연수,Study,4,2024-06,2024,6,6,0,8.0,4.0
아르헨티나,Argentina,0,유학연수,Study,4,2024-05,2024,5,8,0,4.0,5.666666666666667
아르헨티나,Argentina,0,유학연수,Study,4,2024-04,2024,4,4,0,0.0,5.666666666666667
아르헨티나,Argentina,0,유학연수,Study,4,2024-03,2024,3,0,0,13.0,5.666666666666667
아르헨티나,Argentina,0,유학연수,Study,4,2024-02,2024,2,13,0,4.0,1.3333333333333333
아르헨티나,Argentina,0,유학연수,Study,4,2024-01,2024,1,4,0,0.0,0.3333333333333333
아르헨티나,Argentina,0,유학연수,Study,4,2023-12,2023,12,0,1,0.0,1.0
아르헨티나,Argentina,0,유학연수,Study,4,2023-10,2023,10,1,0,2.0,7.333333333333333
아르헨티나,Argentina,0,유학연수,Study,4,2022-03,2022,3,1,0,8.0,3.0
아르헨티나,Argentina,0,유학연수,Study,4,2022-02,2022,2,8,0,1.0,0.6666666666666666
아르헨티나,Argentina,0,유학연수,Study,4,2022-01,2022,1,1,0,0.0,0.3333333333333333
아르헨티나,Argentina,0,유학연수,Study,4,2020-04,2020,4,0,0,0.0,6.0
아르헨티나,Argentina,0,유학연수,Study,4,2020-03,2020,3,0,0,14.0,6.333333333333333
아르헨티나,Argentina,0,유학연수,Study,4,2020-02,2020,2,14,0,4.0,1.6666666666666667
아르헨티나,Argentina,0,유학연수,Study,4,2020-01,2020,1,4,0,1.0,0.6666666666666666
아르헨티나,Argentina,0,유학연수,Study,4,2019-12,2019,12,1,1,0.0,0.3333333333333333
아르헨티나,Argentina,0,유학연수,Study,4,2019-11,2019,11,0,0,1.0,3.6666666666666665
아르헨티나,Argentina,0,유학연수,Study,4,2019-10,2019,10,1,0,0.0,5.666666666666667
아르헨티나,Argentina,0,유학연수,Study,4,2019-09,2019,9,0,0,10.0,6.666666666666667
아르헨티나,Argentina,0,유학연수,Study,4,2019-08,2019,8,10,1,7.0,3.333333333333333
아르헨티나,Argentina,0,유학연수,Study,4,2019-07,2019,7,7,1,3.0,1.0
아르헨티나,Argentina,0,유학연수,Study,4,2019-06,2019,6,3,0,0.0,1.0
아르헨티나,Argentina,0,유학연수,Study,4,2019-05,2019,5,0,0,0.0,4.0
아르헨티나,Argentina,0,유학연수,Study,4,2019-04,2019,4,0,0,3.0,5.333333333333333
아르헨티나,Argentina,0,유학연수,Study,4,2019-03,2019,3,3,0,9.0,
아르헨티나,Argentina,0,유학연수,Study,4,2019-02,2019,2,9,0,4.0,
아르헨티나,Argentina,0,유학연수,Study,4,2020-05,2020,5,0,0,0.0,4.666666666666667
아르헨티나,Argentina,0,유학연수,Study,4,2020-06,2020,6,0,0,0.0,0.0
아르헨티나,Argentina,0,유학연수,Study,4,2020-07,2020,7,0,1,0.0,0.0
아르헨티나,Argentina,0,유학연수,Study,4,2020-08,2020,8,2,1,0.0,0.0
아르헨티나,Argentina,0,유학연수,Study,4,2021-12,2021,12,0,1,1.0,0.3333333333333333
아르헨티나,Argentina,0,유학연수,Study,4,2021-11,2021,11,1,0,0.0,2.0
아르헨티나,Argentina,0,유학연수,Study,4,2021-10,2021,10,0,0,0.0,2.0
아르헨티나,Argentina,0,유학연수,Study,4,2021-09,2021,9,0,0,6.0,2.6666666666666665
아르헨티나,Argentina,0,유학연수,Study,4,2021-08,2021,8,6,1,0.0,1.0
아르헨티나,Argentina,0,유학연수,Study,4,2021-07,2021,7,0,1,2.0,1.0
아르헨티나,Argentina,0,유학연수,Study,4,2021-06,2021,6,2,0,1.0,0.3333333333333333
아르헨티나,Argentina,0,유학연수,Study,4,2025-03,2025,3,3,0,7.0,4.333333333333333
아르헨티나,Argentina,0,유학연수,Study,4,2021-05,2021,5,1,0,0.0,1.6666666666666667
아르헨티나,Argentina,0,유학연수,Study,4,2021-03,2021,3,0,0,5.0,1.6666666666666667
아르헨티나,Argentina,0,유학연수,Study,4,2021-02,2021,2,5,0,0.0,0.0
아르헨티나,Argentina,0,유학연수,Study,4,2021-01,2021,1,0,0,0.0,0.0
아르헨티나,Argentina,0,유학연수,Study,4,2020-12,2020,12,0,1,0.0,0.0
아르헨티나,Argentina,0,유학연수,Study,4,2020-11,2020,11,0,0,0.0,0.6666666666666666
아르헨티나,Argentina,0,유학연수,Study,4,2020-10,2020,10,0,0,0.0,0.6666666666666666
아르헨티나,Argentina,0,유학연수,Study,4,2020-09,2020,9,0,0,2.0,0.6666666666666666
아르헨티나,Argentina,0,유학연수,Study,4,2021-04,2021,4,0,0,0.0,1.6666666666666667
아르헨티나,Argentina,0,유학연수,Study,4,2025-04,2025,4,1,0,3.0,4.333333333333333
아르헨티나,Argentina,0,유학연수,Study,4,2025-05,2025,5,2,0,1.0,3.6666666666666665
아르헨티나,Argentina,0,관광,Tourism,5,2019-01,2019,1,294,0,,
아르헨티나,Argentina,0,관광,Tourism,5,2023-07,2023,7,330,1,209.0,317.6666666666667
아르헨티나,Argentina,0,관광,Tourism,5,2023-06,2023,6,209,0,382.0,373.0
아르헨티나,Argentina,0,관광,Tourism,5,2023-05,2023,5,382,0,362.0,302.0
아르헨티나,Argentina,0,관광,Tourism,5,2023-04,2023,4,362,0,375.0,245.0
아르헨티나,Argentina,0,관광,Tourism,5,2023-03,2023,3,375,0,169.0,182.66666666666663
아르헨티나,Argentina,0,관광,Tourism,5,2023-02,2023,2,169,0,191.0,175.0
아르헨티나,Argentina,0,관광,Tourism,5,2023-01,2023,1,191,0,188.0,215.0
아르헨티나,Argentina,0,관광,Tourism,5,2022-12,2022,12,188,1,146.0,205.3333333333333
아르헨티나,Argentina,0,관광,Tourism,5,2022-11,2022,11,146,0,311.0,199.3333333333333
아르헨티나,Argentina,0,관광,Tourism,5,2022-10,2022,10,311,0,159.0,135.0
아르헨티나,Argentina,0,관광,Tourism,5,2022-09,2022,9,159,0,128.0,112.66666666666669
아르헨티나,Argentina,0,관광,Tourism,5,2022-08,2022,8,128,1,118.0,96.33333333333331
아르헨티나,Argentina,0,관광,Tourism,5,2022-07,2022,7,118,1,92.0,75.66666666666667
아르헨티나,Argentina,0,관광,Tourism,5,2022-06,2022,6,92,0,79.0,45.333333333333336
아르헨티나,Argentina,0,관광,Tourism,5,2022-05,2022,5,79,0,56.0,19.666666666666668
아르헨티나,Argentina,0,관광,Tourism,5,2023-08,2023,8,202,1,330.0,307.0
아르헨티나,Argentina,0,관광,Tourism,5,2023-09,2023,9,402,0,202.0,247.0
아르헨티나,Argentina,0,관광,Tourism,5,2023-10,2023,10,468,0,402.0,311.3333333333333
아르헨티나,Argentina,0,관광,Tourism,5,2023-11,2023,11,318,0,468.0,357.3333333333333
아르헨티나,Argentina,0,관광,Tourism,5,2025-03,2025,3,932,0,462.0,410.3333333333333
아르헨티나,Argentina,0,관광,Tourism,5,2025-02,2025,2,462,0,467.0,391.3333333333333
아르헨티나,Argentina,0,관광,Tourism,5,2025-01,2025,1,467,0,302.0,467.0
아르헨티나,Argentina,0,관광,Tourism,5,2024-12,2024,12,302,1,405.0,574.6666666666666
아르헨티나,Argentina,0,관광,Tourism,5,2024-11,2024,11,405,0,694.0,570.0
아르헨티나,Argentina,0,관광,Tourism,5,2024-10,2024,10,694,0,625.0,466.0
아르헨티나,Argentina,0,관광,Tourism,5,2024-09,2024,9,625,0,391.0,371.0
아르헨티나,Argentina,0,관광,Tourism,5,2022-04,2022,4,56,0,1.0,1.3333333333333333
아르헨티나,Argentina,0,관광,Tourism,5,2024-08,2024,8,391,1,382.0,423.6666666666667
아르헨티나,Argentina,0,관광,Tourism,5,2024-06,2024,6,340,0,549.0,600.6666666666666
아르헨티나,Argentina,0,관광,Tourism,5,2024-05,2024,5,549,0,673.0,521.6666666666666
아르헨티나,Argentina,0,관광,Tourism,5,2024-04,2024,4,673,0,580.0,421.3333333333333
아르헨티나,Argentina,0,관광,Tourism,5,2024-03,2024,3,580,0,312.0,302.6666666666667
아르헨티나,Argentina,0,관광,Tourism,5,2024-02,2024,2,312,0,372.0,304.6666666666667
아르헨티나,Argentina,0,관광,Tourism,5,2024-01,2024,1,372,0,224.0,336.6666666666667
아르헨티나,Argentina,0,관광,Tourism,5,2023-12,2023,12,224,1,318.0,396.0
아르헨티나,Argentina,0,관광,Tourism,5,2024-07,2024,7,382,1,340.0,520.6666666666666
아르헨티나,Argentina,0,유학연수,Study,4,2019-01,2019,1,4,0,,
아르헨티나,Argentina,0,관광,Tourism,5,2022-03,2022,3,1,0,2.0,1.6666666666666667
아르헨티나,Argentina,0,관광,Tourism,5,2022-01,2022,1,1,0,2.0,6.666666666666667
아르헨티나,Argentina,0,관광,Tourism,5,2020-04,2020,4,1,0,32.0,226.3333333333333
아르헨티나,Argentina,0,관광,Tourism,5,2020-03,2020,3,32,0,290.0,312.3333333333333
아르헨티나,Argentina,0,관광,Tourism,5,2020-02,2020,2,290,0,357.0,319.6666666666667
아르헨티나,Argentina,0,관광,Tourism,5,2020-01,2020,1,357,0,290.0,373.6666666666667
아르헨티나,Argentina,0,관광,Tourism,5,2019-12,2019,12,290,1,312.0,465.0
아르헨티나,Argentina,0,관광,Tourism,5,2019-11,2019,11,312,0,519.0,469.0
아르헨티나,Argentina,0,관광,Tourism,5,2019-10,2019,10,519,0,564.0,397.0
아르헨티나,Argentina,0,관광,Tourism,5,2019-09,2019,9,564,0,324.0,303.6666666666667
아르헨티나,Argentina,0,관광,Tourism,5,2019-08,2019,8,324,1,303.0,326.6666666666667
아르헨티나,Argentina,0,관광,Tourism,5,2019-07,2019,7,303,1,284.0,395.3333333333333
아르헨티나,Argentina,0,관광,Tourism,5,2019-06,2019,6,284,0,393.0,397.6666666666667
아르헨티나,Argentina,0,관광,Tourism,5,2019-05,2019,5,393,0,509.0,334.6666666666667
아르헨티나,Argentina,0,관광,Tourism,5,2019-04,2019,4,509,0,291.0,263.0
아르헨티나,Argentina,0,관광,Tourism,5,2019-03,2019,3,291,0,204.0,
아르헨티나,Argentina,0,관광,Tourism,5,2019-02,2019,2,204,0,294.0,
아르헨티나,Argentina,0,관광,Tourism,5,2020-05,2020,5,1,0,1.0,107.66666666666669
아르헨티나,Argentina,0,관광,Tourism,5,2020-06,2020,6,0,0,1.0,11.333333333333334
아르헨티나,Argentina,0,관광,Tourism,5,2020-07,2020,7,0,1,0.0,0.6666666666666666
아르헨티나,Argentina,0,관광,Tourism,5,2020-08,2020,8,0,1,0.0,0.3333333333333333
아르헨티나,Argentina,0,관광,Tourism,5,2021-12,2021,12,2,1,13.0,7.0
아르헨티나,Argentina,0,관광,Tourism,5,2021-11,2021,11,13,0,5.0,3.6666666666666665
아르헨티나,Argentina,0,관광,Tourism,5,2021-10,2021,10,5,0,3.0,14.333333333333334
아르헨티나,Argentina,0,관광,Tourism,5,2021-09,2021,9,3,0,3.0,13.666666666666666
아르헨티나,Argentina,0,관광,Tourism,5,2021-08,2021,8,3,1,37.0,12.666666666666666
아르헨티나,Argentina,0,관광,Tourism,5,2021-07,2021,7,37,1,1.0,0.6666666666666666
아르헨티나,Argentina,0,관광,Tourism,5,2021-06,2021,6,1,0,0.0,0.3333333333333333
아르헨티나,Argentina,0,관광,Tourism,5,2022-02,2022,2,2,0,1.0,5.333333333333333
아르헨티나,Argentina,0,관광,Tourism,5,2021-05,2021,5,0,0,1.0,1.0
아르헨티나,Argentina,0,관광,Tourism,5,2021-03,2021,3,0,0,2.0,1.3333333333333333
아르헨티나,Argentina,0,관광,Tourism,5,2021-02,2021,2,2,0,1.0,1.3333333333333333
아르헨티나,Argentina,0,관광,Tourism,5,2021-01,2021,1,1,0,1.0,1.0
아르헨티나,Argentina,0,관광,Tourism,5,2020-12,2020,12,1,1,2.0,0.6666666666666666
아르헨티나,Argentina,0,관광,Tourism,5,2020-11,2020,11,2,0,0.0,0.0
아르헨티나,Argentina,0,관광,Tourism,5,2020-10,2020,10,0,0,0.0,0.0
아르헨티나,Argentina,0,관광,Tourism,5,2020-09,2020,9,0,0,0.0,0.0
아르헨티나,Argentina,0,관광,Tourism,5,2021-04,2021,4,1,0,0.0,1.0
아르헨티나,Argentina,0,관광,Tourism,5,2025-04,2025,4,1005,0,932.0,620.3333333333334
아르헨티나,Argentina,0,공용,Official,2,2025-05,2025,5,0,0,1.0,0.3333333333333333
아르헨티나,Argentina,0,공용,Official,2,2025-03,2025,3,0,0,0.0,0.0
아르헨티나,Argentina,0,상용,Business,1,2023-06,2023,6,2,0,1.0,1.0
아르헨티나,Argentina,0,상용,Business,1,2023-05,2023,5,1,0,0.0,0.6666666666666666
아르헨티나,Argentina,0,상용,Business,1,2023-04,2023,4,0,0,2.0,1.0
아르헨티나,Argentina,0,상용,Business,1,2023-03,2023,3,2,0,0.0,0.3333333333333333
아르헨티나,Argentina,0,상용,Business,1,2023-02,2023,2,0,0,1.0,0.6666666666666666
아르헨티나,Argentina,0,상용,Business,1,2023-01,2023,1,1,0,0.0,0.6666666666666666
아르헨티나,Argentina,0,상용,Business,1,2022-12,2022,12,0,1,1.0,1.3333333333333333
아르헨티나,Argentina,0,상용,Business,1,2022-11,2022,11,1,0,1.0,1.6666666666666667
아르헨티나,Argentina,0,상용,Business,1,2022-10,2022,10,1,0,2.0,1.3333333333333333
아르헨티나,Argentina,0,상용,Business,1,2022-09,2022,9,2,0,2.0,1.0
아르헨티나,Argentina,0,상용,Business,1,2022-08,2022,8,2,1,0.0,0.6666666666666666
아르헨티나,Argentina,0,상용,Business,1,2022-07,2022,7,0,1,1.0,1.6666666666666667
아르헨티나,Argentina,0,상용,Business,1,2022-06,2022,6,1,0,1.0,1.6666666666666667
아르헨티나,Argentina,0,상용,Business,1,2022-05,2022,5,1,0,3.0,1.3333333333333333
아르헨티나,Argentina,0,상용,Business,1,2022-04,2022,4,3,0,1.0,1.0
아르헨티나,Argentina,0,상용,Business,1,2023-07,2023,7,1,1,2.0,1.0
아르헨티나,Argentina,0,상용,Business,1,2022-03,2022,3,1,0,0.0,0.6666666666666666
아르헨티나,Argentina,0,상용,Business,1,2023-08,2023,8,0,1,1.0,1.3333333333333333
아르헨티나,Argentina,0,상용,Business,1,2023-10,2023,10,1,0,3.0,1.3333333333333333
아르헨티나,Argentina,0,상용,Business,1,2025-01,2025,1,0,0,1.0,1.0
아르헨티나,Argentina,0,상용,Business,1,2024-12,2024,12,1,1,1.0,1.0
아르헨티나,Argentina,0,상용,Business,1,2024-11,2024,11,1,0,1.0,1.0
아르헨티나,Argentina,0,상용,Business,1,2024-10,2024,10,1,0,1.0,1.0
아르헨티나,Argentina,0,상용,Business,1,2024-09,2024,9,1,0,1.0,1.0
아르헨티나,Argentina,0,상용,Business,1,2024-08,2024,8,1,1,1.0,1.0
아르헨티나,Argentina,0,상용,Business,1,2024-07,2024,7,1,1,1.0,1.0
아르헨티나,Argentina,0,상용,Business,1,2024-06,2024,6,1,0,1.0,1.0
아르헨티나,Argentina,0,상용,Business,1,2024-05,2024,5,1,0,1.0,1.3333333333333333
아르헨티나,Argentina,0,상용,Business,1,2024-04,2024,4,1,0,1.0,1.3333333333333333
아르헨티나,Argentina,0,상용,Business,1,2024-03,2024,3,1,0,2.0,1.3333333333333333
아르헨티나,Argentina,0,상용,Business,1,2024-02,2024,2,2,0,1.0,1.3333333333333333
아르헨티나,Argentina,0,상용,Business,1,2024-01,2024,1,1,0,1.0,1.3333333333333333
아르헨티나,Argentina,0,상용,Business,1,2023-12,2023,12,1,1,2.0,2.0
아르헨티나,Argentina,0,상용,Business,1,2023-11,2023,11,2,0,1.0,1.3333333333333333
아르헨티나,Argentina,0,상용,Business,1,2023-09,2023,9,3,0,0.0,1.0
아르헨티나,Argentina,0,상용,Business,1,2022-02,2022,2,0,0,2.0,3.333333333333333
아르헨티나,Argentina,0,상용,Business,1,2022-01,2022,1,2,0,0.0,3.6666666666666665
아르헨티나,Argentina,0,상용,Business,1,2021-12,2021,12,0,1,8.0,4.333333333333333
아르헨티나,Argentina,0,상용,Business,1,2020-03,2020,3,0,0,1.0,0.3333333333333333
아르헨티나,Argentina,0,상용,Business,1,2020-02,2020,2,1,0,0.0,0.0
아르헨티나,Argentina,0,상용,Business,1,2020-01,2020,1,0,0,0.0,0.3333333333333333
아르헨티나,Argentina,0,상용,Business,1,2019-12,2019,12,0,1,0.0,0.6666666666666666
아르헨티나,Argentina,0,상용,Business,1,2019-11,2019,11,0,0,1.0,1.6666666666666667
아르헨티나,Argentina,0,상용,Business,1,2019-10,2019,10,1,0,1.0,1.6666666666666667
아르헨티나,Argentina,0,상용,Business,1,2019-09,2019,9,1,0,3.0,2.0
아르헨티나,Argentina,0,상용,Business,1,2019-08,2019,8,3,1,1.0,2.333333333333333
아르헨티나,Argentina,0,상용,Business,1,2019-07,2019,7,1,1,2.0,4.666666666666667
아르헨티나,Argentina,0,상용,Business,1,2019-06,2019,6,2,0,4.0,5.0
아르헨티나,Argentina,0,상용,Business,1,2019-05,2019,5,4,0,8.0,4.333333333333333
아르헨티나,Argentina,0,상용,Business,1,2019-04,2019,4,8,0,3.0,2.333333333333333
아르헨티나,Argentina,0,상용,Business,1,2019-03,2019,3,3,0,2.0,
아르헨티나,Argentina,0,상용,Business,1,2019-02,2019,2,2,0,2.0,
아르헨티나,Argentina,0,상용,Business,1,2019-01,2019,1,2,0,,
아르헨티나,Argentina,0,상용,Business,1,2020-04,2020,4,1,0,0.0,0.3333333333333333
아르헨티나,Argentina,0,상용,Business,1,2020-05,2020,5,0,0,1.0,0.6666666666666666
아르헨티나,Argentina,0,상용,Business,1,2020-06,2020,6,0,0,0.0,0.3333333333333333
아르헨티나,Argentina,0,상용,Business,1,2020-07,2020,7,0,1,0.0,0.3333333333333333
아르헨티나,Argentina,0,상용,Business,1,2021-11,2021,11,8,0,3.0,2.0
아르헨티나,Argentina,0,상용,Business,1,2021-10,2021,10,3,0,2.0,1.0
아르헨티나,Argentina,0,상용,Business,1,2021-09,2021,9,2,0,1.0,1.0
아르헨티나,Argentina,0,상용,Business,1,2021-08,2021,8,1,1,0.0,0.6666666666666666
아르헨티나,Argentina,0,상용,Business,1,2021-07,2021,7,0,1,2.0,1.0
아르헨티나,Argentina,0,상용,Business,1,2021-06,2021,6,2,0,0.0,0.3333333333333333
아르헨티나,Argentina,0,상용,Business,1,2021-05,2021,5,0,0,1.0,0.3333333333333333
아르헨티나,Argentina,0,상용,Business,1,2025-02,2025,2,3,0,0.0,0.6666666666666666
아르헨티나,Argentina,0,상용,Business,1,2021-04,2021,4,1,0,0.0,0.0
아르헨티나,Argentina,0,상용,Business,1,2021-02,2021,2,0,0,0.0,0.3333333333333333
아르헨티나,Argentina,0,상용,Business,1,2021-01,2021,1,0,0,0.0,0.6666666666666666
아르헨티나,Argentina,0,상용,Business,1,2020-12,2020,12,0,1,1.0,0.6666666666666666
아르헨티나,Argentina,0,상용,Business,1,2020-11,2020,11,1,0,1.0,0.3333333333333333
아르헨티나,Argentina,0,상용,Business,1,2020-10,2020,10,1,0,0.0,0.0
아르헨티나,Argentina,0,상용,Business,1,2020-09,2020,9,0,0,0.0,0.0
아르헨티나,Argentina,0,상용,Business,1,2020-08,2020,8,0,1,0.0,0.0
아르헨티나,Argentina,0,상용,Business,1,2021-03,2021,3,0,0,0.0,0.0
아르헨티나,Argentina,0,상용,Business,1,2025-03,2025,3,0,0,3.0,1.3333333333333333
아르헨티나,Argentina,0,상용,Business,1,2025-04,2025,4,1,0,0.0,1.0
아르헨티나,Argentina,0,상용,Business,1,2025-05,2025,5,3,0,1.0,1.3333333333333333
아르헨티나,Argentina,0,공용,Official,2,2023-06,2023,6,0,0,0.0,0.3333333333333333
아르헨티나,Argentina,0,공용,Official,2,2023-05,2023,5,0,0,0.0,0.6666666666666666
아르헨티나,Argentina,0,공용,Official,2,2023-04,2023,4,0,0,1.0,1.0
아르헨티나,Argentina,0,공용,Official,2,2023-03,2023,3,1,0,1.0,0.6666666666666666
아르헨티나,Argentina,0,공용,Official,2,2023-02,2023,2,1,0,1.0,0.6666666666666666
아르헨티나,Argentina,0,공용,Official,2,2023-01,2023,1,1,0,0.0,0.6666666666666666
아르헨티나,Argentina,0,공용,Official,2,2022-12,2022,12,0,1,1.0,0.6666666666666666
아르헨티나,Argentina,0,공용,Official,2,2022-11,2022,11,1,0,1.0,1.0
아르헨티나,Argentina,0,공용,Official,2,2022-10,2022,10,1,0,0.0,0.6666666666666666
아르헨티나,Argentina,0,공용,Official,2,2022-09,2022,9,0,0,2.0,1.0
아르헨티나,Argentina,0,공용,Official,2,2022-08,2022,8,2,1,0.0,1.0
아르헨티나,Argentina,0,공용,Official,2,2022-07,2022,7,0,1,1.0,1.3333333333333333
아르헨티나,Argentina,0,공용,Official,2,2022-06,2022,6,1,0,2.0,1.0
아르헨티나,Argentina,0,공용,Official,2,2022-05,2022,5,2,0,1.0,0.6666666666666666
아르헨티나,Argentina,0,공용,Official,2,2022-04,2022,4,1,0,0.0,0.3333333333333333
아르헨티나,Argentina,0,공용,Official,2,2023-07,2023,7,1,1,0.0,0.0
아르헨티나,Argentina,0,공용,Official,2,2023-08,2023,8,3,1,1.0,0.3333333333333333
아르헨티나,Argentina,0,공용,Official,2,2023-09,2023,9,1,0,3.0,1.3333333333333333
아르헨티나,Argentina,0,공용,Official,2,2023-10,2023,10,0,0,1.0,1.6666666666666667
아르헨티나,Argentina,0,공용,Official,2,2025-02,2025,2,0,0,0.0,0.0
아르헨티나,Argentina,0,공용,Official,2,2025-01,2025,1,0,0,0.0,0.0
아르헨티나,Argentina,0,공용,Official,2,2024-12,2024,12,0,1,0.0,0.3333333333333333
아르헨티나,Argentina,0,공용,Official,2,2024-11,2024,11,0,0,0.0,0.3333333333333333
아르헨티나,Argentina,0,공용,Official,2,2024-10,2024,10,0,0,1.0,1.6666666666666667
아르헨티나,Argentina,0,공용,Official,2,2024-09,2024,9,1,0,0.0,1.6666666666666667
아르헨티나,Argentina,0,공용,Official,2,2024-08,2024,8,0,1,4.0,2.0
아르헨티나,Argentina,0,공용,Official,2,2022-03,2022,3,0,0,1.0,0.3333333333333333
아르헨티나,Argentina,0,공용,Official,2,2024-07,2024,7,4,1,1.0,0.6666666666666666
아르헨티나,Argentina,0,공용,Official,2,2024-05,2024,5,1,0,0.0,0.3333333333333333
아르헨티나,Argentina,0,공용,Official,2,2024-04,2024,4,0,0,1.0,0.3333333333333333
아르헨티나,Argentina,0,공용,Official,2,2024-03,2024,3,1,0,0.0,0.0
아르헨티나,Argentina,0,공용,Official,2,2024-02,2024,2,0,0,0.0,0.0
아르헨티나,Argentina,0,공용,Official,2,2024-01,2024,1,0,0,0.0,0.0
아르헨티나,Argentina,0,공용,Official,2,2023-12,2023,12,0,1,0.0,0.3333333333333333
아르헨티나,Argentina,0,공용,Official,2,2023-11,2023,11,0,0,0.0,1.3333333333333333
아르헨티나,Argentina,0,공용,Official,2,2024-06,2024,6,1,0,1.0,0.6666666666666666
아르헨티나,Argentina,0,공용,Official,2,2025-04,2025,4,1,0,0.0,0.0
아르헨티나,Argentina,0,공용,Official,2,2022-02,2022,2,1,0,0.0,0.3333333333333333
아르헨티나,Argentina,0,공용,Official,2,2021-12,2021,12,0,1,1.0,2.0
아르헨티나,Argentina,0,공용,Official,2,2020-03,2020,3,0,0,1.0,0.6666666666666666
아르헨티나,Argentina,0,공용,Official,2,2020-02,2020,2,1,0,0.0,0.3333333333333333
아르헨티나,Argentina,0,공용,Official,2,2020-01,2020,1,0,0,1.0,0.6666666666666666
아르헨티나,Argentina,0,공용,Official,2,2019-12,2019,12,1,1,0.0,0.3333333333333333
아르헨티나,Argentina,0,공용,Official,2,2019-11,2019,11,0,0,1.0,0.6666666666666666
아르헨티나,Argentina,0,공용,Official,2,2019-10,2019,10,1,0,0.0,0.6666666666666666
아르헨티나,Argentina,0,공용,Official,2,2019-09,2019,9,0,0,1.0,1.3333333333333333
아르헨티나,Argentina,0,공용,Official,2,2019-08,2019,8,1,1,1.0,1.3333333333333333
아르헨티나,Argentina,0,공용,Official,2,2019-07,2019,7,1,1,2.0,1.6666666666666667
아르헨티나,Argentina,0,공용,Official,2,2019-06,2019,6,2,0,1.0,3.333333333333333
아르헨티나,Argentina,0,공용,Official,2,2019-05,2019,5,1,0,2.0,3.333333333333333
아르헨티나,Argentina,0,공용,Official,2,2019-04,2019,4,2,0,7.0,3.0
아르헨티나,Argentina,0,공용,Official,2,2019-03,2019,3,7,0,1.0,
아르헨티나,Argentina,0,공용,Official,2,2019-02,2019,2,1,0,1.0,
아르헨티나,Argentina,0,공용,Official,2,2019-01,2019,1,1,0,,
아르헨티나,Argentina,0,공용,Official,2,2020-04,2020,4,0,0,0.0,0.3333333333333333
아르헨티나,Argentina,0,공용,Official,2,2020-05,2020,5,0,0,0.0,0.3333333333333333
아르헨티나,Argentina,0,공용,Official,2,2020-06,2020,6,0,0,0.0,0.0
아르헨티나,Argentina,0,공용,Official,2,2020-07,2020,7,0,1,0.0,0.0
