국적,목적,학습샘플수,검증샘플수,학습에포크,MAE_실제값,MAE_기준값,MAE_달성여부,MAE_등급,RMSE_실제값,RMSE_기준값,RMSE_달성여부,RMSE_등급,R2_실제값,R2_기준값,R2_달성여부,R2_등급,MAPE_실제값,MAPE_기준값,MAPE_달성여부,MAPE_등급,F1_실제값,F1_기준값,F1_달성여부,F1_등급,최종학습손실,최종검증손실,최종학습MAE,최종검증MAE,최고학습손실,최고검증손실,조기종료여부,학습률,생성시간
이란,공용,94,47,46,0,"3,000",↓,양호,0,"4,500",↓,양호,0.1148,0.60,↓,미흡,48.6%,150.0%,↓,양호,0.157,1.35,↓,미흡,0.062853,0.069622,0.205390,0.217065,0.058692,0.065227,예,0.000700,20250721_092530
이란,관광,96,48,19,0,"3,000",↓,양호,0,"4,500",↓,양호,0.6062,0.60,↑,양호,17.9%,150.0%,↓,양호,0.500,1.35,↓,미흡,0.048239,0.024647,0.167464,0.137038,0.045869,0.007404,예,0.000700,20250721_092530
이란,상용,94,47,29,0,"3,000",↓,양호,0,"4,500",↓,양호,0.5279,0.60,↓,미흡,24.6%,150.0%,↓,양호,0.554,1.35,↓,미흡,0.038657,0.023287,0.148338,0.123169,0.038657,0.016857,예,0.000700,20250721_092530
이란,유학연수,94,47,50,0,"3,000",↓,양호,0,"4,500",↓,양호,0.1391,0.60,↓,미흡,18.4%,150.0%,↓,양호,0.576,1.35,↓,미흡,0.032609,0.010225,0.138496,0.078733,0.031133,0.008846,아니오,0.001000,20250721_092530
