국적,목적,연도,월,분기,계절,코로나기간,시계열순서,입국자수,입국자수_1개월전,입국자수_3개월전,입국자수_12개월전,입국자수_3개월평균,입국자수_12개월평균,전년동월대비증감률,국적_encoded,목적_encoded,계절_encoded,date,예측_Prophet,예측_SARIMAX,예측_ExponentialSmoothing,예측_LightGBM,예측_GradientBoosting,예측_RandomForest,예측_LSTM_CPU,예측_GRU_CPU,예측_DenseNN_CPU,예측_LSTM_GPU,예측_GRU_GPU,예측_BiLSTM_GPU,예측_Ensemble,정상화_예측값,실제대비_비율
페루,상용,2020,1,1,겨울,0,181,1,2.0,2.0,1.0,1.3333333333333333,2.0,0.0,55,2,1,2020-01-01,5268.347594605177,4364.9298081224,4423.14760190916,7.905612925085147,2.091345913427612,0.8664492235357102,1526.5902920081967,2305.2738217213114,4381.772028688524,2113.4313524590166,1936.271900614754,3968.8560450819673,3636.8449944216195,3636.8449944216195,3636.8449944216195
아르헨티나,공용,2020,1,1,겨울,0,181,0,1.0,1.0,1.0,0.3333333333333333,1.4166666666666667,-100.0,29,0,1,2020-01-01,5268.347594605177,4364.9298081224,4423.14760190916,5.026065432554617,0.0,0.0,1526.5902920081967,2305.2738217213114,4381.772028688524,2113.4313524590166,1936.271900614754,3968.8560450819673,3636.443508549686,3636.443508549686,inf
몽골,관광,2020,1,1,겨울,0,181,10081,8531.0,9834.0,8358.0,9210.666666666666,7720.833333333333,20.61497966020579,13,1,1,2020-01-01,5268.347594605177,4364.9298081224,4423.14760190916,9599.079063546302,10059.227548518187,10054.079549894957,1526.5902920081967,2305.2738217213114,4381.772028688524,2113.4313524590166,1936.271900614754,3968.8560450819673,5773.420419520051,5773.420419520051,0.5727031464656335
말레이시아,관광,2020,1,1,겨울,0,181,24541,55329.0,42624.0,19043.0,42161.0,31575.666666666668,28.87150133907472,11,1,1,2020-01-01,5268.347594605177,4364.9298081224,4423.14760190916,25840.091087510318,24515.305708082917,24726.609,1526.5902920081967,2305.2738217213114,4381.772028688524,2113.4313524590166,1936.271900614754,3968.8560450819673,9012.193568115294,9012.193568115294,0.3672300871242123
네덜란드,공용,2020,1,1,겨울,0,181,9,8.0,8.0,16.0,8.666666666666666,8.333333333333334,-43.75,2,0,1,2020-01-01,5268.347594605177,4364.9298081224,4423.14760190916,8.540951885442075,0.0,8.969725290242232,1526.5902920081967,2305.2738217213114,4381.772028688524,2113.4313524590166,1936.271900614754,3968.8560450819673,3637.3686447641585,3637.3686447641585,404.15207164046205
에콰도르,공용,2020,1,1,겨울,0,181,1,0.0,2.0,1.0,1.3333333333333333,1.75,0.0,30,0,1,2020-01-01,5268.347594605177,4364.9298081224,4423.14760190916,7.905612925085147,2.091345913427612,0.9102611298383778,1526.5902920081967,2305.2738217213114,4381.772028688524,2113.4313524590166,1936.271900614754,3968.8560450819673,3636.8484634843085,3636.8484634843085,3636.8484634843085
미상,관광,2020,1,1,겨울,0,181,43,36.0,25.0,33.0,34.0,35.25,30.303030303030305,15,1,1,2020-01-01,5268.347594605177,4364.9298081224,4423.14760190916,37.79493266818082,38.197364044455504,42.59990385045846,1526.5902920081967,2305.2738217213114,4381.772028688524,2113.4313524590166,1936.271900614754,3968.8560450819673,3644.6843728866215,3644.6843728866215,84.7601016950377
뉴질랜드,관광,2020,1,1,겨울,0,181,2638,3595.0,3111.0,2029.0,2999.333333333333,2651.9166666666665,30.01478560867422,4,1,1,2020-01-01,5268.347594605177,4364.9298081224,4423.14760190916,2963.793647819151,2779.206907893553,2659.813246258511,1526.5902920081967,2305.2738217213114,4381.772028688524,2113.4313524590166,1936.271900614754,3968.8560450819673,4236.352258544559,4236.352258544559,1.6058954732920996
그리스,관광,2020,1,1,겨울,0,181,379,476.0,695.0,481.0,488.0,528.9166666666666,-21.20582120582121,0,1,1,2020-01-01,5268.347594605177,4364.9298081224,4423.14760190916,418.61131074959775,429.3613788861624,389.44310806258545,1526.5902920081967,2305.2738217213114,4381.772028688524,2113.4313524590166,1936.271900614754,3968.8560450819673,3724.7628480822846,3724.7628480822846,9.827870311562757
중국,관광,2020,1,1,겨울,0,181,393336,433577.0,476460.0,320113.0,417920.6666666667,413887.6666666667,22.874110079878044,44,1,1,2020-01-01,5268.347594605177,4364.9298081224,4423.14760190916,36192.83778973937,34037.01217838146,30715.041818181817,1526.5902920081967,2305.2738217213114,4381.772028688524,2113.4313524590166,1936.271900614754,3968.8560450819673,10833.331060517941,10833.331060517941,0.027542180376365095
멕시코,상용,2020,1,1,겨울,0,181,7,6.0,5.0,11.0,6.0,5.833333333333333,-36.36363636363637,12,2,1,2020-01-01,5268.347594605177,4364.9298081224,4423.14760190916,5.026065432554617,2.043025774174571,6.998595985967074,1526.5902920081967,2305.2738217213114,4381.772028688524,2113.4313524590166,1936.271900614754,3968.8560450819673,3637.150859227227,3637.150859227227,519.5929798896038
폴란드,상용,2020,1,1,겨울,0,181,18,12.0,14.0,10.0,13.333333333333334,11.916666666666666,80.0,56,2,1,2020-01-01,5268.347594605177,4364.9298081224,4423.14760190916,17.336968212326706,17.928974262197414,18.63837062999456,1526.5902920081967,2305.2738217213114,4381.772028688524,2113.4313524590166,1936.271900614754,3968.8560450819673,3640.0164216419407,3640.0164216419407,202.22313453566338
대만,공용,2020,1,1,겨울,0,181,20,13.0,10.0,22.0,14.666666666666666,15.583333333333334,-9.090909090909092,5,0,1,2020-01-01,5268.347594605177,4364.9298081224,4423.14760190916,10.511748557904445,4.200238560057239,20.186647720035115,1526.5902920081967,2305.2738217213114,4381.772028688524,2113.4313524590166,1936.271900614754,3968.8560450819673,3638.6922621864273,3638.6922621864273,181.93461310932136
미상,공용,2020,1,1,겨울,0,181,0,0.0,0.0,0.0,0.0,0.0,0.0,15,0,1,2020-01-01,5268.347594605177,4364.9298081224,4423.14760190916,7.905612925085147,2.091345913427612,0.0,1526.5902920081967,2305.2738217213114,4381.772028688524,2113.4313524590166,1936.271900614754,3968.8560450819673,3636.77638826118,3636.77638826118,inf
멕시코,유학연수,2020,1,1,겨울,0,181,65,62.0,24.0,38.0,70.33333333333333,77.75,71.05263157894737,12,3,1,2020-01-01,5268.347594605177,4364.9298081224,4423.14760190916,76.09932644070409,86.95455859248648,63.55465524257916,1526.5902920081967,2305.2738217213114,4381.772028688524,2113.4313524590166,1936.271900614754,3968.8560450819673,3652.341635541736,3652.341635541736,56.18987131602671
태국,상용,2020,1,1,겨울,0,181,44,53.0,56.0,37.0,47.66666666666666,54.833333333333336,18.91891891891892,52,2,1,2020-01-01,5268.347594605177,4364.9298081224,4423.14760190916,46.18045983097914,50.26388343001199,44.28152413918577,1526.5902920081967,2305.2738217213114,4381.772028688524,2113.4313524590166,1936.271900614754,3968.8560450819673,3646.2350369221544,3646.2350369221544,82.86897811186715
콜롬비아,공용,2020,1,1,겨울,0,181,8,11.0,15.0,7.0,11.666666666666666,7.583333333333333,14.285714285714285,49,0,1,2020-01-01,5268.347594605177,4364.9298081224,4423.14760190916,13.918642354067131,9.737741264313442,9.309040192090272,1526.5902920081967,2305.2738217213114,4381.772028688524,2113.4313524590166,1936.271900614754,3968.8560450819673,3638.4544965981713,3638.4544965981713,454.8068120747714
프랑스,유학연수,2020,1,1,겨울,0,181,392,426.0,201.0,288.0,436.0,447.25,36.11111111111111,57,3,1,2020-01-01,5268.347594605177,4364.9298081224,4423.14760190916,476.40833691396847,478.8351148841788,409.83404589428756,1526.5902920081967,2305.2738217213114,4381.772028688524,2113.4313524590166,1936.271900614754,3968.8560450819673,3733.6210092929755,3733.6210092929755,9.524543391053509
스위스,관광,2020,1,1,겨울,0,181,614,896.0,1973.0,613.0,849.0,1342.6666666666667,0.1631321370309951,26,1,1,2020-01-01,5268.347594605177,4364.9298081224,4423.14760190916,877.7004530588591,772.7298546870855,728.9700293559462,1526.5902920081967,2305.2738217213114,4381.772028688524,2113.4313524590166,1936.271900614754,3968.8560450819673,3805.463796818588,3805.463796818588,6.1978237733201755
스리랑카,공용,2020,1,1,겨울,0,181,2,2.0,5.0,5.0,1.6666666666666667,4.333333333333333,-60.0,24,0,1,2020-01-01,5268.347594605177,4364.9298081224,4423.14760190916,5.026065432554617,0.0,1.9529317916605722,1526.5902920081967,2305.2738217213114,4381.772028688524,2113.4313524590166,1936.271900614754,3968.8560450819673,3636.598143291327,3636.598143291327,1818.2990716456634
방글라데시,상용,2020,1,1,겨울,0,181,110,148.0,179.0,126.0,140.33333333333334,138.16666666666666,-12.698412698412698,17,2,1,2020-01-01,5268.347594605177,4364.9298081224,4423.14760190916,117.29949445465142,109.96254975080947,110.47093434589105,1526.5902920081967,2305.2738217213114,4381.772028688524,2113.4313524590166,1936.271900614754,3968.8560450819673,3660.3008040036852,3660.3008040036852,33.27546185457896
뉴질랜드,공용,2020,1,1,겨울,0,181,15,10.0,16.0,17.0,11.0,9.666666666666666,-11.76470588235294,4,0,1,2020-01-01,5268.347594605177,4364.9298081224,4423.14760190916,10.511748557904445,0.6226303978415269,15.3624405469446,1526.5902920081967,2305.2738217213114,4381.772028688524,2113.4313524590166,1936.271900614754,3968.8560450819673,3638.042010875991,3638.042010875991,242.5361340583994
스웨덴,관광,2020,1,1,겨울,0,181,696,1105.0,2110.0,844.0,1051.6666666666667,1427.4166666666667,-17.535545023696685,25,1,1,2020-01-01,5268.347594605177,4364.9298081224,4423.14760190916,886.2189414480665,767.7904674315757,736.4032601469268,1526.5902920081967,2305.2738217213114,4381.772028688524,2113.4313524590166,1936.271900614754,3968.8560450819673,3806.2028211742904,3806.2028211742904,5.468682214330877
중동,유학연수,2020,1,1,겨울,0,181,1007,436.0,323.0,703.0,642.6666666666666,1008.0,43.24324324324324,45,3,1,2020-01-01,5268.347594605177,4364.9298081224,4423.14760190916,823.5171684494453,933.5967615186088,925.384047588732,1526.5902920081967,2305.2738217213114,4381.772028688524,2113.4313524590166,1936.271900614754,3968.8560450819673,3829.7657543877685,3829.7657543877685,3.8031437481507138
영국,관광,2020,1,1,겨울,0,181,6811,7356.0,14117.0,7982.0,8032.666666666667,9972.416666666666,-14.670508644450011,31,1,1,2020-01-01,5268.347594605177,4364.9298081224,4423.14760190916,6963.062571827579,6403.708036625429,6674.054081897269,1526.5902920081967,2305.2738217213114,4381.772028688524,2113.4313524590166,1936.271900614754,3968.8560450819673,5070.5079913307245,5070.5079913307245,0.7444586685260204
인도네시아,공용,2020,1,1,겨울,0,181,46,216.0,285.0,38.0,223.0,225.0,21.052631578947366,42,0,1,2020-01-01,5268.347594605177,4364.9298081224,4423.14760190916,242.96869054034107,197.65821247999637,157.67040444498554,1526.5902920081967,2305.2738217213114,4381.772028688524,2113.4313524590166,1936.271900614754,3968.8560450819673,3678.29757196001,3678.29757196001,79.96299069478282
미얀마,상용,2020,1,1,겨울,0,181,9,8.0,18.0,10.0,10.666666666666666,13.75,-10.0,16,2,1,2020-01-01,5268.347594605177,4364.9298081224,4423.14760190916,7.916866592697647,3.251635487831245,9.863002042432905,1526.5902920081967,2305.2738217213114,4381.772028688524,2113.4313524590166,1936.271900614754,3968.8560450819673,3637.645041133449,3637.645041133449,404.182782348161
사우디아라비아,상용,2020,1,1,겨울,0,181,43,28.0,17.0,22.0,28.666666666666668,15.083333333333334,95.45454545454544,23,2,1,2020-01-01,5268.347594605177,4364.9298081224,4423.14760190916,32.84802535958163,38.276823233098156,41.85550477653637,1526.5902920081967,2305.2738217213114,4381.772028688524,2113.4313524590166,1936.271900614754,3968.8560450819673,3644.328926853041,3644.328926853041,84.75183550821026
이라크,유학연수,2020,1,1,겨울,0,181,8,3.0,0.0,2.0,4.333333333333333,5.416666666666667,300.0,36,3,1,2020-01-01,5268.347594605177,4364.9298081224,4423.14760190916,0.0,11.704220744763122,6.5781260989061,1526.5902920081967,2305.2738217213114,4381.772028688524,2113.4313524590166,1936.271900614754,3968.8560450819673,3637.534707914066,3637.534707914066,454.69183848925826
싱가포르,공용,2020,1,1,겨울,0,181,7,13.0,8.0,8.0,8.666666666666666,7.333333333333333,-12.5,28,0,1,2020-01-01,5268.347594605177,4364.9298081224,4423.14760190916,8.285851956221734,1.5343109260283487,8.22612190919834,1526.5902920081967,2305.2738217213114,4381.772028688524,2113.4313524590166,1936.271900614754,3968.8560450819673,3637.4092185718005,3637.4092185718005,519.6298883674001
벨기에,공용,2020,1,1,겨울,0,181,3,3.0,3.0,4.0,3.0,4.833333333333333,-25.0,20,0,1,2020-01-01,5268.347594605177,4364.9298081224,4423.14760190916,5.026065432554617,1.07662262254954,3.243848655429359,1526.5902920081967,2305.2738217213114,4381.772028688524,2113.4313524590166,1936.271900614754,3968.8560450819673,3636.7810895989005,3636.7810895989005,1212.2603631996335
이집트,관광,2020,1,1,겨울,0,181,112,168.0,242.0,99.0,171.66666666666666,171.75,13.131313131313131,39,1,1,2020-01-01,5268.347594605177,4364.9298081224,4423.14760190916,161.30736083423025,158.6339395222435,135.63625328257692,1526.5902920081967,2305.2738217213114,4381.772028688524,2113.4313524590166,1936.271900614754,3968.8560450819673,3668.6337485937643,3668.6337485937643,32.75565846958718
베네수엘라,유학연수,2020,1,1,겨울,0,181,6,1.0,4.0,9.0,4.0,3.75,-33.33333333333333,18,3,1,2020-01-01,5268.347594605177,4364.9298081224,4423.14760190916,5.026065432554617,5.36758508911154,5.219518950655788,1526.5902920081967,2305.2738217213114,4381.772028688524,2113.4313524590166,1936.271900614754,3968.8560450819673,3637.2592822308675,3637.2592822308675,606.2098803718112
나이지리아,관광,2020,1,1,겨울,0,181,30,79.0,149.0,42.0,70.66666666666667,123.25,-28.57142857142857,1,1,1,2020-01-01,5268.347594605177,4364.9298081224,4423.14760190916,55.22596679204001,54.79886659797598,32.30872241462659,1526.5902920081967,2305.2738217213114,4381.772028688524,2113.4313524590166,1936.271900614754,3968.8560450819673,3646.180133312308,3646.180133312308,121.53933777707694
쿠바,공용,2020,1,1,겨울,0,181,0,1.0,1.0,0.0,0.6666666666666666,1.3333333333333333,0.0,50,0,1,2020-01-01,5268.347594605177,4364.9298081224,4423.14760190916,7.905612925085147,2.091345913427612,0.3200865064424771,1526.5902920081967,2305.2738217213114,4381.772028688524,2113.4313524590166,1936.271900614754,3968.8560450819673,3636.8017329733902,3636.8017329733902,inf
스페인,상용,2020,1,1,겨울,0,181,42,12.0,35.0,36.0,26.666666666666668,24.5,16.666666666666664,27,2,1,2020-01-01,5268.347594605177,4364.9298081224,4423.14760190916,29.765975917602333,30.260222445324203,41.513826214290404,1526.5902920081967,2305.2738217213114,4381.772028688524,2113.4313524590166,1936.271900614754,3968.8560450819673,3643.5123067394434,3643.5123067394434,86.7502930176058
우즈베키스탄,상용,2020,1,1,겨울,0,181,474,532.0,968.0,561.0,571.6666666666666,723.4166666666666,-15.508021390374331,34,2,1,2020-01-01,5268.347594605177,4364.9298081224,4423.14760190916,551.4106214488704,491.52068329657715,474.9445443700445,1526.5902920081967,2305.2738217213114,4381.772028688524,2113.4313524590166,1936.271900614754,3968.8560450819673,3744.313502675687,3744.313502675687,7.899395575265162
페루,공용,2020,1,1,겨울,0,181,10,5.0,15.0,5.0,6.666666666666667,9.333333333333334,100.0,55,0,1,2020-01-01,5268.347594605177,4364.9298081224,4423.14760190916,16.416963724646042,10.65549692156667,7.846843833700328,1526.5902920081967,2305.2738217213114,4381.772028688524,2113.4313524590166,1936.271900614754,3968.8560450819673,3638.560288042395,3638.560288042395,363.8560288042395
오스트레일리아,상용,2020,1,1,겨울,0,181,86,67.0,90.0,93.0,80.66666666666667,82.66666666666667,-7.526881720430108,32,2,1,2020-01-01,5268.347594605177,4364.9298081224,4423.14760190916,60.52244120850638,72.27067130352245,84.68501608735716,1526.5902920081967,2305.2738217213114,4381.772028688524,2113.4313524590166,1936.271900614754,3968.8560450819673,3651.9612881928197,3651.9612881928197,42.46466614177697
이탈리아,상용,2020,1,1,겨울,0,181,138,52.0,66.0,83.0,90.0,69.66666666666667,66.26506024096386,40,2,1,2020-01-01,5268.347594605177,4364.9298081224,4423.14760190916,104.7211089279696,104.05894696289211,126.3800259898932,1526.5902920081967,2305.2738217213114,4381.772028688524,2113.4313524590166,1936.271900614754,3968.8560450819673,3660.3487543851625,3660.3487543851625,26.524266336124366
폴란드,유학연수,2020,1,1,겨울,0,181,23,21.0,9.0,27.0,24.0,30.75,-14.814814814814811,56,3,1,2020-01-01,5268.347594605177,4364.9298081224,4423.14760190916,11.407888458389545,14.91692164441026,23.415963236259373,1526.5902920081967,2305.2738217213114,4381.772028688524,2113.4313524590166,1936.271900614754,3968.8560450819673,3639.8063430463476,3639.8063430463476,158.2524496976673
독일,유학연수,2020,1,1,겨울,0,181,205,265.0,158.0,177.0,287.0,277.6666666666667,15.819209039548024,8,3,1,2020-01-01,5268.347594605177,4364.9298081224,4423.14760190916,261.37880045119954,273.0713402645675,202.24408007078037,1526.5902920081967,2305.2738217213114,4381.772028688524,2113.4313524590166,1936.271900614754,3968.8560450819673,3688.607423567499,3688.607423567499,17.9932069442317
독일,공용,2020,1,1,겨울,0,181,34,21.0,28.0,19.0,31.0,26.25,78.94736842105263,8,0,1,2020-01-01,5268.347594605177,4364.9298081224,4423.14760190916,37.536434459678766,41.80844312390111,32.7290781491477,1526.5902920081967,2305.2738217213114,4381.772028688524,2113.4313524590166,1936.271900614754,3968.8560450819673,3644.157764239953,3644.157764239953,107.1811107129398
폴란드,공용,2020,1,1,겨울,0,181,4,0.0,6.0,0.0,1.6666666666666667,2.25,inf,56,0,1,2020-01-01,5268.347594605177,4364.9298081224,4423.14760190916,16.416963724646042,8.879325314235478,2.241651770171623,1526.5902920081967,2305.2738217213114,4381.772028688524,2113.4313524590166,1936.271900614754,3968.8560450819673,3637.983278266562,3637.983278266562,909.4958195666405
인도네시아,상용,2020,1,1,겨울,0,181,98,126.0,137.0,136.0,122.0,154.25,-27.94117647058824,42,2,1,2020-01-01,5268.347594605177,4364.9298081224,4423.14760190916,109.61016860431764,105.15059412056779,97.71539994105622,1526.5902920081967,2305.2738217213114,4381.772028688524,2113.4313524590166,1936.271900614754,3968.8560450819673,3658.4598480836635,3658.4598480836635,37.33122293962922
쿠바,유학연수,2020,1,1,겨울,0,181,3,3.0,0.0,0.0,2.0,2.083333333333333,inf,50,3,1,2020-01-01,5268.347594605177,4364.9298081224,4423.14760190916,5.026065432554617,3.4556697034446917,1.891394596237595,1526.5902920081967,2305.2738217213114,4381.772028688524,2113.4313524590166,1936.271900614754,3968.8560450819673,3636.8523938094895,3636.8523938094895,1212.28413126983
