국적,목적,연도,월,분기,계절,코로나기간,시계열순서,입국자수,입국자수_1개월전,입국자수_3개월전,입국자수_12개월전,입국자수_3개월평균,입국자수_12개월평균,전년동월대비증감률,국적_encoded,목적_encoded,계절_encoded,date,예측_Prophet,예측_SARIMAX,예측_ExponentialSmoothing,예측_LightGBM,예측_GradientBoosting,예측_RandomForest,예측_LSTM_CPU,예측_GRU_CPU,예측_DenseNN_CPU,예측_LSTM_GPU,예측_GRU_GPU,예측_BiLSTM_GPU,예측_Ensemble,정상화_예측값,실제대비_비율
요르단,공용,2021,2,1,겨울,1,194,0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,33,0,1,2021-02-01,6017.470605684857,5053.334959979836,4680.4095500368485,7.905612925085147,2.091345913427612,0.0,1526.2612704918033,2304.17699795082,4381.772028688524,2113.4313524590166,1936.9608094262296,3952.34631147541,4050.663250512911,4050.663250512911,inf
대만,관광,2021,2,1,겨울,1,194,40,35.0,42.0,51881.0,36.333333333333336,60.5,-99.92290048379944,5,1,1,2021-02-01,6017.470605684857,5053.334959979836,4680.4095500368485,3021.4290243929354,1486.0391921123996,62.33056086621066,1526.2612704918033,2304.17699795082,4381.772028688524,2113.4313524590166,1936.9608094262296,3952.34631147541,4351.1241678005135,4351.1241678005135,108.77810419501284
방글라데시,공용,2021,2,1,겨울,1,194,0,0.0,0.0,25.0,0.0,0.25,-100.0,17,0,1,2021-02-01,6017.470605684857,5053.334959979836,4680.4095500368485,7.620947397761407,0.0,0.0,1526.2612704918033,2304.17699795082,4381.772028688524,2113.4313524590166,1936.9608094262296,3952.34631147541,4050.48902620254,4050.48902620254,inf
홍콩,관광,2021,2,1,겨울,1,194,4,11.0,3.0,20369.0,7.333333333333333,22.916666666666668,-99.98036231528305,60,1,1,2021-02-01,6017.470605684857,5053.334959979836,4680.4095500368485,0.0,312.97991780337685,5.9294982287556515,1526.2612704918033,2304.17699795082,4381.772028688524,2113.4313524590166,1936.9608094262296,3952.34631147541,4073.9613424897525,4073.9613424897525,1018.4903356224381
이집트,유학연수,2021,2,1,겨울,1,194,18,3.0,3.0,25.0,8.666666666666666,6.666666666666667,-28.000000000000004,39,3,1,2021-02-01,6017.470605684857,5053.334959979836,4680.4095500368485,8.540951885442075,1.0183760822372447,18.22750353964741,1526.2612704918033,2304.17699795082,4381.772028688524,2113.4313524590166,1936.9608094262296,3952.34631147541,4052.0649083331546,4052.0649083331546,225.1147171296197
불가리아,유학연수,2021,2,1,겨울,1,194,9,5.0,0.0,6.0,4.666666666666667,3.083333333333333,50.0,21,3,1,2021-02-01,6017.470605684857,5053.334959979836,4680.4095500368485,16.416963724646042,13.425129443350697,8.541847027292924,1526.2612704918033,2304.17699795082,4381.772028688524,2113.4313524590166,1936.9608094262296,3952.34631147541,4052.709861864293,4052.709861864293,450.3010957626992
페루,공용,2021,2,1,겨울,1,194,7,0.0,6.0,6.0,3.0,2.5,16.666666666666664,55,0,1,2021-02-01,6017.470605684857,5053.334959979836,4680.4095500368485,13.334914282666755,8.562226583522563,7.248858520525945,1526.2612704918033,2304.17699795082,4381.772028688524,2113.4313524590166,1936.9608094262296,3952.34631147541,4052.0543960059367,4052.0543960059367,578.8649137151339
말레이시아,관광,2021,2,1,겨울,1,194,42,12.0,28.0,15459.0,33.0,47.91666666666666,-99.72831360372598,11,1,1,2021-02-01,6017.470605684857,5053.334959979836,4680.4095500368485,0.0,94.60271522013396,57.22052432468201,1526.2612704918033,2304.17699795082,4381.772028688524,2113.4313524590166,1936.9608094262296,3952.34631147541,4061.647613006701,4061.647613006701,96.7058955477786
우즈베키스탄,유학연수,2021,2,1,겨울,1,194,86,6.0,0.0,1141.0,32.333333333333336,46.5,-92.46275197195445,34,3,1,2021-02-01,6017.470605684857,5053.334959979836,4680.4095500368485,278.69091121301625,436.09437457667826,53.763453263390375,1526.2612704918033,2304.17699795082,4381.772028688524,2113.4313524590166,1936.9608094262296,3952.34631147541,4104.0202268732955,4104.0202268732955,47.72116542875925
스웨덴,유학연수,2021,2,1,겨울,1,194,54,10.0,7.0,83.0,22.33333333333333,15.916666666666666,-34.93975903614458,25,3,1,2021-02-01,6017.470605684857,5053.334959979836,4680.4095500368485,16.645416553288843,20.9511029402086,39.94505985130659,1526.2612704918033,2304.17699795082,4381.772028688524,2113.4313524590166,1936.9608094262296,3952.34631147541,4055.774696457923,4055.774696457923,75.10693882329487
불가리아,공용,2021,2,1,겨울,1,194,0,1.0,0.0,2.0,0.3333333333333333,0.1666666666666666,-100.0,21,0,1,2021-02-01,6017.470605684857,5053.334959979836,4680.4095500368485,5.026065432554617,0.0,0.0,1526.2612704918033,2304.17699795082,4381.772028688524,2113.4313524590166,1936.9608094262296,3952.34631147541,4050.330370801417,4050.330370801417,inf
독일,상용,2021,2,1,겨울,1,194,55,94.0,48.0,133.0,60.0,51.25,-58.64661654135338,8,2,1,2021-02-01,6017.470605684857,5053.334959979836,4680.4095500368485,51.15638162341537,65.518731896844,57.29959007213721,1526.2612704918033,2304.17699795082,4381.772028688524,2113.4313524590166,1936.9608094262296,3952.34631147541,4062.600799902416,4062.600799902416,73.86546908913483
미상,상용,2021,2,1,겨울,1,194,0,0.0,0.0,2.0,0.0,0.0,-100.0,15,2,1,2021-02-01,6017.470605684857,5053.334959979836,4680.4095500368485,5.026065432554617,0.0,0.0,1526.2612704918033,2304.17699795082,4381.772028688524,2113.4313524590166,1936.9608094262296,3952.34631147541,4050.330370801417,4050.330370801417,inf
이스라엘,관광,2021,2,1,겨울,1,194,0,1.0,1.0,329.0,1.3333333333333333,5.75,-100.0,38,1,1,2021-02-01,6017.470605684857,5053.334959979836,4680.4095500368485,48.734130266939545,100.16523360172454,0.01375,1526.2612704918033,2304.17699795082,4381.772028688524,2113.4313524590166,1936.9608094262296,3952.34631147541,4060.5147244371806,4060.5147244371806,inf
스페인,공용,2021,2,1,겨울,1,194,1,2.0,0.0,8.0,1.0,1.75,-87.5,27,0,1,2021-02-01,6017.470605684857,5053.334959979836,4680.4095500368485,5.026065432554617,0.0,1.376053401078187,1526.2612704918033,2304.17699795082,4381.772028688524,2113.4313524590166,1936.9608094262296,3952.34631147541,4050.439327838763,4050.439327838763,4050.439327838763
프랑스,공용,2021,2,1,겨울,1,194,8,10.0,6.0,27.0,6.333333333333333,8.416666666666666,-70.37037037037037,57,0,1,2021-02-01,6017.470605684857,5053.334959979836,4680.4095500368485,7.620947397761407,0.0,7.753263378417284,1526.2612704918033,2304.17699795082,4381.772028688524,2113.4313524590166,1936.9608094262296,3952.34631147541,4051.1029359583817,4051.1029359583817,506.3878669947977
쿠바,관광,2021,2,1,겨울,1,194,0,0.0,0.0,8.0,0.0,0.0833333333333333,-100.0,50,1,1,2021-02-01,6017.470605684857,5053.334959979836,4680.4095500368485,5.026065432554617,0.0,0.0,1526.2612704918033,2304.17699795082,4381.772028688524,2113.4313524590166,1936.9608094262296,3952.34631147541,4050.330370801417,4050.330370801417,inf
홍콩,공용,2021,2,1,겨울,1,194,0,1.0,1.0,2.0,0.3333333333333333,0.1666666666666666,-100.0,60,0,1,2021-02-01,6017.470605684857,5053.334959979836,4680.4095500368485,0.0,0.0,0.0,1526.2612704918033,2304.17699795082,4381.772028688524,2113.4313524590166,1936.9608094262296,3952.34631147541,4050.0230687977164,4050.0230687977164,inf
일본,관광,2021,2,1,겨울,1,194,31,16.0,32.0,205007.0,26.666666666666668,575.0833333333334,-99.98487856512216,43,1,1,2021-02-01,6017.470605684857,5053.334959979836,4680.4095500368485,3014.362505172532,1167.8908158522668,22.81110302319065,1526.2612704918033,2304.17699795082,4381.772028688524,2113.4313524590166,1936.9608094262296,3952.34631147541,4323.706598406867,4323.706598406867,139.4744064002215
터키,유학연수,2021,2,1,겨울,1,194,72,11.0,15.0,98.0,30.0,20.25,-26.53061224489796,53,3,1,2021-02-01,6017.470605684857,5053.334959979836,4680.4095500368485,17.171501570922096,28.27904462320022,55.46678309948656,1526.2612704918033,2304.17699795082,4381.772028688524,2113.4313524590166,1936.9608094262296,3952.34631147541,4057.585370005625,4057.585370005625,56.35535236118923
사우디아라비아,관광,2021,2,1,겨울,1,194,0,1.0,1.0,200.0,0.3333333333333333,1.5,-100.0,23,1,1,2021-02-01,6017.470605684857,5053.334959979836,4680.4095500368485,22.515482704624123,39.180707177495684,0.0,1526.2612704918033,2304.17699795082,4381.772028688524,2113.4313524590166,1936.9608094262296,3952.34631147541,4054.3376647001414,4054.3376647001414,inf
스웨덴,공용,2021,2,1,겨울,1,194,0,4.0,2.0,2.0,1.3333333333333333,1.75,-100.0,25,0,1,2021-02-01,6017.470605684857,5053.334959979836,4680.4095500368485,5.026065432554617,0.0,0.0,1526.2612704918033,2304.17699795082,4381.772028688524,2113.4313524590166,1936.9608094262296,3952.34631147541,4050.330370801417,4050.330370801417,inf
필리핀,공용,2021,2,1,겨울,1,194,8,31.0,38.0,89.0,19.33333333333333,17.75,-91.01123595505618,59,0,1,2021-02-01,6017.470605684857,5053.334959979836,4680.4095500368485,225.08646409561808,15.446116417914023,12.682958701884463,1526.2612704918033,2304.17699795082,4381.772028688524,2113.4313524590166,1936.9608094262296,3952.34631147541,4065.9477024817174,4065.9477024817174,508.2434628102147
스리랑카,유학연수,2021,2,1,겨울,1,194,22,0.0,2.0,37.0,8.0,7.166666666666667,-40.54054054054054,24,3,1,2021-02-01,6017.470605684857,5053.334959979836,4680.4095500368485,8.540951885442075,2.5111032809602656,16.438315533817228,1526.2612704918033,2304.17699795082,4381.772028688524,2113.4313524590166,1936.9608094262296,3952.34631147541,4052.0351709743786,4052.0351709743786,184.18341686247174
말레이시아,유학연수,2021,2,1,겨울,1,194,171,12.0,12.0,430.0,62.0,44.833333333333336,-60.23255813953489,11,3,1,2021-02-01,6017.470605684857,5053.334959979836,4680.4095500368485,107.08285104775896,178.295034910802,83.46236002847114,1526.2612704918033,2304.17699795082,4381.772028688524,2113.4313524590166,1936.9608094262296,3952.34631147541,4076.5483478935594,4076.5483478935594,23.839464022769352
사우디아라비아,유학연수,2021,2,1,겨울,1,194,38,13.0,25.0,59.0,18.33333333333333,11.75,-35.59322033898305,23,3,1,2021-02-01,6017.470605684857,5053.334959979836,4680.4095500368485,13.034206726952467,6.352266136454005,35.88834665757176,1526.2612704918033,2304.17699795082,4381.772028688524,2113.4313524590166,1936.9608094262296,3952.34631147541,4054.1379947283954,4054.1379947283954,106.68784196653672
대양주,유학연수,2021,2,1,겨울,1,194,11,8.0,9.0,92.0,7.333333333333333,5.333333333333333,-88.04347826086956,6,3,1,2021-02-01,6017.470605684857,5053.334959979836,4680.4095500368485,12.8584754926607,11.566826266096248,6.293377115736929,1526.2612704918033,2304.17699795082,4381.772028688524,2113.4313524590166,1936.9608094262296,3952.34631147541,4052.1749095825376,4052.1749095825376,368.37953723477614
베트남,공용,2021,2,1,겨울,1,194,2,1.0,5.0,49.0,2.0,2.5,-95.91836734693877,19,0,1,2021-02-01,6017.470605684857,5053.334959979836,4680.4095500368485,9.532797748656714,0.0,2.041454785881702,1526.2612704918033,2304.17699795082,4381.772028688524,2113.4313524590166,1936.9608094262296,3952.34631147541,4050.7675639791855,4050.7675639791855,2025.3837819895928
오스트레일리아,관광,2021,2,1,겨울,1,194,22,20.0,49.0,5689.0,29.33333333333333,58.583333333333336,-99.61328880295306,32,1,1,2021-02-01,6017.470605684857,5053.334959979836,4680.4095500368485,490.47618066772907,588.5654774973568,27.50911485846168,1526.2612704918033,2304.17699795082,4381.772028688524,2113.4313524590166,1936.9608094262296,3952.34631147541,4126.323322614783,4126.323322614783,187.5601510279447
쿠바,유학연수,2021,2,1,겨울,1,194,0,0.0,0.0,3.0,0.0,0.0833333333333333,-100.0,50,3,1,2021-02-01,6017.470605684857,5053.334959979836,4680.4095500368485,5.026065432554617,2.2298673663248634,0.0,1526.2612704918033,2304.17699795082,4381.772028688524,2113.4313524590166,1936.9608094262296,3952.34631147541,4050.4975772065377,4050.4975772065377,inf
사우디아라비아,상용,2021,2,1,겨울,1,194,1,2.0,4.0,28.0,2.0,4.166666666666667,-96.42857142857144,23,2,1,2021-02-01,6017.470605684857,5053.334959979836,4680.4095500368485,7.620947397761407,0.0,1.7136238569695244,1526.2612704918033,2304.17699795082,4381.772028688524,2113.4313524590166,1936.9608094262296,3952.34631147541,4050.6247123455605,4050.6247123455605,4050.6247123455605
카자흐스탄,상용,2021,2,1,겨울,1,194,1,0.0,0.0,13.0,0.6666666666666666,1.0833333333333333,-92.3076923076923,47,2,1,2021-02-01,6017.470605684857,5053.334959979836,4680.4095500368485,5.026065432554617,0.5530551481892653,1.0110903850699302,1526.2612704918033,2304.17699795082,4381.772028688524,2113.4313524590166,1936.9608094262296,3952.34631147541,4050.45190055855,4050.45190055855,4050.45190055855
이탈리아,유학연수,2021,2,1,겨울,1,194,126,16.0,24.0,77.0,47.333333333333336,22.166666666666668,63.63636363636363,40,3,1,2021-02-01,6017.470605684857,5053.334959979836,4680.4095500368485,56.701489788295795,71.57898233844513,124.94232628660703,1526.2612704918033,2304.17699795082,4381.772028688524,2113.4313524590166,1936.9608094262296,3952.34631147541,4068.7502717342372,4068.7502717342372,32.291668823287594
요르단,관광,2021,2,1,겨울,1,194,1,2.0,1.0,69.0,1.0,2.333333333333333,-98.55072463768116,33,1,1,2021-02-01,6017.470605684857,5053.334959979836,4680.4095500368485,9.532797748656714,0.420177982774006,1.1031887959102746,1526.2612704918033,2304.17699795082,4381.772028688524,2113.4313524590166,1936.9608094262296,3952.34631147541,4050.7247783167295,4050.7247783167295,4050.7247783167295
태국,관광,2021,2,1,겨울,1,194,60,92.0,120.0,25382.0,82.0,197.66666666666663,-99.76361200850997,52,1,1,2021-02-01,6017.470605684857,5053.334959979836,4680.4095500368485,141.03938805128536,1220.9042360699275,90.41510843506842,1526.2612704918033,2304.17699795082,4381.772028688524,2113.4313524590166,1936.9608094262296,3952.34631147541,4157.354989134888,4157.354989134888,69.2892498189148
나이지리아,상용,2021,2,1,겨울,1,194,19,4.0,6.0,71.0,9.666666666666666,7.166666666666667,-73.23943661971832,1,2,1,2021-02-01,6017.470605684857,5053.334959979836,4680.4095500368485,10.452802236337378,0.420177982774006,12.264216735168937,1526.2612704918033,2304.17699795082,4381.772028688524,2113.4313524590166,1936.9608094262296,3952.34631147541,4051.6647682717876,4051.6647682717876,213.24551411956776
네덜란드,상용,2021,2,1,겨울,1,194,3,10.0,8.0,16.0,7.0,7.583333333333333,-81.25,2,2,1,2021-02-01,6017.470605684857,5053.334959979836,4680.4095500368485,7.620947397761407,0.0,3.4569389646849946,1526.2612704918033,2304.17699795082,4381.772028688524,2113.4313524590166,1936.9608094262296,3952.34631147541,4050.7627494661756,4050.7627494661756,1350.2542498220585
방글라데시,상용,2021,2,1,겨울,1,194,0,1.0,0.0,85.0,0.3333333333333333,1.8333333333333333,-100.0,17,2,1,2021-02-01,6017.470605684857,5053.334959979836,4680.4095500368485,12.8584754926607,8.741930835568597,0.0,1526.2612704918033,2304.17699795082,4381.772028688524,2113.4313524590166,1936.9608094262296,3952.34631147541,4051.4647702874868,4051.4647702874868,inf
방글라데시,관광,2021,2,1,겨울,1,194,10,23.0,12.0,115.0,17.666666666666668,26.08333333333333,-91.30434782608695,17,1,1,2021-02-01,6017.470605684857,5053.334959979836,4680.4095500368485,17.101047330645645,16.143442985273722,14.106770718939158,1526.2612704918033,2304.17699795082,4381.772028688524,2113.4313524590166,1936.9608094262296,3952.34631147541,4053.396155596097,4053.396155596097,405.3396155596097
오스트레일리아,상용,2021,2,1,겨울,1,194,8,13.0,18.0,44.0,13.0,10.083333333333334,-81.81818181818183,32,2,1,2021-02-01,6017.470605684857,5053.334959979836,4680.4095500368485,10.452802236337378,1.645980719883825,10.355104458137085,1526.2612704918033,2304.17699795082,4381.772028688524,2113.4313524590166,1936.9608094262296,3952.34631147541,4051.605519903929,4051.605519903929,506.4506899879911
벨기에,상용,2021,2,1,겨울,1,194,11,9.0,11.0,8.0,7.333333333333333,5.833333333333333,37.5,20,2,1,2021-02-01,6017.470605684857,5053.334959979836,4680.4095500368485,16.416963724646042,12.614365394053733,10.065889635068793,1526.2612704918033,2304.17699795082,4381.772028688524,2113.4313524590166,1936.9608094262296,3952.34631147541,4052.769741738694,4052.769741738694,368.43361288533583
나이지리아,관광,2021,2,1,겨울,1,194,11,3.0,4.0,78.0,5.333333333333333,3.75,-85.8974358974359,1,1,1,2021-02-01,6017.470605684857,5053.334959979836,4680.4095500368485,12.8584754926607,8.741930835568597,6.037533167317647,1526.2612704918033,2304.17699795082,4381.772028688524,2113.4313524590166,1936.9608094262296,3952.34631147541,4051.9428271174597,4051.9428271174597,368.35843882885996
루마니아,공용,2021,2,1,겨울,1,194,0,1.0,0.0,1.0,0.3333333333333333,0.4166666666666667,-100.0,10,0,1,2021-02-01,6017.470605684857,5053.334959979836,4680.4095500368485,5.026065432554617,0.0,0.0,1526.2612704918033,2304.17699795082,4381.772028688524,2113.4313524590166,1936.9608094262296,3952.34631147541,4050.330370801417,4050.330370801417,inf
불가리아,관광,2021,2,1,겨울,1,194,15,6.0,13.0,126.0,10.0,15.166666666666666,-88.09523809523809,21,1,1,2021-02-01,6017.470605684857,5053.334959979836,4680.4095500368485,17.101047330645645,12.302280129779996,9.468823656113946,1526.2612704918033,2304.17699795082,4381.772028688524,2113.4313524590166,1936.9608094262296,3952.34631147541,4052.740889888903,4052.740889888903,270.18272599259353
이란,유학연수,2021,2,1,겨울,1,194,35,5.0,11.0,56.0,15.0,11.25,-37.5,37,3,1,2021-02-01,6017.470605684857,5053.334959979836,4680.4095500368485,10.452802236337378,6.352266136454005,33.63362141364837,1526.2612704918033,2304.17699795082,4381.772028688524,2113.4313524590166,1936.9608094262296,3952.34631147541,4053.8016323676825,4053.8016323676825,115.82290378193379
터키,상용,2021,2,1,겨울,1,194,14,8.0,16.0,11.0,10.666666666666666,8.083333333333334,27.27272727272727,53,2,1,2021-02-01,6017.470605684857,5053.334959979836,4680.4095500368485,17.595466420828764,14.515255829412476,12.924178618620626,1526.2612704918033,2304.17699795082,4381.772028688524,2113.4313524590166,1936.9608094262296,3952.34631147541,4053.210657120817,4053.210657120817,289.5150469372012
대만,상용,2021,2,1,겨울,1,194,23,10.0,42.0,52.0,25.666666666666668,26.916666666666668,-55.76923076923077,5,2,1,2021-02-01,6017.470605684857,5053.334959979836,4680.4095500368485,13.845823826918105,11.605573561523192,24.80018492590177,1526.2612704918033,2304.17699795082,4381.772028688524,2113.4313524590166,1936.9608094262296,3952.34631147541,4053.7035673922937,4053.7035673922937,176.24798119096928
중국,관광,2021,2,1,겨울,1,194,420,455.0,382.0,49520.0,428.6666666666667,747.75,-99.1518578352181,44,1,1,2021-02-01,6017.470605684857,5053.334959979836,4680.4095500368485,3440.123270462812,1675.7219761039164,425.58119554504714,1526.2612704918033,2304.17699795082,4381.772028688524,2113.4313524590166,1936.9608094262296,3952.34631147541,4419.709660595175,4419.709660595175,10.523118239512321
미국,상용,2021,2,1,겨울,1,194,35,85.0,57.0,219.0,57.66666666666666,53.25,-84.01826484018264,14,2,1,2021-02-01,6017.470605684857,5053.334959979836,4680.4095500368485,57.49082148507452,86.66820959911749,64.90669870780954,1526.2612704918033,2304.17699795082,4381.772028688524,2113.4313524590166,1936.9608094262296,3952.34631147541,4065.1763268939944,4065.1763268939944,116.14789505411413
카자흐스탄,유학연수,2021,2,1,겨울,1,194,208,45.0,5.0,171.0,88.66666666666667,37.16666666666666,21.6374269005848,47,3,1,2021-02-01,6017.470605684857,5053.334959979836,4680.4095500368485,135.45873095592304,131.44600756222357,200.9706225753509,1526.2612704918033,2304.17699795082,4381.772028688524,2113.4313524590166,1936.9608094262296,3952.34631147541,4084.074726923562,4084.074726923562,19.634974648670973
이탈리아,관광,2021,2,1,겨울,1,194,3,5.0,5.0,1045.0,4.333333333333333,13.5,-99.71291866028707,40,1,1,2021-02-01,6017.470605684857,5053.334959979836,4680.4095500368485,193.80677894853287,239.9311351936796,3.711362088120651,1526.2612704918033,2304.17699795082,4381.772028688524,2113.4313524590166,1936.9608094262296,3952.34631147541,4080.1578211674355,4080.1578211674355,1360.052607055812
스웨덴,상용,2021,2,1,겨울,1,194,7,22.0,19.0,14.0,11.666666666666666,8.916666666666666,-50.0,25,2,1,2021-02-01,6017.470605684857,5053.334959979836,4680.4095500368485,5.94606992023528,0.5530551481892653,7.347642526565028,1526.2612704918033,2304.17699795082,4381.772028688524,2113.4313524590166,1936.9608094262296,3952.34631147541,4051.009884561468,4051.009884561468,578.7156977944954
스위스,유학연수,2021,2,1,겨울,1,194,81,8.0,5.0,62.0,30.0,16.75,30.64516129032258,26,3,1,2021-02-01,6017.470605684857,5053.334959979836,4680.4095500368485,35.018373918978966,37.25306565059339,68.32430750332634,1526.2612704918033,2304.17699795082,4381.772028688524,2113.4313524590166,1936.9608094262296,3952.34631147541,4060.3675429737673,4060.3675429737673,50.12799435770083
베트남,관광,2021,2,1,겨울,1,194,50,80.0,102.0,9197.0,73.66666666666667,185.0,-99.45634446015004,19,1,1,2021-02-01,6017.470605684857,5053.334959979836,4680.4095500368485,0.0,0.0,82.72439708375173,1526.2612704918033,2304.17699795082,4381.772028688524,2113.4313524590166,1936.9608094262296,3952.34631147541,4056.5732544340267,4056.5732544340267,81.13146508868053
미국,유학연수,2021,2,1,겨울,1,194,464,82.0,43.0,848.0,185.66666666666663,84.91666666666667,-45.28301886792453,14,3,1,2021-02-01,6017.470605684857,5053.334959979836,4680.4095500368485,293.8733689881769,363.8532798801717,242.26653393998978,1526.2612704918033,2304.17699795082,4381.772028688524,2113.4313524590166,1936.9608094262296,3952.34631147541,4114.45734417132,4114.45734417132,8.867364965886466
스페인,상용,2021,2,1,겨울,1,194,7,10.0,11.0,4.0,7.333333333333333,6.333333333333333,75.0,27,2,1,2021-02-01,6017.470605684857,5053.334959979836,4680.4095500368485,16.416963724646042,9.634944972089876,6.9649021302137974,1526.2612704918033,2304.17699795082,4381.772028688524,2113.4313524590166,1936.9608094262296,3952.34631147541,4052.300791429714,4052.300791429714,578.9001130613877
대양주,공용,2021,2,1,겨울,1,194,16,9.0,2.0,22.0,8.666666666666666,7.166666666666667,-27.27272727272727,6,0,1,2021-02-01,6017.470605684857,5053.334959979836,4680.4095500368485,8.540951885442075,0.0,16.149992140148633,1526.2612704918033,2304.17699795082,4381.772028688524,2113.4313524590166,1936.9608094262296,3952.34631147541,4051.824046436461,4051.824046436461,253.2390029022788
그리스,관광,2021,2,1,겨울,1,194,70,82.0,59.0,463.0,72.0,78.83333333333333,-84.88120950323975,0,1,1,2021-02-01,6017.470605684857,5053.334959979836,4680.4095500368485,111.32021223114663,129.28927067033754,81.95608983531106,1526.2612704918033,2304.17699795082,4381.772028688524,2113.4313524590166,1936.9608094262296,3952.34631147541,4073.013466646687,4073.013466646687,58.18590666638124
말레이시아,공용,2021,2,1,겨울,1,194,0,1.0,0.0,8.0,0.3333333333333333,0.5,-100.0,11,0,1,2021-02-01,6017.470605684857,5053.334959979836,4680.4095500368485,5.026065432554617,0.0,0.0,1526.2612704918033,2304.17699795082,4381.772028688524,2113.4313524590166,1936.9608094262296,3952.34631147541,4050.330370801417,4050.330370801417,inf
미얀마,상용,2021,2,1,겨울,1,194,3,0.0,1.0,7.0,1.0,0.5,-57.14285714285714,16,2,1,2021-02-01,6017.470605684857,5053.334959979836,4680.4095500368485,5.026065432554617,0.0,1.676951392813358,1526.2612704918033,2304.17699795082,4381.772028688524,2113.4313524590166,1936.9608094262296,3952.34631147541,4050.463153188635,4050.463153188635,1350.1543843962115
스위스,관광,2021,2,1,겨울,1,194,7,3.0,10.0,432.0,6.0,11.166666666666666,-98.37962962962963,26,1,1,2021-02-01,6017.470605684857,5053.334959979836,4680.4095500368485,72.1075122673086,120.32037035267228,4.84734496415569,1526.2612704918033,2304.17699795082,4381.772028688524,2113.4313524590166,1936.9608094262296,3952.34631147541,4063.837871047659,4063.837871047659,580.5482672925227
피지,상용,2021,2,1,겨울,1,194,0,0.0,0.0,0.0,0.0,0.0,0.0,58,2,1,2021-02-01,6017.470605684857,5053.334959979836,4680.4095500368485,7.905612925085147,2.091345913427612,0.0,1526.2612704918033,2304.17699795082,4381.772028688524,2113.4313524590166,1936.9608094262296,3952.34631147541,4050.663250512911,4050.663250512911,inf
싱가포르,관광,2021,2,1,겨울,1,194,4,3.0,13.0,4592.0,5.0,19.5,-99.91289198606272,28,1,1,2021-02-01,6017.470605684857,5053.334959979836,4680.4095500368485,610.6829450922711,622.2807455269385,4.118202090091171,1526.2612704918033,2304.17699795082,4381.772028688524,2113.4313524590166,1936.9608094262296,3952.34631147541,4134.348988904484,4134.348988904484,1033.587247226121
이스라엘,유학연수,2021,2,1,겨울,1,194,6,1.0,4.0,8.0,3.6666666666666665,2.583333333333333,-25.0,38,3,1,2021-02-01,6017.470605684857,5053.334959979836,4680.4095500368485,5.026065432554617,5.14091624152904,4.968212675877705,1526.2612704918033,2304.17699795082,4381.772028688524,2113.4313524590166,1936.9608094262296,3952.34631147541,4051.109249102293,4051.109249102293,675.1848748503821
쿠바,공용,2021,2,1,겨울,1,194,1,0.0,0.0,0.0,0.3333333333333333,0.0833333333333333,inf,50,0,1,2021-02-01,6017.470605684857,5053.334959979836,4680.4095500368485,5.026065432554617,0.4554771295689738,0.6636736072958612,1526.2612704918033,2304.17699795082,4381.772028688524,2113.4313524590166,1936.9608094262296,3952.34631147541,4050.417074934028,4050.417074934028,4050.417074934028
이란,상용,2021,2,1,겨울,1,194,2,0.0,2.0,25.0,0.6666666666666666,1.1666666666666667,-92.0,37,2,1,2021-02-01,6017.470605684857,5053.334959979836,4680.4095500368485,7.620947397761407,0.0,1.001946987477755,1526.2612704918033,2304.17699795082,4381.772028688524,2113.4313524590166,1936.9608094262296,3952.34631147541,4050.5683611871045,4050.5683611871045,2025.2841805935523
홍콩,유학연수,2021,2,1,겨울,1,194,84,7.0,59.0,284.0,37.333333333333336,39.0,-70.4225352112676,60,3,1,2021-02-01,6017.470605684857,5053.334959979836,4680.4095500368485,1515.5368616751318,128.9960106854063,65.44602024748046,1526.2612704918033,2304.17699795082,4381.772028688524,2113.4313524590166,1936.9608094262296,3952.34631147541,4157.540338218809,4157.540338218809,49.4945278359382
그리스,공용,2021,2,1,겨울,1,194,1,0.0,0.0,0.0,0.3333333333333333,0.5,inf,0,0,1,2021-02-01,6017.470605684857,5053.334959979836,4680.4095500368485,5.026065432554617,0.038048258837637114,0.6636736072958612,1526.2612704918033,2304.17699795082,4381.772028688524,2113.4313524590166,1936.9608094262296,3952.34631147541,4050.385774067473,4050.385774067473,4050.385774067473
네덜란드,관광,2021,2,1,겨울,1,194,14,8.0,18.0,1076.0,14.666666666666666,25.416666666666668,-98.69888475836431,2,1,1,2021-02-01,6017.470605684857,5053.334959979836,4680.4095500368485,194.72678343621354,239.9311351936796,13.680532566652563,1526.2612704918033,2304.17699795082,4381.772028688524,2113.4313524590166,1936.9608094262296,3952.34631147541,4081.0034388708355,4081.0034388708355,291.5002456336311
중국,상용,2021,2,1,겨울,1,194,221,162.0,327.0,715.0,198.66666666666663,193.5,-69.0909090909091,44,2,1,2021-02-01,6017.470605684857,5053.334959979836,4680.4095500368485,264.41644920378326,227.02156370941805,179.6274263952927,1526.2612704918033,2304.17699795082,4381.772028688524,2113.4313524590166,1936.9608094262296,3952.34631147541,4097.436169145236,4097.436169145236,18.54043515450333
