국적,목적,연도,월,분기,계절,코로나기간,시계열순서,입국자수,입국자수_1개월전,입국자수_3개월전,입국자수_12개월전,입국자수_3개월평균,입국자수_12개월평균,전년동월대비증감률,국적_encoded,목적_encoded,계절_encoded,예측_LightGBM,예측_GradientBoosting,예측_RandomForest,예측_Ensemble
몽골,관광,2022,2,1,겨울,1,206,152,162.0,67.0,47.0,206.0,136.5,223.4042553191489,13,1,1,5051.444175108236,6752.542329079311,6947.412996758007,6250.466500315185
몽골,관광,2022,3,1,봄,1,207,264,152.0,304.0,54.0,192.66666666666663,154.0,388.88888888888886,13,1,2,7213.379382381791,7836.08533980644,6961.643058699051,7337.035926962428
몽골,관광,2022,4,2,봄,1,208,418,264.0,162.0,67.0,278.0,183.25,523.8805970149253,13,1,2,8042.45180436416,7799.1527210199965,6488.818824201225,7443.474449861794
몽골,관광,2022,5,2,봄,1,209,453,418.0,152.0,101.0,378.3333333333333,212.58333333333331,348.51485148514854,13,1,2,7970.183969762092,7799.1527210199965,6612.99788346844,7460.778191416844
몽골,관광,2022,6,2,여름,1,210,2813,453.0,264.0,120.0,1228.0,437.0,2244.1666666666665,13,1,3,8068.230645332412,7826.301797892737,7517.668730183705,7804.06705780295
몽골,관광,2022,7,3,여름,0,211,4079,2813.0,418.0,135.0,2448.333333333333,765.6666666666666,2921.4814814814818,13,1,3,8070.112929060363,7826.301797892737,6948.016846472611,7614.810524475237
몽골,관광,2022,8,3,여름,0,212,4824,4079.0,453.0,146.0,3905.3333333333335,1155.5,3204.109589041096,13,1,3,7873.878917436359,8551.283117137422,6283.243637140283,7569.468557238022
몽골,관광,2022,9,3,가을,0,213,6278,4824.0,2813.0,186.0,5060.333333333333,1663.1666666666667,3275.268817204301,13,1,0,7849.903730246591,7811.291908357995,8170.184595136961,7943.793411247182
몽골,관광,2022,10,4,가을,0,214,7109,6278.0,4079.0,144.0,6070.333333333333,2243.583333333333,4836.805555555556,13,1,0,8490.933198603752,7879.0891398929,9535.431000260533,8635.151112919062
몽골,관광,2022,11,4,가을,0,215,8903,7109.0,4824.0,67.0,7430.0,2979.9166666666665,13188.059701492535,13,1,0,7671.4621027001685,7760.144903129245,9093.899803100518,8175.168936309977
몽골,관광,2022,12,4,겨울,0,216,10516,8903.0,6278.0,304.0,8842.666666666666,3830.9166666666665,3359.2105263157896,13,1,1,6689.201519427809,6950.925533157201,7887.1450388375515,7175.75736380752
몽골,관광,2023,1,1,겨울,0,217,11179,10516.0,7109.0,162.0,10199.333333333334,4749.0,6800.617283950618,13,1,1,5322.413176141736,7193.352840571783,8236.836883353446,6917.534300022322
몽골,관광,2023,2,1,겨울,0,218,8365,11179.0,8903.0,152.0,10020.0,5433.416666666667,5403.28947368421,13,1,1,5051.444175108236,6752.542329079311,6947.412996758007,6250.466500315185
몽골,관광,2023,3,1,봄,0,219,10051,8365.0,10516.0,264.0,9865.0,6249.0,3707.1969696969695,13,1,2,7213.379382381791,7836.08533980644,6961.643058699051,7337.035926962428
몽골,관광,2023,4,2,봄,0,220,9056,10051.0,11179.0,418.0,9157.333333333334,6968.833333333333,2066.507177033493,13,1,2,8042.45180436416,7799.1527210199965,6488.818824201225,7443.474449861794
몽골,관광,2023,5,2,봄,0,221,8808,9056.0,8365.0,453.0,9305.0,7665.083333333333,1844.3708609271523,13,1,2,7970.183969762092,7799.1527210199965,6612.99788346844,7460.778191416844
몽골,관광,2023,6,2,여름,0,222,11615,8808.0,10051.0,2813.0,9826.333333333334,8398.583333333334,312.90437255599005,13,1,3,8068.230645332412,7826.301797892737,7517.668730183705,7804.06705780295
몽골,관광,2023,7,3,여름,0,223,8958,11615.0,9056.0,4079.0,9793.666666666666,8805.166666666666,119.61265015935278,13,1,3,8070.112929060363,7826.301797892737,6948.016846472611,7614.810524475237
몽골,관광,2023,8,3,여름,0,224,7691,8958.0,8808.0,4824.0,9421.333333333334,9044.083333333334,59.43200663349917,13,1,3,7873.878917436359,8551.283117137422,6283.243637140283,7569.468557238022
몽골,관광,2023,9,3,가을,0,225,8601,7691.0,11615.0,6278.0,8416.666666666666,9237.666666666666,37.00223000955719,13,1,0,7849.903730246591,7811.291908357995,8170.184595136961,7943.793411247182
몽골,관광,2023,10,4,가을,0,226,8820,8601.0,8958.0,7109.0,8370.666666666666,9380.25,24.06808271205514,13,1,0,8490.933198603752,7879.0891398929,9535.431000260533,8635.151112919062
몽골,관광,2023,11,4,가을,0,227,9498,8820.0,7691.0,8903.0,8973.0,9429.833333333334,6.683140514433338,13,1,0,7671.4621027001685,7760.144903129245,9093.899803100518,8175.168936309977
몽골,관광,2023,12,4,겨울,0,228,9083,9498.0,8601.0,10516.0,9133.666666666666,9310.416666666666,-13.626854317230883,13,1,1,6689.201519427809,6950.925533157201,7887.1450388375515,7175.75736380752
몽골,상용,2020,1,1,겨울,0,181,83,65.0,84.0,77.0,73.66666666666667,90.91666666666669,7.792207792207792,13,2,1,159.06258557064916,191.40483769425973,84.78756962864603,145.08499763118496
몽골,상용,2020,2,1,겨울,0,182,42,83.0,73.0,109.0,63.333333333333336,85.33333333333333,-61.46788990825688,13,2,1,145.96464457347946,182.5889462710028,100.4405408100307,142.99804388483767
몽골,상용,2020,3,1,봄,1,183,5,42.0,65.0,119.0,43.333333333333336,75.83333333333333,-95.7983193277311,13,2,2,146.94266578212398,169.85555573133956,110.49302673734186,142.4304160836018
몽골,상용,2020,4,2,봄,1,184,2,5.0,83.0,83.0,16.333333333333332,69.08333333333333,-97.59036144578312,13,2,2,136.60430294435602,169.05039120476252,84.11121060534363,129.92196825148739
몽골,상용,2020,5,2,봄,1,185,1,2.0,42.0,95.0,2.6666666666666665,61.25,-98.94736842105264,13,2,2,134.39375965515399,169.05039120476252,93.01103552618021,132.15172879536556
몽골,상용,2020,6,2,여름,1,186,3,1.0,5.0,74.0,2.0,55.333333333333336,-95.94594594594594,13,2,3,134.88461338762812,169.64226566006826,73.28893694321451,125.93860533030363
몽골,상용,2020,7,3,여름,1,187,2,3.0,2.0,78.0,2.0,49.0,-97.43589743589745,13,2,3,134.9163107585301,169.64226566006826,77.2059924234048,127.25485628066771
몽골,상용,2020,8,3,여름,1,188,2,2.0,1.0,106.0,2.333333333333333,40.333333333333336,-98.1132075471698,13,2,3,153.8624160129026,185.44751478313597,98.91920821428992,146.0763796701095
몽골,상용,2020,9,3,가을,1,189,1,2.0,3.0,122.0,1.6666666666666667,30.25,-99.18032786885246,13,2,0,160.29578811895493,169.31503647897182,109.08023660781686,146.23035373524786
몽골,상용,2020,10,4,가을,1,190,1,1.0,2.0,84.0,1.3333333333333333,23.33333333333333,-98.8095238095238,13,2,0,145.153451014617,170.79307750681517,92.40324348070683,136.11659066737965
몽골,상용,2020,12,4,겨울,1,192,1,0.0,1.0,65.0,0.6666666666666666,11.916666666666666,-98.46153846153848,13,2,1,131.21079022919824,140.82746535894256,69.90748192031928,113.98191250282004
몽골,상용,2021,3,1,봄,1,195,1,0.0,1.0,5.0,0.3333333333333333,1.1666666666666667,-80.0,13,2,2,146.94266578212398,169.85555573133956,110.49302673734186,142.4304160836018
몽골,상용,2021,4,2,봄,1,196,1,1.0,0.0,2.0,0.6666666666666666,1.0833333333333333,-50.0,13,2,2,136.60430294435602,169.05039120476252,84.11121060534363,129.92196825148739
몽골,상용,2021,5,2,봄,1,197,1,1.0,0.0,1.0,1.0,1.0833333333333333,0.0,13,2,2,134.39375965515399,169.05039120476252,93.01103552618021,132.15172879536556
몽골,상용,2021,6,2,여름,1,198,4,1.0,1.0,3.0,2.0,1.1666666666666667,33.33333333333333,13,2,3,134.88461338762812,169.64226566006826,73.28893694321451,125.93860533030363
몽골,상용,2021,7,3,여름,1,199,5,4.0,1.0,2.0,3.333333333333333,1.4166666666666667,150.0,13,2,3,134.9163107585301,169.64226566006826,77.2059924234048,127.25485628066771
몽골,상용,2021,8,3,여름,1,200,8,5.0,1.0,2.0,5.666666666666667,1.9166666666666667,300.0,13,2,3,153.8624160129026,185.44751478313597,98.91920821428992,146.0763796701095
몽골,상용,2021,9,3,가을,1,201,5,8.0,4.0,1.0,6.0,2.25,400.0,13,2,0,160.29578811895493,169.31503647897182,109.08023660781686,146.23035373524786
몽골,상용,2021,10,4,가을,1,202,5,5.0,5.0,1.0,6.0,2.583333333333333,400.0,13,2,0,145.153451014617,170.79307750681517,92.40324348070683,136.11659066737965
몽골,상용,2021,11,4,가을,1,203,4,5.0,8.0,0.0,4.666666666666667,2.9166666666666665,inf,13,2,0,133.95438606991405,168.19998545892474,78.92832146274766,127.02756433052882
몽골,상용,2021,12,4,겨울,1,204,8,4.0,5.0,1.0,5.666666666666667,3.5,700.0,13,2,1,131.21079022919824,140.82746535894256,69.90748192031928,113.98191250282004
몽골,상용,2022,1,1,겨울,1,205,6,8.0,5.0,0.0,6.0,4.0,inf,13,2,1,159.06258557064916,191.40483769425973,84.78756962864603,145.08499763118496
몽골,상용,2022,2,1,겨울,1,206,7,6.0,4.0,0.0,7.0,4.583333333333333,inf,13,2,1,145.96464457347946,182.5889462710028,100.4405408100307,142.99804388483767
몽골,상용,2022,3,1,봄,1,207,13,7.0,8.0,1.0,8.666666666666666,5.583333333333333,1200.0,13,2,2,146.94266578212398,169.85555573133956,110.49302673734186,142.4304160836018
몽골,상용,2022,4,2,봄,1,208,19,13.0,6.0,1.0,13.0,7.083333333333333,1800.0,13,2,2,136.60430294435602,169.05039120476252,84.11121060534363,129.92196825148739
몽골,상용,2022,5,2,봄,1,209,23,19.0,7.0,1.0,18.33333333333333,8.916666666666666,2200.0,13,2,2,134.39375965515399,169.05039120476252,93.01103552618021,132.15172879536556
몽골,상용,2022,6,2,여름,1,210,42,23.0,13.0,4.0,28.0,12.083333333333334,950.0,13,2,3,134.88461338762812,169.64226566006826,73.28893694321451,125.93860533030363
몽골,상용,2022,7,3,여름,0,211,43,42.0,19.0,5.0,36.0,15.25,760.0,13,2,3,134.9163107585301,169.64226566006826,77.2059924234048,127.25485628066771
몽골,상용,2022,8,3,여름,0,212,71,43.0,23.0,8.0,52.0,20.5,787.5,13,2,3,153.8624160129026,185.44751478313597,98.91920821428992,146.0763796701095
몽골,상용,2022,9,3,가을,0,213,60,71.0,42.0,5.0,58.0,25.08333333333333,1100.0,13,2,0,160.29578811895493,169.31503647897182,109.08023660781686,146.23035373524786
몽골,상용,2022,10,4,가을,0,214,30,60.0,43.0,5.0,53.66666666666666,27.166666666666668,500.0,13,2,0,145.153451014617,170.79307750681517,92.40324348070683,136.11659066737965
몽골,상용,2022,11,4,가을,0,215,37,30.0,71.0,4.0,42.333333333333336,29.916666666666668,825.0,13,2,0,133.95438606991405,168.19998545892474,78.92832146274766,127.02756433052882
몽골,상용,2022,12,4,겨울,0,216,32,37.0,60.0,8.0,33.0,31.916666666666668,300.0,13,2,1,131.21079022919824,140.82746535894256,69.90748192031928,113.98191250282004
몽골,상용,2023,1,1,겨울,0,217,45,32.0,30.0,6.0,38.0,35.166666666666664,650.0,13,2,1,159.06258557064916,191.40483769425973,84.78756962864603,145.08499763118496
몽골,상용,2023,2,1,겨울,0,218,41,45.0,37.0,7.0,39.333333333333336,38.0,485.71428571428567,13,2,1,145.96464457347946,182.5889462710028,100.4405408100307,142.99804388483767
몽골,상용,2023,3,1,봄,0,219,47,41.0,32.0,13.0,44.333333333333336,40.833333333333336,261.53846153846155,13,2,2,146.94266578212398,169.85555573133956,110.49302673734186,142.4304160836018
몽골,상용,2023,4,2,봄,0,220,38,47.0,45.0,19.0,42.0,42.41666666666666,100.0,13,2,2,136.60430294435602,169.05039120476252,84.11121060534363,129.92196825148739
몽골,상용,2023,5,2,봄,0,221,41,38.0,41.0,23.0,42.0,43.91666666666666,78.26086956521739,13,2,2,134.39375965515399,169.05039120476252,93.01103552618021,132.15172879536556
몽골,상용,2023,6,2,여름,0,222,51,41.0,47.0,42.0,43.333333333333336,44.66666666666666,21.428571428571427,13,2,3,134.88461338762812,169.64226566006826,73.28893694321451,125.93860533030363
몽골,상용,2023,7,3,여름,0,223,43,51.0,38.0,43.0,45.0,44.66666666666666,0.0,13,2,3,134.9163107585301,169.64226566006826,77.2059924234048,127.25485628066771
몽골,상용,2023,8,3,여름,0,224,83,43.0,41.0,71.0,59.0,45.66666666666666,16.901408450704224,13,2,3,153.8624160129026,185.44751478313597,98.91920821428992,146.0763796701095
몽골,상용,2023,9,3,가을,0,225,57,83.0,51.0,60.0,61.0,45.41666666666666,-5.0,13,2,0,160.29578811895493,169.31503647897182,109.08023660781686,146.23035373524786
몽골,상용,2023,10,4,가을,0,226,62,57.0,43.0,30.0,67.33333333333333,48.083333333333336,106.66666666666669,13,2,0,145.153451014617,170.79307750681517,92.40324348070683,136.11659066737965
몽골,상용,2023,11,4,가을,0,227,56,62.0,83.0,37.0,58.333333333333336,49.66666666666666,51.35135135135135,13,2,0,133.95438606991405,168.19998545892474,78.92832146274766,127.02756433052882
몽골,상용,2023,12,4,겨울,0,228,36,56.0,57.0,32.0,51.333333333333336,50.0,12.5,13,2,1,131.21079022919824,140.82746535894256,69.90748192031928,113.98191250282004
몽골,유학연수,2020,1,1,겨울,0,181,840,535.0,271.0,484.0,594.3333333333334,754.3333333333334,73.55371900826447,13,3,1,403.4037554970076,171.51863267124136,489.99570275196504,354.9726969734047
몽골,유학연수,2020,2,1,겨울,0,182,427,840.0,408.0,1152.0,600.6666666666666,693.9166666666666,-62.93402777777778,13,3,1,1015.9697419539228,198.03177136810547,1000.8103443207531,738.2706192142605
몽골,유학연수,2020,3,1,봄,1,183,357,427.0,535.0,967.0,541.3333333333334,643.0833333333334,-63.08169596690796,13,3,2,380.5181225466756,131.2399416914808,924.7964344332141,478.85149955712353
몽골,유학연수,2020,4,2,봄,1,184,359,357.0,840.0,248.0,381.0,652.3333333333334,44.75806451612903,13,3,2,223.62623505361645,117.9091829090814,234.4026101738926,191.97934271219683
몽골,유학연수,2020,5,2,봄,1,185,30,359.0,427.0,390.0,248.66666666666663,622.3333333333334,-92.3076923076923,13,3,2,336.6466506138246,117.9091829090814,358.23174759712504,270.92919370667704
몽골,유학연수,2020,6,2,여름,1,186,73,30.0,357.0,584.0,154.0,579.75,-87.5,13,3,3,367.6358420154182,120.215094051407,588.3963793489265,358.7491051385839
몽골,유학연수,2020,7,3,여름,1,187,46,73.0,359.0,740.0,49.66666666666666,521.9166666666666,-93.78378378378378,13,3,3,375.1248649924463,120.215094051407,671.407538528579,388.91583252414415
몽골,유학연수,2020,8,3,여름,1,188,482,46.0,30.0,1762.0,200.33333333333331,415.25,-72.64472190692395,13,3,3,1361.131937900272,221.73194168559408,1560.2017976303375,1047.6885590720678
몽골,유학연수,2020,9,3,가을,1,189,144,482.0,73.0,1155.0,224.0,331.0,-87.53246753246754,13,3,0,451.9356652386897,125.47573877138676,1184.0015767166713,587.1376602422492
몽골,유학연수,2020,10,4,가을,1,190,38,144.0,46.0,271.0,221.33333333333331,311.5833333333333,-85.97785977859779,13,3,0,241.47331050679267,117.87521229739318,306.9749941689314,222.10783899103907
몽골,유학연수,2020,11,4,가을,1,191,93,38.0,482.0,408.0,91.66666666666669,285.3333333333333,-77.20588235294117,13,3,0,385.43492492482477,112.4846804566344,387.3804384908627,295.10001462410725
몽골,유학연수,2020,12,4,겨울,1,192,59,93.0,144.0,535.0,63.333333333333336,245.66666666666663,-88.97196261682242,13,3,1,429.0234854287538,96.93871820780718,545.5739955750544,357.1787330705385
몽골,유학연수,2021,1,1,겨울,1,193,54,59.0,38.0,840.0,68.66666666666667,180.16666666666663,-93.57142857142856,13,3,1,403.4037554970076,171.51863267124136,489.99570275196504,354.9726969734047
몽골,유학연수,2021,2,1,겨울,1,194,245,54.0,93.0,427.0,119.33333333333331,165.0,-42.62295081967213,13,3,1,1015.9697419539228,198.03177136810547,1000.8103443207531,738.2706192142605
몽골,유학연수,2021,3,1,봄,1,195,98,245.0,59.0,357.0,132.33333333333334,143.41666666666666,-72.54901960784314,13,3,2,380.5181225466756,131.2399416914808,924.7964344332141,478.85149955712353
몽골,유학연수,2021,4,2,봄,1,196,70,98.0,54.0,359.0,137.66666666666666,119.33333333333331,-80.50139275766016,13,3,2,223.62623505361645,117.9091829090814,234.4026101738926,191.97934271219683
몽골,유학연수,2021,5,2,봄,1,197,108,70.0,245.0,30.0,92.0,125.83333333333331,260.0,13,3,2,336.6466506138246,117.9091829090814,358.23174759712504,270.92919370667704
몽골,유학연수,2021,6,2,여름,1,198,98,108.0,98.0,73.0,92.0,127.91666666666669,34.24657534246575,13,3,3,367.6358420154182,120.215094051407,588.3963793489265,358.7491051385839
몽골,유학연수,2021,7,3,여름,1,199,93,98.0,70.0,46.0,99.66666666666669,131.83333333333334,102.17391304347828,13,3,3,375.1248649924463,120.215094051407,671.407538528579,388.91583252414415
몽골,유학연수,2021,8,3,여름,1,200,669,93.0,108.0,482.0,286.6666666666667,147.41666666666666,38.79668049792532,13,3,3,1361.131937900272,221.73194168559408,1560.2017976303375,1047.6885590720678
몽골,유학연수,2021,9,3,가을,1,201,665,669.0,98.0,144.0,475.6666666666667,190.83333333333331,361.80555555555554,13,3,0,451.9356652386897,125.47573877138676,1184.0015767166713,587.1376602422492
몽골,유학연수,2021,10,4,가을,1,202,149,665.0,93.0,38.0,494.3333333333333,200.08333333333331,292.10526315789474,13,3,0,241.47331050679267,117.87521229739318,306.9749941689314,222.10783899103907
몽골,유학연수,2021,11,4,가을,1,203,171,149.0,669.0,93.0,328.3333333333333,206.58333333333331,83.87096774193549,13,3,0,385.43492492482477,112.4846804566344,387.3804384908627,295.10001462410725
몽골,유학연수,2021,12,4,겨울,1,204,576,171.0,665.0,59.0,298.6666666666667,249.66666666666663,876.271186440678,13,3,1,429.0234854287538,96.93871820780718,545.5739955750544,357.1787330705385
몽골,유학연수,2022,1,1,겨울,1,205,182,576.0,149.0,54.0,309.6666666666667,260.3333333333333,237.037037037037,13,3,1,403.4037554970076,171.51863267124136,489.99570275196504,354.9726969734047
몽골,유학연수,2022,2,1,겨울,1,206,624,182.0,171.0,245.0,460.6666666666667,291.9166666666667,154.6938775510204,13,3,1,1015.9697419539228,198.03177136810547,1000.8103443207531,738.2706192142605
몽골,유학연수,2022,3,1,봄,1,207,613,624.0,576.0,98.0,473.0,334.8333333333333,525.5102040816327,13,3,2,380.5181225466756,131.2399416914808,924.7964344332141,478.85149955712353
몽골,유학연수,2022,4,2,봄,1,208,156,613.0,182.0,70.0,464.3333333333333,342.0,122.85714285714286,13,3,2,223.62623505361645,117.9091829090814,234.4026101738926,191.97934271219683
몽골,유학연수,2022,5,2,봄,1,209,269,156.0,624.0,108.0,346.0,355.4166666666667,149.07407407407408,13,3,2,336.6466506138246,117.9091829090814,358.23174759712504,270.92919370667704
몽골,유학연수,2022,6,2,여름,1,210,504,269.0,613.0,98.0,309.6666666666667,389.25,414.28571428571433,13,3,3,367.6358420154182,120.215094051407,588.3963793489265,358.7491051385839
몽골,유학연수,2022,7,3,여름,0,211,872,504.0,156.0,93.0,548.3333333333334,454.1666666666667,837.6344086021506,13,3,3,375.1248649924463,120.215094051407,671.407538528579,388.91583252414415
몽골,유학연수,2022,8,3,여름,0,212,2053,872.0,269.0,669.0,1143.0,569.5,206.87593423019436,13,3,3,1361.131937900272,221.73194168559408,1560.2017976303375,1047.6885590720678
몽골,유학연수,2022,9,3,가을,0,213,1678,2053.0,504.0,665.0,1534.3333333333333,653.9166666666666,152.3308270676692,13,3,0,451.9356652386897,125.47573877138676,1184.0015767166713,587.1376602422492
몽골,유학연수,2022,10,4,가을,0,214,196,1678.0,872.0,149.0,1309.0,657.8333333333334,31.543624161073826,13,3,0,241.47331050679267,117.87521229739318,306.9749941689314,222.10783899103907
몽골,유학연수,2022,11,4,가을,0,215,413,196.0,2053.0,171.0,762.3333333333334,678.0,141.52046783625732,13,3,0,385.43492492482477,112.4846804566344,387.3804384908627,295.10001462410725
몽골,유학연수,2022,12,4,겨울,0,216,885,413.0,1678.0,576.0,498.0,703.75,53.645833333333336,13,3,1,429.0234854287538,96.93871820780718,545.5739955750544,357.1787330705385
몽골,유학연수,2023,1,1,겨울,0,217,594,885.0,196.0,182.0,630.6666666666666,738.0833333333334,226.3736263736264,13,3,1,403.4037554970076,171.51863267124136,489.99570275196504,354.9726969734047
몽골,유학연수,2023,2,1,겨울,0,218,975,594.0,413.0,624.0,818.0,767.3333333333334,56.25,13,3,1,1015.9697419539228,198.03177136810547,1000.8103443207531,738.2706192142605
몽골,유학연수,2023,3,1,봄,0,219,1541,975.0,885.0,613.0,1036.6666666666667,844.6666666666666,151.38662316476345,13,3,2,380.5181225466756,131.2399416914808,924.7964344332141,478.85149955712353
몽골,유학연수,2023,4,2,봄,0,220,188,1541.0,594.0,156.0,901.3333333333334,847.3333333333334,20.51282051282051,13,3,2,223.62623505361645,117.9091829090814,234.4026101738926,191.97934271219683
몽골,유학연수,2023,5,2,봄,0,221,403,188.0,975.0,269.0,710.6666666666666,858.5,49.814126394052046,13,3,2,336.6466506138246,117.9091829090814,358.23174759712504,270.92919370667704
몽골,유학연수,2023,6,2,여름,0,222,745,403.0,1541.0,504.0,445.3333333333333,878.5833333333334,47.81746031746032,13,3,3,367.6358420154182,120.215094051407,588.3963793489265,358.7491051385839
몽골,유학연수,2023,7,3,여름,0,223,1094,745.0,188.0,872.0,747.3333333333334,897.0833333333334,25.458715596330272,13,3,3,375.1248649924463,120.215094051407,671.407538528579,388.91583252414415
몽골,유학연수,2023,8,3,여름,0,224,2270,1094.0,403.0,2053.0,1369.6666666666667,915.1666666666666,10.569897710667316,13,3,3,1361.131937900272,221.73194168559408,1560.2017976303375,1047.6885590720678
몽골,유학연수,2023,9,3,가을,0,225,2172,2270.0,745.0,1678.0,1845.3333333333333,956.3333333333334,29.43980929678188,13,3,0,451.9356652386897,125.47573877138676,1184.0015767166713,587.1376602422492
몽골,유학연수,2023,10,4,가을,0,226,391,2172.0,1094.0,196.0,1611.0,972.5833333333334,99.48979591836736,13,3,0,241.47331050679267,117.87521229739318,306.9749941689314,222.10783899103907
몽골,유학연수,2023,11,4,가을,0,227,470,391.0,2270.0,413.0,1011.0,977.3333333333334,13.801452784503631,13,3,0,385.43492492482477,112.4846804566344,387.3804384908627,295.10001462410725
몽골,유학연수,2023,12,4,겨울,0,228,1113,470.0,2172.0,885.0,658.0,996.3333333333334,25.76271186440678,13,3,1,429.0234854287538,96.93871820780718,545.5739955750544,357.1787330705385
미국,공용,2020,1,1,겨울,0,181,3712,3436.0,2240.0,2578.0,3222.333333333333,2994.1666666666665,43.98758727695888,14,0,1,2359.9388067725968,1285.6983064264562,2472.995417334907,2039.5441768446533
미국,공용,2020,2,1,겨울,0,182,2200,3712.0,2519.0,1970.0,3116.0,3013.333333333333,11.6751269035533,14,0,1,2276.194605792661,1189.983388436945,2110.6075862344305,1858.9285268213455
미국,공용,2020,3,1,봄,1,183,598,2200.0,3436.0,2221.0,2170.0,2878.083333333333,-73.07519135524538,14,0,2,2174.229278691462,1424.5212680756279,2252.8776783577655,1950.5427417082853
미국,공용,2020,4,2,봄,1,184,227,598.0,3712.0,3763.0,1008.3333333333334,2583.4166666666665,-93.96757905926124,14,0,2,2947.0924451659816,1417.8034346869351,3444.4331480913197,2603.1096759814122
미국,공용,2020,5,2,봄,1,185,186,227.0,2200.0,3153.0,337.0,2336.1666666666665,-94.10085632730733,14,0,2,3075.4878059832054,1417.8034346869351,3226.4045493167387,2573.2319299956266
미국,공용,2020,6,2,여름,1,186,394,186.0,598.0,3470.0,269.0,2079.833333333333,-88.64553314121038,14,0,3,3155.9314354195776,1422.741697422715,3323.089015219941,2633.9207160207447
미국,공용,2020,7,3,여름,1,187,1092,394.0,227.0,3486.0,557.3333333333334,1880.3333333333333,-68.67469879518072,14,0,3,3155.3558935433666,1422.741697422715,3399.9771143759317,2659.3582351140044
미국,공용,2020,8,3,여름,1,188,879,1092.0,186.0,3224.0,788.3333333333334,1684.9166666666667,-72.73573200992556,14,0,3,3228.0751311711797,1627.1473094624082,3267.935810832318,2707.719417155302
미국,공용,2020,9,3,가을,1,189,639,879.0,394.0,2736.0,870.0,1510.1666666666667,-76.64473684210526,14,0,0,3350.9122585512096,1486.2709283723382,2586.2636635359986,2474.4822834865154
미국,공용,2020,10,4,가을,1,190,563,639.0,1092.0,2240.0,693.6666666666666,1370.4166666666667,-74.86607142857142,14,0,0,3500.152880853552,1499.1778771485513,2351.253129490288,2450.19462916413
미국,공용,2020,11,4,가을,1,191,632,563.0,879.0,2519.0,611.3333333333334,1213.1666666666667,-74.91067884080984,14,0,0,3274.727312287706,1476.533778910654,2544.251478952896,2431.837523383752
미국,공용,2020,12,4,겨울,1,192,619,632.0,639.0,3436.0,604.6666666666666,978.4166666666666,-81.9848661233993,14,0,1,2662.846764817096,1277.513880480237,3115.1914523159503,2351.8506992044277
미국,공용,2021,1,1,겨울,1,193,814,619.0,563.0,3712.0,688.3333333333334,736.9166666666666,-78.07112068965517,14,0,1,2359.9388067725968,1285.6983064264562,2472.995417334907,2039.5441768446533
미국,공용,2021,2,1,겨울,1,194,544,814.0,632.0,2200.0,659.0,598.9166666666666,-75.27272727272727,14,0,1,2276.194605792661,1189.983388436945,2110.6075862344305,1858.9285268213455
미국,공용,2021,3,1,봄,1,195,679,544.0,619.0,598.0,679.0,605.6666666666666,13.54515050167224,14,0,2,2174.229278691462,1424.5212680756279,2252.8776783577655,1950.5427417082853
미국,공용,2021,4,2,봄,1,196,684,679.0,814.0,227.0,635.6666666666666,643.75,201.3215859030837,14,0,2,2947.0924451659816,1417.8034346869351,3444.4331480913197,2603.1096759814122
미국,공용,2021,5,2,봄,1,197,920,684.0,544.0,186.0,761.0,704.9166666666666,394.6236559139785,14,0,2,3075.4878059832054,1417.8034346869351,3226.4045493167387,2573.2319299956266
미국,공용,2021,6,2,여름,1,198,1191,920.0,679.0,394.0,931.6666666666666,771.3333333333334,202.28426395939087,14,0,3,3155.9314354195776,1422.741697422715,3323.089015219941,2633.9207160207447
미국,공용,2021,7,3,여름,1,199,2082,1191.0,684.0,1092.0,1397.6666666666667,853.8333333333334,90.65934065934066,14,0,3,3155.3558935433666,1422.741697422715,3399.9771143759317,2659.3582351140044
미국,공용,2021,8,3,여름,1,200,2120,2082.0,920.0,879.0,1797.6666666666667,957.25,141.18316268486916,14,0,3,3228.0751311711797,1627.1473094624082,3267.935810832318,2707.719417155302
미국,공용,2021,9,3,가을,1,201,1320,2120.0,1191.0,639.0,1840.6666666666667,1014.0,106.57276995305163,14,0,0,3350.9122585512096,1486.2709283723382,2586.2636635359986,2474.4822834865154
미국,공용,2021,10,4,가을,1,202,1438,1320.0,2082.0,563.0,1626.0,1086.9166666666667,155.41740674955597,14,0,0,3500.152880853552,1499.1778771485513,2351.253129490288,2450.19462916413
미국,공용,2021,11,4,가을,1,203,1244,1438.0,2120.0,632.0,1334.0,1137.9166666666667,96.83544303797468,14,0,0,3274.727312287706,1476.533778910654,2544.251478952896,2431.837523383752
미국,공용,2021,12,4,겨울,1,204,1422,1244.0,1320.0,619.0,1368.0,1204.8333333333333,129.7253634894992,14,0,1,2662.846764817096,1277.513880480237,3115.1914523159503,2351.8506992044277
미국,공용,2022,1,1,겨울,1,205,1447,1422.0,1438.0,814.0,1371.0,1257.5833333333333,77.76412776412776,14,0,1,2359.9388067725968,1285.6983064264562,2472.995417334907,2039.5441768446533
미국,공용,2022,2,1,겨울,1,206,834,1447.0,1244.0,544.0,1234.3333333333333,1281.75,53.30882352941176,14,0,1,2276.194605792661,1189.983388436945,2110.6075862344305,1858.9285268213455
미국,공용,2022,3,1,봄,1,207,1036,834.0,1422.0,679.0,1105.6666666666667,1311.5,52.57731958762887,14,0,2,2174.229278691462,1424.5212680756279,2252.8776783577655,1950.5427417082853
