국적,목적,연도,월,분기,계절,코로나기간,시계열순서,입국자수,입국자수_1개월전,입국자수_3개월전,입국자수_12개월전,입국자수_3개월평균,입국자수_12개월평균,전년동월대비증감률,국적_encoded,목적_encoded,계절_encoded,예측_LightGBM,예측_GradientBoosting,예측_RandomForest,예측_Ensemble
그리스,관광,2020,5,2,봄,1,185,80,30.0,463.0,495.0,79.66666666666667,430.25,-83.83838383838383,0,1,2,463.91832258440866,311.52320218791806,499.00922297272314,424.8169159150166
그리스,관광,2020,6,2,여름,1,186,106,80.0,129.0,508.0,72.0,396.75,-79.13385826771653,0,1,3,467.30020113463337,312.6109650490023,511.44524214303533,430.45213610889033
그리스,관광,2020,7,3,여름,1,187,46,106.0,30.0,569.0,77.33333333333333,353.1666666666667,-91.91564147627416,0,1,3,474.95634470295244,312.6109650490023,534.041940222348,440.5364166581009
그리스,관광,2020,8,3,여름,1,188,122,46.0,80.0,508.0,91.33333333333331,321.0,-75.98425196850394,0,1,3,485.62184635610015,362.5939152021587,493.92827853309444,447.3813466971178
그리스,관광,2020,9,3,가을,1,189,78,122.0,106.0,717.0,82.0,267.75,-89.1213389121339,0,1,0,499.06198168145266,331.1337428563513,671.3487528939262,500.5148258105767
그리스,관광,2020,10,4,가을,1,190,80,78.0,46.0,695.0,93.33333333333331,216.5,-88.48920863309353,0,1,0,514.2397254394771,334.0160914077282,673.9976279913698,507.41781494619164
그리스,관광,2020,11,4,가을,1,191,59,80.0,122.0,609.0,72.33333333333333,170.66666666666666,-90.311986863711,0,1,0,464.9940795738678,328.95926621341704,624.8479354478858,472.9337604117236
그리스,관광,2020,12,4,겨울,1,192,64,59.0,78.0,476.0,67.66666666666667,136.33333333333334,-86.5546218487395,0,1,1,345.89661895597806,281.50738998653287,490.6160082339442,372.6733390588184
그리스,관광,2021,1,1,겨울,1,193,82,64.0,80.0,379.0,68.33333333333333,111.58333333333331,-78.3641160949868,0,1,1,377.49918450437076,257.31747119009367,459.0582997145943,364.6249851363529
그리스,관광,2021,2,1,겨울,1,194,70,82.0,59.0,463.0,72.0,78.83333333333333,-84.88120950323975,0,1,1,366.5690025815982,269.58940385971147,418.6195457098075,351.5926507170391
그리스,관광,2021,3,1,봄,1,195,131,70.0,64.0,129.0,94.33333333333331,79.0,1.550387596899225,0,1,2,441.86436481448646,313.0029553031637,503.37914080373275,419.4154869737943
그리스,관광,2021,4,2,봄,1,196,97,131.0,82.0,30.0,99.33333333333331,84.58333333333333,223.33333333333331,0,1,2,468.1333351305312,311.52320218791806,502.8343515347181,427.49696295105576
그리스,관광,2021,5,2,봄,1,197,81,97.0,70.0,80.0,103.0,84.66666666666667,1.25,0,1,2,463.91832258440866,311.52320218791806,499.00922297272314,424.8169159150166
