국적,목적,연도,월,분기,계절,코로나기간,시계열순서,입국자수,입국자수_1개월전,입국자수_3개월전,입국자수_12개월전,입국자수_3개월평균,입국자수_12개월평균,전년동월대비증감률,국적_encoded,목적_encoded,계절_encoded,예측_Prophet,예측_SARIMAX,예측_ExponentialSmoothing,예측_LightGBM,예측_GradientBoosting,예측_RandomForest,예측_LSTM_CPU,예측_GRU_CPU,예측_DenseNN_CPU,예측_LSTM_GPU,예측_GRU_GPU,예측_BiLSTM_GPU,예측_평균,최고모델_예측
브라질,유학연수,2020,12,4,겨울,1,192,3,2.0,3.0,22.0,2.333333333333333,14.5,-86.36363636363636,22,3,1,7745.873789243419,7128.129131546949,5630.941558074914,87.68027777452232,14.566577741440508,5.147123350839802,2930.4532004830917,2473.024456521739,2076.879679951691,4023.914553140097,2950.605072463768,4665.624698067633,3311.0700098633424,14.566577741440508
브라질,유학연수,2021,1,1,겨울,1,193,15,3.0,2.0,35.0,6.666666666666667,12.833333333333334,-57.14285714285714,22,3,1,7745.873789243419,7128.129131546949,5630.941558074914,87.68027777452232,15.265306987066243,9.132931947025675,2930.4532004830917,2473.024456521739,2076.879679951691,4023.914553140097,2950.605072463768,4665.624698067633,3311.4603880168265,15.265306987066243
브라질,유학연수,2021,2,1,겨울,1,194,51,15.0,2.0,71.0,23.0,11.166666666666666,-28.169014084507044,22,3,1,7745.873789243419,7128.129131546949,5630.941558074914,87.68027777452232,21.353055956227806,28.98901550285449,2930.4532004830917,2473.024456521739,2076.879679951691,4023.914553140097,2950.605072463768,4665.624698067633,3313.622374060576,21.353055956227806
브라질,유학연수,2021,3,1,봄,1,195,4,51.0,3.0,18.0,23.33333333333333,10.0,-77.77777777777779,22,3,2,7745.873789243419,7128.129131546949,5630.941558074914,87.68027777452232,26.231828525669293,26.304489861245983,2930.4532004830917,2473.024456521739,2076.879679951691,4023.914553140097,2950.605072463768,4665.624698067633,3313.8052279712283,26.231828525669293
브라질,유학연수,2021,4,2,봄,1,196,1,4.0,15.0,3.0,18.666666666666668,9.833333333333334,-66.66666666666666,22,3,2,7745.873789243419,7128.129131546949,5630.941558074914,87.68027777452232,17.44764090318526,13.402487680857435,2930.4532004830917,2473.024456521739,2076.879679951691,4023.914553140097,2950.605072463768,4665.624698067633,3311.9980454876554,17.44764090318526
브라질,유학연수,2021,5,2,봄,1,197,10,1.0,51.0,0.0,5.0,10.666666666666666,inf,22,3,2,7745.873789243419,7128.129131546949,5630.941558074914,87.68027777452232,15.031387879008866,8.675956128294263,2930.4532004830917,2473.024456521739,2076.879679951691,4023.914553140097,2950.605072463768,4665.624698067633,3311.4028134395935,15.031387879008866
브라질,유학연수,2021,6,2,여름,1,198,1,10.0,4.0,3.0,4.0,10.5,-66.66666666666666,22,3,3,7745.873789243419,7128.129131546949,5630.941558074914,87.68027777452232,15.031387879008866,8.017751518486262,2930.4532004830917,2473.024456521739,2076.879679951691,4023.914553140097,2950.605072463768,4665.624698067633,3311.347963055443,15.031387879008866
브라질,유학연수,2021,7,3,여름,1,199,8,1.0,1.0,1.0,6.333333333333333,11.083333333333334,700.0,22,3,3,7745.873789243419,7128.129131546949,5630.941558074914,87.68027777452232,15.265306987066243,9.524131108628266,2930.4532004830917,2473.024456521739,2076.879679951691,4023.914553140097,2950.605072463768,4665.624698067633,3311.49298794696,15.265306987066243
브라질,유학연수,2021,8,3,여름,1,200,67,8.0,10.0,33.0,25.33333333333333,13.916666666666666,103.03030303030305,22,3,3,7745.873789243419,7128.129131546949,5630.941558074914,87.68027777452232,21.353055956227806,35.894020293608804,2930.4532004830917,2473.024456521739,2076.879679951691,4023.914553140097,2950.605072463768,4665.624698067633,3314.1977911264717,21.353055956227806
브라질,유학연수,2021,9,3,가을,1,201,8,67.0,1.0,3.0,27.666666666666668,14.333333333333334,166.66666666666669,22,3,0,7745.873789243419,7128.129131546949,5630.941558074914,87.68027777452232,23.444938527132184,17.263353481985934,2930.4532004830917,2473.024456521739,2076.879679951691,4023.914553140097,2950.605072463768,4665.624698067633,3312.819559106412,23.444938527132184
브라질,유학연수,2021,10,4,가을,1,202,3,8.0,8.0,2.0,26.0,14.416666666666666,50.0,22,3,0,7745.873789243419,7128.129131546949,5630.941558074914,87.68027777452232,17.44764090318526,14.609496310462342,2930.4532004830917,2473.024456521739,2076.879679951691,4023.914553140097,2950.605072463768,4665.624698067633,3312.098629540122,17.44764090318526
브라질,유학연수,2021,11,4,가을,1,203,8,3.0,67.0,2.0,6.333333333333333,14.916666666666666,300.0,22,3,0,7745.873789243419,7128.129131546949,5630.941558074914,87.68027777452232,14.800496849497886,10.129252156482032,2930.4532004830917,2473.024456521739,2076.879679951691,4023.914553140097,2950.605072463768,4665.624698067633,3311.504680522817,14.800496849497886
브라질,유학연수,2021,12,4,겨울,1,204,11,8.0,8.0,3.0,7.333333333333333,15.583333333333334,266.66666666666663,22,3,1,7745.873789243419,7128.129131546949,5630.941558074914,87.68027777452232,14.800496849497886,9.542820194157411,2930.4532004830917,2473.024456521739,2076.879679951691,4023.914553140097,2950.605072463768,4665.624698067633,3311.4558111926235,14.800496849497886
브라질,유학연수,2022,1,1,겨울,1,205,27,11.0,3.0,15.0,15.333333333333334,16.583333333333332,80.0,22,3,1,7745.873789243419,7128.129131546949,5630.941558074914,87.68027777452232,17.07110047689384,15.848770225163255,2930.4532004830917,2473.024456521739,2076.879679951691,4023.914553140097,2950.605072463768,4665.624698067633,3312.1705239974895,17.07110047689384
브라질,유학연수,2022,2,1,겨울,1,206,95,27.0,8.0,51.0,44.333333333333336,20.25,86.27450980392157,22,3,1,7745.873789243419,7128.129131546949,5630.941558074914,94.87758007898971,30.297242170905964,53.96285224715797,2930.4532004830917,2473.024456521739,2076.879679951691,4023.914553140097,2950.605072463768,4665.624698067633,3317.0486511658623,30.297242170905964
브라질,유학연수,2022,3,1,봄,1,207,15,95.0,11.0,4.0,45.66666666666666,21.166666666666668,275.0,22,3,2,7745.873789243419,7128.129131546949,5630.941558074914,98.62615462109075,32.27460646913634,26.52159265559735,2930.4532004830917,2473.024456521739,2076.879679951691,4023.914553140097,2950.605072463768,4665.624698067633,3315.239041103261,32.27460646913634
브라질,유학연수,2022,4,2,봄,1,208,5,15.0,27.0,1.0,38.333333333333336,21.5,400.0,22,3,2,7745.873789243419,7128.129131546949,5630.941558074914,91.57867871647632,23.776049968443772,23.083991261783247,2930.4532004830917,2473.024456521739,2076.879679951691,4023.914553140097,2950.605072463768,4665.624698067633,3313.6570716200004,23.776049968443772
브라질,유학연수,2022,5,2,봄,1,209,24,5.0,95.0,10.0,14.666666666666666,22.666666666666668,140.0,22,3,2,7745.873789243419,7128.129131546949,5630.941558074914,87.68027777452232,17.07110047689384,15.476557759240029,2930.4532004830917,2473.024456521739,2076.879679951691,4023.914553140097,2950.605072463768,4665.624698067633,3312.139506291997,17.07110047689384
브라질,유학연수,2022,6,2,여름,1,210,14,24.0,15.0,1.0,14.333333333333334,23.75,1300.0,22,3,3,7745.873789243419,7128.129131546949,5630.941558074914,87.68027777452232,17.07110047689384,17.240860793528263,2930.4532004830917,2473.024456521739,2076.879679951691,4023.914553140097,2950.605072463768,4665.624698067633,3312.2865315448544,17.07110047689384
브라질,유학연수,2022,7,3,여름,0,211,13,14.0,5.0,8.0,17.0,24.166666666666668,62.5,22,3,3,7745.873789243419,7128.129131546949,5630.941558074914,87.68027777452232,17.83641491758765,20.70925435227051,2930.4532004830917,2473.024456521739,2076.879679951691,4023.914553140097,2950.605072463768,4665.624698067633,3312.639340544807,17.83641491758765
브라질,유학연수,2022,8,3,여름,0,212,120,13.0,24.0,67.0,49.0,28.58333333333333,79.1044776119403,22,3,3,7745.873789243419,7128.129131546949,5630.941558074914,97.75237158385649,35.58529828409681,75.33195041702311,2930.4532004830917,2473.024456521739,2076.879679951691,4023.914553140097,2950.605072463768,4665.624698067633,3319.5096466481905,35.58529828409681
브라질,유학연수,2022,9,3,가을,0,213,16,120.0,14.0,8.0,49.66666666666666,29.25,100.0,22,3,0,7745.873789243419,7128.129131546949,5630.941558074914,101.50094612595753,35.91133245943485,28.875395679467882,2930.4532004830917,2473.024456521739,2076.879679951691,4023.914553140097,2950.605072463768,4665.624698067633,3315.9778178131805,35.91133245943485
브라질,유학연수,2022,10,4,가을,0,214,6,16.0,13.0,3.0,47.333333333333336,29.5,100.0,22,3,0,7745.873789243419,7128.129131546949,5630.941558074914,97.75237158385649,30.64378587559094,25.738478297918146,2930.4532004830917,2473.024456521739,2076.879679951691,4023.914553140097,2950.605072463768,4665.624698067633,3314.9650646042223,30.64378587559094
브라질,유학연수,2022,11,4,가을,0,215,12,6.0,120.0,8.0,11.333333333333334,29.83333333333333,50.0,22,3,0,7745.873789243419,7128.129131546949,5630.941558074914,87.68027777452232,15.739412846817169,17.719942499042258,2930.4532004830917,2473.024456521739,2076.879679951691,4023.914553140097,2950.605072463768,4665.624698067633,3312.2154810511406,15.739412846817169
