국적,목적,연도,월,분기,계절,코로나기간,시계열순서,입국자수,입국자수_1개월전,입국자수_3개월전,입국자수_12개월전,입국자수_3개월평균,입국자수_12개월평균,전년동월대비증감률,국적_encoded,목적_encoded,계절_encoded,date,trend,lag_1,lag_3,lag_6,lag_12,ma_3,ma_6,ma_12,sin_month,cos_month,vs_lag12,vs_ma12,nat_mean,nat_std,pur_mean,pur_std,예측_LightGBM,예측_GradientBoosting,예측_RandomForest,예측_Weighted_Ensemble
사우디아라비아,관광,2020,1,1,겨울,0,181,778,548.0,716.0,367.0,701.3333333333334,1066.0,111.9891008174387,23,1,1,2020-01-01,180,548.0,716.0,2053.0,367.0,701.3333333333334,1007.6666666666666,1066.0,0.49999999999999994,0.8660254037844387,2.114130434782609,0.7291471415182755,167.4448087431694,377.8259963898284,10891.25741769408,43095.18402964217,1311.5220836341687,648.5903606279127,720.8893877416085,887.9181881984705
사우디아라비아,관광,2020,2,1,겨울,0,182,200,778.0,778.0,317.0,508.6666666666667,1056.25,-36.90851735015773,23,1,1,2020-02-01,181,778.0,778.0,2368.0,317.0,508.6666666666667,646.3333333333334,1056.25,0.8660254037844386,0.5000000000000001,0.6289308176100629,0.18917001655237645,167.4448087431694,377.8259963898284,10891.25741769408,43095.18402964217,1226.9103463587126,528.967421779968,570.6399691885272,769.3994938393084
사우디아라비아,관광,2020,3,1,봄,1,183,10,200.0,548.0,563.0,329.3333333333333,1010.1666666666666,-98.22380106571936,23,1,2,2020-03-01,182,200.0,548.0,858.0,563.0,329.3333333333333,505.0,1010.1666666666666,1.0,6.123233995736766e-17,0.01773049645390071,0.009889566507334762,167.4448087431694,377.8259963898284,10891.25741769408,43095.18402964217,1016.8885181274144,373.7398955153774,439.71451149418107,604.5302858313955
사우디아라비아,관광,2020,6,2,여름,1,186,1,0.0,10.0,2597.0,0.3333333333333333,692.5,-99.96149403157489,23,1,3,2020-06-01,183,10.0,778.0,716.0,928.0,70.33333333333333,385.8333333333333,932.9166666666666,1.2246467991473532e-16,-1.0,0.001076426264800861,0.0010707593468367986,167.4448087431694,377.8259963898284,10891.25741769408,43095.18402964217,865.971250794989,170.37722153372988,391.009163808371,469.9792545552514
사우디아라비아,관광,2020,7,3,여름,1,187,4,1.0,0.0,2053.0,1.6666666666666667,521.75,-99.80516317584024,23,1,3,2020-07-01,184,1.0,200.0,778.0,288.0,5.0,256.8333333333333,909.25,-0.4999999999999997,-0.8660254037844388,0.01384083044982699,0.004394397143641857,167.4448087431694,377.8259963898284,10891.25741769408,43095.18402964217,831.2146460794496,116.25399031899633,234.84719154610775,387.9683131772672
사우디아라비아,관광,2020,10,4,가을,1,190,1,0.0,4.0,716.0,0.3333333333333333,193.33333333333331,-99.86033519553072,23,1,0,2020-10-01,185,4.0,10.0,548.0,2597.0,2.0,165.66666666666666,692.9166666666666,-0.8660254037844386,0.5000000000000001,0.00038491147036181676,0.0014410952323766063,167.4448087431694,377.8259963898284,10891.25741769408,43095.18402964217,892.9517341583137,216.95508562168283,374.0762740854484,488.92866933598935
사우디아라비아,관광,2020,11,4,가을,1,191,1,1.0,0.0,778.0,0.6666666666666666,128.58333333333334,-99.87146529562982,23,1,0,2020-11-01,186,1.0,1.0,778.0,2053.0,2.0,36.166666666666664,521.9166666666666,-0.5000000000000004,0.8660254037844384,0.0004868549172346641,0.0019123505976095618,167.4448087431694,377.8259963898284,10891.25741769408,43095.18402964217,892.9517341583137,166.89050446262135,321.44563123792886,454.25024310289484
사우디아라비아,관광,2021,1,1,겨울,1,193,1,0.0,1.0,778.0,0.6666666666666666,18.166666666666668,-99.87146529562982,23,1,1,2021-01-01,187,1.0,4.0,200.0,2368.0,1.0,3.0,324.6666666666667,0.49999999999999994,0.8660254037844387,0.00042211903756859433,0.0030706243602865915,167.4448087431694,377.8259963898284,10891.25741769408,43095.18402964217,878.283124166544,201.21346632747245,246.296610578729,436.01453290081946
사우디아라비아,관광,2021,4,2,봄,1,196,1,0.0,1.0,0.0,0.3333333333333333,0.75,inf,23,1,2,2021-04-01,188,1.0,1.0,10.0,858.0,1.0,1.5,253.25,0.8660254037844387,-0.4999999999999998,0.0011641443538998836,0.003933136676499509,167.4448087431694,377.8259963898284,10891.25741769408,43095.18402964217,851.3026408032193,126.27023668499382,134.61016611241976,364.32975977085385
사우디아라비아,관광,2021,5,2,봄,1,197,4,1.0,0.0,0.0,1.6666666666666667,1.0833333333333333,inf,23,1,2,2021-05-01,189,1.0,1.0,1.0,716.0,2.0,2.0,193.91666666666666,0.49999999999999994,-0.8660254037844387,0.005578800557880056,0.020521590423257803,167.4448087431694,377.8259963898284,10891.25741769408,43095.18402964217,851.3026408032193,126.27023668499382,123.04234007014439,360.4557817572859
사우디아라비아,관광,2021,6,2,여름,1,198,3,4.0,0.0,1.0,2.6666666666666665,1.25,200.0,23,1,3,2021-06-01,190,4.0,1.0,4.0,778.0,2.6666666666666665,1.8333333333333333,129.33333333333334,1.2246467991473532e-16,-1.0,0.0038510911424903724,0.02301790281329923,167.4448087431694,377.8259963898284,10891.25741769408,43095.18402964217,851.3026408032193,126.27023668499382,111.55989425496409,356.61039694017074
사우디아라비아,관광,2021,7,3,여름,1,199,6,3.0,1.0,4.0,4.333333333333333,1.4166666666666667,50.0,23,1,3,2021-07-01,191,3.0,1.0,1.0,548.0,4.333333333333333,2.6666666666666665,84.16666666666667,-0.4999999999999997,-0.8660254037844388,0.01092896174863388,0.07045009784735812,167.4448087431694,377.8259963898284,10891.25741769408,43095.18402964217,851.3026408032193,126.27023668499382,93.98992087447473,350.7263448869811
사우디아라비아,관광,2021,8,3,여름,1,200,1,6.0,4.0,0.0,3.333333333333333,1.5,inf,23,1,3,2021-08-01,192,6.0,4.0,1.0,778.0,3.3333333333333335,2.6666666666666665,19.416666666666668,-0.8660254037844385,-0.5000000000000004,0.0012836970474967907,0.04897959183673469,167.4448087431694,377.8259963898284,10891.25741769408,43095.18402964217,851.3026408032193,126.27023668499382,102.22704178091618,353.4848947795916
사우디아라비아,관광,2021,9,3,가을,1,201,1,1.0,3.0,0.0,2.6666666666666665,1.5833333333333333,inf,23,1,0,2021-09-01,193,1.0,3.0,1.0,200.0,2.6666666666666665,2.6666666666666665,2.8333333333333335,-1.0,-1.8369701987210297e-16,0.004975124378109453,0.2608695652173913,167.4448087431694,377.8259963898284,10891.25741769408,43095.18402964217,803.3275503329954,77.924076595782,61.600186335631044,307.8442805870148
사우디아라비아,관광,2021,10,4,가을,1,202,11,1.0,6.0,1.0,4.333333333333333,2.4166666666666665,1000.0,23,1,0,2021-10-01,194,1.0,6.0,1.0,10.0,4.333333333333333,4.333333333333333,2.9166666666666665,-0.8660254037844386,0.5000000000000001,1.0,2.8085106382978724,167.4448087431694,377.8259963898284,10891.25741769408,43095.18402964217,803.3275503329954,98.96170900743275,57.323433387990235,313.5777916375765
사우디아라비아,관광,2021,11,4,가을,1,203,10,11.0,1.0,1.0,7.333333333333333,3.1666666666666665,900.0,23,1,0,2021-11-01,195,11.0,1.0,4.0,1.0,7.333333333333333,5.333333333333333,3.6666666666666665,-0.5000000000000004,0.8660254037844384,5.0,2.1428571428571432,167.4448087431694,377.8259963898284,10891.25741769408,43095.18402964217,803.3275503329954,103.839575271853,59.47130327067942,315.95857856641754
사우디아라비아,관광,2021,12,4,겨울,1,204,5,10.0,1.0,0.0,8.666666666666666,3.583333333333333,inf,23,1,1,2021-12-01,196,10.0,1.0,3.0,4.0,8.666666666666666,5.666666666666667,3.75,-2.4492935982947064e-16,1.0,1.0,1.0526315789473684,167.4448087431694,377.8259963898284,10891.25741769408,43095.18402964217,803.3275503329954,82.26793791203416,54.16500888465616,306.83388611211035
사우디아라비아,관광,2022,1,1,겨울,1,205,4,5.0,11.0,1.0,6.333333333333333,3.8333333333333335,300.0,23,1,1,2022-01-01,197,5.0,11.0,6.0,1.0,6.333333333333333,5.333333333333333,4.0,0.49999999999999994,0.8660254037844387,2.0,0.8,167.4448087431694,377.8259963898284,10891.25741769408,43095.18402964217,803.3275503329954,80.68941983919197,47.44292693308684,304.04504217284386
사우디아라비아,관광,2022,2,1,겨울,1,206,1,4.0,10.0,0.0,3.333333333333333,3.9166666666666665,inf,23,1,1,2022-02-01,198,4.0,10.0,1.0,1.0,3.3333333333333335,5.333333333333333,4.0,0.8660254037844386,0.5000000000000001,0.5,0.2,167.4448087431694,377.8259963898284,10891.25741769408,43095.18402964217,803.3275503329954,72.64147952282235,45.24620567793058,300.5681159458806
사우디아라비아,관광,2022,3,1,봄,1,207,1,1.0,5.0,0.0,2.0,4.0,inf,23,1,2,2022-03-01,199,1.0,5.0,1.0,1.0,2.0,5.333333333333333,4.0,1.0,6.123233995736766e-17,0.5,0.2,167.4448087431694,377.8259963898284,10891.25741769408,43095.18402964217,803.3275503329954,72.64317901664427,47.262136504042246,301.2438149060979
사우디아라비아,관광,2022,4,2,봄,1,208,9,1.0,4.0,1.0,3.6666666666666665,4.666666666666667,800.0,23,1,2,2022-04-01,200,1.0,4.0,11.0,1.0,3.6666666666666665,5.0,4.666666666666667,0.8660254037844387,-0.4999999999999998,4.5,1.588235294117647,167.4448087431694,377.8259963898284,10891.25741769408,43095.18402964217,803.3275503329954,102.49026394746582,58.434804440286584,315.1518652762127
사우디아라비아,관광,2022,5,2,봄,1,209,290,9.0,1.0,4.0,100.0,28.5,7150.0,23,1,2,2022-05-01,201,9.0,1.0,10.0,4.0,100.0,51.666666666666664,28.5,0.49999999999999994,-0.8660254037844387,58.0,9.830508474576272,167.4448087431694,377.8259963898284,10891.25741769408,43095.18402964217,803.3275503329954,408.2536102944948,138.79919311901693,446.2133178893094
사우디아라비아,관광,2022,6,2,여름,1,210,498,290.0,1.0,3.0,265.6666666666667,69.75,16500.0,23,1,3,2022-06-01,202,290.0,1.0,5.0,3.0,265.6666666666667,133.83333333333334,69.75,1.2246467991473532e-16,-1.0,124.5,7.03886925795053,167.4448087431694,377.8259963898284,10891.25741769408,43095.18402964217,892.4378687075159,317.8136552954777,280.3565041741205,491.72996493502455
사우디아라비아,관광,2022,7,3,여름,0,211,715,498.0,9.0,6.0,501.0,128.83333333333334,11816.666666666668,23,1,3,2022-07-01,203,498.0,9.0,4.0,6.0,501.0,252.33333333333334,128.83333333333334,-0.4999999999999997,-0.8660254037844388,102.14285714285714,5.507060333761232,167.4448087431694,377.8259963898284,10891.25741769408,43095.18402964217,1040.5395862397597,516.6268689478753,484.1531213507057,675.7566551463817
사우디아라비아,관광,2022,8,3,여름,0,212,906,715.0,290.0,1.0,706.3333333333334,204.25,90500.0,23,1,3,2022-08-01,204,715.0,290.0,1.0,1.0,706.3333333333334,403.1666666666667,204.25,-0.8660254037844385,-0.5000000000000004,453.0,4.414129110840438,167.4448087431694,377.8259963898284,10891.25741769408,43095.18402964217,1115.4510907400831,689.822749813864,636.531061180171,810.0883611683829
사우디아라비아,관광,2022,9,3,가을,0,213,797,906.0,498.0,1.0,806.0,270.5833333333333,79600.0,23,1,0,2022-09-01,205,906.0,498.0,1.0,1.0,806.0,535.8333333333334,270.5833333333333,-1.0,-1.8369701987210297e-16,398.5,2.93464252838294,167.4448087431694,377.8259963898284,10891.25741769408,43095.18402964217,1203.0313785058122,833.6496386350955,721.697311590424,916.018723021857
사우디아라비아,관광,2022,10,4,가을,0,214,1007,797.0,715.0,11.0,903.3333333333334,353.5833333333333,9054.545454545454,23,1,0,2022-10-01,206,797.0,715.0,9.0,11.0,903.3333333333334,702.1666666666666,353.5833333333333,-0.8660254037844386,0.5000000000000001,83.91666666666667,2.839952996474736,167.4448087431694,377.8259963898284,10891.25741769408,43095.18402964217,1182.6604758184092,998.8826391757959,845.3657884314966,1007.105267047571
사우디아라비아,관광,2022,11,4,가을,0,215,1855,1007.0,906.0,10.0,1219.6666666666667,507.3333333333333,18450.0,23,1,0,2022-11-01,207,1007.0,906.0,290.0,10.0,1219.6666666666667,963.0,507.3333333333333,-0.5000000000000004,0.8660254037844384,168.63636363636363,3.6491803278688524,167.4448087431694,377.8259963898284,10891.25741769408,43095.18402964217,1383.2651021296172,1125.1160698981032,975.3614292012007,1158.7314227636539
사우디아라비아,관광,2022,12,4,겨울,0,216,478,1855.0,797.0,5.0,1113.3333333333333,546.75,9460.0,23,1,1,2022-12-01,208,1855.0,797.0,498.0,5.0,1113.3333333333333,959.6666666666666,546.75,-2.4492935982947064e-16,1.0,79.66666666666667,0.8726608854404382,167.4448087431694,377.8259963898284,10891.25741769408,43095.18402964217,1928.6207467973215,1288.3387558984787,850.2592574925881,1349.395014686772
사우디아라비아,관광,2023,1,1,겨울,0,217,244,478.0,1007.0,4.0,859.0,566.75,6000.0,23,1,1,2023-01-01,209,478.0,1007.0,715.0,4.0,859.0,881.1666666666666,566.75,0.49999999999999994,0.8660254037844387,48.8,0.42976662263320126,167.4448087431694,377.8259963898284,10891.25741769408,43095.18402964217,1150.9695977531067,638.0151433077417,667.3851180950978,814.3000689211726
사우디아라비아,관광,2023,2,1,겨울,0,218,457,244.0,1855.0,1.0,393.0,604.75,45600.0,23,1,1,2023-02-01,210,244.0,1855.0,906.0,1.0,393.0,806.3333333333334,604.75,0.8660254037844386,0.5000000000000001,228.5,0.754436648782501,167.4448087431694,377.8259963898284,10891.25741769408,43095.18402964217,998.4854246644937,358.5895332012117,487.78643657196335,609.4971102489602
사우디아라비아,관광,2023,3,1,봄,0,219,1147,457.0,478.0,1.0,616.0,700.25,114600.0,23,1,2,2023-03-01,211,457.0,478.0,797.0,1.0,616.0,864.6666666666666,700.25,1.0,6.123233995736766e-17,573.5,1.635650623885918,167.4448087431694,377.8259963898284,10891.25741769408,43095.18402964217,1130.1197007318526,770.3892706166089,799.1419099020112,896.7476270141901
사우디아라비아,관광,2023,4,2,봄,0,220,1049,1147.0,244.0,9.0,884.3333333333334,786.9166666666666,11555.555555555557,23,1,2,2023-04-01,212,1147.0,244.0,1007.0,9.0,884.3333333333334,871.6666666666666,786.9166666666666,0.8660254037844387,-0.4999999999999998,104.9,1.3313590692755157,167.4448087431694,377.8259963898284,10891.25741769408,43095.18402964217,1469.6204924138615,1244.7430821973323,943.1858505327509,1216.7245437323181
사우디아라비아,관광,2023,5,2,봄,0,221,1521,1049.0,457.0,290.0,1239.0,889.5,424.4827586206897,23,1,2,2023-05-01,213,1049.0,457.0,1855.0,290.0,1239.0,816.0,889.5,0.49999999999999994,-0.8660254037844387,5.22680412371134,1.7080291970802919,167.4448087431694,377.8259963898284,10891.25741769408,43095.18402964217,1565.2236703348754,1318.9763864867937,1234.2853896107072,1370.5190536247087
사우디아라비아,관광,2023,6,2,여름,0,222,1475,1521.0,1147.0,498.0,1348.3333333333333,970.9166666666666,196.1847389558233,23,1,3,2023-06-01,214,1521.0,1147.0,478.0,498.0,1348.3333333333333,982.1666666666666,970.9166666666666,1.2246467991473532e-16,-1.0,2.9559118236472948,1.5176198233730602,167.4448087431694,377.8259963898284,10891.25741769408,43095.18402964217,1830.84619906006,1556.1456715629695,1259.1660001424095,1545.8272804541668
사우디아라비아,관광,2023,7,3,여름,0,223,2254,1475.0,1049.0,715.0,1750.0,1099.1666666666667,215.24475524475525,23,1,3,2023-07-01,215,1475.0,1049.0,244.0,715.0,1750.0,1317.1666666666667,1099.1666666666667,-0.4999999999999997,-0.8660254037844388,3.14804469273743,2.048780487804878,167.4448087431694,377.8259963898284,10891.25741769408,43095.18402964217,1821.653192147767,1646.397439850373,1589.4280430672409,1684.1877442342052
사우디아라비아,관광,2023,8,3,여름,0,224,1100,2254.0,1521.0,906.0,1609.6666666666667,1115.3333333333333,21.41280353200883,23,1,3,2023-08-01,216,2254.0,1521.0,457.0,906.0,1609.6666666666667,1424.3333333333333,1115.3333333333333,-0.8660254037844385,-0.5000000000000004,1.2127894156560088,0.9853687667960586,167.4448087431694,377.8259963898284,10891.25741769408,43095.18402964217,2010.5375869735617,1519.5429148082715,1309.4995866350735,1608.5243710301017
사우디아라비아,관광,2023,9,3,가을,0,225,1287,1100.0,1475.0,797.0,1547.0,1156.1666666666667,61.480552070263485,23,1,0,2023-09-01,217,1100.0,1475.0,1147.0,797.0,1547.0,1447.6666666666667,1156.1666666666667,-1.0,-1.8369701987210297e-16,1.612781954887218,1.1121993374621921,167.4448087431694,377.8259963898284,10891.25741769408,43095.18402964217,1680.5126013492365,1278.86662226639,1380.5191007979797,1443.2398085075663
사우디아라비아,관광,2023,10,4,가을,0,226,1341,1287.0,2254.0,1007.0,1242.6666666666667,1184.0,33.16782522343595,23,1,0,2023-10-01,218,1287.0,2254.0,1049.0,1007.0,1242.6666666666667,1496.3333333333333,1184.0,-0.8660254037844386,0.5000000000000001,1.3303571428571428,1.1316455696202532,167.4448087431694,377.8259963898284,10891.25741769408,43095.18402964217,1713.45636512187,1298.4017230488803,1371.9033934591305,1457.6984066459008
사우디아라비아,관광,2023,11,4,가을,0,227,1661,1341.0,1100.0,1855.0,1429.6666666666667,1167.8333333333333,-10.45822102425876,23,1,0,2023-11-01,219,1341.0,1100.0,1521.0,1855.0,1429.6666666666667,1519.6666666666667,1167.8333333333333,-0.5000000000000004,0.8660254037844384,0.8949353448275862,1.421075146157137,167.4448087431694,377.8259963898284,10891.25741769408,43095.18402964217,1889.9587869811414,1598.096274745367,1624.8767318385544,1701.7716285939791
사우디아라비아,관광,2023,12,4,겨울,0,228,975,1661.0,1287.0,478.0,1325.6666666666667,1209.25,103.97489539748956,23,1,1,2023-12-01,220,1661.0,1287.0,1475.0,478.0,1325.6666666666667,1436.3333333333333,1209.25,-2.4492935982947064e-16,1.0,2.035490605427975,0.8056186738277216,167.4448087431694,377.8259963898284,10891.25741769408,43095.18402964217,2026.7010694344651,1382.596144700254,1058.1202502890626,1482.9379046822737
사우디아라비아,상용,2020,1,1,겨울,0,181,43,28.0,17.0,22.0,28.666666666666668,15.083333333333334,95.45454545454544,23,2,1,2020-01-01,180,28.0,17.0,3.0,22.0,28.666666666666668,21.5,15.083333333333334,0.49999999999999994,0.8660254037844387,1.8695652173913044,2.6735751295336785,167.4448087431694,377.8259963898284,316.55936289910136,1182.603552534231,787.6854759996638,42.79025338421236,33.07387454358275,281.2481618216218
사우디아라비아,상용,2020,2,1,겨울,0,182,28,43.0,15.0,15.0,33.0,16.166666666666668,86.66666666666667,23,2,1,2020-02-01,181,43.0,15.0,10.0,15.0,33.0,24.5,16.166666666666668,0.8660254037844386,0.5000000000000001,1.75,1.6310679611650485,167.4448087431694,377.8259963898284,316.55936289910136,1182.603552534231,787.6854759996638,41.05001693678938,28.850437937243562,279.2410114949068
사우디아라비아,상용,2020,3,1,봄,1,183,4,28.0,28.0,7.0,25.0,15.916666666666666,-42.85714285714285,23,2,2,2020-03-01,182,28.0,28.0,16.0,7.0,25.0,22.5,15.916666666666666,1.0,6.123233995736766e-17,0.5,0.2364532019704434,167.4448087431694,377.8259963898284,316.55936289910136,1182.603552534231,787.6854759996638,10.210305063416467,16.252537738615676,264.51755649402594
사우디아라비아,상용,2020,4,2,봄,1,184,5,4.0,43.0,11.0,12.333333333333334,15.416666666666666,-54.54545454545454,23,2,2,2020-04-01,183,4.0,43.0,17.0,11.0,12.333333333333334,20.5,15.416666666666666,0.8660254037844387,-0.4999999999999998,0.4166666666666667,0.30456852791878175,167.4448087431694,377.8259963898284,316.55936289910136,1182.603552534231,787.6854759996638,10.208605569594566,13.027614565267946,263.43697508185545
사우디아라비아,상용,2020,6,2,여름,1,186,1,0.0,4.0,12.0,2.0,14.166666666666666,-91.66666666666666,23,2,3,2020-06-01,184,5.0,28.0,15.0,4.0,3.3333333333333335,18.166666666666668,15.166666666666666,1.2246467991473532e-16,-1.0,0.2,0.06185567010309279,167.4448087431694,377.8259963898284,316.55936289910136,1182.603552534231,787.6854759996638,10.208605569594566,9.660636696579363,262.3093994952413
사우디아라비아,상용,2020,8,3,여름,1,188,1,0.0,0.0,10.0,0.6666666666666666,13.166666666666666,-90.0,23,2,3,2020-08-01,185,1.0,4.0,28.0,12.0,2.3333333333333335,13.666666666666666,14.25,-0.8660254037844385,-0.5000000000000004,0.07692307692307693,0.06557377049180328,167.4448087431694,377.8259963898284,316.55936289910136,1182.603552534231,787.6854759996638,11.054441133483031,9.51612862146999,262.5491103260692
사우디아라비아,상용,2020,9,3,가을,1,189,1,1.0,1.0,16.0,0.6666666666666666,11.916666666666666,-93.75,23,2,0,2020-09-01,186,1.0,5.0,43.0,3.0,1.0,6.666666666666667,14.083333333333334,-1.0,-1.8369701987210297e-16,0.25,0.06629834254143646,167.4448087431694,377.8259963898284,316.55936289910136,1182.603552534231,787.6854759996638,11.054441133483031,8.35658011386472,262.16078624445595
사우디아라비아,상용,2020,10,4,가을,1,190,28,1.0,0.0,17.0,10.0,12.833333333333334,64.70588235294117,23,2,0,2020-10-01,187,1.0,1.0,28.0,10.0,10.0,6.666666666666667,15.583333333333334,-0.8660254037844386,0.5000000000000001,2.5454545454545454,1.6884422110552761,167.4448087431694,377.8259963898284,316.55936289910136,1182.603552534231,787.6854759996638,39.79973155943413,15.360771398130266,274.2975557856838
사우디아라비아,상용,2020,11,4,가을,1,191,4,28.0,1.0,15.0,11.0,11.916666666666666,-73.33333333333333,23,2,0,2020-11-01,188,28.0,1.0,4.0,16.0,11.0,6.666666666666667,14.583333333333334,-0.5000000000000004,0.8660254037844384,0.23529411764705882,0.2566844919786096,167.4448087431694,377.8259963898284,316.55936289910136,1182.603552534231,787.6854759996638,10.567382853165736,8.597584895382454,262.07559687682925
사우디아라비아,상용,2020,12,4,겨울,1,192,3,4.0,1.0,28.0,11.666666666666666,9.833333333333334,-89.28571428571429,23,2,1,2020-12-01,189,4.0,1.0,5.0,17.0,11.666666666666666,6.333333333333333,13.416666666666666,-2.4492935982947064e-16,1.0,0.16666666666666666,0.20809248554913296,167.4448087431694,377.8259963898284,316.55936289910136,1182.603552534231,787.6854759996638,10.567382853165736,7.423542080334246,261.68241876057283
사우디아라비아,상용,2021,1,1,겨울,1,193,2,3.0,28.0,43.0,3.0,6.416666666666667,-95.34883720930232,23,2,1,2021-01-01,190,3.0,28.0,1.0,15.0,3.0,6.5,12.333333333333334,0.49999999999999994,0.8660254037844387,0.125,0.15,167.4448087431694,377.8259963898284,316.55936289910136,1182.603552534231,787.6854759996638,10.208605569594566,6.8865242144439085,261.38037007141673
사우디아라비아,상용,2021,2,1,겨울,1,194,1,2.0,4.0,28.0,2.0,4.166666666666667,-96.42857142857144,23,2,1,2021-02-01,191,2.0,4.0,1.0,28.0,2.0,6.5,10.083333333333334,0.8660254037844386,0.5000000000000001,0.034482758620689655,0.09022556390977443,167.4448087431694,377.8259963898284,316.55936289910136,1182.603552534231,787.6854759996638,10.208605569594566,6.6786749203845215,261.31076290474783
사우디아라비아,상용,2021,3,1,봄,1,195,1,1.0,3.0,4.0,1.3333333333333333,3.9166666666666665,-75.0,23,2,2,2021-03-01,192,1.0,3.0,1.0,43.0,1.3333333333333333,6.5,6.583333333333333,1.0,6.123233995736766e-17,0.022727272727272728,0.13186813186813187,167.4448087431694,377.8259963898284,316.55936289910136,1182.603552534231,787.6854759996638,10.210305063416467,7.501433469724663,261.5868774357284
사우디아라비아,상용,2021,4,2,봄,1,196,7,1.0,2.0,5.0,3.0,4.083333333333333,40.0,23,2,2,2021-04-01,193,1.0,2.0,28.0,28.0,3.0,3.0,4.833333333333333,0.8660254037844387,-0.4999999999999998,0.2413793103448276,1.2,167.4448087431694,377.8259963898284,316.55936289910136,1182.603552534231,787.6854759996638,37.680801656836394,11.635432573568835,272.3282254462149
사우디아라비아,상용,2021,5,2,봄,1,197,21,7.0,1.0,0.0,9.666666666666666,5.833333333333333,inf,23,2,2,2021-05-01,194,7.0,1.0,4.0,4.0,9.666666666666666,5.833333333333333,6.25,0.49999999999999994,-0.8660254037844387,4.2,2.896551724137931,167.4448087431694,377.8259963898284,316.55936289910136,1182.603552534231,787.6854759996638,41.652734814575425,14.066534250425972,274.4952888641569
사우디아라비아,상용,2021,6,2,여름,1,198,16,21.0,1.0,1.0,14.666666666666666,7.083333333333333,1500.0,23,2,3,2021-06-01,195,21.0,1.0,3.0,5.0,14.666666666666666,8.0,7.166666666666667,1.2246467991473532e-16,-1.0,2.6666666666666665,1.9591836734693875,167.4448087431694,377.8259963898284,316.55936289910136,1182.603552534231,787.6854759996638,38.65966967722014,13.911315333050455,273.4238200210334
사우디아라비아,상용,2021,7,3,여름,1,199,14,16.0,7.0,0.0,17.0,8.25,inf,23,2,3,2021-07-01,196,16.0,7.0,2.0,1.0,17.0,10.0,8.25,-0.4999999999999997,-0.8660254037844388,7.0,1.5135135135135136,167.4448087431694,377.8259963898284,316.55936289910136,1182.603552534231,787.6854759996638,38.65966967722014,14.42003040263125,273.59418487502796
사우디아라비아,상용,2021,8,3,여름,1,200,40,14.0,21.0,1.0,23.33333333333333,11.5,3900.0,23,2,3,2021-08-01,197,14.0,21.0,1.0,1.0,23.333333333333332,16.5,11.5,-0.8660254037844385,-0.5000000000000004,20.0,3.2,167.4448087431694,377.8259963898284,316.55936289910136,1182.603552534231,787.6854759996638,42.79025338421236,36.04034348891696,282.241609979483
사우디아라비아,상용,2021,9,3,가을,1,201,26,40.0,16.0,1.0,26.666666666666668,13.583333333333334,2500.0,23,2,0,2021-09-01,198,40.0,16.0,1.0,1.0,26.666666666666668,20.666666666666668,13.583333333333334,-1.0,-1.8369701987210297e-16,13.0,1.7828571428571427,167.4448087431694,377.8259963898284,316.55936289910136,1182.603552534231,787.6854759996638,39.90995505457539,24.814971239666058,277.5012402023588
사우디아라비아,상용,2021,10,4,가을,1,202,74,26.0,14.0,28.0,46.66666666666666,17.416666666666668,164.28571428571428,23,2,0,2021-10-01,199,26.0,14.0,7.0,28.0,46.666666666666664,31.833333333333332,17.416666666666668,-0.8660254037844386,0.5000000000000001,2.5517241379310347,4.018099547511312,167.4448087431694,377.8259963898284,316.55936289910136,1182.603552534231,787.6854759996638,66.97689226198014,51.45685910851886,295.6428520599711
사우디아라비아,상용,2021,11,4,가을,1,203,33,74.0,40.0,4.0,44.333333333333336,19.83333333333333,725.0,23,2,0,2021-11-01,200,74.0,40.0,21.0,4.0,44.333333333333336,33.833333333333336,19.833333333333332,-0.5000000000000004,0.8660254037844384,6.6,1.584,167.4448087431694,377.8259963898284,316.55936289910136,1182.603552534231,787.6854759996638,55.25148063589328,39.77532587910518,287.7369263891431
사우디아라비아,상용,2021,12,4,겨울,1,204,38,33.0,26.0,3.0,48.333333333333336,22.75,1166.6666666666663,23,2,1,2021-12-01,201,33.0,26.0,16.0,3.0,48.333333333333336,37.5,22.75,-2.4492935982947064e-16,1.0,9.5,1.6,167.4448087431694,377.8259963898284,316.55936289910136,1182.603552534231,787.6854759996638,57.06321806830565,39.80416329629405,288.36369137931274
사우디아라비아,상용,2022,1,1,겨울,1,205,16,38.0,74.0,2.0,29.0,23.916666666666668,700.0,23,2,1,2022-01-01,202,38.0,74.0,14.0,2.0,29.0,37.833333333333336,23.916666666666668,0.49999999999999994,0.8660254037844387,5.333333333333333,0.6421404682274248,167.4448087431694,377.8259963898284,316.55936289910136,1182.603552534231,787.6854759996638,11.064552984058745,25.937763542683893,268.0520367211446
사우디아라비아,상용,2022,2,1,겨울,1,206,17,16.0,33.0,1.0,23.666666666666668,25.25,1600.0,23,2,1,2022-02-01,203,16.0,33.0,40.0,1.0,23.666666666666668,34.0,25.25,0.8660254037844386,0.5000000000000001,8.5,0.6476190476190476,167.4448087431694,377.8259963898284,316.55936289910136,1182.603552534231,787.6854759996638,10.660103170591965,25.046333874224512,267.615741368009
