국가,목적,연월,예측입국자수,r2,mape,confidence
미상,유학연수,2026-10,0,0.9889,6.22,93.8
미상,유학연수,2026-11,0,0.9889,6.22,93.8
미상,유학연수,2026-12,0,0.9889,6.22,93.8
미얀마,공용,2025-06,27,0.9675,14.74,85.3
미얀마,공용,2025-07,17,0.9675,14.74,85.3
미얀마,공용,2025-08,30,0.9675,14.74,85.3
미얀마,공용,2025-09,29,0.9675,14.74,85.3
미얀마,공용,2025-10,37,0.9675,14.74,85.3
미얀마,공용,2025-11,17,0.9675,14.74,85.3
미얀마,공용,2025-12,8,0.9675,14.74,85.3
미얀마,공용,2026-01,1,0.9675,14.74,85.3
미얀마,공용,2026-02,12,0.9675,14.74,85.3
미얀마,공용,2026-03,13,0.9675,14.74,85.3
미얀마,공용,2026-04,15,0.9675,14.74,85.3
미얀마,공용,2026-05,34,0.9675,14.74,85.3
미얀마,공용,2026-06,22,0.9675,14.74,85.3
미얀마,공용,2026-07,17,0.9675,14.74,85.3
미얀마,공용,2026-08,31,0.9675,14.74,85.3
미얀마,공용,2026-09,28,0.9675,14.74,85.3
미얀마,공용,2026-10,31,0.9675,14.74,85.3
미얀마,공용,2026-11,19,0.9675,14.74,85.3
미얀마,공용,2026-12,8,0.9675,14.74,85.3
미얀마,관광,2025-06,886,0.9748,1.88,98.1
미얀마,관광,2025-07,878,0.9748,1.88,98.1
미얀마,관광,2025-08,856,0.9748,1.88,98.1
미얀마,관광,2025-09,1277,0.9748,1.88,98.1
미얀마,관광,2025-10,1753,0.9748,1.88,98.1
미얀마,관광,2025-11,1593,0.9748,1.88,98.1
미얀마,관광,2025-12,1244,0.9748,1.88,98.1
미얀마,관광,2026-01,742,0.9748,1.88,98.1
미얀마,관광,2026-02,783,0.9748,1.88,98.1
미얀마,관광,2026-03,987,0.9748,1.88,98.1
미얀마,관광,2026-04,1301,0.9748,1.88,98.1
미얀마,관광,2026-05,1045,0.9748,1.88,98.1
미얀마,관광,2026-06,888,0.9748,1.88,98.1
미얀마,관광,2026-07,879,0.9748,1.88,98.1
미얀마,관광,2026-08,864,0.9748,1.88,98.1
미얀마,관광,2026-09,1272,0.9748,1.88,98.1
미얀마,관광,2026-10,1731,0.9748,1.88,98.1
미얀마,관광,2026-11,1617,0.9748,1.88,98.1
미얀마,관광,2026-12,1245,0.9748,1.88,98.1
미얀마,상용,2025-06,25,0.9303,10.48,89.5
미얀마,상용,2025-07,26,0.9303,10.48,89.5
미얀마,상용,2025-08,27,0.9303,10.48,89.5
미얀마,상용,2025-09,20,0.9303,10.48,89.5
미얀마,상용,2025-10,38,0.9303,10.48,89.5
미얀마,상용,2025-11,24,0.9303,10.48,89.5
미얀마,상용,2025-12,16,0.9303,10.48,89.5
미얀마,상용,2026-01,17,0.9303,10.48,89.5
미얀마,상용,2026-02,22,0.9303,10.48,89.5
미얀마,상용,2026-03,32,0.9303,10.48,89.5
미얀마,상용,2026-04,27,0.9303,10.48,89.5
미얀마,상용,2026-05,18,0.9303,10.48,89.5
미얀마,상용,2026-06,23,0.9303,10.48,89.5
미얀마,상용,2026-07,26,0.9303,10.48,89.5
미얀마,상용,2026-08,27,0.9303,10.48,89.5
미얀마,상용,2026-09,21,0.9303,10.48,89.5
미얀마,상용,2026-10,34,0.9303,10.48,89.5
미얀마,상용,2026-11,26,0.9303,10.48,89.5
미얀마,상용,2026-12,15,0.9303,10.48,89.5
미얀마,유학연수,2025-06,423,0.9072,3.15,96.9
미얀마,유학연수,2025-07,214,0.9072,3.15,96.9
미얀마,유학연수,2025-08,703,0.9072,3.15,96.9
미얀마,유학연수,2025-09,727,0.9072,3.15,96.9
미얀마,유학연수,2025-10,41,0.9072,3.15,96.9
미얀마,유학연수,2025-11,89,0.9072,3.15,96.9
미얀마,유학연수,2025-12,131,0.9072,3.15,96.9
미얀마,유학연수,2026-01,154,0.9072,3.15,96.9
미얀마,유학연수,2026-02,590,0.9072,3.15,96.9
미얀마,유학연수,2026-03,551,0.9072,3.15,96.9
미얀마,유학연수,2026-04,70,0.9072,3.15,96.9
미얀마,유학연수,2026-05,463,0.9072,3.15,96.9
미얀마,유학연수,2026-06,423,0.9072,3.15,96.9
미얀마,유학연수,2026-07,214,0.9072,3.15,96.9
미얀마,유학연수,2026-08,703,0.9072,3.15,96.9
미얀마,유학연수,2026-09,727,0.9072,3.15,96.9
미얀마,유학연수,2026-10,40,0.9072,3.15,96.9
미얀마,유학연수,2026-11,90,0.9072,3.15,96.9
미얀마,유학연수,2026-12,131,0.9072,3.15,96.9
방글라데시,공용,2025-06,56,0.9572,11.49,88.5
방글라데시,공용,2025-07,39,0.9572,11.49,88.5
방글라데시,공용,2025-08,55,0.9572,11.49,88.5
방글라데시,공용,2025-09,68,0.9572,11.49,88.5
방글라데시,공용,2025-10,41,0.9572,11.49,88.5
방글라데시,공용,2025-11,41,0.9572,11.49,88.5
방글라데시,공용,2025-12,33,0.9572,11.49,88.5
방글라데시,공용,2026-01,18,0.9572,11.49,88.5
방글라데시,공용,2026-02,25,0.9572,11.49,88.5
방글라데시,공용,2026-03,18,0.9572,11.49,88.5
방글라데시,공용,2026-04,51,0.9572,11.49,88.5
방글라데시,공용,2026-05,69,0.9572,11.49,88.5
방글라데시,공용,2026-06,53,0.9572,11.49,88.5
방글라데시,공용,2026-07,42,0.9572,11.49,88.5
방글라데시,공용,2026-08,57,0.9572,11.49,88.5
방글라데시,공용,2026-09,68,0.9572,11.49,88.5
방글라데시,공용,2026-10,34,0.9572,11.49,88.5
방글라데시,공용,2026-11,43,0.9572,11.49,88.5
방글라데시,공용,2026-12,32,0.9572,11.49,88.5
방글라데시,관광,2025-06,250,0.9645,1.82,98.2
방글라데시,관광,2025-07,197,0.9645,1.82,98.2
방글라데시,관광,2025-08,228,0.9645,1.82,98.2
방글라데시,관광,2025-09,327,0.9645,1.82,98.2
방글라데시,관광,2025-10,356,0.9645,1.82,98.2
방글라데시,관광,2025-11,352,0.9645,1.82,98.2
방글라데시,관광,2025-12,321,0.9645,1.82,98.2
방글라데시,관광,2026-01,185,0.9645,1.82,98.2
방글라데시,관광,2026-02,138,0.9645,1.82,98.2
방글라데시,관광,2026-03,113,0.9645,1.82,98.2
방글라데시,관광,2026-04,248,0.9645,1.82,98.2
방글라데시,관광,2026-05,286,0.9645,1.82,98.2
방글라데시,관광,2026-06,246,0.9645,1.82,98.2
방글라데시,관광,2026-07,197,0.9645,1.82,98.2
방글라데시,관광,2026-08,233,0.9645,1.82,98.2
방글라데시,관광,2026-09,325,0.9645,1.82,98.2
방글라데시,관광,2026-10,353,0.9645,1.82,98.2
방글라데시,관광,2026-11,355,0.9645,1.82,98.2
방글라데시,관광,2026-12,322,0.9645,1.82,98.2
방글라데시,상용,2025-06,81,0.9689,6.93,93.1
방글라데시,상용,2025-07,66,0.9689,6.93,93.1
방글라데시,상용,2025-08,83,0.9689,6.93,93.1
방글라데시,상용,2025-09,81,0.9689,6.93,93.1
방글라데시,상용,2025-10,111,0.9689,6.93,93.1
방글라데시,상용,2025-11,108,0.9689,6.93,93.1
방글라데시,상용,2025-12,57,0.9689,6.93,93.1
방글라데시,상용,2026-01,69,0.9689,6.93,93.1
방글라데시,상용,2026-02,58,0.9689,6.93,93.1
방글라데시,상용,2026-03,52,0.9689,6.93,93.1
방글라데시,상용,2026-04,93,0.9689,6.93,93.1
방글라데시,상용,2026-05,99,0.9689,6.93,93.1
방글라데시,상용,2026-06,83,0.9689,6.93,93.1
방글라데시,상용,2026-07,72,0.9689,6.93,93.1
방글라데시,상용,2026-08,77,0.9689,6.93,93.1
방글라데시,상용,2026-09,81,0.9689,6.93,93.1
방글라데시,상용,2026-10,115,0.9689,6.93,93.1
방글라데시,상용,2026-11,104,0.9689,6.93,93.1
방글라데시,상용,2026-12,57,0.9689,6.93,93.1
방글라데시,유학연수,2025-06,59,0.9942,2.49,97.5
방글라데시,유학연수,2025-07,143,0.9942,2.49,97.5
방글라데시,유학연수,2025-08,564,0.9942,2.49,97.5
방글라데시,유학연수,2025-09,463,0.9942,2.49,97.5
방글라데시,유학연수,2025-10,46,0.9942,2.49,97.5
방글라데시,유학연수,2025-11,77,0.9942,2.49,97.5
방글라데시,유학연수,2025-12,87,0.9942,2.49,97.5
방글라데시,유학연수,2026-01,175,0.9942,2.49,97.5
방글라데시,유학연수,2026-02,524,0.9942,2.49,97.5
방글라데시,유학연수,2026-03,354,0.9942,2.49,97.5
방글라데시,유학연수,2026-04,39,0.9942,2.49,97.5
방글라데시,유학연수,2026-05,53,0.9942,2.49,97.5
방글라데시,유학연수,2026-06,58,0.9942,2.49,97.5
방글라데시,유학연수,2026-07,143,0.9942,2.49,97.5
방글라데시,유학연수,2026-08,565,0.9942,2.49,97.5
방글라데시,유학연수,2026-09,462,0.9942,2.49,97.5
방글라데시,유학연수,2026-10,46,0.9942,2.49,97.5
방글라데시,유학연수,2026-11,77,0.9942,2.49,97.5
방글라데시,유학연수,2026-12,87,0.9942,2.49,97.5
베네수엘라,공용,2025-06,1,0.9148,25.65,74.4
베네수엘라,공용,2025-07,0,0.9148,25.65,74.4
베네수엘라,공용,2025-08,3,0.9148,25.65,74.4
베네수엘라,공용,2025-09,0,0.9148,25.65,74.4
베네수엘라,공용,2025-10,0,0.9148,25.65,74.4
베네수엘라,공용,2025-11,2,0.9148,25.65,74.4
베네수엘라,공용,2025-12,1,0.9148,25.65,74.4
베네수엘라,공용,2026-01,1,0.9148,25.65,74.4
베네수엘라,공용,2026-02,0,0.9148,25.65,74.4
베네수엘라,공용,2026-03,0,0.9148,25.65,74.4
베네수엘라,공용,2026-04,3,0.9148,25.65,74.4
베네수엘라,공용,2026-05,1,0.9148,25.65,74.4
베네수엘라,공용,2026-06,0,0.9148,25.65,74.4
베네수엘라,공용,2026-07,0,0.9148,25.65,74.4
베네수엘라,공용,2026-08,3,0.9148,25.65,74.4
베네수엘라,공용,2026-09,0,0.9148,25.65,74.4
베네수엘라,공용,2026-10,0,0.9148,25.65,74.4
베네수엘라,공용,2026-11,2,0.9148,25.65,74.4
베네수엘라,공용,2026-12,1,0.9148,25.65,74.4
베네수엘라,관광,2025-06,98,0.9938,1.7,98.3
베네수엘라,관광,2025-07,92,0.9938,1.7,98.3
베네수엘라,관광,2025-08,96,0.9938,1.7,98.3
베네수엘라,관광,2025-09,167,0.9938,1.7,98.3
베네수엘라,관광,2025-10,174,0.9938,1.7,98.3
베네수엘라,관광,2025-11,103,0.9938,1.7,98.3
베네수엘라,관광,2025-12,72,0.9938,1.7,98.3
베네수엘라,관광,2026-01,63,0.9938,1.7,98.3
베네수엘라,관광,2026-02,72,0.9938,1.7,98.3
베네수엘라,관광,2026-03,127,0.9938,1.7,98.3
베네수엘라,관광,2026-04,145,0.9938,1.7,98.3
베네수엘라,관광,2026-05,129,0.9938,1.7,98.3
베네수엘라,관광,2026-06,99,0.9938,1.7,98.3
베네수엘라,관광,2026-07,93,0.9938,1.7,98.3
베네수엘라,관광,2026-08,95,0.9938,1.7,98.3
베네수엘라,관광,2026-09,167,0.9938,1.7,98.3
베네수엘라,관광,2026-10,172,0.9938,1.7,98.3
베네수엘라,관광,2026-11,103,0.9938,1.7,98.3
베네수엘라,관광,2026-12,71,0.9938,1.7,98.3
베네수엘라,상용,2025-06,1,0.9272,17.94,82.1
베네수엘라,상용,2025-07,0,0.9272,17.94,82.1
베네수엘라,상용,2025-08,5,0.9272,17.94,82.1
베네수엘라,상용,2025-09,3,0.9272,17.94,82.1
베네수엘라,상용,2025-10,2,0.9272,17.94,82.1
베네수엘라,상용,2025-11,0,0.9272,17.94,82.1
베네수엘라,상용,2025-12,0,0.9272,17.94,82.1
베네수엘라,상용,2026-01,3,0.9272,17.94,82.1
베네수엘라,상용,2026-02,3,0.9272,17.94,82.1
베네수엘라,상용,2026-03,1,0.9272,17.94,82.1
베네수엘라,상용,2026-04,2,0.9272,17.94,82.1
베네수엘라,상용,2026-05,1,0.9272,17.94,82.1
베네수엘라,상용,2026-06,1,0.9272,17.94,82.1
베네수엘라,상용,2026-07,0,0.9272,17.94,82.1
베네수엘라,상용,2026-08,5,0.9272,17.94,82.1
베네수엘라,상용,2026-09,4,0.9272,17.94,82.1
베네수엘라,상용,2026-10,1,0.9272,17.94,82.1
베네수엘라,상용,2026-11,0,0.9272,17.94,82.1
베네수엘라,상용,2026-12,0,0.9272,17.94,82.1
베네수엘라,유학연수,2025-06,1,0.9809,4.03,96.0
베네수엘라,유학연수,2025-07,2,0.9809,4.03,96.0
베네수엘라,유학연수,2025-08,10,0.9809,4.03,96.0
베네수엘라,유학연수,2025-09,2,0.9809,4.03,96.0
베네수엘라,유학연수,2025-10,0,0.9809,4.03,96.0
베네수엘라,유학연수,2025-11,3,0.9809,4.03,96.0
베네수엘라,유학연수,2025-12,1,0.9809,4.03,96.0
베네수엘라,유학연수,2026-01,3,0.9809,4.03,96.0
베네수엘라,유학연수,2026-02,5,0.9809,4.03,96.0
베네수엘라,유학연수,2026-03,0,0.9809,4.03,96.0
베네수엘라,유학연수,2026-04,0,0.9809,4.03,96.0
베네수엘라,유학연수,2026-05,1,0.9809,4.03,96.0
베네수엘라,유학연수,2026-06,2,0.9809,4.03,96.0
베네수엘라,유학연수,2026-07,3,0.9809,4.03,96.0
베네수엘라,유학연수,2026-08,10,0.9809,4.03,96.0
베네수엘라,유학연수,2026-09,2,0.9809,4.03,96.0
베네수엘라,유학연수,2026-10,1,0.9809,4.03,96.0
베네수엘라,유학연수,2026-11,2,0.9809,4.03,96.0
베네수엘라,유학연수,2026-12,1,0.9809,4.03,96.0
베트남,공용,2025-06,431,0.9829,10.5,89.5
베트남,공용,2025-07,274,0.9829,10.5,89.5
베트남,공용,2025-08,263,0.9829,10.5,89.5
베트남,공용,2025-09,350,0.9829,10.5,89.5
베트남,공용,2025-10,464,0.9829,10.5,89.5
베트남,공용,2025-11,404,0.9829,10.5,89.5
베트남,공용,2025-12,231,0.9829,10.5,89.5
베트남,공용,2026-01,39,0.9829,10.5,89.5
베트남,공용,2026-02,47,0.9829,10.5,89.5
베트남,공용,2026-03,167,0.9829,10.5,89.5
베트남,공용,2026-04,213,0.9829,10.5,89.5
베트남,공용,2026-05,214,0.9829,10.5,89.5
베트남,공용,2026-06,461,0.9829,10.5,89.5
베트남,공용,2026-07,278,0.9829,10.5,89.5
베트남,공용,2026-08,250,0.9829,10.5,89.5
베트남,공용,2026-09,379,0.9829,10.5,89.5
베트남,공용,2026-10,477,0.9829,10.5,89.5
베트남,공용,2026-11,387,0.9829,10.5,89.5
베트남,공용,2026-12,228,0.9829,10.5,89.5
베트남,관광,2025-06,29235,0.9974,1.43,98.6
베트남,관광,2025-07,27375,0.9974,1.43,98.6
베트남,관광,2025-08,24732,0.9974,1.43,98.6
베트남,관광,2025-09,22578,0.9974,1.43,98.6
베트남,관광,2025-10,33720,0.9974,1.43,98.6
베트남,관광,2025-11,24436,0.9974,1.43,98.6
베트남,관광,2025-12,15353,0.9974,1.43,98.6
베트남,관광,2026-01,10444,0.9974,1.43,98.6
베트남,관광,2026-02,14225,0.9974,1.43,98.6
베트남,관광,2026-03,23004,0.9974,1.43,98.6
베트남,관광,2026-04,34495,0.9974,1.43,98.6
베트남,관광,2026-05,21649,0.9974,1.43,98.6
베트남,관광,2026-06,28873,0.9974,1.43,98.6
베트남,관광,2026-07,27604,0.9974,1.43,98.6
베트남,관광,2026-08,24603,0.9974,1.43,98.6
베트남,관광,2026-09,22515,0.9974,1.43,98.6
베트남,관광,2026-10,33472,0.9974,1.43,98.6
베트남,관광,2026-11,24613,0.9974,1.43,98.6
베트남,관광,2026-12,15331,0.9974,1.43,98.6
베트남,상용,2025-06,368,0.9821,7.92,92.1
베트남,상용,2025-07,319,0.9821,7.92,92.1
베트남,상용,2025-08,303,0.9821,7.92,92.1
베트남,상용,2025-09,238,0.9821,7.92,92.1
베트남,상용,2025-10,441,0.9821,7.92,92.1
베트남,상용,2025-11,353,0.9821,7.92,92.1
베트남,상용,2025-12,274,0.9821,7.92,92.1
베트남,상용,2026-01,333,0.9821,7.92,92.1
베트남,상용,2026-02,256,0.9821,7.92,92.1
베트남,상용,2026-03,418,0.9821,7.92,92.1
베트남,상용,2026-04,345,0.9821,7.92,92.1
베트남,상용,2026-05,312,0.9821,7.92,92.1
베트남,상용,2026-06,376,0.9821,7.92,92.1
베트남,상용,2026-07,322,0.9821,7.92,92.1
베트남,상용,2026-08,303,0.9821,7.92,92.1
베트남,상용,2026-09,245,0.9821,7.92,92.1
베트남,상용,2026-10,433,0.9821,7.92,92.1
베트남,상용,2026-11,350,0.9821,7.92,92.1
베트남,상용,2026-12,274,0.9821,7.92,92.1
베트남,유학연수,2025-06,5314,0.9689,2.09,97.9
베트남,유학연수,2025-07,5175,0.9689,2.09,97.9
베트남,유학연수,2025-08,5700,0.9689,2.09,97.9
베트남,유학연수,2025-09,7480,0.9689,2.09,97.9
베트남,유학연수,2025-10,1508,0.9689,2.09,97.9
베트남,유학연수,2025-11,3310,0.9689,2.09,97.9
베트남,유학연수,2025-12,5745,0.9689,2.09,97.9
베트남,유학연수,2026-01,2634,0.9689,2.09,97.9
베트남,유학연수,2026-02,11902,0.9689,2.09,97.9
베트남,유학연수,2026-03,9570,0.9689,2.09,97.9
베트남,유학연수,2026-04,1286,0.9689,2.09,97.9
베트남,유학연수,2026-05,2474,0.9689,2.09,97.9
베트남,유학연수,2026-06,5314,0.9689,2.09,97.9
베트남,유학연수,2026-07,5175,0.9689,2.09,97.9
베트남,유학연수,2026-08,5703,0.9689,2.09,97.9
베트남,유학연수,2026-09,7479,0.9689,2.09,97.9
베트남,유학연수,2026-10,1509,0.9689,2.09,97.9
베트남,유학연수,2026-11,3311,0.9689,2.09,97.9
베트남,유학연수,2026-12,5745,0.9689,2.09,97.9
벨기에,공용,2025-06,2,0.8726,23.38,76.6
벨기에,공용,2025-07,10,0.8726,23.38,76.6
벨기에,공용,2025-08,12,0.8726,23.38,76.6
벨기에,공용,2025-09,8,0.8726,23.38,76.6
벨기에,공용,2025-10,4,0.8726,23.38,76.6
벨기에,공용,2025-11,9,0.8726,23.38,76.6
벨기에,공용,2025-12,7,0.8726,23.38,76.6
벨기에,공용,2026-01,2,0.8726,23.38,76.6
벨기에,공용,2026-02,6,0.8726,23.38,76.6
벨기에,공용,2026-03,6,0.8726,23.38,76.6
벨기에,공용,2026-04,2,0.8726,23.38,76.6
벨기에,공용,2026-05,6,0.8726,23.38,76.6
벨기에,공용,2026-06,1,0.8726,23.38,76.6
벨기에,공용,2026-07,9,0.8726,23.38,76.6
벨기에,공용,2026-08,16,0.8726,23.38,76.6
벨기에,공용,2026-09,7,0.8726,23.38,76.6
벨기에,공용,2026-10,3,0.8726,23.38,76.6
벨기에,공용,2026-11,9,0.8726,23.38,76.6
벨기에,공용,2026-12,8,0.8726,23.38,76.6
벨기에,관광,2025-06,1212,0.9947,1.08,98.9
벨기에,관광,2025-07,1787,0.9947,1.08,98.9
벨기에,관광,2025-08,1367,0.9947,1.08,98.9
벨기에,관광,2025-09,2017,0.9947,1.08,98.9
벨기에,관광,2025-10,2148,0.9947,1.08,98.9
벨기에,관광,2025-11,1219,0.9947,1.08,98.9
벨기에,관광,2025-12,936,0.9947,1.08,98.9
벨기에,관광,2026-01,466,0.9947,1.08,98.9
벨기에,관광,2026-02,651,0.9947,1.08,98.9
벨기에,관광,2026-03,1437,0.9947,1.08,98.9
벨기에,관광,2026-04,2268,0.9947,1.08,98.9
벨기에,관광,2026-05,1648,0.9947,1.08,98.9
벨기에,관광,2026-06,1203,0.9947,1.08,98.9
벨기에,관광,2026-07,1786,0.9947,1.08,98.9
벨기에,관광,2026-08,1371,0.9947,1.08,98.9
벨기에,관광,2026-09,2012,0.9947,1.08,98.9
벨기에,관광,2026-10,2135,0.9947,1.08,98.9
벨기에,관광,2026-11,1224,0.9947,1.08,98.9
벨기에,관광,2026-12,933,0.9947,1.08,98.9
벨기에,상용,2025-06,9,0.9428,7.93,92.1
벨기에,상용,2025-07,22,0.9428,7.93,92.1
벨기에,상용,2025-08,23,0.9428,7.93,92.1
벨기에,상용,2025-09,19,0.9428,7.93,92.1
벨기에,상용,2025-10,21,0.9428,7.93,92.1
벨기에,상용,2025-11,19,0.9428,7.93,92.1
벨기에,상용,2025-12,10,0.9428,7.93,92.1
벨기에,상용,2026-01,27,0.9428,7.93,92.1
벨기에,상용,2026-02,17,0.9428,7.93,92.1
벨기에,상용,2026-03,17,0.9428,7.93,92.1
벨기에,상용,2026-04,10,0.9428,7.93,92.1
벨기에,상용,2026-05,23,0.9428,7.93,92.1
벨기에,상용,2026-06,9,0.9428,7.93,92.1
벨기에,상용,2026-07,22,0.9428,7.93,92.1
벨기에,상용,2026-08,24,0.9428,7.93,92.1
벨기에,상용,2026-09,17,0.9428,7.93,92.1
벨기에,상용,2026-10,20,0.9428,7.93,92.1
벨기에,상용,2026-11,19,0.9428,7.93,92.1
벨기에,상용,2026-12,11,0.9428,7.93,92.1
벨기에,유학연수,2025-06,21,0.992,3.58,96.4
벨기에,유학연수,2025-07,20,0.992,3.58,96.4
벨기에,유학연수,2025-08,138,0.992,3.58,96.4
벨기에,유학연수,2025-09,16,0.992,3.58,96.4
벨기에,유학연수,2025-10,9,0.992,3.58,96.4
벨기에,유학연수,2025-11,44,0.992,3.58,96.4
벨기에,유학연수,2025-12,39,0.992,3.58,96.4
벨기에,유학연수,2026-01,22,0.992,3.58,96.4
벨기에,유학연수,2026-02,66,0.992,3.58,96.4
벨기에,유학연수,2026-03,9,0.992,3.58,96.4
벨기에,유학연수,2026-04,6,0.992,3.58,96.4
벨기에,유학연수,2026-05,30,0.992,3.58,96.4
벨기에,유학연수,2026-06,20,0.992,3.58,96.4
벨기에,유학연수,2026-07,20,0.992,3.58,96.4
벨기에,유학연수,2026-08,139,0.992,3.58,96.4
벨기에,유학연수,2026-09,16,0.992,3.58,96.4
벨기에,유학연수,2026-10,9,0.992,3.58,96.4
벨기에,유학연수,2026-11,45,0.992,3.58,96.4
벨기에,유학연수,2026-12,39,0.992,3.58,96.4
불가리아,공용,2025-06,0,0.9463,22.14,77.9
불가리아,공용,2025-07,0,0.9463,22.14,77.9
불가리아,공용,2025-08,2,0.9463,22.14,77.9
불가리아,공용,2025-09,2,0.9463,22.14,77.9
불가리아,공용,2025-10,0,0.9463,22.14,77.9
불가리아,공용,2025-11,0,0.9463,22.14,77.9
불가리아,공용,2025-12,0,0.9463,22.14,77.9
불가리아,공용,2026-01,0,0.9463,22.14,77.9
불가리아,공용,2026-02,0,0.9463,22.14,77.9
불가리아,공용,2026-03,0,0.9463,22.14,77.9
불가리아,공용,2026-04,1,0.9463,22.14,77.9
불가리아,공용,2026-05,0,0.9463,22.14,77.9
불가리아,공용,2026-06,0,0.9463,22.14,77.9
불가리아,공용,2026-07,0,0.9463,22.14,77.9
불가리아,공용,2026-08,1,0.9463,22.14,77.9
불가리아,공용,2026-09,2,0.9463,22.14,77.9
불가리아,공용,2026-10,0,0.9463,22.14,77.9
불가리아,공용,2026-11,0,0.9463,22.14,77.9
불가리아,공용,2026-12,0,0.9463,22.14,77.9
불가리아,관광,2025-06,251,0.9084,1.65,98.4
불가리아,관광,2025-07,263,0.9084,1.65,98.4
불가리아,관광,2025-08,319,0.9084,1.65,98.4
불가리아,관광,2025-09,512,0.9084,1.65,98.4
불가리아,관광,2025-10,585,0.9084,1.65,98.4
불가리아,관광,2025-11,287,0.9084,1.65,98.4
불가리아,관광,2025-12,129,0.9084,1.65,98.4
불가리아,관광,2026-01,134,0.9084,1.65,98.4
불가리아,관광,2026-02,117,0.9084,1.65,98.4
불가리아,관광,2026-03,736,0.9084,1.65,98.4
불가리아,관광,2026-04,570,0.9084,1.65,98.4
불가리아,관광,2026-05,380,0.9084,1.65,98.4
불가리아,관광,2026-06,253,0.9084,1.65,98.4
불가리아,관광,2026-07,268,0.9084,1.65,98.4
불가리아,관광,2026-08,318,0.9084,1.65,98.4
불가리아,관광,2026-09,510,0.9084,1.65,98.4
불가리아,관광,2026-10,587,0.9084,1.65,98.4
불가리아,관광,2026-11,287,0.9084,1.65,98.4
불가리아,관광,2026-12,127,0.9084,1.65,98.4
불가리아,상용,2025-06,0,0.8814,24.1,75.9
불가리아,상용,2025-07,0,0.8814,24.1,75.9
불가리아,상용,2025-08,0,0.8814,24.1,75.9
불가리아,상용,2025-09,2,0.8814,24.1,75.9
불가리아,상용,2025-10,2,0.8814,24.1,75.9
불가리아,상용,2025-11,1,0.8814,24.1,75.9
불가리아,상용,2025-12,1,0.8814,24.1,75.9
불가리아,상용,2026-01,2,0.8814,24.1,75.9
불가리아,상용,2026-02,0,0.8814,24.1,75.9
불가리아,상용,2026-03,1,0.8814,24.1,75.9
불가리아,상용,2026-04,1,0.8814,24.1,75.9
불가리아,상용,2026-05,0,0.8814,24.1,75.9
불가리아,상용,2026-06,0,0.8814,24.1,75.9
불가리아,상용,2026-07,0,0.8814,24.1,75.9
불가리아,상용,2026-08,0,0.8814,24.1,75.9
불가리아,상용,2026-09,2,0.8814,24.1,75.9
불가리아,상용,2026-10,2,0.8814,24.1,75.9
불가리아,상용,2026-11,0,0.8814,24.1,75.9
불가리아,상용,2026-12,2,0.8814,24.1,75.9
불가리아,유학연수,2025-06,5,0.9872,3.34,96.7
불가리아,유학연수,2025-07,3,0.9872,3.34,96.7
불가리아,유학연수,2025-08,37,0.9872,3.34,96.7
불가리아,유학연수,2025-09,4,0.9872,3.34,96.7
불가리아,유학연수,2025-10,0,0.9872,3.34,96.7
불가리아,유학연수,2025-11,4,0.9872,3.34,96.7
불가리아,유학연수,2025-12,1,0.9872,3.34,96.7
불가리아,유학연수,2026-01,8,0.9872,3.34,96.7
불가리아,유학연수,2026-02,35,0.9872,3.34,96.7
불가리아,유학연수,2026-03,0,0.9872,3.34,96.7
불가리아,유학연수,2026-04,1,0.9872,3.34,96.7
불가리아,유학연수,2026-05,4,0.9872,3.34,96.7
불가리아,유학연수,2026-06,5,0.9872,3.34,96.7
불가리아,유학연수,2026-07,3,0.9872,3.34,96.7
불가리아,유학연수,2026-08,37,0.9872,3.34,96.7
불가리아,유학연수,2026-09,4,0.9872,3.34,96.7
불가리아,유학연수,2026-10,0,0.9872,3.34,96.7
불가리아,유학연수,2026-11,4,0.9872,3.34,96.7
불가리아,유학연수,2026-12,1,0.9872,3.34,96.7
브라질,공용,2025-06,24,0.9331,19.33,80.7
브라질,공용,2025-07,14,0.9331,19.33,80.7
브라질,공용,2025-08,27,0.9331,19.33,80.7
브라질,공용,2025-09,19,0.9331,19.33,80.7
브라질,공용,2025-10,21,0.9331,19.33,80.7
브라질,공용,2025-11,30,0.9331,19.33,80.7
브라질,공용,2025-12,10,0.9331,19.33,80.7
브라질,공용,2026-01,10,0.9331,19.33,80.7
브라질,공용,2026-02,3,0.9331,19.33,80.7
브라질,공용,2026-03,0,0.9331,19.33,80.7
브라질,공용,2026-04,7,0.9331,19.33,80.7
브라질,공용,2026-05,5,0.9331,19.33,80.7
브라질,공용,2026-06,20,0.9331,19.33,80.7
브라질,공용,2026-07,13,0.9331,19.33,80.7
브라질,공용,2026-08,36,0.9331,19.33,80.7
브라질,공용,2026-09,20,0.9331,19.33,80.7
브라질,공용,2026-10,17,0.9331,19.33,80.7
브라질,공용,2026-11,35,0.9331,19.33,80.7
브라질,공용,2026-12,10,0.9331,19.33,80.7
브라질,관광,2025-06,1857,0.9682,1.75,98.3
브라질,관광,2025-07,2225,0.9682,1.75,98.3
브라질,관광,2025-08,1723,0.9682,1.75,98.3
브라질,관광,2025-09,2145,0.9682,1.75,98.3
브라질,관광,2025-10,3666,0.9682,1.75,98.3
브라질,관광,2025-11,2505,0.9682,1.75,98.3
