국가,목적,연월,예측입국자수,r2,mape,confidence
그리스,공용,2025-06,0,0.9326,19.97,80.0
그리스,공용,2025-07,0,0.9326,19.97,80.0
그리스,공용,2025-08,0,0.9326,19.97,80.0
그리스,공용,2025-09,2,0.9326,19.97,80.0
그리스,공용,2025-10,1,0.9326,19.97,80.0
그리스,공용,2025-11,0,0.9326,19.97,80.0
그리스,공용,2025-12,0,0.9326,19.97,80.0
그리스,공용,2026-01,1,0.9326,19.97,80.0
그리스,공용,2026-02,1,0.9326,19.97,80.0
그리스,공용,2026-03,2,0.9326,19.97,80.0
그리스,공용,2026-04,1,0.9326,19.97,80.0
그리스,공용,2026-05,1,0.9326,19.97,80.0
그리스,공용,2026-06,0,0.9326,19.97,80.0
그리스,공용,2026-07,0,0.9326,19.97,80.0
그리스,공용,2026-08,0,0.9326,19.97,80.0
그리스,공용,2026-09,1,0.9326,19.97,80.0
그리스,공용,2026-10,1,0.9326,19.97,80.0
그리스,공용,2026-11,1,0.9326,19.97,80.0
그리스,공용,2026-12,0,0.9326,19.97,80.0
그리스,관광,2025-06,486,0.9852,1.43,98.6
그리스,관광,2025-07,571,0.9852,1.43,98.6
그리스,관광,2025-08,681,0.9852,1.43,98.6
그리스,관광,2025-09,689,0.9852,1.43,98.6
그리스,관광,2025-10,720,0.9852,1.43,98.6
그리스,관광,2025-11,799,0.9852,1.43,98.6
그리스,관광,2025-12,526,0.9852,1.43,98.6
그리스,관광,2026-01,350,0.9852,1.43,98.6
그리스,관광,2026-02,318,0.9852,1.43,98.6
그리스,관광,2026-03,844,0.9852,1.43,98.6
그리스,관광,2026-04,888,0.9852,1.43,98.6
그리스,관광,2026-05,750,0.9852,1.43,98.6
그리스,관광,2026-06,488,0.9852,1.43,98.6
그리스,관광,2026-07,572,0.9852,1.43,98.6
그리스,관광,2026-08,681,0.9852,1.43,98.6
그리스,관광,2026-09,686,0.9852,1.43,98.6
그리스,관광,2026-10,718,0.9852,1.43,98.6
그리스,관광,2026-11,800,0.9852,1.43,98.6
그리스,관광,2026-12,522,0.9852,1.43,98.6
그리스,상용,2025-06,8,0.9436,9.59,90.4
그리스,상용,2025-07,9,0.9436,9.59,90.4
그리스,상용,2025-08,17,0.9436,9.59,90.4
그리스,상용,2025-09,19,0.9436,9.59,90.4
그리스,상용,2025-10,15,0.9436,9.59,90.4
그리스,상용,2025-12,11,0.9436,9.59,90.4
그리스,상용,2025-11,10,0.9436,9.59,90.4
그리스,상용,2026-02,9,0.9436,9.59,90.4
그리스,상용,2026-01,23,0.9436,9.59,90.4
그리스,상용,2026-04,12,0.9436,9.59,90.4
그리스,상용,2026-03,8,0.9436,9.59,90.4
그리스,상용,2026-05,12,0.9436,9.59,90.4
그리스,상용,2026-06,8,0.9436,9.59,90.4
그리스,상용,2026-07,9,0.9436,9.59,90.4
그리스,상용,2026-08,17,0.9436,9.59,90.4
그리스,상용,2026-09,18,0.9436,9.59,90.4
그리스,상용,2026-10,14,0.9436,9.59,90.4
그리스,상용,2026-11,10,0.9436,9.59,90.4
그리스,상용,2026-12,12,0.9436,9.59,90.4
그리스,유학연수,2025-06,8,0.9938,2.33,97.7
그리스,유학연수,2025-07,2,0.9938,2.33,97.7
그리스,유학연수,2025-08,24,0.9938,2.33,97.7
그리스,유학연수,2025-09,0,0.9938,2.33,97.7
그리스,유학연수,2025-10,2,0.9938,2.33,97.7
그리스,유학연수,2025-11,8,0.9938,2.33,97.7
그리스,유학연수,2025-12,9,0.9938,2.33,97.7
그리스,유학연수,2026-01,3,0.9938,2.33,97.7
그리스,유학연수,2026-02,16,0.9938,2.33,97.7
그리스,유학연수,2026-03,2,0.9938,2.33,97.7
그리스,유학연수,2026-04,0,0.9938,2.33,97.7
그리스,유학연수,2026-05,4,0.9938,2.33,97.7
그리스,유학연수,2026-06,8,0.9938,2.33,97.7
그리스,유학연수,2026-07,1,0.9938,2.33,97.7
그리스,유학연수,2026-08,24,0.9938,2.33,97.7
그리스,유학연수,2026-09,1,0.9938,2.33,97.7
그리스,유학연수,2026-11,8,0.9938,2.33,97.7
그리스,유학연수,2026-10,2,0.9938,2.33,97.7
나이지리아,공용,2025-06,6,0.7588,27.81,72.2
그리스,유학연수,2026-12,9,0.9938,2.33,97.7
나이지리아,공용,2025-07,0,0.7588,27.81,72.2
나이지리아,공용,2025-08,5,0.7588,27.81,72.2
나이지리아,공용,2025-09,6,0.7588,27.81,72.2
나이지리아,공용,2025-10,7,0.7588,27.81,72.2
나이지리아,공용,2025-11,4,0.7588,27.81,72.2
나이지리아,공용,2025-12,5,0.7588,27.81,72.2
나이지리아,공용,2026-01,0,0.7588,27.81,72.2
나이지리아,공용,2026-02,1,0.7588,27.81,72.2
나이지리아,공용,2026-03,4,0.7588,27.81,72.2
나이지리아,공용,2026-04,4,0.7588,27.81,72.2
나이지리아,공용,2026-05,4,0.7588,27.81,72.2
나이지리아,공용,2026-06,9,0.7588,27.81,72.2
나이지리아,공용,2026-07,0,0.7588,27.81,72.2
나이지리아,공용,2026-08,4,0.7588,27.81,72.2
나이지리아,공용,2026-09,6,0.7588,27.81,72.2
나이지리아,공용,2026-10,7,0.7588,27.81,72.2
나이지리아,공용,2026-11,4,0.7588,27.81,72.2
나이지리아,공용,2026-12,4,0.7588,27.81,72.2
나이지리아,관광,2025-06,100,0.9869,3.83,96.2
나이지리아,관광,2025-07,67,0.9869,3.83,96.2
나이지리아,관광,2025-08,108,0.9869,3.83,96.2
나이지리아,관광,2025-09,199,0.9869,3.83,96.2
나이지리아,관광,2025-10,155,0.9869,3.83,96.2
나이지리아,관광,2025-11,199,0.9869,3.83,96.2
나이지리아,관광,2025-12,135,0.9869,3.83,96.2
나이지리아,관광,2026-01,89,0.9869,3.83,96.2
나이지리아,관광,2026-02,62,0.9869,3.83,96.2
나이지리아,관광,2026-03,74,0.9869,3.83,96.2
나이지리아,관광,2026-04,72,0.9869,3.83,96.2
나이지리아,관광,2026-05,96,0.9869,3.83,96.2
나이지리아,관광,2026-06,100,0.9869,3.83,96.2
나이지리아,관광,2026-07,67,0.9869,3.83,96.2
나이지리아,관광,2026-08,110,0.9869,3.83,96.2
나이지리아,관광,2026-09,199,0.9869,3.83,96.2
나이지리아,관광,2026-10,155,0.9869,3.83,96.2
나이지리아,관광,2026-11,201,0.9869,3.83,96.2
나이지리아,관광,2026-12,135,0.9869,3.83,96.2
나이지리아,상용,2025-06,19,0.9791,6.44,93.6
나이지리아,상용,2025-07,20,0.9791,6.44,93.6
나이지리아,상용,2025-08,32,0.9791,6.44,93.6
나이지리아,상용,2025-09,41,0.9791,6.44,93.6
나이지리아,상용,2025-10,27,0.9791,6.44,93.6
나이지리아,상용,2025-11,18,0.9791,6.44,93.6
나이지리아,상용,2025-12,23,0.9791,6.44,93.6
나이지리아,상용,2026-01,28,0.9791,6.44,93.6
나이지리아,상용,2026-02,31,0.9791,6.44,93.6
나이지리아,상용,2026-03,40,0.9791,6.44,93.6
나이지리아,상용,2026-04,22,0.9791,6.44,93.6
나이지리아,상용,2026-05,25,0.9791,6.44,93.6
나이지리아,상용,2026-06,19,0.9791,6.44,93.6
나이지리아,상용,2026-07,20,0.9791,6.44,93.6
나이지리아,상용,2026-08,32,0.9791,6.44,93.6
나이지리아,상용,2026-09,43,0.9791,6.44,93.6
나이지리아,상용,2026-10,27,0.9791,6.44,93.6
나이지리아,상용,2026-11,18,0.9791,6.44,93.6
나이지리아,상용,2026-12,24,0.9791,6.44,93.6
나이지리아,유학연수,2025-06,17,0.9986,4.06,95.9
나이지리아,유학연수,2025-07,21,0.9986,4.06,95.9
나이지리아,유학연수,2025-08,61,0.9986,4.06,95.9
나이지리아,유학연수,2025-09,19,0.9986,4.06,95.9
나이지리아,유학연수,2025-10,7,0.9986,4.06,95.9
나이지리아,유학연수,2025-11,8,0.9986,4.06,95.9
나이지리아,유학연수,2025-12,11,0.9986,4.06,95.9
나이지리아,유학연수,2026-01,24,0.9986,4.06,95.9
나이지리아,유학연수,2026-02,44,0.9986,4.06,95.9
나이지리아,유학연수,2026-03,26,0.9986,4.06,95.9
나이지리아,유학연수,2026-04,9,0.9986,4.06,95.9
나이지리아,유학연수,2026-05,3,0.9986,4.06,95.9
나이지리아,유학연수,2026-06,16,0.9986,4.06,95.9
나이지리아,유학연수,2026-07,21,0.9986,4.06,95.9
나이지리아,유학연수,2026-08,61,0.9986,4.06,95.9
나이지리아,유학연수,2026-09,19,0.9986,4.06,95.9
나이지리아,유학연수,2026-10,7,0.9986,4.06,95.9
나이지리아,유학연수,2026-11,8,0.9986,4.06,95.9
나이지리아,유학연수,2026-12,11,0.9986,4.06,95.9
네덜란드,공용,2025-06,10,0.8964,18.53,81.5
네덜란드,공용,2025-07,10,0.8964,18.53,81.5
네덜란드,공용,2025-08,11,0.8964,18.53,81.5
네덜란드,공용,2025-09,10,0.8964,18.53,81.5
네덜란드,공용,2025-10,6,0.8964,18.53,81.5
네덜란드,공용,2025-11,7,0.8964,18.53,81.5
네덜란드,공용,2025-12,3,0.8964,18.53,81.5
네덜란드,공용,2026-01,18,0.8964,18.53,81.5
네덜란드,공용,2026-02,2,0.8964,18.53,81.5
네덜란드,공용,2026-03,14,0.8964,18.53,81.5
네덜란드,공용,2026-04,15,0.8964,18.53,81.5
네덜란드,공용,2026-05,19,0.8964,18.53,81.5
네덜란드,공용,2026-06,10,0.8964,18.53,81.5
네덜란드,공용,2026-07,9,0.8964,18.53,81.5
네덜란드,공용,2026-08,10,0.8964,18.53,81.5
네덜란드,공용,2026-09,12,0.8964,18.53,81.5
네덜란드,공용,2026-10,6,0.8964,18.53,81.5
네덜란드,공용,2026-11,6,0.8964,18.53,81.5
네덜란드,공용,2026-12,3,0.8964,18.53,81.5
네덜란드,관광,2025-06,2569,0.996,1.12,98.9
네덜란드,관광,2025-07,4570,0.996,1.12,98.9
네덜란드,관광,2025-08,4346,0.996,1.12,98.9
네덜란드,관광,2025-09,3955,0.996,1.12,98.9
네덜란드,관광,2025-10,4678,0.996,1.12,98.9
네덜란드,관광,2025-11,3110,0.996,1.12,98.9
네덜란드,관광,2025-12,2347,0.996,1.12,98.9
네덜란드,관광,2026-01,1538,0.996,1.12,98.9
네덜란드,관광,2026-02,1535,0.996,1.12,98.9
네덜란드,관광,2026-03,2998,0.996,1.12,98.9
네덜란드,관광,2026-04,5398,0.996,1.12,98.9
네덜란드,관광,2026-05,4418,0.996,1.12,98.9
네덜란드,관광,2026-06,2541,0.996,1.12,98.9
네덜란드,관광,2026-07,4578,0.996,1.12,98.9
네덜란드,관광,2026-08,4332,0.996,1.12,98.9
네덜란드,관광,2026-09,3999,0.996,1.12,98.9
네덜란드,관광,2026-10,4656,0.996,1.12,98.9
네덜란드,관광,2026-11,3137,0.996,1.12,98.9
네덜란드,관광,2026-12,2349,0.996,1.12,98.9
네덜란드,상용,2025-06,8,0.9763,6.04,94.0
네덜란드,상용,2025-07,10,0.9763,6.04,94.0
네덜란드,상용,2025-08,15,0.9763,6.04,94.0
네덜란드,상용,2025-09,13,0.9763,6.04,94.0
네덜란드,상용,2025-10,17,0.9763,6.04,94.0
네덜란드,상용,2025-11,20,0.9763,6.04,94.0
네덜란드,상용,2025-12,21,0.9763,6.04,94.0
네덜란드,상용,2026-01,29,0.9763,6.04,94.0
네덜란드,상용,2026-02,15,0.9763,6.04,94.0
네덜란드,상용,2026-03,13,0.9763,6.04,94.0
네덜란드,상용,2026-04,16,0.9763,6.04,94.0
네덜란드,상용,2026-05,14,0.9763,6.04,94.0
네덜란드,상용,2026-06,7,0.9763,6.04,94.0
네덜란드,상용,2026-07,11,0.9763,6.04,94.0
네덜란드,상용,2026-08,15,0.9763,6.04,94.0
네덜란드,상용,2026-09,13,0.9763,6.04,94.0
네덜란드,상용,2026-10,17,0.9763,6.04,94.0
네덜란드,상용,2026-11,21,0.9763,6.04,94.0
네덜란드,상용,2026-12,21,0.9763,6.04,94.0
네덜란드,유학연수,2025-06,40,0.9985,2.84,97.2
네덜란드,유학연수,2025-07,60,0.9985,2.84,97.2
네덜란드,유학연수,2025-08,356,0.9985,2.84,97.2
네덜란드,유학연수,2025-09,26,0.9985,2.84,97.2
네덜란드,유학연수,2025-10,22,0.9985,2.84,97.2
네덜란드,유학연수,2025-11,123,0.9985,2.84,97.2
네덜란드,유학연수,2025-12,101,0.9985,2.84,97.2
네덜란드,유학연수,2026-01,50,0.9985,2.84,97.2
네덜란드,유학연수,2026-02,198,0.9985,2.84,97.2
네덜란드,유학연수,2026-03,18,0.9985,2.84,97.2
네덜란드,유학연수,2026-04,19,0.9985,2.84,97.2
네덜란드,유학연수,2026-05,57,0.9985,2.84,97.2
네덜란드,유학연수,2026-06,40,0.9985,2.84,97.2
네덜란드,유학연수,2026-07,60,0.9985,2.84,97.2
네덜란드,유학연수,2026-08,356,0.9985,2.84,97.2
네덜란드,유학연수,2026-09,26,0.9985,2.84,97.2
네덜란드,유학연수,2026-10,23,0.9985,2.84,97.2
네덜란드,유학연수,2026-11,122,0.9985,2.84,97.2
네덜란드,유학연수,2026-12,101,0.9985,2.84,97.2
노르웨이,공용,2025-06,5,0.8775,22.99,77.0
노르웨이,공용,2025-07,4,0.8775,22.99,77.0
노르웨이,공용,2025-08,3,0.8775,22.99,77.0
노르웨이,공용,2025-09,1,0.8775,22.99,77.0
노르웨이,공용,2025-10,3,0.8775,22.99,77.0
노르웨이,공용,2025-11,8,0.8775,22.99,77.0
노르웨이,공용,2025-12,10,0.8775,22.99,77.0
노르웨이,공용,2026-01,0,0.8775,22.99,77.0
노르웨이,공용,2026-02,0,0.8775,22.99,77.0
노르웨이,공용,2026-03,4,0.8775,22.99,77.0
노르웨이,공용,2026-04,1,0.8775,22.99,77.0
노르웨이,공용,2026-05,0,0.8775,22.99,77.0
노르웨이,공용,2026-06,6,0.8775,22.99,77.0
노르웨이,공용,2026-07,4,0.8775,22.99,77.0
노르웨이,공용,2026-08,3,0.8775,22.99,77.0
노르웨이,공용,2026-09,1,0.8775,22.99,77.0
노르웨이,공용,2026-10,3,0.8775,22.99,77.0
노르웨이,공용,2026-11,8,0.8775,22.99,77.0
노르웨이,공용,2026-12,10,0.8775,22.99,77.0
노르웨이,관광,2025-06,1195,0.9752,1.63,98.4
노르웨이,관광,2025-07,1563,0.9752,1.63,98.4
노르웨이,관광,2025-08,630,0.9752,1.63,98.4
노르웨이,관광,2025-09,1069,0.9752,1.63,98.4
노르웨이,관광,2025-10,1064,0.9752,1.63,98.4
노르웨이,관광,2025-11,778,0.9752,1.63,98.4
노르웨이,관광,2025-12,563,0.9752,1.63,98.4
노르웨이,관광,2026-01,519,0.9752,1.63,98.4
노르웨이,관광,2026-02,445,0.9752,1.63,98.4
노르웨이,관광,2026-03,1330,0.9752,1.63,98.4
노르웨이,관광,2026-04,957,0.9752,1.63,98.4
노르웨이,관광,2026-05,750,0.9752,1.63,98.4
노르웨이,관광,2026-06,1172,0.9752,1.63,98.4
노르웨이,관광,2026-07,1550,0.9752,1.63,98.4
노르웨이,관광,2026-08,633,0.9752,1.63,98.4
노르웨이,관광,2026-09,1064,0.9752,1.63,98.4
노르웨이,관광,2026-10,1057,0.9752,1.63,98.4
노르웨이,관광,2026-11,782,0.9752,1.63,98.4
노르웨이,관광,2026-12,567,0.9752,1.63,98.4
노르웨이,상용,2025-06,17,0.9949,6.96,93.0
노르웨이,상용,2025-07,10,0.9949,6.96,93.0
노르웨이,상용,2025-08,15,0.9949,6.96,93.0
노르웨이,상용,2025-09,17,0.9949,6.96,93.0
노르웨이,상용,2025-10,12,0.9949,6.96,93.0
노르웨이,상용,2025-11,15,0.9949,6.96,93.0
노르웨이,상용,2025-12,6,0.9949,6.96,93.0
노르웨이,상용,2026-01,40,0.9949,6.96,93.0
노르웨이,상용,2026-02,20,0.9949,6.96,93.0
노르웨이,상용,2026-03,22,0.9949,6.96,93.0
노르웨이,상용,2026-04,22,0.9949,6.96,93.0
노르웨이,상용,2026-05,23,0.9949,6.96,93.0
노르웨이,상용,2026-06,16,0.9949,6.96,93.0
노르웨이,상용,2026-07,9,0.9949,6.96,93.0
노르웨이,상용,2026-08,18,0.9949,6.96,93.0
노르웨이,상용,2026-09,16,0.9949,6.96,93.0
노르웨이,상용,2026-10,11,0.9949,6.96,93.0
노르웨이,상용,2026-11,17,0.9949,6.96,93.0
노르웨이,상용,2026-12,6,0.9949,6.96,93.0
노르웨이,유학연수,2025-06,6,0.9911,2.49,97.5
노르웨이,유학연수,2025-07,15,0.9911,2.49,97.5
노르웨이,유학연수,2025-08,116,0.9911,2.49,97.5
노르웨이,유학연수,2025-09,15,0.9911,2.49,97.5
노르웨이,유학연수,2025-10,8,0.9911,2.49,97.5
노르웨이,유학연수,2025-11,44,0.9911,2.49,97.5
노르웨이,유학연수,2025-12,28,0.9911,2.49,97.5
노르웨이,유학연수,2026-01,29,0.9911,2.49,97.5
노르웨이,유학연수,2026-02,72,0.9911,2.49,97.5
노르웨이,유학연수,2026-03,17,0.9911,2.49,97.5
노르웨이,유학연수,2026-04,9,0.9911,2.49,97.5
노르웨이,유학연수,2026-05,18,0.9911,2.49,97.5
노르웨이,유학연수,2026-06,6,0.9911,2.49,97.5
노르웨이,유학연수,2026-07,15,0.9911,2.49,97.5
노르웨이,유학연수,2026-08,116,0.9911,2.49,97.5
노르웨이,유학연수,2026-09,14,0.9911,2.49,97.5
노르웨이,유학연수,2026-10,8,0.9911,2.49,97.5
노르웨이,유학연수,2026-11,43,0.9911,2.49,97.5
노르웨이,유학연수,2026-12,27,0.9911,2.49,97.5
뉴질랜드,공용,2025-06,5,0.9417,16.58,83.4
뉴질랜드,공용,2025-07,2,0.9417,16.58,83.4
뉴질랜드,공용,2025-08,1,0.9417,16.58,83.4
뉴질랜드,공용,2025-09,2,0.9417,16.58,83.4
뉴질랜드,공용,2025-10,2,0.9417,16.58,83.4
뉴질랜드,공용,2025-11,4,0.9417,16.58,83.4
뉴질랜드,공용,2025-12,7,0.9417,16.58,83.4
뉴질랜드,공용,2026-01,4,0.9417,16.58,83.4
뉴질랜드,공용,2026-02,3,0.9417,16.58,83.4
뉴질랜드,공용,2026-03,2,0.9417,16.58,83.4
뉴질랜드,공용,2026-04,2,0.9417,16.58,83.4
뉴질랜드,공용,2026-05,4,0.9417,16.58,83.4
뉴질랜드,공용,2026-06,6,0.9417,16.58,83.4
뉴질랜드,공용,2026-07,2,0.9417,16.58,83.4
뉴질랜드,공용,2026-08,1,0.9417,16.58,83.4
뉴질랜드,공용,2026-09,1,0.9417,16.58,83.4
뉴질랜드,공용,2026-10,3,0.9417,16.58,83.4
뉴질랜드,공용,2026-11,5,0.9417,16.58,83.4
뉴질랜드,공용,2026-12,6,0.9417,16.58,83.4
뉴질랜드,관광,2025-06,2629,0.9909,1.24,98.8
뉴질랜드,관광,2025-07,2172,0.9909,1.24,98.8
뉴질랜드,관광,2025-08,2230,0.9909,1.24,98.8
뉴질랜드,관광,2025-09,2997,0.9909,1.24,98.8
뉴질랜드,관광,2025-10,4196,0.9909,1.24,98.8
뉴질랜드,관광,2025-11,3108,0.9909,1.24,98.8
뉴질랜드,관광,2025-12,3723,0.9909,1.24,98.8
뉴질랜드,관광,2026-01,2480,0.9909,1.24,98.8
뉴질랜드,관광,2026-02,1512,0.9909,1.24,98.8
뉴질랜드,관광,2026-03,3243,0.9909,1.24,98.8
뉴질랜드,관광,2026-04,3433,0.9909,1.24,98.8
뉴질랜드,관광,2026-05,2670,0.9909,1.24,98.8
뉴질랜드,관광,2026-06,2620,0.9909,1.24,98.8
뉴질랜드,관광,2026-07,2146,0.9909,1.24,98.8
뉴질랜드,관광,2026-08,2251,0.9909,1.24,98.8
뉴질랜드,관광,2026-09,2975,0.9909,1.24,98.8
뉴질랜드,관광,2026-10,4158,0.9909,1.24,98.8
뉴질랜드,관광,2026-11,3132,0.9909,1.24,98.8
뉴질랜드,관광,2026-12,3743,0.9909,1.24,98.8
뉴질랜드,상용,2025-06,17,0.9637,8.66,91.3
뉴질랜드,상용,2025-07,10,0.9637,8.66,91.3
뉴질랜드,상용,2025-08,6,0.9637,8.66,91.3
뉴질랜드,상용,2025-09,9,0.9637,8.66,91.3
뉴질랜드,상용,2025-10,5,0.9637,8.66,91.3
뉴질랜드,상용,2025-11,7,0.9637,8.66,91.3
뉴질랜드,상용,2025-12,5,0.9637,8.66,91.3
뉴질랜드,상용,2026-01,11,0.9637,8.66,91.3
뉴질랜드,상용,2026-02,9,0.9637,8.66,91.3
뉴질랜드,상용,2026-03,8,0.9637,8.66,91.3
뉴질랜드,상용,2026-04,7,0.9637,8.66,91.3
뉴질랜드,상용,2026-05,5,0.9637,8.66,91.3
뉴질랜드,상용,2026-06,18,0.9637,8.66,91.3
뉴질랜드,상용,2026-07,10,0.9637,8.66,91.3
뉴질랜드,상용,2026-08,6,0.9637,8.66,91.3
뉴질랜드,상용,2026-09,9,0.9637,8.66,91.3
뉴질랜드,상용,2026-10,5,0.9637,8.66,91.3
뉴질랜드,상용,2026-11,7,0.9637,8.66,91.3
뉴질랜드,상용,2026-12,5,0.9637,8.66,91.3
뉴질랜드,유학연수,2025-06,0,0.9857,5.21,94.8
뉴질랜드,유학연수,2025-07,6,0.9857,5.21,94.8
뉴질랜드,유학연수,2025-08,7,0.9857,5.21,94.8
뉴질랜드,유학연수,2025-09,5,0.9857,5.21,94.8
뉴질랜드,유학연수,2025-10,1,0.9857,5.21,94.8
뉴질랜드,유학연수,2025-11,6,0.9857,5.21,94.8
뉴질랜드,유학연수,2025-12,4,0.9857,5.21,94.8
뉴질랜드,유학연수,2026-01,2,0.9857,5.21,94.8
뉴질랜드,유학연수,2026-02,14,0.9857,5.21,94.8
뉴질랜드,유학연수,2026-03,3,0.9857,5.21,94.8
뉴질랜드,유학연수,2026-04,0,0.9857,5.21,94.8
뉴질랜드,유학연수,2026-05,2,0.9857,5.21,94.8
뉴질랜드,유학연수,2026-06,0,0.9857,5.21,94.8
뉴질랜드,유학연수,2026-07,6,0.9857,5.21,94.8
뉴질랜드,유학연수,2026-08,7,0.9857,5.21,94.8
뉴질랜드,유학연수,2026-09,6,0.9857,5.21,94.8
뉴질랜드,유학연수,2026-10,1,0.9857,5.21,94.8
뉴질랜드,유학연수,2026-11,6,0.9857,5.21,94.8
뉴질랜드,유학연수,2026-12,4,0.9857,5.21,94.8
대만,공용,2025-06,5,0.9255,13.35,86.7
대만,공용,2025-07,15,0.9255,13.35,86.7
대만,공용,2025-08,13,0.9255,13.35,86.7
대만,공용,2025-09,11,0.9255,13.35,86.7
대만,공용,2025-10,11,0.9255,13.35,86.7
대만,공용,2025-11,10,0.9255,13.35,86.7
대만,공용,2025-12,6,0.9255,13.35,86.7
대만,공용,2026-01,15,0.9255,13.35,86.7
대만,공용,2026-02,12,0.9255,13.35,86.7
대만,공용,2026-03,7,0.9255,13.35,86.7
대만,공용,2026-04,17,0.9255,13.35,86.7
대만,공용,2026-05,7,0.9255,13.35,86.7
대만,공용,2026-06,5,0.9255,13.35,86.7
대만,공용,2026-07,16,0.9255,13.35,86.7
대만,공용,2026-08,12,0.9255,13.35,86.7
대만,공용,2026-09,10,0.9255,13.35,86.7
대만,공용,2026-10,12,0.9255,13.35,86.7
대만,공용,2026-11,10,0.9255,13.35,86.7
대만,공용,2026-12,7,0.9255,13.35,86.7
대만,관광,2025-06,143136,0.9836,1.33,98.7
대만,관광,2025-07,141634,0.9836,1.33,98.7
대만,관광,2025-08,144327,0.9836,1.33,98.7
대만,관광,2025-09,124336,0.9836,1.33,98.7
대만,관광,2025-10,133564,0.9836,1.33,98.7
대만,관광,2025-11,118425,0.9836,1.33,98.7
대만,관광,2025-12,116002,0.9836,1.33,98.7
대만,관광,2026-01,92321,0.9836,1.33,98.7
대만,관광,2026-02,95110,0.9836,1.33,98.7
대만,관광,2026-03,114030,0.9836,1.33,98.7
대만,관광,2026-04,117131,0.9836,1.33,98.7
대만,관광,2026-05,116400,0.9836,1.33,98.7
대만,관광,2026-06,143303,0.9836,1.33,98.7
대만,관광,2026-07,142570,0.9836,1.33,98.7
대만,관광,2026-08,145690,0.9836,1.33,98.7
대만,관광,2026-09,124382,0.9836,1.33,98.7
대만,관광,2026-10,133019,0.9836,1.33,98.7
대만,관광,2026-11,118307,0.9836,1.33,98.7
대만,관광,2026-12,116044,0.9836,1.33,98.7
대만,상용,2025-06,75,0.8487,9.37,90.6
대만,상용,2025-07,81,0.8487,9.37,90.6
대만,상용,2025-08,76,0.8487,9.37,90.6
대만,상용,2025-09,84,0.8487,9.37,90.6
대만,상용,2025-10,57,0.8487,9.37,90.6
대만,상용,2025-11,71,0.8487,9.37,90.6
대만,상용,2025-12,67,0.8487,9.37,90.6
대만,상용,2026-01,68,0.8487,9.37,90.6
대만,상용,2026-02,88,0.8487,9.37,90.6
대만,상용,2026-03,52,0.8487,9.37,90.6
대만,상용,2026-04,71,0.8487,9.37,90.6
대만,상용,2026-05,68,0.8487,9.37,90.6
대만,상용,2026-06,64,0.8487,9.37,90.6
대만,상용,2026-07,78,0.8487,9.37,90.6
대만,상용,2026-08,76,0.8487,9.37,90.6
대만,상용,2026-09,86,0.8487,9.37,90.6
대만,상용,2026-10,54,0.8487,9.37,90.6
대만,상용,2026-11,71,0.8487,9.37,90.6
대만,상용,2026-12,62,0.8487,9.37,90.6
대만,유학연수,2025-06,319,0.9966,1.39,98.6
대만,유학연수,2025-07,303,0.9966,1.39,98.6
대만,유학연수,2025-08,1179,0.9966,1.39,98.6
대만,유학연수,2025-09,403,0.9966,1.39,98.6
대만,유학연수,2025-10,176,0.9966,1.39,98.6
대만,유학연수,2025-11,333,0.9966,1.39,98.6
대만,유학연수,2025-12,341,0.9966,1.39,98.6
대만,유학연수,2026-01,248,0.9966,1.39,98.6
대만,유학연수,2026-02,1054,0.9966,1.39,98.6
대만,유학연수,2026-03,410,0.9966,1.39,98.6
대만,유학연수,2026-04,146,0.9966,1.39,98.6
대만,유학연수,2026-05,371,0.9966,1.39,98.6
대만,유학연수,2026-06,319,0.9966,1.39,98.6
대만,유학연수,2026-07,304,0.9966,1.39,98.6
대만,유학연수,2026-08,1179,0.9966,1.39,98.6
대만,유학연수,2026-09,403,0.9966,1.39,98.6
대만,유학연수,2026-10,176,0.9966,1.39,98.6
대만,유학연수,2026-11,334,0.9966,1.39,98.6
대만,유학연수,2026-12,341,0.9966,1.39,98.6
대양주,공용,2025-06,65,0.9505,9.69,90.3
대양주,공용,2025-07,52,0.9505,9.69,90.3
대양주,공용,2025-08,78,0.9505,9.69,90.3
대양주,공용,2025-09,119,0.9505,9.69,90.3
대양주,공용,2025-10,92,0.9505,9.69,90.3
대양주,공용,2025-11,74,0.9505,9.69,90.3
대양주,공용,2025-12,32,0.9505,9.69,90.3
대양주,공용,2026-01,39,0.9505,9.69,90.3
대양주,공용,2026-02,52,0.9505,9.69,90.3
대양주,공용,2026-03,42,0.9505,9.69,90.3
대양주,공용,2026-04,60,0.9505,9.69,90.3
대양주,공용,2026-05,75,0.9505,9.69,90.3
대양주,공용,2026-06,62,0.9505,9.69,90.3
대양주,공용,2026-07,53,0.9505,9.69,90.3
대양주,공용,2026-08,81,0.9505,9.69,90.3
대양주,공용,2026-09,119,0.9505,9.69,90.3
대양주,공용,2026-10,88,0.9505,9.69,90.3
대양주,공용,2026-11,78,0.9505,9.69,90.3
대양주,공용,2026-12,31,0.9505,9.69,90.3
대양주,관광,2025-06,20427,0.984,1.22,98.8
대양주,관광,2025-07,16921,0.984,1.22,98.8
대양주,관광,2025-08,15185,0.984,1.22,98.8
대양주,관광,2025-09,23543,0.984,1.22,98.8
대양주,관광,2025-10,28892,0.984,1.22,98.8
대양주,관광,2025-11,22082,0.984,1.22,98.8
