국적,목적,년,월,입국자수
노르웨이,공용,2014,1,1.0
노르웨이,유학연수,2014,1,21.0
노르웨이,기타,2014,1,178.0
스페인,관광,2014,1,664.0
스페인,상용,2014,1,22.0
스페인,공용,2014,1,8.0
스페인,유학연수,2014,1,38.0
스페인,기타,2014,1,288.0
루마니아,관광,2014,1,276.0
루마니아,상용,2014,1,33.0
루마니아,공용,2014,1,2.0
루마니아,유학연수,2014,1,3.0
루마니아,기타,2014,1,605.0
벨기에,관광,2014,1,426.0
벨기에,상용,2014,1,43.0
벨기에,공용,2014,1,2.0
벨기에,유학연수,2014,1,6.0
벨기에,기타,2014,1,139.0
독  일,관광,2014,1,5095.0
독  일,상용,2014,1,271.0
독  일,공용,2014,1,16.0
독  일,유학연수,2014,1,118.0
독  일,기타,2014,1,1640.0
영  국,관광,2014,1,7516.0
영  국,상용,2014,1,777.0
영  국,공용,2014,1,17.0
영  국,유학연수,2014,1,31.0
영  국,기타,2014,1,2629.0
프랑스,관광,2014,1,3137.0
프랑스,상용,2014,1,503.0
프랑스,공용,2014,1,42.0
프랑스,유학연수,2014,1,196.0
프랑스,기타,2014,1,1332.0
네덜란드,관광,2014,1,1454.0
네덜란드,상용,2014,1,85.0
네덜란드,공용,2014,1,3.0
네덜란드,유학연수,2014,1,67.0
네덜란드,기타,2014,1,552.0
우크라이나,관광,2014,1,398.0
우크라이나,상용,2014,1,119.0
우크라이나,공용,2014,1,0.0
우크라이나,유학연수,2014,1,9.0
우크라이나,기타,2014,1,1297.0
이탈리아,관광,2014,1,1412.0
이탈리아,상용,2014,1,69.0
이탈리아,공용,2014,1,10.0
이탈리아,유학연수,2014,1,15.0
이탈리아,기타,2014,1,1073.0
불가리아,관광,2014,1,126.0
불가리아,상용,2014,1,5.0
불가리아,공용,2014,1,0.0
불가리아,유학연수,2014,1,5.0
불가리아,기타,2014,1,380.0
스웨덴,관광,2014,1,714.0
스웨덴,상용,2014,1,86.0
스웨덴,공용,2014,1,8.0
스웨덴,유학연수,2014,1,27.0
스웨덴,기타,2014,1,154.0
오스트레일리아,관광,2014,1,7427.0
오스트레일리아,상용,2014,1,427.0
오스트레일리아,공용,2014,1,22.0
오스트레일리아,유학연수,2014,1,22.0
오스트레일리아,기타,2014,1,1175.0
뉴질랜드,관광,2014,1,2038.0
뉴질랜드,상용,2014,1,55.0
뉴질랜드,공용,2014,1,0.0
뉴질랜드,유학연수,2014,1,4.0
뉴질랜드,기타,2014,1,545.0
키리바시,관광,2014,1,16.0
키리바시,상용,2014,1,0.0
키리바시,공용,2014,1,0.0
키리바시,유학연수,2014,1,0.0
키리바시,기타,2014,1,95.0
피  지,관광,2014,1,528.0
피  지,상용,2014,1,0.0
피  지,공용,2014,1,1.0
피  지,유학연수,2014,1,2.0
피  지,기타,2014,1,3.0
남아프리카 공화국,관광,2014,1,231.0
남아프리카 공화국,상용,2014,1,37.0
남아프리카 공화국,공용,2014,1,2.0
남아프리카 공화국,유학연수,2014,1,7.0
남아프리카 공화국,기타,2014,1,589.0
나이지리아,관광,2014,1,42.0
나이지리아,상용,2014,1,80.0
나이지리아,공용,2014,1,0.0
나이지리아,유학연수,2014,1,11.0
나이지리아,기타,2014,1,16.0
이집트,관광,2014,1,231.0
이집트,상용,2014,1,63.0
이집트,공용,2014,1,1.0
이집트,유학연수,2014,1,12.0
이집트,기타,2014,1,129.0
일  본,관광,2014,2,181307.0
일  본,상용,2014,2,2585.0
일  본,공용,2014,2,90.0
일  본,유학연수,2014,2,1629.0
일  본,기타,2014,2,4111.0
인  도,관광,2014,2,1415.0
인  도,상용,2014,2,2453.0
인  도,공용,2014,2,15.0
인  도,유학연수,2014,2,249.0
인  도,기타,2014,2,3737.0
베트남,관광,2014,2,4725.0
베트남,상용,2014,2,476.0
베트남,공용,2014,2,57.0
베트남,유학연수,2014,2,1078.0
베트남,기타,2014,2,6606.0
미얀마,관광,2014,2,1030.0
미얀마,상용,2014,2,16.0
미얀마,공용,2014,2,17.0
미얀마,유학연수,2014,2,72.0
미얀마,기타,2014,2,3439.0
몽  골,관광,2014,2,3855.0
몽  골,상용,2014,2,264.0
몽  골,공용,2014,2,185.0
몽  골,유학연수,2014,2,558.0
몽  골,기타,2014,2,508.0
스리랑카,관광,2014,2,153.0
스리랑카,상용,2014,2,35.0
스리랑카,공용,2014,2,10.0
스리랑카,유학연수,2014,2,33.0
스리랑카,기타,2014,2,924.0
파키스탄,관광,2014,2,161.0
파키스탄,상용,2014,2,193.0
파키스탄,공용,2014,2,5.0
파키스탄,유학연수,2014,2,208.0
파키스탄,기타,2014,2,331.0
방글라데시,관광,2014,2,113.0
방글라데시,상용,2014,2,112.0
방글라데시,공용,2014,2,13.0
방글라데시,유학연수,2014,2,124.0
방글라데시,기타,2014,2,502.0
중  국,관광,2014,2,219533.0
중  국,상용,2014,2,4234.0
중  국,공용,2014,2,73.0
중  국,유학연수,2014,2,25981.0
중  국,기타,2014,2,76474.0
대  만,관광,2014,2,45381.0
대  만,상용,2014,2,81.0
대  만,공용,2014,2,7.0
대  만,유학연수,2014,2,433.0
대  만,기타,2014,2,803.0
필리핀,관광,2014,2,7886.0
필리핀,상용,2014,2,244.0
필리핀,공용,2014,2,48.0
필리핀,유학연수,2014,2,187.0
필리핀,기타,2014,2,14875.0
홍  콩,관광,2014,2,34924.0
홍  콩,상용,2014,2,58.0
홍  콩,공용,2014,2,2.0
홍  콩,유학연수,2014,2,186.0
홍  콩,기타,2014,2,711.0
태  국,관광,2014,2,28246.0
태  국,상용,2014,2,54.0
태  국,공용,2014,2,215.0
태  국,유학연수,2014,2,230.0
태  국,기타,2014,2,5041.0
말레이시아,관광,2014,2,11640.0
말레이시아,상용,2014,2,202.0
말레이시아,공용,2014,2,2.0
말레이시아,유학연수,2014,2,461.0
말레이시아,기타,2014,2,1265.0
싱가포르,관광,2014,2,6327.0
싱가포르,상용,2014,2,234.0
싱가포르,공용,2014,2,8.0
싱가포르,유학연수,2014,2,208.0
싱가포르,기타,2014,2,1303.0
인도네시아,관광,2014,2,5871.0
인도네시아,상용,2014,2,362.0
인도네시아,공용,2014,2,40.0
인도네시아,유학연수,2014,2,436.0
인도네시아,기타,2014,2,4171.0
우즈베키스탄,관광,2014,2,791.0
우즈베키스탄,상용,2014,2,562.0
우즈베키스탄,공용,2014,2,0.0
우즈베키스탄,유학연수,2014,2,121.0
우즈베키스탄,기타,2014,2,2203.0
터  키,관광,2014,2,703.0
터  키,상용,2014,2,15.0
터  키,공용,2014,2,11.0
터  키,유학연수,2014,2,75.0
터  키,기타,2014,2,643.0
이스라엘,관광,2014,2,745.0
이스라엘,상용,2014,2,4.0
이스라엘,공용,2014,2,3.0
이스라엘,유학연수,2014,2,5.0
이스라엘,기타,2014,2,35.0
이  란,관광,2014,2,56.0
이  란,상용,2014,2,157.0
이  란,공용,2014,2,1.0
이  란,유학연수,2014,2,49.0
이  란,기타,2014,2,48.0
카자흐스탄,관광,2014,2,734.0
카자흐스탄,상용,2014,2,75.0
카자흐스탄,공용,2014,2,0.0
카자흐스탄,유학연수,2014,2,183.0
카자흐스탄,기타,2014,2,262.0
요르단,관광,2014,2,52.0
요르단,상용,2014,2,131.0
요르단,공용,2014,2,0.0
요르단,유학연수,2014,2,11.0
요르단,기타,2014,2,18.0
사우디아라비아,관광,2014,2,391.0
사우디아라비아,상용,2014,2,65.0
사우디아라비아,공용,2014,2,3.0
사우디아라비아,유학연수,2014,2,181.0
사우디아라비아,기타,2014,2,44.0
이라크,관광,2014,2,34.0
이라크,상용,2014,2,112.0
이라크,공용,2014,2,25.0
이라크,유학연수,2014,2,9.0
이라크,기타,2014,2,9.0
미  국,관광,2014,2,32037.0
미  국,상용,2014,2,865.0
미  국,공용,2014,2,1084.0
미  국,유학연수,2014,2,598.0
미  국,기타,2014,2,13962.0
에콰도르,관광,2014,2,35.0
에콰도르,상용,2014,2,0.0
에콰도르,공용,2014,2,0.0
에콰도르,유학연수,2014,2,24.0
에콰도르,기타,2014,2,19.0
쿠  바,관광,2014,2,2.0
쿠  바,상용,2014,2,0.0
쿠  바,공용,2014,2,0.0
쿠  바,유학연수,2014,2,1.0
쿠  바,기타,2014,2,0.0
캐나다,관광,2014,2,5433.0
캐나다,상용,2014,2,106.0
캐나다,공용,2014,2,6.0
캐나다,유학연수,2014,2,86.0
캐나다,기타,2014,2,3319.0
브라질,관광,2014,2,743.0
브라질,상용,2014,2,42.0
브라질,공용,2014,2,11.0
브라질,유학연수,2014,2,105.0
브라질,기타,2014,2,217.0
멕시코,관광,2014,2,408.0
멕시코,상용,2014,2,8.0
멕시코,공용,2014,2,4.0
멕시코,유학연수,2014,2,87.0
멕시코,기타,2014,2,205.0
칠  레,관광,2014,2,134.0
칠  레,상용,2014,2,9.0
칠  레,공용,2014,2,0.0
칠  레,유학연수,2014,2,14.0
칠  레,기타,2014,2,78.0
아르헨티나,관광,2014,2,135.0
아르헨티나,상용,2014,2,3.0
아르헨티나,공용,2014,2,1.0
아르헨티나,유학연수,2014,2,2.0
아르헨티나,기타,2014,2,31.0
콜롬비아,관광,2014,2,91.0
콜롬비아,상용,2014,2,1.0
콜롬비아,공용,2014,2,8.0
콜롬비아,유학연수,2014,2,27.0
콜롬비아,기타,2014,2,38.0
페  루,관광,2014,2,115.0
페  루,상용,2014,2,3.0
페  루,공용,2014,2,0.0
페  루,유학연수,2014,2,23.0
페  루,기타,2014,2,78.0
베네수엘라,관광,2014,2,73.0
베네수엘라,상용,2014,2,7.0
베네수엘라,공용,2014,2,5.0
베네수엘라,유학연수,2014,2,4.0
베네수엘라,기타,2014,2,24.0
러시아(연방),관광,2014,2,8818.0
러시아(연방),상용,2014,2,220.0
러시아(연방),공용,2014,2,5.0
러시아(연방),유학연수,2014,2,267.0
러시아(연방),기타,2014,2,4863.0
폴란드,관광,2014,2,468.0
폴란드,상용,2014,2,22.0
폴란드,공용,2014,2,0.0
폴란드,유학연수,2014,2,53.0
폴란드,기타,2014,2,332.0
덴마크,관광,2014,2,495.0
덴마크,상용,2014,2,67.0
덴마크,공용,2014,2,2.0
덴마크,유학연수,2014,2,32.0
덴마크,기타,2014,2,94.0
그리스,관광,2014,2,333.0
그리스,상용,2014,2,41.0
그리스,공용,2014,2,0.0
그리스,유학연수,2014,2,5.0
그리스,기타,2014,2,232.0
스위스,관광,2014,2,584.0
스위스,상용,2014,2,13.0
스위스,공용,2014,2,3.0
스위스,유학연수,2014,2,43.0
스위스,기타,2014,2,62.0
노르웨이,관광,2014,2,880.0
노르웨이,상용,2014,2,434.0
노르웨이,공용,2014,2,0.0
노르웨이,유학연수,2014,2,19.0
노르웨이,기타,2014,2,72.0
스페인,관광,2014,2,832.0
스페인,상용,2014,2,18.0
스페인,공용,2014,2,6.0
스페인,유학연수,2014,2,68.0
스페인,기타,2014,2,247.0
루마니아,관광,2014,2,226.0
루마니아,상용,2014,2,18.0
루마니아,공용,2014,2,1.0
루마니아,유학연수,2014,2,18.0
루마니아,기타,2014,2,469.0
벨기에,관광,2014,2,426.0
벨기에,상용,2014,2,21.0
벨기에,공용,2014,2,2.0
벨기에,유학연수,2014,2,28.0
벨기에,기타,2014,2,114.0
독  일,관광,2014,2,5307.0
독  일,상용,2014,2,249.0
독  일,공용,2014,2,11.0
독  일,유학연수,2014,2,309.0
독  일,기타,2014,2,1021.0
영  국,관광,2014,2,5631.0
영  국,상용,2014,2,549.0
영  국,공용,2014,2,5.0
영  국,유학연수,2014,2,38.0
영  국,기타,2014,2,1787.0
프랑스,관광,2014,2,3554.0
프랑스,상용,2014,2,325.0
프랑스,공용,2014,2,27.0
프랑스,유학연수,2014,2,542.0
프랑스,기타,2014,2,935.0
네덜란드,관광,2014,2,1358.0
네덜란드,상용,2014,2,71.0
네덜란드,공용,2014,2,0.0
네덜란드,유학연수,2014,2,116.0
네덜란드,기타,2014,2,446.0
우크라이나,관광,2014,2,425.0
우크라이나,상용,2014,2,129.0
우크라이나,공용,2014,2,0.0
우크라이나,유학연수,2014,2,42.0
우크라이나,기타,2014,2,1283.0
이탈리아,관광,2014,2,1864.0
이탈리아,상용,2014,2,61.0
이탈리아,공용,2014,2,4.0
이탈리아,유학연수,2014,2,40.0
이탈리아,기타,2014,2,1060.0
불가리아,관광,2014,2,125.0
불가리아,상용,2014,2,6.0
불가리아,공용,2014,2,0.0
불가리아,유학연수,2014,2,11.0
불가리아,기타,2014,2,338.0
스웨덴,관광,2014,2,840.0
스웨덴,상용,2014,2,71.0
스웨덴,공용,2014,2,1.0
스웨덴,유학연수,2014,2,75.0
스웨덴,기타,2014,2,88.0
오스트레일리아,관광,2014,2,5552.0
오스트레일리아,상용,2014,2,426.0
오스트레일리아,공용,2014,2,26.0
오스트레일리아,유학연수,2014,2,53.0
오스트레일리아,기타,2014,2,1049.0
뉴질랜드,관광,2014,2,1237.0
뉴질랜드,상용,2014,2,43.0
뉴질랜드,공용,2014,2,1.0
뉴질랜드,유학연수,2014,2,7.0
뉴질랜드,기타,2014,2,533.0
키리바시,관광,2014,2,18.0
키리바시,상용,2014,2,0.0
키리바시,공용,2014,2,0.0
키리바시,유학연수,2014,2,0.0
키리바시,기타,2014,2,73.0
피  지,관광,2014,2,154.0
피  지,상용,2014,2,0.0
피  지,공용,2014,2,0.0
피  지,유학연수,2014,2,1.0
피  지,기타,2014,2,1.0
남아프리카 공화국,관광,2014,2,227.0
남아프리카 공화국,상용,2014,2,20.0
남아프리카 공화국,공용,2014,2,1.0
남아프리카 공화국,유학연수,2014,2,5.0
남아프리카 공화국,기타,2014,2,646.0
나이지리아,관광,2014,2,50.0
나이지리아,상용,2014,2,125.0
나이지리아,공용,2014,2,1.0
나이지리아,유학연수,2014,2,27.0
나이지리아,기타,2014,2,35.0
이집트,관광,2014,2,381.0
이집트,상용,2014,2,75.0
이집트,공용,2014,2,1.0
이집트,유학연수,2014,2,28.0
이집트,기타,2014,2,110.0
일  본,관광,2014,3,239575.0
일  본,상용,2014,3,2315.0
일  본,공용,2014,3,183.0
일  본,유학연수,2014,3,851.0
일  본,기타,2014,3,4338.0
인  도,관광,2014,3,1879.0
인  도,상용,2014,3,2899.0
인  도,공용,2014,3,27.0
인  도,유학연수,2014,3,114.0
인  도,기타,2014,3,6370.0
베트남,관광,2014,3,5415.0
베트남,상용,2014,3,553.0
베트남,공용,2014,3,159.0
베트남,유학연수,2014,3,630.0
베트남,기타,2014,3,4445.0
미얀마,관광,2014,3,1146.0
미얀마,상용,2014,3,22.0
미얀마,공용,2014,3,33.0
미얀마,유학연수,2014,3,51.0
미얀마,기타,2014,3,3600.0
몽  골,관광,2014,3,4136.0
몽  골,상용,2014,3,250.0
몽  골,공용,2014,3,242.0
몽  골,유학연수,2014,3,407.0
몽  골,기타,2014,3,429.0
스리랑카,관광,2014,3,124.0
스리랑카,상용,2014,3,64.0
스리랑카,공용,2014,3,6.0
스리랑카,유학연수,2014,3,49.0
스리랑카,기타,2014,3,809.0
파키스탄,관광,2014,3,218.0
파키스탄,상용,2014,3,265.0
파키스탄,공용,2014,3,7.0
파키스탄,유학연수,2014,3,157.0
파키스탄,기타,2014,3,381.0
방글라데시,관광,2014,3,143.0
방글라데시,상용,2014,3,141.0
방글라데시,공용,2014,3,28.0
방글라데시,유학연수,2014,3,57.0
방글라데시,기타,2014,3,619.0
중  국,관광,2014,3,313400.0
중  국,상용,2014,3,6514.0
중  국,공용,2014,3,157.0
중  국,유학연수,2014,3,14757.0
중  국,기타,2014,3,88940.0
대  만,관광,2014,3,45981.0
대  만,상용,2014,3,48.0
대  만,공용,2014,3,4.0
대  만,유학연수,2014,3,280.0
대  만,기타,2014,3,784.0
필리핀,관광,2014,3,10802.0
필리핀,상용,2014,3,258.0
필리핀,공용,2014,3,65.0
필리핀,유학연수,2014,3,120.0
필리핀,기타,2014,3,20989.0
홍  콩,관광,2014,3,34230.0
홍  콩,상용,2014,3,74.0
홍  콩,공용,2014,3,3.0
홍  콩,유학연수,2014,3,131.0
홍  콩,기타,2014,3,770.0
태  국,관광,2014,3,36414.0
태  국,상용,2014,3,70.0
태  국,공용,2014,3,248.0
태  국,유학연수,2014,3,118.0
태  국,기타,2014,3,5657.0
말레이시아,관광,2014,3,18616.0
말레이시아,상용,2014,3,168.0
말레이시아,공용,2014,3,6.0
말레이시아,유학연수,2014,3,147.0
말레이시아,기타,2014,3,1474.0
싱가포르,관광,2014,3,13313.0
싱가포르,상용,2014,3,235.0
싱가포르,공용,2014,3,4.0
싱가포르,유학연수,2014,3,39.0
싱가포르,기타,2014,3,1405.0
인도네시아,관광,2014,3,8207.0
인도네시아,상용,2014,3,532.0
인도네시아,공용,2014,3,39.0
인도네시아,유학연수,2014,3,161.0
인도네시아,기타,2014,3,6506.0
우즈베키스탄,관광,2014,3,1151.0
우즈베키스탄,상용,2014,3,712.0
우즈베키스탄,공용,2014,3,2.0
우즈베키스탄,유학연수,2014,3,129.0
우즈베키스탄,기타,2014,3,2583.0
터  키,관광,2014,3,877.0
터  키,상용,2014,3,26.0
터  키,공용,2014,3,23.0
터  키,유학연수,2014,3,34.0
터  키,기타,2014,3,709.0
이스라엘,관광,2014,3,1054.0
이스라엘,상용,2014,3,5.0
이스라엘,공용,2014,3,3.0
이스라엘,유학연수,2014,3,0.0
이스라엘,기타,2014,3,40.0
이  란,관광,2014,3,279.0
이  란,상용,2014,3,239.0
이  란,공용,2014,3,2.0
이  란,유학연수,2014,3,29.0
이  란,기타,2014,3,42.0
카자흐스탄,관광,2014,3,997.0
카자흐스탄,상용,2014,3,110.0
카자흐스탄,공용,2014,3,2.0
카자흐스탄,유학연수,2014,3,136.0
카자흐스탄,기타,2014,3,352.0
요르단,관광,2014,3,103.0
요르단,상용,2014,3,146.0
요르단,공용,2014,3,4.0
요르단,유학연수,2014,3,11.0
요르단,기타,2014,3,22.0
사우디아라비아,관광,2014,3,591.0
사우디아라비아,상용,2014,3,76.0
사우디아라비아,공용,2014,3,5.0
사우디아라비아,유학연수,2014,3,147.0
사우디아라비아,기타,2014,3,75.0
이라크,관광,2014,3,112.0
이라크,상용,2014,3,159.0
이라크,공용,2014,3,32.0
이라크,유학연수,2014,3,5.0
이라크,기타,2014,3,14.0
미  국,관광,2014,3,48065.0
미  국,상용,2014,3,1005.0
미  국,공용,2014,3,1090.0
미  국,유학연수,2014,3,98.0
미  국,기타,2014,3,14743.0
에콰도르,관광,2014,3,59.0
에콰도르,상용,2014,3,0.0
에콰도르,공용,2014,3,0.0
에콰도르,유학연수,2014,3,7.0
에콰도르,기타,2014,3,43.0
쿠  바,관광,2014,3,3.0
쿠  바,상용,2014,3,1.0
쿠  바,공용,2014,3,0.0
쿠  바,유학연수,2014,3,0.0
쿠  바,기타,2014,3,5.0
캐나다,관광,2014,3,8753.0
캐나다,상용,2014,3,119.0
캐나다,공용,2014,3,9.0
캐나다,유학연수,2014,3,18.0
캐나다,기타,2014,3,3173.0
브라질,관광,2014,3,898.0
브라질,상용,2014,3,33.0
브라질,공용,2014,3,5.0
브라질,유학연수,2014,3,67.0
브라질,기타,2014,3,264.0
멕시코,관광,2014,3,646.0
멕시코,상용,2014,3,10.0
멕시코,공용,2014,3,1.0
멕시코,유학연수,2014,3,15.0
멕시코,기타,2014,3,231.0
칠  레,관광,2014,3,147.0
칠  레,상용,2014,3,11.0
칠  레,공용,2014,3,0.0
칠  레,유학연수,2014,3,6.0
칠  레,기타,2014,3,73.0
아르헨티나,관광,2014,3,182.0
아르헨티나,상용,2014,3,4.0
아르헨티나,공용,2014,3,1.0
아르헨티나,유학연수,2014,3,0.0
아르헨티나,기타,2014,3,59.0
콜롬비아,관광,2014,3,212.0
콜롬비아,상용,2014,3,0.0
콜롬비아,공용,2014,3,25.0
콜롬비아,유학연수,2014,3,20.0
콜롬비아,기타,2014,3,77.0
페  루,관광,2014,3,140.0
페  루,상용,2014,3,5.0
페  루,공용,2014,3,2.0
페  루,유학연수,2014,3,5.0
페  루,기타,2014,3,72.0
베네수엘라,관광,2014,3,104.0
베네수엘라,상용,2014,3,7.0
베네수엘라,공용,2014,3,2.0
베네수엘라,유학연수,2014,3,2.0
베네수엘라,기타,2014,3,48.0
러시아(연방),관광,2014,3,12185.0
러시아(연방),상용,2014,3,240.0
러시아(연방),공용,2014,3,15.0
러시아(연방),유학연수,2014,3,126.0
러시아(연방),기타,2014,3,5428.0
폴란드,관광,2014,3,685.0
폴란드,상용,2014,3,28.0
폴란드,공용,2014,3,1.0
폴란드,유학연수,2014,3,9.0
폴란드,기타,2014,3,395.0
덴마크,관광,2014,3,756.0
덴마크,상용,2014,3,69.0
덴마크,공용,2014,3,1.0
덴마크,유학연수,2014,3,2.0
덴마크,기타,2014,3,135.0
그리스,관광,2014,3,417.0
그리스,상용,2014,3,29.0
그리스,공용,2014,3,0.0
그리스,유학연수,2014,3,0.0
그리스,기타,2014,3,258.0
스위스,관광,2014,3,816.0
스위스,상용,2014,3,13.0
스위스,공용,2014,3,2.0
스위스,유학연수,2014,3,14.0
스위스,기타,2014,3,124.0
노르웨이,관광,2014,3,1300.0
노르웨이,상용,2014,3,469.0
노르웨이,공용,2014,3,1.0
노르웨이,유학연수,2014,3,11.0
노르웨이,기타,2014,3,114.0
스페인,관광,2014,3,1197.0
스페인,상용,2014,3,24.0
스페인,공용,2014,3,2.0
스페인,유학연수,2014,3,32.0
스페인,기타,2014,3,317.0
루마니아,관광,2014,3,420.0
루마니아,상용,2014,3,27.0
루마니아,공용,2014,3,0.0
루마니아,유학연수,2014,3,2.0
루마니아,기타,2014,3,669.0
벨기에,관광,2014,3,670.0
벨기에,상용,2014,3,26.0
벨기에,공용,2014,3,3.0
벨기에,유학연수,2014,3,5.0
벨기에,기타,2014,3,138.0
독  일,관광,2014,3,7344.0
독  일,상용,2014,3,270.0
독  일,공용,2014,3,12.0
독  일,유학연수,2014,3,73.0
독  일,기타,2014,3,1345.0
영  국,관광,2014,3,9077.0
영  국,상용,2014,3,614.0
영  국,공용,2014,3,7.0
영  국,유학연수,2014,3,15.0
영  국,기타,2014,3,2579.0
프랑스,관광,2014,3,4963.0
프랑스,상용,2014,3,399.0
프랑스,공용,2014,3,30.0
프랑스,유학연수,2014,3,137.0
프랑스,기타,2014,3,1127.0
네덜란드,관광,2014,3,2069.0
네덜란드,상용,2014,3,78.0
네덜란드,공용,2014,3,0.0
네덜란드,유학연수,2014,3,10.0
네덜란드,기타,2014,3,632.0
우크라이나,관광,2014,3,532.0
우크라이나,상용,2014,3,143.0
우크라이나,공용,2014,3,0.0
우크라이나,유학연수,2014,3,9.0
우크라이나,기타,2014,3,1548.0
이탈리아,관광,2014,3,2643.0
이탈리아,상용,2014,3,66.0
이탈리아,공용,2014,3,8.0
이탈리아,유학연수,2014,3,14.0
이탈리아,기타,2014,3,1643.0
불가리아,관광,2014,3,174.0
불가리아,상용,2014,3,7.0
불가리아,공용,2014,3,2.0
불가리아,유학연수,2014,3,3.0
불가리아,기타,2014,3,407.0
스웨덴,관광,2014,3,1282.0
스웨덴,상용,2014,3,85.0
스웨덴,공용,2014,3,7.0
스웨덴,유학연수,2014,3,23.0
스웨덴,기타,2014,3,138.0
오스트레일리아,관광,2014,3,7474.0
오스트레일리아,상용,2014,3,531.0
오스트레일리아,공용,2014,3,84.0
오스트레일리아,유학연수,2014,3,11.0
오스트레일리아,기타,2014,3,1687.0
뉴질랜드,관광,2014,3,1358.0
뉴질랜드,상용,2014,3,60.0
뉴질랜드,공용,2014,3,2.0
뉴질랜드,유학연수,2014,3,1.0
뉴질랜드,기타,2014,3,540.0
키리바시,관광,2014,3,32.0
키리바시,상용,2014,3,0.0
키리바시,공용,2014,3,0.0
키리바시,유학연수,2014,3,0.0
키리바시,기타,2014,3,48.0
피  지,관광,2014,3,182.0
피  지,상용,2014,3,0.0
피  지,공용,2014,3,0.0
피  지,유학연수,2014,3,1.0
피  지,기타,2014,3,4.0
남아프리카 공화국,관광,2014,3,441.0
남아프리카 공화국,상용,2014,3,32.0
남아프리카 공화국,공용,2014,3,0.0
남아프리카 공화국,유학연수,2014,3,8.0
남아프리카 공화국,기타,2014,3,428.0
나이지리아,관광,2014,3,105.0
나이지리아,상용,2014,3,145.0
나이지리아,공용,2014,3,3.0
나이지리아,유학연수,2014,3,21.0
나이지리아,기타,2014,3,17.0
이집트,관광,2014,3,494.0
이집트,상용,2014,3,58.0
이집트,공용,2014,3,1.0
이집트,유학연수,2014,3,9.0
이집트,기타,2014,3,116.0
일  본,관광,2014,4,169382.0
일  본,상용,2014,4,1819.0
일  본,공용,2014,4,149.0
일  본,유학연수,2014,4,243.0
일  본,기타,2014,4,8000.0
인  도,관광,2014,4,2307.0
인  도,상용,2014,4,2579.0
인  도,공용,2014,4,16.0
인  도,유학연수,2014,4,30.0
인  도,기타,2014,4,7700.0
베트남,관광,2014,4,8952.0
베트남,상용,2014,4,627.0
베트남,공용,2014,4,262.0
베트남,유학연수,2014,4,144.0
베트남,기타,2014,4,4021.0
미얀마,관광,2014,4,2098.0
미얀마,상용,2014,4,28.0
미얀마,공용,2014,4,40.0
미얀마,유학연수,2014,4,6.0
미얀마,기타,2014,4,3793.0
몽  골,관광,2014,4,3776.0
몽  골,상용,2014,4,224.0
몽  골,공용,2014,4,205.0
몽  골,유학연수,2014,4,98.0
몽  골,기타,2014,4,646.0
스리랑카,관광,2014,4,291.0
스리랑카,상용,2014,4,60.0
스리랑카,공용,2014,4,14.0
스리랑카,유학연수,2014,4,6.0
스리랑카,기타,2014,4,1185.0
파키스탄,관광,2014,4,204.0
파키스탄,상용,2014,4,245.0
파키스탄,공용,2014,4,27.0
파키스탄,유학연수,2014,4,28.0
파키스탄,기타,2014,4,265.0
방글라데시,관광,2014,4,132.0
방글라데시,상용,2014,4,138.0
방글라데시,공용,2014,4,39.0
방글라데시,유학연수,2014,4,8.0
방글라데시,기타,2014,4,745.0
중  국,관광,2014,4,429419.0
중  국,상용,2014,4,5081.0
중  국,공용,2014,4,166.0
중  국,유학연수,2014,4,2590.0
중  국,기타,2014,4,94691.0
대  만,관광,2014,4,50621.0
대  만,상용,2014,4,57.0
대  만,공용,2014,4,2.0
대  만,유학연수,2014,4,52.0
대  만,기타,2014,4,628.0
필리핀,관광,2014,4,19061.0
필리핀,상용,2014,4,332.0
필리핀,공용,2014,4,93.0
필리핀,유학연수,2014,4,28.0
필리핀,기타,2014,4,26015.0
홍  콩,관광,2014,4,54830.0
홍  콩,상용,2014,4,59.0
홍  콩,공용,2014,4,0.0
홍  콩,유학연수,2014,4,35.0
홍  콩,기타,2014,4,871.0
태  국,관광,2014,4,39819.0
태  국,상용,2014,4,75.0
태  국,공용,2014,4,170.0
태  국,유학연수,2014,4,36.0
태  국,기타,2014,4,6265.0
말레이시아,관광,2014,4,23863.0
말레이시아,상용,2014,4,167.0
말레이시아,공용,2014,4,2.0
말레이시아,유학연수,2014,4,25.0
말레이시아,기타,2014,4,1493.0
싱가포르,관광,2014,4,16911.0
싱가포르,상용,2014,4,299.0
싱가포르,공용,2014,4,3.0
싱가포르,유학연수,2014,4,15.0
싱가포르,기타,2014,4,1364.0
인도네시아,관광,2014,4,11048.0
인도네시아,상용,2014,4,431.0
인도네시아,공용,2014,4,32.0
인도네시아,유학연수,2014,4,35.0
인도네시아,기타,2014,4,9289.0
우즈베키스탄,관광,2014,4,1331.0
우즈베키스탄,상용,2014,4,814.0
우즈베키스탄,공용,2014,4,1.0
우즈베키스탄,유학연수,2014,4,16.0
우즈베키스탄,기타,2014,4,2657.0
터  키,관광,2014,4,995.0
터  키,상용,2014,4,17.0
터  키,공용,2014,4,42.0
터  키,유학연수,2014,4,5.0
터  키,기타,2014,4,1043.0
이스라엘,관광,2014,4,1225.0
이스라엘,상용,2014,4,2.0
이스라엘,공용,2014,4,3.0
