월,총합,공용,상용,관광,유학연수,관광_비율
2025-06,34,5,8,12,9,35.3%
2025-07,33,4,8,13,8,39.4%
2025-08,33,4,7,14,8,42.4%
2025-09,32,5,7,12,8,37.5%
2025-10,34,5,7,14,8,41.2%
2025-11,33,5,8,12,8,36.4%
2025-12,33,6,7,12,8,36.4%
